Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+BigSF 91 v361 LWG.ptm - Realtime: Stage1+BigSF 91 v361 LWG.ptm]
0.225,1.56,7.03,-0.38,13.95,0.00,-10.40,0.0,13.92,-9.59,13.74,14.73,0.0,0.18,821.3,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,383,438,71.8,2,6.00,0.46,91,15,2.21,1.98,0.68,3.35,205,0.0,17.00,724,0.00,5.39,0.000,-33.59,0.68,8.71,5.1,6,0.00,0
0.229,1.56,7.03,-0.38,13.95,0.00,-10.40,0.0,13.92,-9.58,13.74,14.73,0.0,0.18,820.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,372,438,71.8,2,6.00,0.46,91,15,2.21,2.05,0.68,3.35,205,0.0,17.00,724,0.00,5.38,0.000,-32.03,0.68,8.71,5.1,6,0.00,0
0.272,1.56,7.03,-0.38,13.97,0.00,-10.40,0.0,14.08,-9.58,13.74,14.73,0.0,0.18,820.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,381,438,71.8,2,6.00,0.46,91,15,2.20,2.03,0.66,3.35,205,0.0,17.00,727,0.00,5.38,0.000,-32.81,0.68,8.71,5.1,6,0.00,0
0.314,1.56,7.03,-0.38,13.99,0.00,-10.40,0.0,14.00,-9.58,13.74,14.73,0.0,0.18,820.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,393,438,71.8,2,6.00,0.46,91,15,2.21,2.10,0.68,3.35,205,0.0,17.00,728,0.00,5.38,0.000,-32.03,0.68,8.71,5.1,6,0.00,0
0.356,2.34,7.03,-0.38,13.99,0.00,-10.40,0.0,13.92,-9.58,13.74,14.73,0.0,0.18,820.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,385,438,71.8,2,6.00,0.47,91,15,2.20,2.05,0.70,3.35,205,0.0,17.00,729,0.00,5.39,0.000,-33.59,0.68,8.71,5.1,5,0.00,0
0.384,2.34,7.03,-0.38,13.98,0.00,-10.40,0.0,13.92,-9.59,13.74,14.73,0.0,0.18,820.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,388,438,71.8,2,6.00,0.47,91,15,2.20,2.05,0.70,3.35,205,0.0,17.00,729,0.00,5.38,0.000,-33.59,0.68,8.71,5.1,5,0.00,0
0.396,2.34,7.03,-0.38,14.01,0.00,-10.40,0.0,13.92,-9.58,13.74,14.73,0.0,0.18,820.0,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,388,438,71.8,2,6.00,0.47,91,15,2.20,2.07,0.68,3.35,205,0.0,16.50,729,0.00,5.38,0.000,-42.19,0.68,8.71,5.1,5,0.00,0
0.417,2.34,7.03,-0.38,14.02,0.00,-10.30,0.0,13.92,-9.58,13.74,14.73,0.0,0.17,820.0,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,397,438,71.8,1,6.00,0.47,91,15,2.19,2.12,0.70,3.35,205,0.0,16.50,730,0.00,5.38,0.000,-35.94,0.68,8.71,5.1,5,0.00,0
0.453,2.34,7.03,-0.38,14.02,0.00,-10.30,0.0,13.92,-9.58,13.74,14.73,0.0,0.17,820.0,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,398,438,71.8,1,4.50,0.47,91,15,2.19,2.05,0.70,3.34,205,0.0,16.50,730,0.00,5.38,0.000,-35.94,0.68,8.71,5.1,4,0.00,0
0.491,2.34,7.03,-0.38,14.01,0.00,-10.30,0.0,13.92,-9.59,13.74,14.73,0.0,0.17,820.0,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,387,438,71.8,1,4.50,0.47,91,15,2.19,2.07,0.70,3.34,205,0.0,16.50,730,0.00,5.39,0.000,-35.94,0.68,8.71,5.1,4,0.00,0
0.547,2.34,7.03,-0.25,14.05,0.00,-10.30,0.0,13.92,-9.58,13.74,14.73,0.0,0.17,820.0,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,387,438,71.8,1,4.50,0.47,91,15,2.18,2.05,0.70,3.34,205,0.0,16.50,727,0.00,5.39,0.000,-35.16,0.68,8.71,5.1,4,0.00,0
0.604,2.34,7.03,-0.25,14.06,0.00,-10.30,0.0,14.08,-9.59,13.74,14.73,0.0,0.17,819.4,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,397,438,71.8,1,4.50,0.46,91,15,2.16,2.21,0.72,3.33,205,0.0,16.50,723,0.00,5.40,0.000,-33.59,0.68,8.71,5.1,4,0.00,0
0.629,2.34,7.03,-0.25,14.06,0.00,-10.30,0.0,13.92,-9.58,13.74,14.73,0.0,0.17,819.4,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,398,438,71.8,1,4.50,0.46,91,15,2.15,2.21,0.72,3.34,205,0.0,16.50,721,0.00,5.40,0.000,-32.81,0.68,8.71,5.1,4,0.00,0
0.705,3.12,7.03,-0.25,14.07,0.00,-10.30,0.0,14.00,-9.58,13.74,14.73,0.0,0.17,818.8,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,388,438,71.8,1,5.00,0.46,91,15,2.14,2.14,0.72,3.35,205,0.0,16.50,714,0.00,5.39,0.000,-28.91,0.68,8.71,5.1,3,0.00,0
0.753,3.12,7.03,-0.25,14.08,0.00,-10.30,0.0,14.00,-9.58,13.74,14.73,0.0,0.17,818.8,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,394,438,71.8,1,5.00,0.46,91,15,2.14,2.05,0.72,3.34,205,0.0,16.50,713,0.00,5.39,0.000,-30.47,0.68,8.71,5.1,3,0.00,0
0.790,3.12,7.03,-0.25,14.09,0.00,-10.30,0.0,13.92,-9.58,13.74,14.73,0.0,0.17,818.8,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,381,438,71.8,1,5.00,0.46,91,15,2.14,2.03,0.70,3.35,205,0.0,16.50,712,0.00,5.38,0.000,-29.69,0.68,8.71,5.1,3,0.00,0
0.798,3.12,7.03,-0.25,14.10,0.00,-10.30,0.0,13.76,-9.57,13.74,14.73,0.0,0.17,818.8,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,385,438,71.8,1,5.00,0.46,91,15,2.14,2.14,0.70,3.36,205,0.0,16.50,712,0.00,5.37,0.000,-32.03,0.68,8.71,5.1,2,0.00,0
0.837,3.12,7.03,-0.25,14.09,0.00,-10.30,0.0,14.00,-9.56,13.74,14.73,0.0,0.17,818.2,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,388,438,71.8,1,5.50,0.46,91,15,2.14,2.17,0.72,3.37,205,0.0,16.50,711,0.00,5.36,0.000,-28.91,0.68,8.71,5.1,2,0.00,0
0.885,3.12,7.03,-0.25,14.10,0.00,-10.30,0.0,14.00,-9.56,13.74,14.73,0.0,0.17,818.2,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,386,438,71.8,1,5.50,0.46,91,15,2.14,2.19,0.72,3.37,205,0.0,16.50,712,0.00,5.35,0.000,-28.91,0.68,8.71,5.1,2,0.00,0
0.905,3.12,7.03,-0.25,14.10,0.00,-10.30,0.0,13.92,-9.56,13.74,14.73,0.0,0.17,818.2,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,391,438,71.8,1,5.50,0.46,91,15,2.14,2.26,0.72,3.38,205,0.0,16.50,713,0.00,5.36,0.000,-27.34,0.68,8.71,5.1,2,0.00,0
0.931,3.12,7.03,-0.25,14.12,0.00,-10.30,0.0,13.92,-9.55,13.74,14.73,0.0,0.17,818.2,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,376,438,71.8,1,5.50,0.46,91,15,2.14,2.33,0.76,3.38,205,0.0,16.50,712,0.00,5.35,0.000,-28.12,0.68,8.71,5.1,2,0.00,0
0.967,3.12,7.03,-0.25,14.12,0.00,-10.30,0.0,14.00,-9.54,13.74,14.73,0.0,0.17,818.2,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,380,438,71.8,1,5.50,0.46,91,15,2.14,2.35,0.76,3.39,205,0.0,16.50,714,0.00,5.34,0.000,-29.69,0.68,8.71,5.1,2,0.00,0
1.019,3.91,7.03,-0.25,14.13,0.00,-10.30,0.0,14.00,-9.54,13.74,14.73,0.0,0.17,817.6,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,386,438,71.8,0,5.50,0.46,91,15,2.14,2.26,0.76,3.40,205,0.0,16.50,713,0.00,5.33,0.000,-28.91,0.68,8.71,5.1,2,0.00,0
1.059,3.91,6.25,-0.25,14.13,0.00,-10.30,0.0,13.92,-9.54,13.74,14.73,0.0,0.17,817.6,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,392,438,71.8,0,5.50,0.46,91,15,2.15,2.26,0.74,3.40,205,0.0,16.50,714,0.00,5.32,0.000,-31.25,0.68,8.71,5.1,1,0.00,0
1.095,3.91,5.47,-0.25,14.14,0.00,-10.30,0.0,13.92,-9.53,13.74,14.73,0.0,0.17,817.6,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,380,438,71.8,0,5.50,0.46,91,15,2.15,2.26,0.74,3.41,205,0.0,16.50,715,0.00,5.32,0.000,-38.28,0.68,8.71,5.1,1,0.00,0
1.141,3.91,4.69,-0.25,14.15,0.00,-10.30,0.0,14.08,-9.53,13.74,14.73,0.0,0.17,817.6,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,380,438,71.8,0,5.00,0.46,91,15,2.15,2.26,0.72,3.41,205,0.0,16.50,716,0.00,5.31,0.000,-33.59,0.68,8.71,5.1,1,0.00,0
1.183,3.91,4.69,-0.25,14.17,0.00,-10.30,0.0,13.92,-9.53,13.74,14.73,0.0,0.17,816.9,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,385,438,71.8,0,5.50,0.46,91,15,2.15,2.28,0.74,3.41,205,0.0,16.50,716,0.00,5.31,0.000,-33.59,0.68,8.71,5.1,1,0.00,0
1.204,3.91,4.69,-0.25,14.19,0.00,-10.30,0.0,13.92,-9.52,13.74,14.73,0.0,0.17,816.9,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,382,438,71.8,0,5.00,0.46,91,15,2.15,2.26,0.74,3.41,205,0.0,16.50,716,0.00,5.32,0.000,-35.16,0.68,8.71,5.1,1,0.00,0
1.229,3.91,4.69,-0.25,14.17,0.00,-10.30,0.0,13.92,-9.53,13.74,14.73,0.0,0.17,816.9,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,392,438,71.8,0,5.00,0.46,91,15,2.15,2.17,0.74,3.41,205,0.0,16.50,717,0.00,5.33,0.000,-35.16,0.68,8.71,5.1,1,0.00,0
1.276,3.91,4.69,-0.25,14.17,0.00,-10.30,0.0,14.00,-9.53,13.74,14.73,0.0,0.17,816.9,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,376,438,71.8,0,5.00,0.46,91,15,2.15,2.12,0.72,3.41,205,0.0,16.50,717,0.00,5.33,0.000,-36.72,0.68,8.71,5.1,1,0.00,0
1.299,3.91,4.69,-0.25,14.20,0.00,-10.30,0.0,14.00,-9.52,13.74,14.73,0.0,0.17,816.9,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,393,438,71.8,0,5.00,0.46,91,15,2.15,2.14,0.70,3.41,205,0.0,16.50,718,0.00,5.33,0.000,-38.28,0.68,8.71,5.1,1,0.00,0
1.330,4.69,4.69,-0.25,14.18,0.00,-10.30,0.0,13.84,-9.54,13.74,14.73,0.0,0.17,816.3,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,381,438,71.8,0,5.00,0.46,91,15,2.15,2.02,0.68,3.40,205,0.0,16.50,719,0.00,5.33,0.000,-37.50,0.68,8.71,5.1,1,0.00,0
1.345,4.69,4.69,-0.25,14.19,0.00,-10.30,0.0,13.84,-9.53,13.74,14.73,0.0,0.17,816.3,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,387,438,71.8,0,5.00,0.46,91,15,2.14,2.03,0.68,3.39,205,0.0,16.50,718,0.00,5.33,0.000,-37.50,0.68,8.71,5.1,1,0.00,0
1.376,4.69,4.69,-0.25,14.20,0.00,-10.30,0.0,13.92,-9.53,13.74,14.73,0.0,0.17,816.3,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,383,438,71.8,0,5.00,0.46,91,15,2.14,2.07,0.68,3.39,205,0.0,16.50,717,0.00,5.34,0.000,-36.72,0.68,8.71,5.1,1,0.00,0
1.403,4.69,4.69,-0.25,14.21,0.00,-10.30,0.0,14.00,-9.55,13.74,14.73,0.0,0.17,816.3,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,396,438,71.8,0,5.00,0.46,91,15,2.14,2.07,0.70,3.39,205,0.0,16.50,715,0.00,5.34,0.000,-35.16,0.68,8.71,5.1,1,0.00,0
1.435,4.69,4.69,-0.25,14.20,0.00,-10.30,0.0,14.00,-9.54,13.74,14.73,0.0,0.17,816.3,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,389,438,71.8,0,5.00,0.46,91,15,2.14,2.19,0.70,3.38,205,0.0,16.50,715,0.00,5.34,0.000,-35.16,0.68,8.71,5.1,1,0.00,0
1.465,4.69,4.69,-0.25,14.20,0.00,-10.30,0.0,13.92,-9.54,13.74,14.73,0.0,0.17,816.3,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,393,438,71.8,0,5.00,0.46,91,15,2.14,2.21,0.72,3.38,205,0.0,16.50,714,0.00,5.35,0.000,-34.38,0.68,8.71,5.9,0,0.00,0
1.492,4.69,4.69,-0.25,14.21,0.00,-10.30,0.0,13.92,-9.54,13.74,14.73,0.0,0.17,815.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,374,438,71.8,0,10.00,0.46,91,15,2.15,2.38,0.74,3.38,205,0.0,16.50,714,0.00,5.34,0.000,-23.44,0.70,8.71,5.9,0,0.00,0
1.509,4.69,4.69,-0.25,14.21,0.00,-10.40,0.0,13.92,-9.51,13.74,14.73,0.0,0.18,815.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,384,438,71.8,0,10.00,0.46,91,15,2.17,2.58,0.74,3.40,205,0.0,17.00,715,0.00,5.32,0.000,-23.44,0.70,8.71,5.9,0,0.00,0
1.537,4.69,4.69,-0.25,14.21,0.00,-10.40,0.0,14.00,-9.48,13.74,14.73,0.0,0.18,815.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,382,438,71.8,0,10.50,0.46,91,15,2.19,2.52,0.80,3.40,205,0.0,17.00,717,0.00,5.31,0.000,-23.44,0.70,8.71,5.9,0,0.00,0
1.564,4.69,4.69,-0.25,14.20,0.00,-10.40,0.0,14.00,-9.48,13.74,14.73,0.0,0.18,815.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,391,438,71.8,0,10.50,0.46,91,15,2.20,2.40,0.78,3.45,205,0.0,17.00,721,0.00,5.28,0.000,-37.50,0.70,8.71,5.9,0,0.00,0
1.594,4.69,4.69,-0.25,14.23,0.00,-10.40,0.0,13.92,-9.45,13.74,14.73,0.0,0.18,815.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,374,438,71.8,0,10.00,0.46,91,15,2.22,2.45,0.78,3.49,205,0.0,17.00,722,0.00,5.25,0.000,-32.03,0.70,8.71,5.9,0,0.00,0
1.626,4.69,4.69,-0.25,14.21,0.00,-10.40,0.0,13.92,-9.44,13.74,14.73,0.0,0.18,815.7,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,391,438,71.8,0,10.00,0.46,91,15,2.23,2.38,0.78,3.49,205,0.0,17.00,729,0.00,5.25,0.000,-32.03,0.70,8.71,5.9,0,0.00,0
1.641,5.47,4.69,-0.25,14.21,0.00,-10.40,0.0,13.92,-9.42,13.74,14.73,0.0,0.18,815.1,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,373,438,71.8,0,10.00,0.47,91,15,2.25,2.33,0.76,3.51,205,0.0,17.00,734,0.00,5.22,0.000,-29.69,0.70,8.71,5.9,0,0.00,0
1.669,5.47,4.69,-0.25,14.21,0.00,-10.40,0.0,13.92,-9.40,13.74,14.73,0.0,0.18,815.1,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,391,438,71.8,0,10.00,0.47,91,15,2.26,2.38,0.76,3.51,205,0.0,17.00,736,0.00,5.20,0.000,-29.69,0.70,8.71,5.9,0,0.00,0
1.697,5.47,4.69,-0.25,14.23,0.00,-10.40,0.0,14.00,-9.40,13.74,14.73,0.0,0.18,815.1,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,381,438,71.8,0,10.00,0.47,91,15,2.28,2.35,0.76,3.54,205,0.0,17.00,743,0.00,5.21,0.000,-22.66,0.70,8.71,5.5,0,0.00,0
1.728,5.47,4.69,-0.25,14.22,0.00,-10.40,0.0,13.92,-9.39,13.74,14.73,0.0,0.18,815.1,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,385,438,71.8,0,11.00,0.48,91,15,2.29,2.38,0.78,3.55,205,0.0,17.00,747,0.00,5.19,0.000,-39.84,0.68,8.71,5.5,0,0.00,0
1.744,5.47,4.69,-0.25,14.22,0.00,-10.40,0.0,13.92,-9.38,13.74,14.73,0.0,0.18,815.1,14.87,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,386,438,71.8,0,11.00,0.48,91,15,2.29,2.38,0.78,3.55,205,0.0,17.00,749,0.00,5.18,0.000,-39.84,0.68,8.71,5.5,0,0.00,0
1.771,5.47,4.69,-0.25,14.23,0.00,-10.40,0.0,13.92,-9.39,13.74,14.73,0.0,0.18,815.1,14.70,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,382,438,71.8,0,11.00,0.48,91,15,2.31,2.26,0.76,3.56,205,0.0,17.00,759,0.00,5.19,0.000,-32.03,0.68,8.71,5.5,0,0.00,0
1.806,5.47,4.69,-0.25,14.24,0.00,-10.40,0.0,13.92,-9.39,13.74,14.73,0.0,0.18,814.5,14.70,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,372,438,71.8,0,10.00,0.49,91,15,2.32,2.14,0.72,3.55,205,0.0,17.00,764,0.00,5.18,0.000,-39.84,0.68,8.71,5.5,0,0.00,0
1.820,5.47,4.69,-0.25,14.24,0.00,-10.40,0.0,13.92,-9.38,13.74,14.73,0.0,0.18,814.5,14.70,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,372,438,71.8,0,10.00,0.49,91,15,2.32,2.10,0.72,3.55,205,0.0,17.00,767,0.00,5.19,0.000,-39.84,0.68,8.71,5.5,0,0.00,0
1.848,5.47,4.69,-0.25,14.23,0.00,-10.30,0.0,14.00,-9.40,13.74,14.73,0.0,0.17,814.5,14.70,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,373,438,71.8,0,9.50,0.49,91,15,2.32,2.02,0.70,3.53,205,0.0,16.50,769,0.00,5.20,0.000,-33.59,0.68,8.71,5.5,0,0.00,0
1.878,5.47,4.69,-0.25,14.22,0.00,-10.30,0.0,14.00,-9.40,13.74,14.73,0.0,0.17,814.5,14.76,190,0.812,0.00,0.00,0.00,0.0,2.0,0.0,0.00,0.00,1.000,369,438,71.8,0,9.50,0.49,91,15,2.32,2.05,0.70,3.51,205,0.0,16.50,771,0.00,5.19,0.000,-33.59,0.68,8.71,5.5,0,0.00,0
