Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+BigSF 91 v361 LWG.ptm - Realtime: Stage1+BigSF 91 v361 LWG.ptm]
5.163,7.81,7.03,-0.38,13.88,27.27,0.79,16.9,13.44,-1.11,13.93,14.68,15.5,0.75,803.2,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1308,1393,71.8,0,7.50,2.07,91,15,17.03,21.32,1.78,11.99,205,0.0,6.00,1371,121.03,2.19,0.000,16.41,1.26,13.92,22.4,3,0.00,0
5.179,7.81,7.03,-0.38,13.96,25.08,1.06,16.9,13.44,-1.05,13.97,14.68,15.5,0.75,803.2,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1327,1393,71.8,0,7.50,2.07,91,15,16.90,21.01,1.78,12.03,205,0.0,6.00,1353,119.93,1.93,0.000,16.41,1.26,13.79,22.4,3,0.00,0
5.209,7.81,7.03,-0.38,14.00,24.54,1.00,16.9,13.68,-0.97,13.99,14.68,16.3,0.75,803.2,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1342,1393,71.8,0,7.50,2.01,91,15,16.67,18.99,1.74,12.06,205,0.0,5.50,1326,118.83,1.85,0.000,32.81,1.26,13.76,22.0,3,0.00,0
5.241,8.59,7.03,-0.25,14.06,23.91,0.93,17.3,13.68,-0.95,14.01,14.68,16.3,0.76,803.2,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1397,1447,71.8,1,7.00,1.95,91,15,16.36,18.99,1.70,12.04,205,0.0,5.00,1304,118.50,1.83,0.000,19.53,1.24,13.78,21.7,4,0.00,0
5.274,8.59,7.03,-0.25,14.10,23.27,0.86,17.3,13.68,-0.90,14.06,14.68,16.3,0.75,803.2,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1444,1393,71.8,1,7.00,1.95,91,15,16.07,19.30,1.70,12.04,205,0.0,5.00,1282,117.36,1.71,0.000,19.53,1.24,13.72,21.7,4,0.00,0
5.290,8.59,7.03,-0.25,14.15,22.79,0.81,16.9,13.52,-0.88,14.08,14.68,16.3,0.75,803.2,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1430,1393,71.8,1,6.00,1.90,91,15,15.95,18.21,1.66,12.09,205,0.0,5.00,1266,116.20,1.63,0.000,15.62,1.24,13.66,21.3,4,0.00,0
5.318,8.59,7.03,-0.25,14.20,22.17,0.74,17.3,13.68,-0.87,14.12,14.68,16.3,0.75,802.8,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1452,1393,71.8,1,6.00,1.86,91,15,15.79,16.54,1.64,12.11,205,0.0,4.50,1249,116.20,1.61,0.000,25.78,1.22,13.65,21.3,4,0.00,0
5.348,8.59,7.03,-0.25,14.22,21.88,0.71,17.6,13.68,-0.85,14.14,14.68,16.3,0.76,802.8,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1404,1393,71.8,1,6.00,1.86,91,15,15.75,16.40,1.64,12.13,205,0.0,4.00,1231,116.08,1.68,0.000,25.78,1.22,13.73,21.3,4,0.00,0
5.380,8.59,7.03,-0.25,14.25,21.88,0.71,17.3,13.60,-0.84,14.16,14.68,16.3,0.76,802.8,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1400,1447,71.8,1,5.50,1.84,91,15,15.32,16.54,1.62,12.14,205,0.0,4.00,1213,114.41,1.61,0.000,44.53,1.22,13.69,22.0,4,0.00,0
5.411,9.38,7.03,-0.12,14.32,17.61,0.77,17.3,13.68,-0.78,14.19,14.68,16.3,0.76,802.8,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1406,1447,71.8,1,5.00,1.80,91,15,14.97,15.68,1.62,12.19,205,0.0,3.50,1180,111.83,1.34,0.000,9.38,1.24,13.47,20.5,4,0.00,0
5.438,9.38,7.03,-0.12,14.33,13.92,0.73,17.3,13.60,-0.74,14.22,14.68,16.3,0.76,802.8,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1452,1447,71.8,1,4.50,1.70,91,15,14.35,14.82,1.56,12.25,205,0.0,3.50,1138,109.12,1.19,0.000,44.53,1.16,13.34,19.7,5,0.00,0
5.463,9.38,7.03,-0.12,14.36,11.68,0.10,17.3,13.60,-0.75,14.27,14.69,16.3,0.74,802.8,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1471,1393,71.8,1,4.50,1.70,91,15,13.85,14.03,1.56,12.25,205,0.0,4.00,1119,108.08,1.07,0.000,44.53,1.16,13.23,19.7,5,0.00,0
5.486,9.38,7.03,-0.12,14.37,11.07,0.09,17.3,13.60,-0.79,14.29,14.69,16.3,0.74,802.4,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1400,1393,71.8,1,5.00,1.67,91,15,13.65,15.10,1.54,12.17,205,0.0,4.00,1117,108.09,1.11,0.000,36.72,1.16,13.23,19.3,5,0.00,0
5.517,9.38,7.03,-0.12,14.40,12.97,-0.16,18.0,13.60,-0.81,14.31,14.69,16.3,0.72,802.4,14.82,192,0.812,1.41,2.11,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1429,1393,71.8,1,5.00,1.67,91,15,13.79,14.82,1.54,12.13,205,0.0,4.50,1137,110.97,1.22,0.000,36.72,1.16,13.32,19.3,5,0.00,0
5.549,9.38,7.03,-0.12,14.40,17.34,0.00,20.4,13.52,-0.83,14.35,14.68,15.5,0.72,802.4,14.82,192,0.812,1.76,2.46,1.00,12.0,2.0,0.0,0.00,0.00,1.000,1436,1393,71.8,1,5.50,1.70,91,15,14.48,15.39,1.54,12.07,205,0.0,4.50,1174,120.29,1.91,0.000,47.66,1.16,13.98,20.1,6,0.00,0
5.575,9.38,7.03,-0.12,14.43,22.63,0.20,22.4,13.68,-0.77,14.36,14.68,15.5,0.75,802.4,14.82,192,0.812,1.76,2.46,1.00,12.0,2.0,0.0,0.00,0.00,1.000,1399,1393,71.8,1,5.50,1.79,91,15,15.31,20.86,1.58,12.13,205,0.0,4.50,1217,134.09,2.55,0.000,38.28,1.34,14.65,26.8,6,0.00,0
5.600,9.38,7.03,-0.12,14.46,23.14,0.50,23.5,13.68,-0.66,14.38,14.68,20.3,0.76,802.4,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1401,1447,71.8,1,5.00,1.89,91,15,16.63,21.94,1.80,12.53,205,0.0,4.50,1307,142.49,2.96,0.000,84.38,1.48,15.13,33.5,6,0.00,0
5.616,9.38,7.03,-0.12,14.50,23.49,1.87,24.3,13.68,-0.50,14.41,14.67,20.3,0.79,802.4,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1459,1447,71.8,1,5.00,1.89,91,15,18.80,21.79,1.80,12.60,205,0.0,4.50,1368,158.09,3.36,0.000,84.38,1.48,15.76,33.5,6,0.00,0
5.646,9.38,7.03,-0.12,14.51,24.68,2.05,25.1,13.52,-0.33,14.44,14.67,20.3,0.83,802.1,14.82,192,0.812,1.76,2.46,1.50,12.0,2.0,0.0,0.00,0.00,1.000,1503,1447,71.8,1,5.00,2.07,91,15,20.17,25.35,1.86,12.75,205,0.0,4.00,1435,169.81,3.47,0.000,48.44,1.72,15.99,37.4,6,0.00,0
5.675,10.16,7.03,0.00,14.64,26.44,2.10,25.1,13.68,-0.21,14.48,14.67,0.0,0.83,802.1,14.82,192,0.812,1.41,2.11,1.00,12.0,2.0,0.0,0.00,0.00,1.000,1458,1513,71.8,1,5.00,2.53,91,15,21.36,22.43,1.82,12.92,205,0.0,5.00,1504,178.35,3.57,0.000,24.22,1.84,16.19,39.0,6,0.00,0
5.705,10.16,7.03,0.00,14.67,26.95,2.00,25.5,13.68,-0.12,14.50,14.67,0.0,0.85,802.1,14.82,192,0.812,0.00,2.11,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1528,1513,71.8,1,5.00,2.53,91,16,22.00,22.11,1.82,12.95,205,0.0,5.00,1541,183.45,3.72,0.000,24.22,1.84,16.47,39.0,6,0.00,0
5.741,10.16,7.03,0.00,14.69,27.08,1.85,25.5,13.52,-0.06,14.52,14.67,0.0,0.85,802.1,14.82,192,0.812,0.00,2.11,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1532,1513,71.8,1,3.50,2.63,91,16,22.31,23.40,1.82,12.99,205,0.0,5.00,1556,184.96,3.79,0.000,35.16,1.82,16.60,38.6,6,0.00,0
5.771,10.16,7.03,0.00,14.72,26.96,1.69,25.5,13.68,-0.04,14.56,14.67,0.0,0.87,802.1,14.82,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1520,1513,71.8,1,3.50,2.67,91,16,22.57,22.92,1.90,12.98,205,0.0,5.00,1558,185.11,3.76,0.000,21.09,1.80,16.63,38.2,7,0.00,0
5.799,10.16,7.03,0.00,14.66,26.84,1.70,25.5,13.44,0.02,14.58,14.67,0.0,0.87,802.1,14.82,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1544,1513,71.8,1,3.50,2.64,91,16,22.37,21.48,1.78,13.03,205,0.0,4.50,1549,183.35,3.66,0.000,23.44,1.80,16.56,38.2,7,0.00,0
5.816,10.16,7.03,0.00,14.57,26.42,1.74,25.5,13.44,0.05,14.62,14.67,0.0,0.87,801.7,14.82,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1494,1513,71.8,1,3.50,2.64,91,16,22.21,21.63,1.78,13.05,205,0.0,4.50,1534,181.81,3.51,0.000,23.44,1.80,16.47,38.2,7,0.00,0
5.855,9.38,7.03,0.00,14.46,26.13,1.76,25.5,13.68,0.09,14.64,14.67,0.0,0.87,801.7,14.82,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1497,1513,71.8,1,3.00,2.61,91,16,22.18,23.56,1.80,13.06,205,0.0,4.50,1518,181.57,3.45,0.000,22.66,1.82,16.43,39.0,7,0.00,0
5.884,9.38,7.03,-0.12,14.40,26.07,1.77,26.3,13.52,0.13,14.66,14.67,0.0,0.87,801.7,14.82,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1491,1513,71.8,1,2.50,2.59,91,16,22.22,21.32,1.84,13.09,205,0.0,4.50,1523,186.91,3.50,0.000,45.31,1.84,16.51,39.8,7,0.00,0
5.915,9.38,7.03,-0.12,14.32,26.75,1.86,27.1,13.52,0.16,14.70,14.67,0.0,0.87,801.7,14.82,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1550,1513,71.8,1,2.50,2.59,91,16,22.54,22.59,1.84,13.11,205,0.0,4.50,1542,195.19,3.92,0.000,45.31,1.84,16.99,39.8,7,0.00,0
5.936,8.59,7.03,-0.12,14.27,26.86,1.69,27.8,13.68,0.19,14.72,14.67,0.0,0.85,801.7,14.82,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1530,1513,71.8,1,3.00,2.63,91,16,22.92,22.59,1.80,13.15,205,0.0,4.50,1597,200.69,4.24,0.000,35.16,1.90,17.34,41.3,7,0.00,0
5.962,7.81,7.03,-0.12,14.24,28.32,1.71,28.6,13.68,0.23,14.84,14.67,0.0,0.87,801.4,14.87,192,0.812,0.00,1.76,1.00,12.0,2.0,0.0,-1.41,0.00,1.000,1479,1513,71.8,1,4.00,2.73,91,16,24.53,24.37,1.84,13.26,205,0.0,6.00,1661,210.80,4.73,0.000,21.09,1.90,17.88,39.4,7,1.18,0
5.991,7.03,7.03,-0.12,14.27,27.94,1.19,28.6,13.68,0.23,14.83,14.67,0.0,0.87,801.4,14.87,192,0.812,0.00,1.76,1.00,13.0,2.0,0.0,-1.41,0.00,1.000,1491,1513,71.8,1,4.50,2.90,91,16,25.13,24.05,1.86,13.28,205,0.0,6.00,1701,212.28,4.91,0.000,-2.34,1.84,18.07,37.0,8,3.53,0
6.022,7.03,7.03,-0.12,14.24,28.74,1.02,29.0,13.68,0.24,14.83,14.67,0.0,0.85,801.4,14.87,192,0.812,0.00,1.76,1.00,14.0,2.0,0.0,-1.41,0.00,1.000,1525,1513,71.8,1,4.50,2.90,91,16,25.89,26.50,1.86,13.18,205,0.0,7.00,1760,213.11,5.01,0.000,-2.34,1.84,18.15,37.0,8,3.53,0
6.041,7.03,7.03,-0.25,14.27,29.19,0.71,29.0,13.60,0.21,14.83,14.67,0.0,0.87,801.4,14.87,192,0.812,0.00,1.76,1.00,14.0,2.0,0.0,-1.41,0.00,1.000,1469,1513,71.8,1,5.50,3.07,91,16,26.75,25.19,1.90,13.18,205,0.0,7.00,1824,212.46,4.98,0.000,53.91,1.64,18.10,33.9,8,3.53,0
6.066,7.03,7.03,-0.25,14.29,29.72,0.66,28.6,13.60,0.19,14.83,14.66,0.0,0.85,801.4,14.87,192,0.812,0.00,2.11,1.00,14.0,2.0,0.0,-1.41,0.00,1.000,1453,1513,71.8,1,5.50,3.07,91,16,27.06,27.16,1.90,13.01,205,0.0,7.50,1882,211.60,4.93,0.000,53.91,1.64,18.04,33.9,8,3.53,0
6.094,7.03,7.03,-0.12,14.29,30.01,0.44,28.6,13.36,0.16,14.83,14.66,0.0,0.85,801.4,14.87,192,0.812,0.00,1.76,1.00,14.0,2.0,0.0,-1.41,0.00,1.000,1497,1513,71.8,1,6.00,3.21,91,16,27.51,27.65,1.92,13.06,205,0.0,8.00,1908,210.20,4.92,0.000,29.69,1.64,17.99,32.7,8,3.53,0
6.122,7.03,7.03,-0.12,14.35,29.74,0.32,28.6,13.52,0.15,14.82,14.66,0.0,0.87,801.1,14.87,192,0.812,0.00,1.76,1.00,14.0,2.0,0.0,-1.41,0.00,1.000,1533,1513,71.8,1,6.50,3.28,91,16,28.26,27.16,1.96,13.04,205,0.0,8.00,1924,209.06,4.81,0.000,32.81,1.58,17.87,31.9,9,3.14,0
6.141,7.03,7.03,-0.12,14.35,29.82,0.27,28.2,13.52,0.15,14.82,14.66,0.0,0.87,801.1,14.87,192,0.812,0.00,1.76,1.00,14.0,2.0,0.0,-1.41,0.00,1.000,1564,1513,71.8,1,6.50,3.28,91,16,28.16,28.80,1.96,13.09,205,0.0,8.00,1935,207.50,4.70,0.000,32.81,1.58,17.76,31.9,9,3.14,0
6.167,7.03,7.03,-0.12,14.40,29.85,0.25,28.2,13.68,0.13,14.82,14.66,0.0,0.88,801.1,14.87,192,0.812,0.00,1.76,1.00,15.0,2.0,0.0,-1.41,0.00,1.000,1514,1513,71.8,1,6.50,3.30,91,16,28.42,28.80,2.02,13.12,205,0.0,8.00,1937,207.03,4.69,0.000,31.25,1.58,17.73,31.5,9,2.75,0
6.196,7.03,7.03,-0.12,14.45,29.43,0.24,28.2,13.68,0.14,14.83,14.67,0.0,0.88,801.1,14.87,192,0.812,0.00,1.76,1.00,16.0,2.0,0.0,-1.41,0.00,1.000,1577,1513,71.8,1,6.50,3.30,91,16,28.51,29.13,2.02,13.08,205,0.0,8.00,1931,207.09,4.69,0.000,31.25,1.58,17.73,31.5,9,2.75,0
6.211,7.03,7.03,-0.12,14.40,29.43,0.24,28.6,13.68,0.18,14.83,14.67,0.0,0.88,801.1,14.87,192,0.812,0.00,1.76,1.00,16.0,2.0,0.0,-1.41,0.00,1.000,1633,1513,71.8,1,6.50,3.30,91,16,28.52,28.14,2.00,13.11,205,0.0,8.00,1932,208.04,4.65,0.000,42.97,1.58,17.73,31.5,9,2.35,0
6.238,6.25,7.03,-0.12,14.39,29.45,0.23,28.6,13.68,0.20,14.83,14.67,0.0,0.88,801.1,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1559,1513,71.8,1,6.50,3.30,91,16,28.54,27.65,1.96,13.17,205,0.0,8.00,1935,208.95,4.74,0.000,35.16,1.58,17.85,31.5,9,2.75,0
6.271,6.25,7.03,-0.12,14.31,29.49,0.20,29.0,13.68,0.24,14.83,14.67,0.0,0.88,801.1,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1510,1513,71.8,1,6.50,3.30,91,16,28.75,29.78,1.96,13.21,205,0.0,8.50,1946,210.78,4.79,0.000,35.16,1.58,17.94,31.5,9,2.75,0
6.296,6.25,7.03,-0.12,14.30,29.55,0.16,29.0,13.52,0.29,14.83,14.67,0.0,0.88,800.8,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1539,1513,71.8,1,7.00,3.32,91,16,29.30,28.96,2.02,13.30,205,0.0,8.50,1973,212.40,4.83,0.000,39.06,1.58,18.02,31.5,9,3.92,0
6.322,5.47,7.03,-0.12,14.23,29.80,-0.16,29.8,13.52,0.31,14.83,14.66,0.0,0.88,800.8,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1502,1513,71.8,1,7.00,3.41,91,16,30.04,31.24,2.00,13.23,205,0.0,9.00,2021,216.14,5.04,0.000,32.81,1.58,18.27,31.5,10,3.92,0
6.361,5.47,7.03,-0.12,14.27,29.80,-1.12,29.8,13.68,0.33,14.83,14.66,0.0,0.88,800.8,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1520,1513,71.8,1,8.00,3.54,91,16,31.29,29.45,2.04,13.26,205,0.0,9.00,2093,216.56,5.24,0.000,20.31,1.58,18.48,31.1,10,3.92,0
6.385,5.47,7.03,-0.12,14.26,29.80,-1.48,29.8,13.68,0.37,14.83,14.67,0.0,0.88,800.8,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1524,1513,71.8,1,8.00,3.54,91,16,31.92,33.54,2.04,13.28,205,0.0,9.00,2133,216.80,5.28,0.000,20.31,1.58,18.55,31.1,10,3.92,0
6.406,5.47,7.03,-0.12,14.29,29.40,-2.23,29.8,13.68,0.35,14.83,14.67,0.0,0.88,800.8,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1591,1513,71.8,1,8.00,3.67,91,16,32.56,31.66,2.08,13.21,205,0.0,9.00,2190,217.14,5.35,0.000,28.91,1.54,18.60,30.3,10,3.92,0
6.422,5.47,7.03,-0.12,14.27,29.40,-2.52,29.4,13.68,0.31,14.83,14.67,0.0,0.89,800.8,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1602,1513,71.8,1,8.00,3.67,91,16,33.60,32.28,2.08,13.17,205,0.0,9.50,2233,216.89,5.42,0.000,28.91,1.54,18.67,30.3,10,3.92,0
6.460,5.47,7.03,-0.12,14.25,29.40,-3.11,29.4,13.68,0.31,14.83,14.67,0.0,0.89,800.5,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1593,1513,71.8,1,8.50,3.81,91,16,33.94,35.02,2.08,13.24,205,0.0,9.50,2261,216.00,5.50,0.000,29.69,1.52,18.71,29.5,11,3.53,0
6.480,4.69,7.03,-0.12,14.28,29.40,-3.75,29.0,13.52,0.27,14.83,14.67,0.0,0.89,800.5,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1592,1513,71.8,1,8.50,3.91,91,16,34.66,35.44,2.14,13.06,205,0.0,9.50,2295,214.11,5.41,0.000,17.97,1.48,18.59,28.3,11,3.53,0
6.504,4.69,7.03,-0.12,14.24,29.40,-3.86,29.0,13.52,0.25,14.83,14.67,0.0,0.91,800.5,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1585,1513,71.8,1,8.50,3.91,91,16,35.17,35.65,2.14,13.17,205,0.0,9.00,2326,213.21,5.37,0.000,17.97,1.48,18.55,28.3,11,3.53,0
6.534,4.69,7.03,-0.25,14.21,29.00,-4.10,29.0,13.68,0.22,14.83,14.67,0.0,0.89,800.5,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1564,1513,71.8,1,8.50,3.97,91,16,35.10,32.90,2.12,13.04,205,0.0,9.50,2330,211.69,5.39,0.000,19.53,1.44,18.53,27.6,11,3.53,0
6.566,3.91,7.03,-0.25,14.18,29.40,-4.15,29.0,13.68,0.20,14.83,14.67,0.0,0.89,800.5,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1520,1513,71.8,1,8.50,3.98,91,16,34.98,34.17,2.12,13.05,205,0.0,9.50,2339,211.73,5.37,0.000,26.56,1.44,18.48,27.6,11,3.14,0
6.594,3.91,7.03,-0.25,14.14,29.40,-4.20,29.0,13.68,0.22,14.83,14.67,0.0,0.89,800.5,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1576,1513,71.8,1,8.50,3.98,91,16,34.92,33.96,2.12,13.18,205,0.0,9.50,2344,211.73,5.35,0.000,26.56,1.44,18.48,27.6,11,3.14,0
6.624,3.12,7.03,-0.25,14.11,29.40,-4.20,29.0,13.44,0.21,14.83,14.67,0.0,0.89,800.2,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1597,1513,71.8,1,8.50,4.00,91,16,35.23,35.02,2.12,13.02,205,0.0,9.50,2350,212.29,5.40,0.000,25.78,1.44,18.52,27.6,11,3.14,0
6.655,3.12,7.03,-0.25,14.07,29.40,-4.44,29.0,13.68,0.26,14.83,14.67,0.0,0.91,800.2,14.87,192,0.812,0.35,1.76,1.00,16.0,2.0,0.0,-1.05,0.00,1.000,1531,1513,71.8,1,8.50,4.02,91,16,35.80,34.60,2.12,13.19,205,0.0,9.00,2371,212.91,5.44,0.000,20.31,1.44,18.60,27.6,11,3.14,0
6.670,2.34,7.03,-0.25,14.07,29.40,-4.72,29.0,13.60,0.29,14.83,14.67,0.0,0.89,800.2,14.87,192,0.812,0.35,1.76,1.00,15.0,2.0,0.0,-1.05,0.00,1.000,1584,1513,71.8,1,8.50,4.08,91,16,36.17,35.02,2.12,13.14,205,0.0,9.50,2401,213.57,5.47,0.000,22.66,1.42,18.63,27.2,12,3.14,0
6.699,2.34,7.03,-0.25,14.04,29.48,-5.36,29.0,13.60,0.30,14.83,14.67,0.0,0.89,800.2,14.87,192,0.812,0.35,1.76,1.00,13.0,2.0,0.0,-1.05,0.00,1.000,1629,1513,71.8,1,8.50,4.08,91,16,36.35,33.11,2.12,13.05,205,0.0,10.00,2430,214.80,5.47,0.000,22.66,1.42,18.67,27.2,12,3.14,0
6.730,2.34,7.03,-0.25,13.97,30.01,-5.87,29.4,13.52,0.31,14.83,14.67,0.0,0.88,800.2,14.87,192,0.812,0.70,1.76,1.00,13.0,2.0,0.0,-0.70,0.00,1.000,1569,1566,71.8,1,9.00,4.18,91,16,36.68,35.23,2.12,13.31,205,0.0,10.00,2477,215.56,5.51,0.000,39.06,1.42,18.70,27.6,12,3.14,0
6.751,0.78,7.03,-0.38,13.92,30.09,-6.28,29.4,13.68,0.33,14.82,14.66,0.0,0.88,800.0,14.87,192,0.812,0.70,1.76,1.00,13.0,2.0,0.0,-0.70,0.00,1.000,1638,1566,71.8,1,9.50,4.30,91,16,37.22,33.75,2.12,13.10,205,0.0,10.00,2520,216.38,5.56,0.000,41.41,1.44,18.81,27.6,12,3.14,0
6.777,0.78,7.03,-0.38,13.93,30.22,-6.94,29.4,13.68,0.32,14.83,14.67,0.0,0.87,800.0,14.87,192,0.812,0.70,1.76,1.00,13.0,2.0,0.0,-0.70,0.00,1.000,1619,1566,71.8,1,9.50,4.30,91,16,37.30,35.44,2.12,13.17,205,0.0,10.00,2564,217.10,5.67,0.000,41.41,1.44,18.90,27.6,12,3.14,0
6.805,0.78,7.03,-0.38,13.95,30.90,-8.08,29.4,13.68,0.37,14.82,14.66,0.0,0.87,800.0,14.87,192,0.812,0.70,1.76,1.00,15.0,2.0,0.0,-0.70,0.00,1.000,1590,1566,71.8,1,9.50,4.41,91,16,38.06,38.87,2.18,13.47,205,0.0,10.00,2600,216.20,5.67,0.000,33.59,1.44,18.94,28.0,12,3.14,0
6.820,0.78,7.03,-0.38,13.91,30.49,-8.35,29.4,13.68,0.42,14.83,14.67,0.0,0.88,800.0,14.87,192,0.812,0.70,1.76,1.00,15.0,2.0,0.0,-0.70,0.00,1.000,1627,1619,71.8,1,9.50,4.41,91,16,38.82,38.64,2.18,13.21,205,0.0,10.00,2648,217.05,5.76,0.000,33.59,1.44,19.07,28.0,12,3.14,0
6.848,0.00,7.03,-0.38,13.95,31.04,-8.79,29.4,13.60,0.43,14.82,14.66,0.0,0.87,800.0,14.87,192,0.812,0.70,1.76,1.00,15.0,2.0,0.0,-0.70,0.00,1.000,1626,1619,71.8,1,9.50,4.52,91,16,39.32,37.93,2.28,13.26,205,0.0,10.00,2675,217.19,5.74,0.000,29.69,1.46,19.07,28.3,12,3.14,0
6.876,0.00,7.03,-0.38,14.07,31.20,-9.56,29.4,13.52,0.52,14.82,14.66,0.0,0.87,800.0,14.87,192,0.812,0.70,1.76,1.00,15.0,2.0,0.0,-0.70,0.00,1.000,1603,1619,71.8,1,9.50,4.59,91,16,39.84,40.78,2.24,13.62,205,0.0,10.00,2704,216.74,5.66,0.000,41.41,1.48,19.09,28.7,12,3.14,0
6.906,0.00,7.03,-0.38,14.13,30.78,-9.84,29.4,13.52,0.62,14.83,14.67,0.0,0.88,800.0,14.87,192,0.812,0.70,1.76,1.00,15.0,2.0,0.0,-0.70,0.00,1.000,1638,1619,71.8,1,9.50,4.59,91,16,40.50,43.64,2.24,13.61,205,0.0,10.00,2728,216.86,5.60,0.000,41.41,1.48,19.11,28.7,12,3.14,0
6.921,0.00,7.03,-0.25,14.16,30.81,-10.00,29.4,13.52,0.65,14.83,14.67,0.0,0.88,799.7,14.87,192,0.812,0.70,1.76,1.00,15.0,2.0,0.0,-0.70,0.00,1.000,1721,1619,71.8,1,9.50,4.07,91,16,40.70,42.21,2.32,13.42,205,0.0,10.00,2738,216.91,5.58,0.000,20.31,1.46,19.13,28.3,13,3.14,0
