Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2+BigSF 91 v361 LWG.ptm - Realtime: Stage2+BigSF 91 v361 LWG.ptm]
0.315,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.84,14.70,14.73,0.0,0.22,254.6,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,88.6,0,4.50,0.46,75,2.78,2.92,0.86,4.23,195,0.0,18.50,726,0.00,4.50,0.000,-32.03,8.71,5.9,0,0.00,0
0.330,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.00,-8.85,14.70,14.73,0.0,0.22,254.6,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,399,438,88.6,0,4.50,0.47,75,2.78,2.92,0.84,4.24,195,0.0,18.50,728,0.00,4.50,0.000,-33.59,8.71,5.9,0,0.00,0
0.355,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.00,-8.83,14.70,14.73,0.0,0.22,254.6,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,88.6,0,4.50,0.47,75,2.79,2.92,0.84,4.24,195,0.0,18.50,729,0.00,4.49,0.000,-33.59,8.71,5.9,0,0.00,0
0.376,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.85,14.70,14.73,0.0,0.22,254.6,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,88.6,0,4.00,0.47,75,2.82,2.49,0.80,4.25,195,0.0,18.50,739,0.00,4.50,0.000,-33.59,8.71,5.9,0,0.00,0
0.422,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.86,14.70,14.73,0.0,0.22,254.6,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,390,438,88.6,0,4.00,0.47,75,2.83,2.42,0.80,4.23,195,0.0,18.50,744,0.00,4.50,0.000,-33.59,8.71,5.9,0,0.00,0
0.468,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,13.92,-8.87,14.70,14.73,0.0,0.22,255.3,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,397,438,88.6,0,4.00,0.48,75,2.84,2.42,0.78,4.21,195,0.0,18.50,753,0.00,4.51,0.000,-35.16,8.71,5.5,0,0.00,0
0.515,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.88,14.70,14.73,0.0,0.22,255.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,88.6,0,3.50,0.48,75,2.82,2.52,0.78,4.20,195,0.0,18.50,751,0.00,4.54,0.000,-35.16,8.71,5.5,0,0.00,0
0.547,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.91,14.70,14.73,0.0,0.22,255.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,88.6,0,3.50,0.48,75,2.81,2.70,0.82,4.17,195,0.0,18.50,747,0.00,4.55,0.000,-32.81,8.71,5.5,0,0.00,0
0.599,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.90,14.70,14.73,0.0,0.22,255.3,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,88.6,0,3.50,0.48,75,2.80,2.76,0.82,4.17,195,0.0,18.50,746,0.00,4.56,0.000,-32.81,8.71,5.5,0,0.00,0
0.613,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.00,-8.92,14.70,14.73,0.0,0.22,256.1,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,417,438,88.6,0,3.50,0.48,75,2.78,2.70,0.82,4.15,195,0.0,18.50,742,0.00,4.58,0.000,-38.28,8.71,5.5,0,0.00,0
0.652,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.00,-8.93,14.70,14.73,0.0,0.22,256.1,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,88.6,0,8.50,0.47,75,2.76,2.86,0.82,4.14,195,0.0,18.50,734,0.00,4.59,0.000,-15.62,8.71,6.3,0,0.00,0
0.667,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.94,14.70,14.73,0.0,0.22,256.1,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,408,438,88.6,0,10.50,0.47,75,2.78,3.19,0.88,4.14,195,0.0,18.50,738,0.00,4.58,0.000,-35.94,8.71,6.3,0,0.00,0
0.698,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.91,14.70,14.73,0.0,0.22,256.1,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,400,438,88.6,0,10.50,0.47,75,2.80,3.51,0.88,4.15,195,0.0,18.50,738,0.00,4.57,0.000,-35.94,8.71,6.3,0,0.00,0
0.712,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.89,14.70,14.73,0.0,0.22,256.1,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,88.6,0,11.00,0.47,75,2.83,3.51,0.94,4.15,195,0.0,18.50,743,0.00,4.56,0.000,-43.75,8.71,6.3,0,0.00,0
0.761,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.88,14.70,14.73,0.0,0.22,256.8,15.55,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,397,438,88.6,0,11.00,0.48,75,2.85,3.46,0.94,4.19,195,0.0,18.50,750,0.00,4.54,0.000,-39.84,8.71,6.3,0,0.00,0
0.786,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.86,14.70,14.73,0.0,0.22,256.8,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,88.6,0,11.00,0.48,75,2.86,3.32,0.94,4.19,195,0.0,18.50,750,0.00,4.53,0.000,-39.84,8.71,6.3,0,0.00,0
0.811,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.85,14.70,14.73,0.0,0.22,256.8,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,398,438,88.6,0,11.00,0.48,75,2.89,3.22,0.90,4.23,195,0.0,18.50,758,0.00,4.51,0.000,-32.81,8.71,6.3,0,0.00,0
0.847,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.82,14.70,14.73,0.0,0.22,256.8,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,88.6,0,10.50,0.49,75,2.92,3.36,0.92,4.26,195,0.0,18.50,768,0.00,4.49,0.000,-41.41,8.71,6.3,0,0.00,0
0.862,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.83,14.70,14.73,0.0,0.22,256.8,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,88.6,0,10.00,0.50,75,2.96,3.26,0.90,4.27,195,0.0,18.50,781,0.00,4.48,0.000,-25.00,8.71,5.9,0,0.00,0
0.890,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.16,-8.83,14.70,14.73,0.0,0.22,256.8,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,438,88.6,0,10.00,0.50,75,2.96,3.12,0.90,4.26,195,0.0,18.50,781,0.00,4.48,0.000,-25.00,8.71,5.9,0,0.00,0
0.916,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.82,14.70,14.73,0.0,0.22,257.5,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,88.6,0,9.00,0.50,75,2.99,3.02,0.86,4.26,195,0.0,18.50,792,0.00,4.47,0.000,-37.50,8.71,5.9,0,0.00,0
0.937,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.08,-8.84,14.70,14.73,0.0,0.22,257.5,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,399,438,88.6,0,8.50,0.51,75,3.00,2.99,0.86,4.24,195,0.0,18.50,802,0.00,4.49,0.000,-28.12,8.71,5.5,0,0.00,0
0.973,0.00,0.00,0.00,14.70,0.00,-10.75,0.0,14.08,-8.86,14.70,14.73,0.0,0.22,257.5,15.30,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,88.6,0,8.50,0.51,75,3.04,2.80,0.86,4.23,195,0.0,18.50,813,0.00,4.46,0.000,-28.12,8.66,5.5,0,0.00,0
1.010,0.00,0.00,0.00,14.70,0.00,-10.75,0.0,14.08,-8.89,14.70,14.73,0.0,0.22,257.5,15.30,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,393,438,88.6,0,7.50,0.52,75,3.02,2.95,0.82,4.20,195,0.0,18.50,813,0.00,4.44,0.000,-40.62,8.63,5.5,0,0.00,0
1.047,0.00,0.00,0.00,14.70,0.00,-10.84,0.0,14.08,-8.94,14.70,14.73,0.0,0.22,257.5,15.30,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,88.6,0,7.50,0.53,75,3.04,2.83,0.84,4.14,195,0.0,18.50,826,0.00,4.46,0.000,-22.66,8.57,5.5,0,0.00,0
1.087,0.00,0.00,0.00,14.70,0.00,-10.84,0.0,14.08,-8.98,14.70,14.73,0.0,0.22,258.2,15.30,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,401,438,88.6,0,6.50,0.53,75,3.03,3.02,0.84,4.08,195,0.0,18.00,828,0.00,4.46,0.000,-38.28,8.56,5.5,0,0.00,0
1.122,0.00,0.00,0.00,14.70,0.00,-10.78,0.0,14.16,-9.02,14.70,14.73,0.0,0.21,258.2,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,404,438,88.6,0,6.00,0.53,75,3.03,2.99,0.86,4.04,195,0.0,18.00,833,0.00,4.51,0.000,-30.47,8.55,5.5,0,0.00,0
1.147,0.00,0.00,0.00,14.70,0.00,-10.78,0.0,14.08,-9.06,14.70,14.73,0.0,0.21,258.2,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,401,438,88.6,0,5.50,0.53,75,3.03,2.95,0.86,3.98,195,0.0,18.50,835,0.00,4.50,0.000,-22.66,8.53,5.5,0,0.00,0
1.172,0.00,0.00,0.00,14.70,0.00,-10.81,0.0,14.08,-9.07,14.70,14.73,0.0,0.21,258.2,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,88.6,0,5.50,0.53,75,3.02,2.76,0.86,3.98,195,0.0,18.50,836,0.00,4.53,0.000,-22.66,8.51,5.5,0,0.00,0
1.197,0.00,0.00,0.00,14.70,0.00,-10.82,0.0,13.92,-9.11,14.70,14.73,0.0,0.21,258.2,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,412,438,88.6,0,5.00,0.53,75,3.02,2.73,0.82,3.94,195,0.0,18.50,837,0.00,4.57,0.000,-29.69,8.51,5.5,0,0.00,0
1.213,0.00,0.00,0.00,14.70,0.00,-10.82,0.0,14.00,-9.15,14.70,14.73,0.0,0.21,258.9,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,401,438,88.6,0,4.50,0.53,75,3.00,2.80,0.82,3.90,195,0.0,18.50,835,0.00,4.57,0.000,-29.69,8.50,5.5,0,0.00,0
1.242,0.00,0.00,0.00,14.70,0.00,-10.81,0.0,14.00,-9.16,14.70,14.73,0.0,0.21,258.9,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,88.6,0,4.50,0.53,75,2.99,2.86,0.82,3.90,195,0.0,18.50,833,0.00,4.62,0.000,-29.69,8.52,5.5,0,0.00,0
1.273,0.00,0.00,0.00,14.70,0.00,-10.80,0.0,14.08,-9.20,14.70,14.73,0.0,0.21,258.9,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,88.6,0,5.00,0.53,75,2.99,2.92,0.84,3.86,195,0.0,18.00,833,0.00,4.67,0.000,-28.91,8.53,5.9,0,0.00,0
1.301,0.00,0.00,0.00,14.70,0.00,-10.81,0.0,14.00,-9.23,14.70,14.73,0.0,0.21,258.9,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,88.6,0,4.50,0.53,75,2.98,2.83,0.84,3.83,195,0.0,18.50,834,0.00,4.69,0.000,-26.56,8.53,5.9,0,0.00,0
1.321,0.00,0.00,0.00,14.70,0.00,-10.81,0.0,14.00,-9.25,14.70,14.73,0.0,0.21,258.9,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,398,438,88.6,0,4.50,0.53,75,2.98,2.95,0.84,3.80,195,0.0,18.50,834,0.00,4.69,0.000,-26.56,8.52,5.9,0,0.00,0
1.346,0.00,0.00,0.00,14.70,0.00,-10.80,0.0,14.16,-9.26,14.70,14.73,0.0,0.21,258.9,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,88.6,0,4.50,0.53,75,2.98,3.12,0.86,3.80,195,0.0,18.50,834,0.00,4.72,0.000,-28.91,8.52,5.9,0,0.00,0
1.376,0.00,0.00,0.00,14.70,0.00,-10.79,0.0,14.16,-9.28,14.70,14.73,0.0,0.21,258.9,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,401,438,88.6,0,4.50,0.53,75,2.96,3.12,0.86,3.78,195,0.0,18.00,830,0.00,4.76,0.000,-28.91,8.53,5.9,0,0.00,0
1.402,0.00,0.00,0.00,14.70,0.00,-10.77,0.0,14.00,-9.30,14.70,14.73,0.0,0.21,259.6,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,402,438,88.6,0,4.50,0.53,75,2.96,3.29,0.88,3.76,195,0.0,18.00,829,0.00,4.80,0.000,-28.12,8.55,5.9,0,0.00,0
1.432,0.00,0.00,0.00,14.70,0.00,-10.77,0.0,14.00,-9.31,14.70,14.73,0.0,0.21,259.6,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,405,438,88.6,0,5.00,0.53,75,2.95,3.29,0.90,3.76,195,0.0,18.00,827,0.00,4.80,0.000,-27.34,8.55,5.9,0,0.00,0
1.457,0.00,0.00,0.00,14.70,0.00,-10.76,0.0,14.00,-9.31,14.70,14.73,0.0,0.21,259.6,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,88.6,0,5.00,0.53,75,2.95,3.32,0.90,3.76,196,0.0,18.00,826,0.00,4.82,0.000,-22.66,8.56,5.9,0,0.00,0
1.482,0.00,0.00,0.00,14.70,0.00,-10.74,0.0,14.00,-9.31,14.70,14.73,0.0,0.21,259.6,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,88.6,0,5.00,0.53,75,2.95,3.36,0.90,3.76,196,0.0,18.00,822,0.00,4.84,0.000,-22.66,8.58,5.9,0,0.00,0
1.511,0.00,0.00,0.00,14.70,0.00,-10.72,0.0,14.08,-9.33,14.70,14.73,0.0,0.21,259.6,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,395,438,88.6,0,5.00,0.53,75,2.94,3.32,0.92,3.75,196,0.0,18.00,820,0.00,4.87,0.000,-30.47,8.60,5.9,0,0.00,0
1.542,0.00,0.00,0.00,14.70,0.00,-10.72,0.0,14.00,-9.32,14.70,14.73,0.0,0.21,260.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,409,438,88.6,0,5.50,0.52,75,2.94,3.42,0.92,3.75,196,0.0,18.00,817,0.00,4.87,0.000,-32.81,8.60,5.9,0,0.00,0
1.566,0.00,0.00,0.00,14.70,0.00,-10.70,0.0,14.00,-9.31,14.70,14.73,0.0,0.21,260.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,405,438,88.6,0,5.50,0.52,75,2.94,3.36,0.92,3.75,196,0.0,18.00,817,0.00,4.88,0.000,-32.81,8.61,5.9,0,0.00,0
1.591,0.00,0.00,0.00,14.70,0.00,-10.71,0.0,14.08,-9.31,14.70,14.73,0.0,0.21,260.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,417,438,88.6,0,6.00,0.52,75,2.96,3.39,0.92,3.76,196,0.0,18.00,820,0.00,4.87,0.000,-28.91,8.60,5.9,0,0.00,0
1.636,0.00,0.00,0.00,14.70,0.00,-10.73,0.0,14.00,-9.31,14.70,14.73,0.0,0.21,260.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,418,438,88.6,0,6.00,0.53,75,2.98,3.36,0.92,3.76,196,0.0,18.00,824,0.00,4.85,0.000,-29.69,8.59,5.9,0,0.00,0
1.661,0.00,0.00,0.00,14.70,0.00,-10.73,0.0,14.08,-9.31,14.70,14.73,0.0,0.21,260.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,88.6,0,5.50,0.53,75,3.00,3.32,0.92,3.76,196,0.0,18.00,826,0.00,4.83,0.000,-29.69,8.58,5.9,0,0.00,0
1.676,0.00,0.00,0.00,14.70,0.00,-10.75,0.0,14.08,-9.31,14.70,14.73,0.0,0.21,260.3,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,88.6,0,5.50,0.53,75,3.00,3.51,0.92,3.77,196,0.0,18.00,826,0.00,4.82,0.000,-29.69,8.56,5.9,0,0.00,0
1.711,0.00,0.00,0.00,14.70,0.00,-10.76,0.0,13.92,-9.30,14.70,14.73,0.0,0.21,261.0,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,391,438,88.6,0,5.50,0.53,75,3.02,3.32,0.92,3.77,196,0.0,18.00,827,0.00,4.81,0.000,-29.69,8.56,5.9,0,0.00,0
1.740,0.00,0.00,0.00,14.70,0.00,-10.76,0.0,14.16,-9.30,14.70,14.73,0.0,0.21,261.0,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,88.6,0,5.50,0.53,75,3.03,3.19,0.88,3.77,196,0.0,18.00,826,0.00,4.81,0.000,-29.69,8.56,5.9,0,0.00,0
1.770,0.00,0.00,0.00,14.70,0.00,-10.76,0.0,14.16,-9.31,14.70,14.73,0.0,0.22,261.0,15.42,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,398,438,88.6,0,5.50,0.53,75,3.04,3.26,0.88,3.78,196,0.0,18.00,829,0.00,4.81,0.000,-29.69,8.56,5.9,0,0.00,0
1.801,0.00,0.00,0.00,14.70,0.00,-10.85,0.0,14.16,-9.30,14.70,14.73,0.0,0.22,261.0,15.30,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,397,438,88.6,0,5.50,0.53,75,3.05,3.22,0.90,3.78,196,0.0,18.50,829,3.76,4.95,0.000,-34.38,8.71,6.3,0,0.00,0
1.816,0.00,0.00,0.00,14.70,0.00,-10.87,0.0,14.08,-9.29,14.70,14.73,0.0,0.22,261.0,15.30,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,88.6,0,5.00,0.53,75,3.07,3.29,0.88,3.78,196,0.0,18.50,832,3.75,4.95,0.000,-28.12,8.70,5.9,0,0.00,0
1.842,0.00,0.00,0.00,14.70,0.00,-10.89,1.2,14.08,-9.30,14.70,14.73,0.0,0.22,261.0,15.30,194,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,88.6,0,5.00,0.53,75,3.09,3.29,0.88,3.78,196,0.0,19.00,836,18.74,5.57,0.000,-28.12,9.32,5.9,0,0.00,0
