Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2 91 v361.ptm - Realtime: Stage2 91 v361.ptm]
2.105,0.00,0.00,0.00,14.70,0.00,-11.80,0.0,14.00,-8.04,14.70,14.73,0.0,0.31,232.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,88.6,0,6.00,0.71,113,3.61,7.56,1.30,5.30,179,0.0,18.50,663,0.00,3.49,0.000,15.62,8.50,8.7,1,0.00,0
2.136,0.00,0.00,0.00,14.70,0.00,-12.20,0.0,13.76,-7.76,14.70,14.73,0.0,0.34,232.9,14.64,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,422,438,88.6,0,6.00,0.71,113,3.80,7.56,1.28,5.74,179,0.0,17.50,649,0.00,3.28,0.000,28.91,8.50,9.1,1,0.00,0
2.165,0.00,0.00,0.00,14.70,0.00,-12.60,0.0,13.76,-7.39,14.70,14.73,0.0,0.36,232.9,14.47,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,401,438,88.6,0,6.00,0.69,113,4.00,7.76,1.32,6.15,179,0.0,17.00,642,0.00,2.90,0.000,14.84,8.50,9.4,1,0.00,0
2.189,0.00,0.00,0.00,14.70,0.00,-12.80,0.0,13.76,-7.19,14.70,14.73,0.0,0.37,233.8,14.36,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,423,438,88.6,0,6.00,0.82,113,4.15,9.12,1.38,6.15,179,0.0,17.00,638,0.00,2.74,0.000,7.03,8.50,9.4,1,0.00,0
2.218,0.00,0.00,0.00,14.70,0.00,-13.00,0.0,13.76,-6.93,14.70,14.73,0.0,0.41,233.8,14.25,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,404,438,88.6,0,6.00,0.82,113,4.38,9.80,1.38,6.83,179,0.0,16.50,632,0.00,2.55,0.000,7.03,8.50,9.4,1,0.00,0
2.244,0.00,0.00,0.00,14.70,0.00,-12.40,0.0,13.68,-6.51,14.70,14.73,0.0,0.43,233.8,14.31,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,400,438,88.6,0,6.00,0.81,113,4.58,9.80,1.42,6.83,179,0.0,15.00,631,0.00,2.05,0.000,-5.47,8.50,9.1,1,0.00,0
2.264,0.00,0.00,0.00,14.70,0.00,-12.20,0.0,14.00,-6.23,14.70,14.72,0.0,0.45,233.8,14.36,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,88.6,0,6.00,0.81,113,4.82,9.38,1.44,7.45,179,0.0,14.00,632,0.00,1.77,0.000,-18.75,8.50,9.4,1,0.00,0
2.290,0.00,0.00,0.00,14.70,0.00,-12.00,0.0,14.00,-5.83,14.70,14.72,0.0,0.47,233.8,14.36,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,391,438,88.6,0,6.00,0.81,113,4.95,9.38,1.44,7.96,179,0.0,13.50,632,0.00,1.56,0.000,-18.75,8.50,9.4,1,0.00,0
2.327,0.00,0.00,0.00,14.70,0.00,-11.60,0.0,13.84,-5.55,14.70,14.71,0.0,0.48,233.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,429,438,88.6,0,6.00,0.81,113,5.23,9.03,1.42,7.96,179,0.0,12.50,640,0.00,1.10,0.000,1.56,8.50,9.4,1,0.00,0
2.346,0.00,0.00,0.00,14.70,0.00,-11.60,0.0,13.84,-5.33,14.70,14.71,0.0,0.48,234.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,400,438,88.6,0,6.00,1.11,113,5.36,8.27,1.36,8.30,179,0.0,13.00,653,0.00,0.91,0.000,21.09,8.50,9.8,1,0.00,0
2.385,0.00,0.00,0.00,14.70,0.00,-11.40,0.0,13.84,-5.10,14.70,14.71,0.0,0.49,234.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,441,438,88.6,0,6.00,1.11,113,5.42,8.27,1.36,8.30,179,0.0,12.50,661,0.00,0.55,0.000,21.09,8.50,9.8,1,0.00,0
2.425,0.00,0.00,0.00,14.70,0.00,-11.60,0.0,13.92,-4.87,14.70,14.71,0.0,0.47,234.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,88.6,0,6.00,1.13,113,5.47,7.39,1.32,8.34,179,0.0,13.00,688,0.00,0.42,0.000,31.25,8.50,9.4,1,0.00,0
2.439,0.00,0.00,0.00,14.70,0.00,-12.00,0.0,14.08,-4.79,14.70,14.72,0.0,0.45,234.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,422,438,88.6,0,6.00,1.17,113,5.51,6.76,1.30,8.50,179,0.0,14.00,707,0.00,0.24,0.000,8.59,8.50,9.1,1,0.00,0
2.462,0.00,0.00,0.00,14.70,0.00,-12.00,0.0,14.08,-4.73,14.70,14.72,0.0,0.45,234.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,418,438,88.6,0,6.00,1.17,113,5.51,6.55,1.30,8.50,179,0.0,14.00,717,0.00,0.17,0.000,8.59,8.50,9.1,1,0.00,0
2.493,0.00,0.00,0.00,14.70,0.00,-12.20,0.0,13.92,-4.70,14.70,14.72,0.0,0.44,234.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,423,438,88.6,0,6.00,1.22,113,5.49,5.71,1.22,8.53,179,0.0,14.50,743,0.00,0.16,0.000,-17.19,8.50,8.3,1,0.00,0
2.523,0.00,0.00,0.00,14.70,0.00,-12.20,0.0,14.00,-4.72,14.70,14.72,0.0,0.43,235.8,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,404,438,88.6,0,11.00,1.11,113,5.44,6.01,1.22,8.48,179,0.0,15.00,762,0.00,0.13,0.000,-0.78,8.50,7.1,1,0.00,0
2.538,0.00,0.00,0.00,14.70,0.00,-12.60,0.0,14.00,-4.82,14.70,14.73,0.0,0.41,235.8,14.53,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,418,438,88.6,0,11.00,1.11,113,5.36,4.50,1.22,7.89,179,0.0,16.00,771,0.00,0.19,0.000,-0.78,8.50,7.1,1,0.00,0
2.565,0.00,0.00,0.00,14.70,0.00,-12.80,0.0,14.16,-4.90,14.70,14.73,0.0,0.39,235.8,14.59,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,405,438,88.6,0,11.00,1.15,113,5.24,3.82,1.06,7.89,179,0.0,16.50,800,0.00,0.31,0.000,-28.91,8.50,5.5,1,0.00,0
2.595,0.00,0.00,0.00,14.70,0.46,-12.91,0.0,14.08,-5.14,14.70,14.73,0.0,0.37,235.8,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,88.6,0,8.00,1.22,113,5.23,3.08,0.94,7.48,179,0.0,17.00,815,0.00,0.51,0.000,-39.06,8.42,5.1,1,0.00,0
2.626,0.00,0.00,0.00,14.70,1.16,-13.08,0.0,14.08,-5.34,14.70,14.73,0.0,0.37,235.8,14.76,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,399,438,88.6,0,8.00,1.22,113,5.20,2.85,0.94,7.07,179,0.0,17.00,823,0.00,0.66,0.000,-39.06,8.38,5.1,1,0.00,0
2.653,0.00,0.00,0.00,14.70,1.03,-12.87,0.0,14.08,-5.55,14.70,14.73,0.0,0.36,235.8,14.76,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,429,438,88.6,0,7.00,1.25,113,5.21,2.76,0.88,7.07,179,0.0,17.00,846,0.00,0.69,0.000,-22.66,8.26,5.1,1,0.00,0
2.668,0.00,0.00,0.00,14.70,1.46,-12.98,0.0,14.00,-5.78,14.70,14.73,0.0,0.35,236.8,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,88.6,0,6.00,0.91,113,5.14,2.62,0.84,6.73,179,0.0,18.00,859,0.00,0.86,0.000,-14.84,8.21,5.5,1,0.00,0
2.700,0.00,0.00,0.00,14.70,1.27,-12.77,0.0,14.00,-5.99,14.70,14.73,0.0,0.35,236.8,14.76,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,416,438,88.6,0,6.00,0.91,113,5.05,2.67,0.84,6.42,179,0.0,18.00,861,0.00,0.97,0.000,-14.84,8.19,5.5,1,0.00,0
2.719,0.00,0.00,0.00,14.70,1.22,-12.60,0.0,14.00,-6.18,14.70,14.73,0.0,0.34,236.8,14.76,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,88.6,0,5.00,0.92,113,4.93,2.93,0.88,6.42,179,0.0,18.00,861,0.00,1.30,0.000,-39.06,8.18,5.5,1,0.00,0
2.746,0.00,0.00,0.00,14.70,1.25,-12.60,0.0,14.00,-6.42,14.70,14.73,0.0,0.34,236.8,14.76,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,429,438,88.6,0,5.00,0.92,113,4.85,2.90,0.88,6.49,179,0.0,18.50,862,0.00,1.50,0.000,-39.06,8.17,5.5,1,0.00,0
2.773,0.00,0.00,0.00,14.70,1.13,-12.42,0.0,14.00,-6.60,14.70,14.73,0.0,0.32,236.8,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,408,438,88.6,0,4.00,0.92,113,4.81,3.14,0.90,6.26,179,0.0,18.50,868,0.00,1.66,0.000,-17.97,8.17,6.3,1,0.00,0
2.788,0.00,0.00,0.00,14.70,1.13,-12.42,0.0,14.08,-6.79,14.70,14.73,0.0,0.32,236.8,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,88.6,0,3.50,0.93,113,4.83,3.31,0.94,6.06,179,0.0,18.50,879,0.00,1.70,0.000,-19.53,8.12,6.3,1,0.00,0
2.815,0.00,0.00,0.00,14.70,1.32,-12.49,0.0,14.08,-6.87,14.70,14.73,0.0,0.32,236.8,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,443,438,88.6,0,3.50,0.93,113,4.80,3.48,0.94,6.06,179,0.0,18.50,882,0.00,1.88,0.000,-19.53,8.06,6.3,1,0.00,0
2.846,0.00,0.00,0.00,14.70,1.16,-12.32,0.0,14.16,-7.04,14.70,14.73,0.0,0.31,237.8,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,424,438,88.6,0,2.50,0.94,113,4.78,3.48,0.96,5.89,179,0.0,19.50,890,0.00,1.99,0.000,-21.09,8.04,6.3,1,0.00,0
2.878,0.00,0.00,0.00,14.70,1.16,-12.32,0.0,14.16,-7.17,14.70,14.73,0.0,0.31,237.8,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,438,88.6,0,2.00,0.95,113,4.75,3.56,0.98,5.76,179,0.0,19.50,893,0.00,2.09,0.000,-28.91,8.02,6.7,1,0.00,0
2.894,0.00,0.00,0.00,14.70,1.29,-12.38,0.0,14.16,-7.31,14.70,14.73,0.0,0.31,237.8,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,88.6,0,2.00,0.95,113,4.73,3.65,0.98,5.63,179,0.0,19.50,897,0.00,2.24,0.000,-28.91,7.99,6.7,1,0.00,0
2.920,0.00,0.00,0.00,14.70,1.29,-12.38,0.0,14.16,-7.44,14.70,14.73,0.0,0.31,237.8,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,428,438,88.6,0,1.50,0.96,113,4.71,3.65,0.98,5.49,179,0.0,19.50,900,0.00,2.28,0.000,-18.75,7.97,6.7,1,0.00,0
2.952,0.00,0.00,0.00,14.70,1.39,-12.42,0.0,14.08,-7.49,14.70,14.73,0.0,0.31,237.8,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,435,438,88.6,0,1.00,0.97,113,4.72,3.69,1.00,5.49,179,0.0,19.50,906,0.00,2.36,0.000,-33.59,7.95,6.7,1,0.00,0
2.968,0.00,0.00,0.00,14.70,1.41,-12.42,0.0,14.08,-7.58,14.70,14.73,0.0,0.31,237.8,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,428,438,88.6,0,1.00,0.97,113,4.70,3.78,1.00,5.40,179,0.0,19.50,906,0.00,2.43,0.000,-33.59,7.94,6.7,1,0.00,0
2.995,0.00,0.00,0.00,14.70,1.35,-12.41,0.0,14.00,-7.67,14.70,14.73,0.0,0.31,238.9,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,88.6,0,1.00,0.97,113,4.67,3.92,1.02,5.31,179,0.0,19.50,901,0.00,2.57,0.000,-17.19,7.96,7.1,1,0.00,0
3.025,0.00,0.00,0.00,14.70,1.35,-12.41,0.0,14.00,-7.74,14.70,14.73,0.0,0.31,238.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,88.6,0,1.00,0.97,113,4.65,4.19,1.02,5.24,179,0.0,19.50,898,0.00,2.62,0.000,-17.19,7.98,7.1,1,0.00,0
3.040,0.00,0.00,0.00,14.70,1.22,-12.35,0.0,14.00,-7.77,14.70,14.73,0.0,0.31,238.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,432,438,88.6,0,0.50,0.96,113,4.60,4.19,1.04,5.24,179,0.0,19.50,889,0.00,2.72,0.000,-32.81,8.01,7.5,1,0.00,0
3.069,0.00,0.00,0.00,14.70,1.22,-12.35,0.0,14.08,-7.83,14.70,14.73,0.0,0.31,238.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,88.6,0,1.00,0.94,113,4.58,4.29,1.04,5.20,179,0.0,19.50,882,0.00,2.76,0.000,-28.12,8.03,7.5,1,0.00,0
3.100,0.00,0.00,0.00,14.70,1.13,-12.30,0.0,14.08,-7.85,14.70,14.73,0.0,0.31,238.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,433,438,88.6,0,1.00,0.94,113,4.58,4.34,1.04,5.15,179,0.0,19.50,882,0.00,2.84,0.000,-28.12,8.06,7.5,1,0.00,0
3.123,0.00,0.00,0.00,14.70,1.03,-12.26,0.0,14.00,-7.88,14.70,14.73,0.0,0.31,238.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,88.6,0,1.00,0.94,113,4.55,4.50,1.06,5.15,179,0.0,19.50,875,0.00,2.93,0.000,-27.34,8.10,7.5,1,0.00,0
3.148,0.00,0.00,0.00,14.70,0.92,-12.21,0.0,14.08,-7.92,14.70,14.73,0.0,0.31,239.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,438,88.6,0,1.50,0.92,113,4.52,4.50,1.06,5.12,179,0.0,19.00,865,0.00,2.99,0.000,-18.75,8.13,7.5,1,0.00,0
3.187,0.00,0.00,0.00,14.70,0.80,-12.16,0.0,14.16,-7.93,14.70,14.73,0.0,0.31,239.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,441,438,88.6,0,2.00,0.91,113,4.51,4.71,1.08,5.11,179,0.0,19.00,857,0.00,3.07,0.000,-28.12,8.18,7.5,1,0.00,0
3.212,0.00,0.00,0.00,14.70,0.68,-12.10,0.0,14.16,-7.95,14.70,14.73,0.0,0.31,239.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,422,438,88.6,0,2.00,0.91,113,4.47,4.66,1.08,5.11,179,0.0,19.00,847,0.00,3.08,0.000,-28.12,8.20,7.5,1,0.00,0
3.240,0.00,0.00,0.00,14.70,0.68,-12.10,0.0,14.08,-7.94,14.70,14.73,0.0,0.31,239.9,14.87,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,433,438,88.6,0,3.00,0.90,113,4.49,4.81,1.10,5.12,179,0.0,18.50,847,0.00,3.14,0.000,-28.12,8.25,7.9,1,0.00,0
3.266,0.00,0.00,0.00,14.70,0.53,-12.04,0.0,14.00,-7.93,14.70,14.73,0.0,0.31,239.9,14.87,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,88.6,0,3.50,0.89,113,4.45,4.76,1.10,5.12,179,0.0,18.50,836,0.00,3.19,0.000,-21.88,8.31,7.9,1,0.00,0
3.289,0.00,0.00,0.00,14.70,0.43,-12.16,0.0,14.00,-7.93,14.70,14.73,0.0,0.31,239.9,14.87,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,88.6,0,3.50,0.89,113,4.39,4.66,1.10,5.14,179,0.0,18.50,821,0.00,3.25,0.000,-21.88,8.36,7.9,1,0.00,0
3.324,0.00,0.00,0.00,14.70,0.34,-11.95,0.0,14.00,-7.92,14.70,14.73,0.0,0.32,240.9,14.87,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,412,438,88.6,0,4.50,0.88,113,4.36,4.71,1.08,5.17,179,0.0,18.00,811,0.00,3.25,0.000,-24.22,8.39,7.9,1,0.00,0
3.339,0.00,0.00,0.00,14.70,0.19,-12.07,0.0,14.00,-7.89,14.70,14.73,0.0,0.32,240.9,14.87,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,88.6,0,5.50,0.86,113,4.36,4.76,1.10,5.19,179,0.0,18.00,806,0.00,3.31,0.000,-32.81,8.47,7.9,2,0.00,0
3.366,0.00,0.00,0.00,14.70,0.00,-12.00,0.0,14.00,-7.87,14.70,14.73,0.0,0.32,240.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,88.6,0,5.50,0.86,113,4.31,4.76,1.10,5.19,179,0.0,18.00,789,0.00,3.34,0.000,-32.81,8.50,7.9,2,0.00,0
3.397,0.00,0.00,0.00,14.70,0.00,-12.00,0.0,14.16,-7.85,14.70,14.73,0.0,0.32,240.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,422,438,88.6,0,7.00,0.84,113,4.29,4.76,1.10,5.23,179,0.0,18.00,776,0.00,3.30,0.000,-20.31,8.50,7.9,2,0.00,0
3.423,0.00,0.00,0.00,14.70,0.00,-12.00,0.0,14.16,-7.81,14.70,14.73,0.0,0.32,240.9,14.82,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,416,438,88.6,1,7.00,0.84,113,4.29,4.92,1.10,5.23,179,0.0,18.00,768,0.00,3.26,0.000,-20.31,8.50,7.9,2,0.00,0
3.448,0.00,0.00,0.00,14.70,0.00,-12.20,0.0,14.16,-7.74,14.70,14.73,0.0,0.34,240.9,14.76,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,429,438,88.6,1,7.50,0.82,113,4.29,5.56,1.12,5.28,179,0.0,18.00,745,0.00,3.24,0.000,-10.94,8.50,9.8,2,0.00,0
3.475,0.00,0.00,0.00,14.70,0.00,-12.40,0.0,14.08,-7.67,14.70,14.73,0.0,0.35,242.0,14.64,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,408,438,88.6,1,8.50,0.79,113,4.32,6.09,1.22,5.38,179,0.0,17.50,728,0.00,3.12,0.000,28.12,8.50,10.6,2,0.00,0
3.508,0.00,0.00,0.00,14.70,0.00,-12.40,0.0,14.00,-7.47,14.70,14.73,0.0,0.36,242.0,14.59,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,404,438,88.6,1,10.00,0.92,113,4.41,8.12,1.34,6.00,179,0.0,17.50,718,0.00,3.02,0.000,49.22,8.50,11.8,2,0.00,0
3.523,0.00,0.00,0.00,14.70,0.00,-12.80,0.0,14.00,-7.35,14.70,14.73,0.0,0.39,242.0,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,88.6,1,10.00,0.92,113,4.56,8.41,1.34,6.00,179,0.0,16.50,688,0.00,2.87,0.000,49.22,8.50,11.8,2,0.00,0
3.552,0.00,0.00,0.00,14.70,0.00,-12.60,0.0,14.16,-7.00,14.70,14.73,0.0,0.41,242.0,14.36,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,88.6,1,10.00,0.88,113,4.79,10.33,1.46,6.72,179,0.0,15.50,668,0.00,2.45,0.000,39.84,8.50,12.6,2,0.00,0
3.584,0.00,0.00,0.00,14.70,0.00,-12.20,0.0,14.16,-6.80,14.70,14.72,0.0,0.44,242.0,14.36,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,88.6,1,10.00,0.88,113,4.94,10.24,1.46,6.72,179,0.0,14.50,657,0.00,2.25,0.000,39.84,8.50,12.6,2,0.00,0
3.614,0.00,0.00,0.00,14.70,0.00,-12.00,0.0,13.92,-6.28,14.70,14.72,0.0,0.48,242.0,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,421,438,88.6,1,10.50,0.84,113,5.38,13.56,1.50,7.77,179,0.0,12.50,637,0.00,1.99,0.000,39.84,8.50,17.3,2,0.00,0
3.629,0.00,0.00,0.00,14.70,0.00,-11.08,0.0,13.92,-5.71,14.63,14.63,0.0,0.54,243.1,14.42,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,429,438,88.6,1,10.50,0.80,113,5.82,16.70,1.78,7.77,179,0.0,9.50,627,0.00,1.57,0.030,40.62,8.50,18.1,2,0.00,0
3.656,0.00,0.00,0.00,14.70,0.09,-7.35,0.0,13.92,-5.12,14.63,14.63,0.0,0.59,243.1,14.47,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,396,438,88.6,1,10.50,0.80,113,6.40,17.55,1.78,9.47,179,0.0,7.50,612,0.00,0.57,0.050,40.62,8.50,18.1,2,0.00,0
3.687,0.00,0.00,0.00,14.70,0.21,-5.01,0.0,13.76,-4.68,14.63,14.63,0.0,0.65,243.1,14.59,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,436,438,88.6,1,2.00,0.78,113,6.71,16.09,1.80,9.47,179,0.0,5.50,604,0.00,0.13,0.070,4.69,8.50,16.1,2,0.00,0
3.718,0.00,0.00,0.00,14.70,0.27,-3.46,0.0,13.84,-3.96,14.63,14.63,0.0,0.69,243.1,14.70,178,1.000,0.70,0.50,0.0,0.0,0.00,0.00,1.000,398,438,88.6,1,-5.50,1.39,113,6.72,10.51,1.54,10.43,180,0.0,3.50,594,0.00,-0.29,0.100,32.81,8.50,13.0,2,0.00,0
3.750,0.00,0.00,0.00,14.70,0.69,-1.68,0.0,13.84,-3.53,14.63,14.63,0.0,0.67,243.1,14.70,178,1.000,0.70,0.50,0.0,0.0,0.00,0.00,1.000,455,438,88.6,1,-5.50,1.39,113,6.66,10.15,1.54,10.43,180,0.0,5.00,596,0.00,-1.03,0.229,32.81,8.50,13.0,2,0.00,0
3.766,0.00,0.00,0.00,14.70,1.92,3.22,0.0,13.76,-3.15,14.63,14.63,0.0,0.66,243.1,14.70,178,1.000,0.35,0.50,0.0,0.0,0.00,0.00,1.000,420,438,88.6,1,-5.50,1.40,113,6.55,9.03,1.46,10.58,180,0.0,7.00,592,0.00,-1.31,0.644,30.47,8.50,13.0,2,0.00,0
3.792,0.00,0.00,0.00,14.70,1.98,3.25,0.0,13.36,-2.96,14.63,14.63,0.0,0.66,244.2,14.70,178,1.000,0.35,0.00,0.0,0.0,0.00,0.00,1.000,418,438,88.6,1,-5.00,1.40,113,6.57,8.56,1.40,10.58,180,0.0,7.50,596,0.00,-1.50,0.759,18.75,8.50,13.0,2,0.00,0
3.824,0.00,0.00,0.00,14.70,2.30,4.91,0.0,13.36,-2.74,14.63,14.63,0.0,0.65,244.2,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,88.6,1,-5.00,1.40,113,6.64,8.56,1.40,10.67,180,0.0,9.00,612,0.00,-1.72,0.779,18.75,8.50,13.0,2,0.00,0
3.854,0.00,0.00,0.00,14.70,2.42,5.30,0.0,13.44,-2.52,14.63,14.63,0.0,0.65,244.2,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,393,438,88.6,1,-4.50,1.46,113,6.76,9.12,1.38,10.80,180,0.0,9.50,621,0.00,-1.95,0.809,60.16,8.50,16.5,2,0.00,0
3.869,0.00,0.00,0.00,14.70,1.99,4.15,0.0,13.60,-2.34,14.63,14.63,0.0,0.63,244.2,14.64,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,438,438,88.6,1,-4.50,1.55,113,7.01,10.51,1.48,10.80,180,0.0,10.50,659,0.00,-2.07,0.839,-23.44,8.50,11.8,2,0.00,0
3.896,0.00,0.00,0.00,14.70,1.82,4.36,0.0,13.60,-2.26,14.63,14.63,0.0,0.61,244.2,14.70,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,407,438,88.6,1,-4.50,1.55,113,7.15,8.12,1.48,11.06,180,0.0,12.50,688,0.00,-2.29,0.859,-23.44,8.50,11.8,2,0.00,0
3.926,0.00,0.00,0.00,14.70,1.86,4.64,0.0,13.44,-2.22,14.63,14.63,0.0,0.61,244.2,14.64,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,88.6,1,-3.00,1.49,113,7.16,6.01,1.28,11.06,180,0.0,12.50,701,0.00,-2.33,0.879,42.19,8.50,11.0,2,0.00,0
3.940,0.00,0.00,0.00,14.70,1.36,3.43,0.0,13.44,-2.32,14.63,14.63,0.0,0.58,245.4,14.59,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,427,438,88.6,1,0.00,1.55,113,7.11,6.32,1.22,11.03,180,0.0,15.00,727,0.00,-2.26,0.909,18.75,8.50,9.4,2,0.00,0
3.968,0.00,0.00,0.00,14.70,1.11,3.38,0.0,13.44,-2.48,14.63,14.63,0.0,0.54,245.4,14.53,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,427,438,88.6,0,0.00,1.55,113,7.02,5.79,1.22,10.20,180,0.0,17.50,774,0.00,-2.22,0.939,18.75,8.50,9.4,2,0.00,0
4.000,0.00,0.00,0.00,14.70,0.57,2.15,0.0,13.52,-2.57,14.63,14.63,0.0,0.52,245.4,14.47,178,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,431,438,88.6,0,5.50,1.68,113,6.93,5.71,1.16,10.20,180,0.0,18.50,789,0.00,-2.07,0.959,-65.62,8.50,5.5,2,0.00,0
