Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-18474][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 07.ptm - Realtime: 2016 WRX 91 - 07.ptm]"
0.322,1.56,-9.38,14.53,7,3,-16,-9,100.0,13.20,-0.09,14.32,0.96,on,14.36,194,1.000,0.0,0.00,0.00,1466,1738,71.8,3,10.00,3.46,102,111,340,364,466,584,22.0,33.01,33.08,2.12,13.36,212,2040,342.35,0,0,0,0,36.52,0.827,21.10,100.0,27.84,0
0.359,0.78,-9.38,14.13,8,5,-14,-9,100.0,13.20,0.01,14.22,0.96,on,14.36,194,1.000,0.0,0.00,0.00,1497,1792,71.8,3,10.00,3.47,102,111,340,438,466,457,22.0,32.55,36.53,2.08,13.44,212,2008,350.00,0,0,0,0,31.98,0.857,21.10,100.0,38.82,0
0.394,-0.78,-9.38,14.08,8,7,-10,-8,100.0,13.20,0.09,14.23,0.95,on,14.25,194,1.000,0.0,0.00,0.00,1455,1792,71.8,3,10.50,3.37,102,111,296,438,215,457,22.0,31.41,37.00,1.88,13.47,212,1970,350.00,0,0,0,0,28.17,0.887,21.10,100.0,41.57,0
0.475,-0.78,-9.38,14.23,8,8,-6,-6,100.0,13.20,0.28,14.22,0.98,on,14.25,194,1.000,0.0,0.00,0.00,1459,1792,71.8,3,11.50,2.96,102,111,246,618,390,415,22.0,33.33,36.53,2.14,13.59,212,2037,350.00,0,0,0,0,20.99,0.957,21.10,100.0,41.57,0
0.509,0.00,-9.38,14.49,9,11,3,-3,100.0,13.20,0.35,14.22,1.00,on,14.25,194,1.000,0.0,0.00,0.00,1466,1792,71.8,3,8.00,3.51,102,111,404,618,410,307,22.0,34.72,41.27,1.96,13.70,212,2055,350.00,0,0,0,0,17.72,1.000,21.10,100.0,41.96,0
0.544,1.56,-9.38,14.74,11,12,6,-1,100.0,13.20,0.47,14.12,1.00,on,14.15,194,1.000,0.0,0.00,0.00,1558,1792,71.8,3,8.00,3.46,102,111,677,432,410,585,22.0,34.48,34.46,2.08,13.74,212,2018,350.00,0,0,0,0,15.31,1.000,21.10,100.0,41.96,0
0.604,2.34,-9.38,14.83,12,13,8,0,100.0,13.20,0.59,14.12,1.03,on,14.15,194,1.000,0.0,0.00,0.00,1611,1792,71.8,3,6.50,3.43,102,111,677,524,421,618,22.0,34.64,35.84,2.20,14.00,212,2020,350.00,0,0,0,0,13.66,1.000,21.10,100.0,41.96,0
0.649,2.34,-9.38,14.90,14,14,8,2,100.0,13.20,0.71,14.01,1.05,on,14.15,194,1.000,0.0,0.00,0.00,1567,1871,71.8,3,10.00,3.49,102,111,650,407,389,623,22.0,35.87,40.52,2.04,13.86,212,2070,350.00,0,0,0,0,12.22,1.000,21.10,100.0,41.96,0
0.673,3.91,-9.38,14.76,16,15,8,4,100.0,13.20,0.74,14.12,1.07,on,14.15,194,1.000,0.0,0.00,0.00,1670,1871,71.8,3,7.50,3.54,102,111,628,407,389,623,22.0,36.81,34.69,2.06,14.08,212,2074,350.00,0,0,0,0,11.69,1.000,21.10,100.0,41.96,0
0.708,3.91,-9.38,14.74,16,17,7,5,100.0,13.20,0.87,14.01,1.08,on,14.15,194,1.000,0.0,0.00,0.00,1725,1871,71.8,3,7.50,3.97,102,111,628,532,674,505,22.0,36.80,45.98,2.22,14.19,212,2057,350.00,0,0,0,0,11.05,1.000,21.10,100.0,41.96,0
0.732,3.91,-9.38,14.71,16,17,7,5,100.0,13.20,0.92,14.02,1.07,on,14.04,194,1.000,0.0,0.00,0.00,1753,1871,71.8,3,7.50,3.97,102,111,397,532,674,505,22.0,36.48,34.23,2.22,14.30,212,2049,350.00,0,0,0,0,10.69,1.000,21.10,100.0,41.96,0
0.761,3.91,-9.38,14.69,17,17,6,5,100.0,13.20,1.01,14.01,1.07,on,14.04,194,1.000,0.0,0.00,0.00,1728,1871,71.8,3,7.50,3.93,102,111,397,796,680,505,22.0,37.14,39.10,2.24,14.44,212,2054,350.00,0,0,0,0,10.38,1.000,21.10,100.0,41.96,0
0.826,3.91,-9.38,14.62,17,18,4,6,100.0,13.20,1.11,13.89,1.07,on,14.04,194,1.000,0.0,0.00,0.00,1833,1871,71.8,3,7.50,3.53,102,111,510,796,564,799,22.0,37.42,46.47,2.10,14.30,212,2081,350.00,0,0,0,0,9.96,1.000,21.10,100.0,41.96,0
0.841,4.69,-9.38,14.63,17,20,2,6,100.0,13.20,1.18,13.89,1.09,on,13.89,194,1.000,0.0,0.00,0.00,1809,1871,71.8,3,6.50,3.57,102,111,510,986,564,467,22.0,38.42,34.23,2.10,14.56,212,2095,350.00,0,0,0,0,9.66,1.000,21.10,100.0,42.35,0
0.885,4.69,-9.38,14.54,18,21,1,6,100.0,13.20,1.36,13.89,1.09,on,13.89,194,1.000,0.0,0.00,0.00,1823,1924,71.8,3,6.50,3.58,102,111,438,820,574,852,22.0,38.45,42.76,2.26,14.79,212,2094,350.00,0,0,0,0,9.34,1.000,21.10,100.0,42.35,0
0.908,4.69,-9.38,14.46,19,21,1,6,100.0,13.20,1.42,13.76,1.13,on,13.89,194,1.000,0.0,0.00,0.00,1853,1924,71.8,3,6.50,3.57,102,111,410,820,379,852,22.0,38.63,45.23,2.32,14.92,212,2090,350.00,0,0,0,0,9.20,1.000,21.10,100.0,42.35,0
0.932,4.69,-9.38,14.47,19,21,1,6,100.0,13.20,1.51,13.76,1.11,on,13.78,194,1.000,0.0,0.00,0.00,1794,1924,71.8,3,6.50,3.57,102,111,410,737,379,852,22.0,38.75,32.49,2.32,14.86,212,2098,350.00,0,0,0,0,9.12,1.000,21.10,100.0,42.35,0
0.968,5.47,-9.38,14.41,20,22,0,6,100.0,13.20,1.54,13.89,1.12,on,13.78,194,1.000,0.0,0.00,0.00,1854,1924,71.8,3,5.50,3.58,102,111,624,737,379,616,22.0,39.24,35.15,2.18,14.93,212,2108,350.00,0,0,0,0,9.02,1.000,21.10,100.0,42.35,0
0.992,4.69,-9.38,14.39,21,23,0,6,100.0,13.20,1.65,13.75,1.12,on,13.89,194,1.000,0.0,0.00,0.00,1861,1924,71.8,3,6.00,3.61,102,111,624,818,763,831,22.0,39.68,40.77,2.06,15.08,212,2126,350.00,0,0,0,0,8.92,1.000,21.10,100.0,42.35,0
1.022,5.47,-9.38,14.36,22,23,0,6,100.0,13.20,1.72,13.75,1.15,on,13.78,194,1.000,0.0,0.00,0.00,1864,1924,71.8,3,5.50,4.09,102,111,886,818,642,831,22.0,40.36,39.57,2.12,15.21,212,2132,350.00,0,0,0,0,8.85,1.000,21.10,100.0,42.35,0
1.069,6.25,-9.38,14.26,22,23,1,6,100.0,13.20,1.81,13.62,1.13,on,13.78,194,1.000,0.0,0.00,0.00,1832,1924,71.8,3,5.50,4.09,102,111,886,756,642,772,22.0,40.77,44.99,2.28,15.23,212,2129,350.00,0,0,0,0,8.78,1.000,21.10,100.0,42.35,0
1.114,5.47,-9.38,14.13,22,24,2,6,100.0,13.20,1.91,13.75,1.20,on,13.78,194,1.000,0.0,0.00,0.00,1846,1924,71.8,3,4.50,4.09,102,111,594,681,668,772,22.0,42.63,50.42,2.38,15.31,212,2128,350.00,0,0,0,0,8.71,1.000,21.10,100.0,42.35,0
1.188,6.25,-9.38,14.22,22,24,4,6,100.0,13.20,2.12,13.62,1.17,on,13.63,194,1.000,0.0,0.00,0.00,1889,1991,71.8,3,5.50,4.11,102,111,978,787,922,510,22.0,41.91,52.63,2.34,15.51,212,2158,350.00,0,0,0,0,8.63,1.000,21.10,100.0,42.35,0
1.219,7.03,-9.38,14.15,23,24,6,6,100.0,13.20,2.22,13.48,1.20,on,13.63,194,1.000,0.0,0.00,0.00,1882,1991,71.8,3,5.50,4.15,102,109,803,594,935,510,22.0,43.46,38.63,2.34,15.66,212,2167,350.00,0,0,0,0,8.59,1.000,21.10,100.0,42.35,0
1.233,7.03,-9.38,14.15,23,24,8,6,100.0,13.20,2.32,13.48,1.19,on,13.49,194,1.000,0.0,0.00,0.00,1832,1991,71.8,3,4.00,4.16,102,109,803,594,935,484,22.0,44.33,39.80,2.28,15.84,212,2166,350.00,0,0,0,0,8.58,1.000,21.10,100.0,42.75,0
1.258,7.81,-9.38,14.13,23,24,9,7,100.0,13.20,2.41,13.48,1.26,on,13.63,194,1.000,0.0,0.00,0.00,1962,1991,71.8,3,4.00,4.16,102,109,751,847,559,484,22.0,45.85,51.52,2.24,15.95,212,2166,350.00,0,0,0,0,8.55,1.000,21.10,100.0,42.75,0
1.293,8.59,-9.38,14.13,23,24,10,7,100.0,13.20,2.55,13.35,1.27,on,13.39,194,1.000,0.0,0.00,0.00,1918,1991,78.8,3,4.50,4.64,102,109,549,847,978,677,22.0,45.40,40.04,2.18,15.97,212,2176,350.00,0,0,0,0,8.54,1.000,21.10,100.0,42.75,0
1.319,8.59,-9.38,14.10,23,24,10,7,100.0,13.20,2.65,13.35,1.27,on,13.39,194,1.000,0.0,0.00,0.00,1880,1991,78.8,3,4.50,4.64,102,109,549,638,978,531,22.0,45.62,52.63,2.18,15.82,212,2190,350.00,0,0,0,0,8.52,1.000,21.10,100.0,42.75,0
1.354,8.59,-9.38,14.07,23,24,10,8,100.0,13.20,2.73,13.35,1.27,on,13.39,194,1.000,0.0,0.00,0.00,1983,1991,78.8,3,4.00,4.67,102,109,1075,638,1025,531,22.0,46.66,42.76,2.26,16.07,212,2200,350.00,0,0,0,0,8.51,1.000,21.10,100.0,42.75,0
1.410,9.38,-9.38,13.84,23,25,11,8,100.0,13.20,2.91,13.20,1.31,on,13.20,194,1.000,0.0,0.00,0.00,1968,2044,78.8,3,3.00,4.71,102,109,1415,834,808,832,22.0,47.23,47.95,2.28,16.10,212,2211,350.00,0,0,0,0,8.50,1.000,21.10,100.0,42.75,0
1.465,9.38,-9.38,13.77,24,25,11,10,100.0,13.20,3.09,13.20,1.35,on,13.20,194,1.000,0.0,0.00,0.00,2032,2044,78.8,3,3.00,4.71,102,109,785,842,789,685,22.0,48.65,55.73,2.48,16.32,212,2210,350.00,0,0,0,0,8.48,1.000,21.10,100.0,42.75,0
1.512,10.16,-9.38,13.72,25,25,11,11,100.0,13.20,3.24,13.07,1.36,on,13.11,194,1.000,0.0,0.00,0.00,1991,2044,78.8,3,2.50,5.21,102,109,1540,804,789,517,22.0,50.20,53.32,2.50,16.61,212,2222,350.00,0,0,0,0,8.47,1.000,21.10,100.0,42.75,0
1.539,9.38,-9.38,13.48,25,25,11,12,100.0,13.20,3.39,13.07,1.38,on,13.11,194,1.000,0.0,0.00,0.00,2105,2044,78.8,3,1.00,5.26,102,109,1540,986,764,991,22.0,50.90,62.61,2.52,16.65,212,2249,350.00,0,0,0,0,8.47,1.000,21.10,100.0,42.75,0
1.570,9.38,-9.38,13.43,25,25,11,12,100.0,13.20,3.48,12.94,1.39,on,13.11,194,1.000,0.0,0.00,0.00,2044,2044,78.8,3,1.00,5.26,102,109,1021,986,881,991,22.0,52.20,60.54,2.52,17.06,212,2249,350.00,0,0,0,0,8.46,1.000,21.10,100.0,42.75,0
1.594,9.38,-9.38,13.33,26,25,11,13,100.0,13.20,3.61,12.94,1.40,on,12.98,194,1.000,0.0,0.00,0.00,1985,2044,78.8,3,1.00,5.28,102,109,1021,591,881,641,22.0,52.35,49.86,2.56,16.81,212,2248,350.00,0,0,0,0,8.46,1.000,21.10,100.0,43.14,0
1.631,10.16,-9.38,13.18,26,25,11,14,100.0,13.20,3.70,12.81,1.41,on,12.98,194,1.000,0.0,0.00,0.00,2057,2044,78.8,3,1.00,5.27,102,109,1143,591,825,641,22.0,53.65,68.46,2.58,16.96,212,2250,350.00,0,0,0,0,8.46,1.000,21.10,100.0,42.75,0
1.662,10.16,-9.38,13.17,26,25,11,14,100.0,13.20,3.80,12.79,1.44,on,12.84,194,1.000,0.0,0.00,0.00,2078,2044,78.8,3,1.00,5.27,102,109,1143,671,825,804,22.0,54.76,66.73,2.58,17.20,212,2255,350.00,0,0,0,0,8.45,1.000,21.10,100.0,42.75,0
1.693,10.16,-9.38,13.02,26,25,12,15,100.0,13.20,3.95,12.66,1.44,on,12.80,194,1.000,0.0,0.00,0.00,1922,2044,78.8,3,0.50,5.77,102,109,806,671,828,804,22.0,55.96,60.20,2.62,17.57,212,2271,350.00,0,0,0,0,8.45,1.000,21.10,100.0,43.14,0
1.723,10.16,-9.38,13.06,27,26,13,16,100.0,13.20,4.08,12.66,1.47,on,12.67,194,1.000,0.0,0.00,0.00,1972,2044,78.8,3,0.00,5.82,102,109,1155,1461,828,837,22.0,55.74,52.36,2.60,17.30,212,2285,350.00,0,0,0,0,8.45,1.000,21.10,100.0,43.14,0
1.758,10.16,-9.38,12.88,28,26,15,17,100.0,13.20,4.16,12.51,1.48,on,12.67,194,1.000,0.0,0.00,0.00,2058,2044,78.8,3,0.00,5.88,102,109,1155,1251,690,837,22.0,57.01,68.11,2.58,17.44,212,2300,350.00,0,0,0,0,8.45,1.000,21.10,100.0,43.14,0
1.772,10.16,-9.38,12.84,29,26,18,18,100.0,13.20,4.31,12.66,1.52,on,12.54,194,1.000,0.0,0.00,0.00,1991,2044,78.8,3,0.50,5.87,102,109,823,1251,700,1052,22.0,56.94,52.08,2.56,17.56,212,2294,350.00,0,0,0,0,8.44,1.000,21.10,100.0,43.14,0
1.799,10.16,-9.38,12.77,29,26,18,18,100.0,13.20,4.46,12.53,1.54,on,12.67,194,1.000,0.0,0.00,0.00,1895,2044,78.8,3,0.50,5.87,102,109,823,737,700,1052,22.0,58.76,57.10,2.56,17.68,212,2296,350.00,0,0,0,0,8.44,1.000,21.10,100.0,43.14,0
1.829,10.94,-9.38,12.76,29,27,20,19,100.0,13.20,4.51,12.40,1.55,on,12.54,194,1.000,0.0,0.00,0.00,1997,2044,78.8,3,0.50,6.36,102,109,1468,737,700,978,22.0,59.17,55.04,2.56,17.86,212,2297,350.00,0,0,0,0,8.44,1.000,21.10,100.0,43.14,0
1.853,10.94,-9.38,12.70,30,27,21,20,100.0,13.20,4.68,12.38,1.55,on,12.42,194,1.000,0.0,0.00,0.00,1934,2044,78.8,3,0.00,6.41,102,109,1468,1109,1673,978,22.0,60.26,60.20,2.52,17.91,212,2312,350.00,0,0,0,0,8.44,1.000,21.10,100.0,43.14,0
1.891,10.94,-9.38,12.63,30,27,21,20,100.0,13.20,4.82,12.25,1.58,on,12.42,194,1.000,0.0,0.00,0.00,2008,2044,78.8,3,0.00,6.41,102,109,952,1109,603,559,22.0,61.14,68.80,2.52,18.02,212,2334,350.00,0,0,0,0,8.44,1.000,21.10,100.0,43.14,0
1.922,11.72,-9.38,12.54,30,27,23,21,100.0,13.20,4.93,12.25,1.57,on,12.26,194,1.000,0.0,0.00,0.00,2073,2044,78.8,3,-0.50,6.48,102,109,952,1164,603,763,22.0,61.69,75.70,2.46,18.27,212,2338,350.00,0,0,0,0,8.44,1.000,21.10,100.0,43.53,0
1.951,10.94,-9.38,12.50,30,28,24,22,100.0,13.20,5.11,12.25,1.61,on,12.26,194,1.000,0.0,0.00,0.00,2075,2044,78.8,3,0.00,6.49,102,109,399,1164,696,763,22.0,62.83,58.14,2.48,18.37,212,2338,350.00,0,0,0,0,8.36,1.000,21.10,100.0,43.53,0
1.982,10.94,-7.03,12.39,31,29,24,23,100.0,13.20,5.28,12.19,1.63,on,12.22,194,1.000,0.0,0.00,0.00,2180,2044,78.8,3,0.00,6.97,102,109,838,585,696,1250,22.0,63.27,76.73,2.54,19.00,212,2333,350.00,0,0,0,0,8.19,1.000,21.10,100.0,43.53,0
2.007,10.94,-7.03,12.24,31,29,24,23,100.0,13.20,5.38,12.13,1.64,on,12.22,194,1.000,0.0,0.00,0.00,1981,2097,78.8,3,0.00,6.97,102,109,838,655,857,1250,22.0,64.64,73.97,2.54,18.77,212,2342,350.00,0,0,0,0,8.07,1.000,21.10,100.0,43.53,0
2.036,10.94,-5.47,12.16,31,29,24,23,100.0,13.20,5.55,12.11,1.66,on,12.22,194,1.000,0.0,0.00,0.00,2131,2097,78.8,3,-1.00,7.52,102,109,792,655,857,686,22.0,65.34,77.77,2.66,19.23,212,2367,350.00,0,0,0,0,7.99,1.000,21.10,100.0,43.53,0
2.068,10.16,-3.91,12.11,32,30,25,24,100.0,13.20,5.70,12.06,1.69,on,12.14,194,1.000,0.0,0.00,0.00,2131,2097,78.8,3,-1.00,7.61,102,108,792,807,1026,924,22.0,66.91,62.95,2.76,18.95,212,2381,350.00,0,0,0,0,7.89,1.000,21.10,100.0,43.53,0
2.082,10.16,-3.91,11.97,32,30,25,24,100.0,13.20,5.81,12.06,1.69,on,12.06,194,1.000,0.0,0.00,0.00,2082,2097,78.8,3,-1.00,7.61,102,108,633,807,1026,924,22.0,67.27,62.26,2.76,19.04,212,2388,350.00,0,0,0,0,7.83,1.000,21.10,100.0,43.53,0
2.112,10.16,-3.12,11.76,32,30,25,25,100.0,13.20,5.97,12.00,1.73,on,12.06,194,1.000,0.0,0.00,0.00,2074,2097,78.8,3,-1.50,7.64,102,108,633,900,1249,735,22.0,68.74,68.46,2.78,19.33,212,2378,350.00,0,0,0,0,7.77,1.000,21.10,100.0,43.53,0
2.142,9.38,-2.34,11.59,33,31,25,26,100.0,13.20,6.08,12.00,1.77,on,12.02,194,1.000,0.0,0.00,0.00,2058,2097,78.8,3,-1.00,8.12,102,108,1567,900,841,735,22.0,69.63,73.97,2.72,19.34,212,2379,350.00,0,0,0,0,7.73,1.000,21.10,100.0,43.53,0
2.177,9.38,-2.34,11.58,33,31,25,26,100.0,13.20,6.26,11.94,1.79,on,12.02,194,1.000,0.0,0.00,0.00,2167,2097,78.8,3,-1.00,8.12,102,108,1567,1128,841,950,22.0,69.91,76.73,2.72,19.45,212,2388,350.00,0,0,0,0,7.68,1.000,21.10,100.0,43.53,0
2.191,7.81,-1.56,11.30,33,32,25,26,100.0,13.20,6.41,11.93,1.77,on,11.95,194,1.000,0.0,0.00,0.00,2142,2097,78.8,3,-1.50,8.17,102,108,1204,972,732,950,22.0,71.42,71.21,2.60,19.73,212,2409,350.00,0,0,0,0,7.64,1.000,21.10,100.0,43.53,0
2.226,5.47,-0.78,11.46,34,33,25,27,100.0,13.20,6.61,11.93,1.78,on,11.95,194,1.000,0.0,0.00,0.00,2035,2097,78.8,3,-2.00,8.27,102,108,915,972,732,566,22.0,73.18,69.14,2.68,20.33,212,2424,350.00,0,0,0,0,7.61,1.000,21.10,100.0,43.92,0
2.249,5.47,-0.78,11.18,34,33,25,27,100.0,13.20,6.68,11.87,1.82,on,11.95,194,1.000,0.0,0.00,0.00,2125,2097,78.8,3,-2.00,8.27,102,108,915,972,1821,566,22.0,73.98,79.49,2.68,20.01,212,2430,350.00,0,0,0,0,7.59,1.000,21.10,100.0,43.92,0
2.282,5.47,-0.78,11.31,34,33,26,28,100.0,13.20,6.91,11.87,1.86,on,11.87,194,1.000,0.0,0.00,0.00,2011,2097,78.8,3,-2.00,8.83,102,108,915,1312,1821,912,22.0,75.45,84.08,2.84,20.31,212,2432,350.00,0,0,0,0,7.57,1.000,21.10,100.0,43.92,0
2.318,6.25,-0.78,11.28,34,34,27,29,100.0,13.20,7.02,11.81,1.87,on,11.83,194,1.000,0.0,0.00,0.00,2104,2097,78.8,3,-2.00,8.82,102,108,1205,429,490,912,22.0,75.43,80.89,2.88,20.35,212,2429,350.00,0,0,0,0,7.55,1.000,21.10,100.0,43.92,0
2.354,6.25,-0.78,11.18,34,34,28,29,100.0,13.20,7.29,11.81,1.88,on,11.83,194,1.000,0.0,0.00,0.00,2003,2097,78.8,3,-1.50,8.88,102,108,822,429,824,1539,22.0,77.87,87.37,2.70,20.74,212,2459,350.00,0,0,0,0,7.53,1.000,21.10,100.0,43.92,0
2.388,4.69,-0.78,11.14,34,34,29,30,100.0,13.20,7.58,11.78,1.89,on,11.80,194,1.000,0.0,0.00,0.00,2009,2097,78.8,3,-1.50,9.49,102,108,998,752,1106,548,22.0,78.96,81.60,2.74,21.23,212,2481,350.00,0,0,0,0,7.51,1.000,21.10,100.0,43.92,0
2.418,4.69,-0.78,11.27,34,34,29,30,100.0,13.20,7.65,11.78,1.91,on,11.80,194,1.000,0.0,0.00,0.00,2177,2097,78.8,3,-1.50,9.49,102,108,998,1352,1106,842,22.0,79.12,75.01,2.74,20.97,212,2486,350.00,0,0,0,0,7.50,1.000,21.10,100.0,43.92,0
