Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2+BigSF 91 v361.ptm - Realtime: Stage2+BigSF 91 v361.ptm]
0.244,3.12,0.00,-0.50,13.73,0.00,-10.40,0.0,14.16,-9.80,14.68,14.73,0.0,0.18,798.1,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,382,438,71.8,0,5.50,0.46,75,2.24,2.21,0.74,3.28,201,0.0,17.00,712,0.00,5.44,0.000,-35.94,8.71,4.7,0,0.00,0
0.248,3.12,0.00,-0.50,13.75,0.00,-10.40,0.0,14.16,-9.80,14.70,14.73,0.0,0.18,798.1,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,5.50,0.46,75,2.24,2.21,0.74,3.28,201,0.0,17.00,712,0.00,5.46,0.000,-35.94,8.71,4.7,0,0.00,0
0.276,2.34,0.00,-0.50,13.75,0.00,-10.40,0.0,14.16,-9.80,14.70,14.73,0.0,0.18,798.0,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,372,438,71.8,0,5.50,0.46,75,2.24,2.19,0.74,3.27,201,0.0,17.00,712,0.00,5.45,0.000,-35.94,8.71,4.7,0,0.00,0
0.301,2.34,0.00,-0.50,13.76,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,798.0,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,5.50,0.46,75,2.23,2.17,0.72,3.27,201,0.0,17.00,712,0.00,5.45,0.000,-36.72,8.71,4.7,0,0.00,0
0.305,2.34,0.00,-0.38,13.79,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,798.0,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,393,438,71.8,0,5.50,0.46,75,2.24,2.19,0.72,3.27,201,0.0,17.00,713,0.00,5.46,0.000,-35.16,8.71,4.7,0,0.00,0
0.330,2.34,0.00,-0.38,13.78,0.00,-10.40,0.0,14.00,-9.81,14.70,14.73,0.0,0.18,798.0,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,382,438,71.8,0,5.50,0.46,75,2.24,2.05,0.72,3.27,201,0.0,17.00,713,0.00,5.46,0.000,-35.16,8.71,4.7,0,0.00,0
0.346,2.34,0.00,-0.38,13.82,0.00,-10.40,0.0,14.00,-9.79,14.70,14.73,0.0,0.18,797.8,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,384,438,71.8,0,5.50,0.46,75,2.24,2.00,0.68,3.28,201,0.0,17.00,714,0.00,5.45,0.000,-35.16,8.71,4.7,0,0.00,0
0.352,2.34,0.00,-0.38,13.82,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,797.8,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,389,438,71.8,0,5.50,0.46,75,2.24,1.97,0.68,3.28,201,0.0,17.00,714,0.00,5.45,0.000,-35.16,8.71,4.7,0,0.00,0
0.398,2.34,0.00,-0.38,13.82,0.00,-10.40,0.0,14.00,-9.79,14.70,14.73,0.0,0.18,797.8,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,390,438,71.8,0,5.50,0.46,75,2.24,2.14,0.68,3.28,201,0.0,17.00,715,0.00,5.45,0.000,-36.72,8.71,4.7,0,0.00,0
0.414,2.34,0.00,-0.38,13.83,0.00,-10.40,0.0,14.08,-9.80,14.70,14.73,0.0,0.18,797.8,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,5.50,0.46,75,2.23,2.19,0.72,3.28,201,0.0,17.00,715,0.00,5.44,0.000,-34.38,8.71,4.7,0,0.00,0
0.421,2.34,0.00,-0.38,13.86,0.00,-10.40,0.0,14.08,-9.80,14.70,14.73,0.0,0.18,797.8,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,5.50,0.46,75,2.23,2.21,0.72,3.28,201,0.0,17.00,714,0.00,5.46,0.000,-33.59,8.71,4.7,0,0.00,0
0.426,2.34,0.00,-0.38,13.85,0.00,-10.40,0.0,14.08,-9.80,14.70,14.73,0.0,0.18,797.8,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,384,438,71.8,0,5.50,0.46,75,2.22,2.21,0.72,3.27,201,0.0,17.00,712,0.00,5.45,0.000,-33.59,8.71,4.7,0,0.00,0
0.458,1.56,0.00,-0.38,13.87,0.00,-10.40,0.0,14.00,-9.79,14.70,14.73,0.0,0.18,797.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,383,438,71.8,0,5.50,0.46,75,2.22,2.21,0.72,3.27,201,0.0,17.00,712,0.00,5.46,0.000,-32.03,8.71,4.7,0,0.00,0
0.491,1.56,0.00,-0.38,13.86,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,797.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,387,438,71.8,0,5.50,0.46,75,2.22,2.24,0.72,3.27,201,0.0,17.00,713,0.00,5.44,0.000,-32.03,8.71,4.7,0,0.00,0
0.496,1.56,0.00,-0.38,13.90,0.00,-10.40,0.0,14.08,-9.81,14.70,14.73,0.0,0.18,797.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,374,438,71.8,0,5.50,0.46,75,2.21,2.26,0.74,3.27,201,0.0,17.00,712,0.00,5.45,0.000,-32.81,8.71,4.7,0,0.00,0
0.511,1.56,0.00,-0.38,13.90,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,797.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,5.50,0.45,75,2.21,2.21,0.72,3.27,201,0.0,17.00,711,0.00,5.46,0.000,-31.25,8.71,4.7,0,0.00,0
0.545,1.56,0.00,-0.38,13.94,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,797.5,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,384,438,71.8,0,5.50,0.45,75,2.21,2.12,0.70,3.27,201,0.0,17.00,709,0.00,5.45,0.000,-30.47,8.71,4.7,0,0.00,0
0.603,1.56,0.00,-0.38,13.95,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,797.5,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,392,438,71.8,0,5.50,0.45,75,2.21,2.03,0.68,3.28,201,0.0,17.00,709,0.00,5.46,0.000,-38.28,8.71,4.7,0,0.00,0
0.625,1.56,0.00,-0.38,13.95,0.00,-10.40,0.0,14.00,-9.81,14.70,14.73,0.0,0.18,797.5,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,5.50,0.45,75,2.21,2.05,0.70,3.28,201,0.0,17.00,708,0.00,5.46,0.000,-32.03,8.71,4.7,0,0.00,0
0.635,1.56,0.00,-0.38,13.96,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,797.5,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,385,438,71.8,0,5.50,0.45,75,2.21,2.14,0.70,3.27,201,0.0,17.00,707,0.00,5.45,0.000,-32.03,8.71,4.7,0,0.00,0
0.677,1.56,0.00,-0.38,13.97,0.00,-10.40,0.0,14.16,-9.80,14.70,14.73,0.0,0.18,797.4,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,386,438,71.8,0,5.50,0.45,75,2.20,2.12,0.70,3.27,201,0.0,17.00,704,0.00,5.44,0.000,-32.03,8.71,4.7,0,0.00,0
0.715,1.56,0.00,-0.38,14.00,0.00,-10.40,0.0,14.16,-9.79,14.70,14.73,0.0,0.18,797.4,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,382,438,71.8,0,5.50,0.45,75,2.20,2.17,0.70,3.27,201,0.0,17.00,704,0.00,5.46,0.000,-32.03,8.71,4.7,0,0.00,0
0.757,1.56,0.00,-0.38,14.00,0.00,-10.40,0.0,14.16,-9.79,14.70,14.73,0.0,0.18,797.4,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,394,438,71.8,0,5.50,0.45,75,2.20,2.05,0.70,3.28,201,0.0,17.00,702,0.00,5.46,0.000,-31.25,8.71,4.7,0,0.00,0
0.794,0.78,0.00,-0.25,14.02,0.00,-10.40,0.0,14.00,-9.79,14.70,14.73,0.0,0.18,797.4,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,393,438,71.8,0,6.00,0.45,75,2.20,2.24,0.72,3.28,201,0.0,17.00,700,0.00,5.44,0.000,-31.25,8.71,4.7,0,0.00,0
0.819,0.78,0.00,-0.25,14.02,0.00,-10.40,0.0,14.00,-9.80,14.70,14.73,0.0,0.18,797.4,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,379,438,71.8,0,6.00,0.45,75,2.20,2.19,0.74,3.28,201,0.0,17.00,700,0.00,5.45,0.000,-28.91,8.71,4.7,0,0.00,0
0.854,0.78,0.00,-0.25,14.03,0.00,-10.40,0.0,14.16,-9.80,14.70,14.73,0.0,0.18,797.3,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,388,438,71.8,0,6.00,0.45,75,2.20,2.19,0.74,3.28,201,0.0,17.00,699,0.00,5.45,0.000,-28.12,8.71,4.7,0,0.00,0
0.926,0.78,0.00,-0.25,14.06,0.00,-10.40,0.0,14.00,-9.78,14.70,14.73,0.0,0.18,797.3,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,392,438,71.8,0,6.00,0.45,75,2.20,2.19,0.74,3.29,201,0.0,17.00,699,0.00,5.44,0.000,-28.12,8.71,4.7,0,0.00,0
0.957,0.78,0.00,-0.25,14.07,0.00,-10.40,0.0,13.92,-9.77,14.70,14.73,0.0,0.18,797.3,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,392,438,71.8,0,6.00,0.45,75,2.20,2.28,0.74,3.30,201,0.0,17.00,698,0.00,5.43,0.000,-29.69,8.71,4.7,0,0.00,0
0.982,0.78,0.00,-0.25,14.07,0.00,-10.40,0.0,14.08,-9.77,14.70,14.73,0.0,0.18,797.3,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,380,438,71.8,0,6.00,0.45,75,2.20,2.35,0.74,3.30,201,0.0,17.00,698,0.00,5.42,0.000,-28.91,8.71,4.7,0,0.00,0
0.996,0.78,0.00,-0.25,14.09,0.00,-10.40,0.0,14.00,-9.76,14.70,14.73,0.0,0.18,797.1,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,377,438,71.8,0,6.00,0.45,75,2.20,2.38,0.76,3.30,201,0.0,17.00,697,0.00,5.43,0.000,-30.47,8.71,4.7,0,0.00,0
1.053,0.78,0.00,-0.25,14.10,0.00,-10.40,0.0,14.00,-9.76,14.70,14.73,0.0,0.18,797.1,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,383,438,71.8,0,6.50,0.45,75,2.20,2.28,0.74,3.32,201,0.0,17.00,696,0.00,5.42,0.000,-31.25,8.71,4.7,0,0.00,0
1.081,0.78,0.00,-0.25,14.09,0.00,-10.40,0.0,14.00,-9.76,14.70,14.73,0.0,0.18,797.1,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,387,438,71.8,0,6.50,0.45,75,2.20,2.17,0.74,3.32,201,0.0,17.00,697,0.00,5.40,0.000,-31.25,8.71,4.7,0,0.00,0
1.125,0.78,0.00,-0.25,14.11,0.00,-10.40,0.0,14.08,-9.75,14.70,14.73,0.0,0.18,797.1,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,389,438,71.8,0,6.50,0.45,75,2.21,2.19,0.70,3.32,201,0.0,17.00,696,0.00,5.40,0.000,-31.25,8.71,4.7,0,0.00,0
1.133,0.78,0.00,-0.25,14.12,0.00,-10.40,0.0,14.08,-9.75,14.70,14.73,0.0,0.18,797.1,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,377,438,71.8,0,6.50,0.45,75,2.21,2.14,0.70,3.32,201,0.0,17.00,696,0.00,5.41,0.000,-31.25,8.71,4.7,0,0.00,0
1.137,0.78,0.00,-0.25,14.13,0.00,-10.40,0.0,14.08,-9.74,14.70,14.73,0.0,0.18,797.1,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,393,438,71.8,0,6.50,0.45,75,2.21,2.24,0.72,3.32,201,0.0,17.00,696,0.00,5.40,0.000,-32.81,8.71,4.7,0,0.00,0
1.163,0.78,0.00,-0.25,14.13,0.00,-10.40,0.0,13.84,-9.74,14.70,14.73,0.0,0.18,797.0,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,381,438,71.8,0,6.50,0.45,75,2.21,2.21,0.74,3.33,201,0.0,17.00,695,0.00,5.40,0.000,-40.62,8.71,4.7,0,0.00,0
1.195,0.78,0.00,-0.25,14.13,0.00,-10.40,0.0,13.84,-9.73,14.70,14.73,0.0,0.18,797.0,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,382,438,71.8,0,6.50,0.45,75,2.21,2.21,0.74,3.34,201,0.0,17.00,696,0.00,5.39,0.000,-40.62,8.71,4.7,0,0.00,0
1.222,0.78,0.00,-0.25,14.16,0.00,-10.40,0.0,14.00,-9.72,14.70,14.73,0.0,0.18,797.0,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,382,438,71.8,0,6.50,0.45,75,2.21,2.21,0.72,3.34,201,0.0,17.00,696,0.00,5.39,0.000,-33.59,8.71,4.7,0,0.00,0
1.257,0.78,0.00,-0.25,14.16,0.00,-10.40,0.0,14.08,-9.73,14.70,14.73,0.0,0.18,797.0,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,389,438,71.8,0,6.50,0.45,75,2.21,2.12,0.72,3.35,201,0.0,17.00,696,0.00,5.39,0.000,-32.03,8.71,4.7,0,0.00,0
1.285,0.00,0.00,-0.25,14.16,0.00,-10.40,0.0,14.00,-9.73,14.70,14.73,0.0,0.18,797.0,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,377,438,71.8,0,6.50,0.45,75,2.21,2.14,0.72,3.35,201,0.0,17.00,696,0.00,5.38,0.000,-33.59,8.71,4.7,0,0.00,0
1.300,0.00,0.00,-0.25,14.18,0.00,-10.40,0.0,14.00,-9.73,14.70,14.73,0.0,0.18,797.0,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,391,438,71.8,0,6.50,0.45,75,2.21,2.10,0.72,3.35,201,0.0,17.00,697,0.00,5.39,0.000,-33.59,8.71,4.7,0,0.00,0
1.327,0.00,0.00,-0.25,14.18,0.00,-10.40,0.0,14.00,-9.73,14.70,14.73,0.0,0.18,796.8,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,381,438,71.8,0,6.00,0.45,75,2.21,2.05,0.70,3.35,201,0.0,17.00,699,0.00,5.38,0.000,-31.25,8.71,4.7,0,0.00,0
1.363,0.00,0.00,-0.25,14.19,0.00,-10.40,0.0,14.00,-9.72,14.70,14.73,0.0,0.18,796.8,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,393,438,71.8,0,6.00,0.45,75,2.21,2.10,0.70,3.35,201,0.0,17.00,698,0.00,5.37,0.000,-31.25,8.71,4.7,0,0.00,0
1.377,0.00,0.00,-0.25,14.19,0.00,-10.40,0.0,14.08,-9.73,14.70,14.73,0.0,0.18,796.8,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,382,438,71.8,0,6.50,0.45,75,2.21,2.03,0.70,3.35,201,0.0,17.00,698,0.00,5.38,0.000,-30.47,8.71,4.7,0,0.00,0
1.404,0.00,0.00,-0.25,14.21,0.00,-10.40,0.0,13.92,-9.73,14.70,14.73,0.0,0.18,796.8,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,368,438,71.8,0,6.50,0.45,75,2.22,2.05,0.70,3.35,201,0.0,17.00,699,0.00,5.38,0.000,-34.38,8.71,4.7,0,0.00,0
1.437,0.00,0.00,-0.25,14.22,0.00,-10.40,0.0,13.92,-9.74,14.70,14.73,0.0,0.18,796.8,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,383,438,71.8,0,6.50,0.45,75,2.22,2.03,0.70,3.35,201,0.0,17.00,699,0.00,5.39,0.000,-34.38,8.71,4.7,0,0.00,0
1.452,0.00,0.00,-0.25,14.21,0.00,-10.40,0.0,14.00,-9.74,14.70,14.73,0.0,0.18,796.8,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,373,438,71.8,0,6.50,0.45,75,2.22,2.02,0.70,3.35,201,0.0,17.00,699,0.00,5.39,0.000,-35.16,8.71,4.7,0,0.00,0
1.482,0.00,0.00,-0.25,14.22,0.00,-10.40,0.0,14.08,-9.72,14.70,14.73,0.0,0.18,796.7,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,388,438,71.8,0,6.50,0.45,75,2.22,2.05,0.70,3.35,201,0.0,17.00,700,0.00,5.38,0.000,-35.94,8.71,4.7,0,0.00,0
1.514,0.00,0.00,-0.25,14.24,0.00,-10.40,0.0,14.08,-9.73,14.70,14.73,0.0,0.18,796.7,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,373,438,71.8,0,6.50,0.45,75,2.22,1.98,0.70,3.35,201,0.0,17.00,701,0.00,5.38,0.000,-35.94,8.71,4.7,0,0.00,0
1.528,0.00,0.00,-0.12,14.25,0.00,-10.40,0.0,14.08,-9.72,14.70,14.73,0.0,0.18,796.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,381,438,71.8,0,6.00,0.45,75,2.22,2.05,0.68,3.35,201,0.0,17.00,701,0.00,5.38,0.000,-36.72,8.71,4.7,0,0.00,0
1.558,0.00,0.00,-0.12,14.25,0.00,-10.40,0.0,14.00,-9.72,14.70,14.73,0.0,0.18,796.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,6.00,0.45,75,2.21,2.05,0.70,3.35,201,0.0,17.00,700,0.00,5.38,0.000,-36.72,8.71,4.7,0,0.00,0
1.587,0.00,0.00,-0.12,14.25,0.00,-10.40,0.0,14.00,-9.73,14.70,14.73,0.0,0.18,796.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,383,438,71.8,0,6.00,0.45,75,2.21,2.03,0.70,3.36,201,0.0,17.00,701,0.00,5.37,0.000,-36.72,8.71,4.7,0,0.00,0
1.602,0.00,0.00,-0.12,14.27,0.00,-10.40,0.0,14.00,-9.73,14.70,14.73,0.0,0.18,796.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,387,438,71.8,0,6.00,0.45,75,2.20,2.02,0.68,3.36,201,0.0,17.00,701,0.00,5.39,0.000,-35.16,8.71,4.7,0,0.00,0
1.635,0.00,0.00,-0.12,14.26,0.00,-10.40,0.0,14.00,-9.73,14.70,14.73,0.0,0.18,796.7,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,376,438,71.8,0,6.00,0.45,75,2.20,2.05,0.68,3.35,201,0.0,17.00,701,0.00,5.38,0.000,-35.16,8.71,4.7,0,0.00,0
1.650,0.00,0.00,-0.12,14.28,0.00,-10.40,0.0,14.08,-9.73,14.70,14.73,0.0,0.18,796.5,15.95,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,389,438,71.8,0,6.00,0.45,75,2.20,2.03,0.68,3.35,201,0.0,17.00,700,0.00,5.37,0.000,-34.38,8.71,4.7,0,0.00,0
1.680,0.00,0.00,-0.12,14.28,0.00,-10.40,0.0,13.92,-9.74,14.70,14.73,0.0,0.18,796.5,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,378,438,71.8,0,6.00,0.45,75,2.19,1.98,0.66,3.34,201,0.0,17.00,699,0.00,5.39,0.000,-34.38,8.71,4.7,0,0.00,0
1.696,0.00,0.00,-0.12,14.30,0.00,-10.40,0.0,13.92,-9.73,14.70,14.73,0.0,0.18,796.5,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,388,438,71.8,0,6.00,0.45,75,2.19,2.05,0.66,3.34,201,0.0,17.00,699,0.00,5.38,0.000,-34.38,8.71,4.7,0,0.00,0
1.742,0.00,0.00,-0.12,14.31,0.00,-10.40,0.0,14.00,-9.73,14.70,14.73,0.0,0.18,796.5,15.81,190,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,386,438,71.8,0,6.00,0.45,75,2.18,2.05,0.68,3.34,201,0.0,17.00,698,0.00,5.39,0.000,-32.81,8.71,4.7,0,0.00,0
1.757,0.00,0.00,-0.12,14.30,0.00,-10.40,0.0,14.08,-9.75,14.70,14.73,0.0,0.18,796.5,15.81,192,0.875,0.00,0.00,0.0,1.0,0.00,0.00,1.000,392,438,71.8,0,6.00,0.45,75,2.18,2.02,0.68,3.34,201,0.0,17.00,697,0.00,5.40,0.000,-34.38,8.71,4.7,0,0.00,0
