Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17439][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: _Stage 1 19psi.ptm - Realtime: _Stage 1 19psi.ptm]
119.438,1.56,11.72,0.00,14.79,42.00,-2.72,19.6,13.84,-0.40,14.79,14.67,0.0,0.63,1052.0,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1251,1301,71.8,6,12.00,2.79,81,8,23.36,24.37,1.86,12.59,202,0.0,13.50,2183,138.55,0.83,0.000,32.03,1.24,13.50,21.7,58,0.00,0
119.470,1.56,11.72,0.00,14.80,41.97,-2.77,19.2,13.84,-0.36,14.79,14.67,0.0,0.65,1052.0,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1283,1301,71.8,6,12.00,2.79,81,8,23.57,23.56,1.86,12.78,202,0.0,13.00,2185,137.41,0.78,0.000,32.03,1.24,13.46,21.7,58,0.00,0
119.501,1.56,11.72,0.00,14.81,41.54,-1.85,19.2,13.68,-0.36,14.79,14.67,0.0,0.63,1052.0,14.82,192,0.625,-1.76,1.76,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1275,1301,71.8,6,12.00,2.80,81,8,23.49,23.72,1.82,12.72,202,0.0,13.50,2179,137.10,0.73,0.000,22.66,1.24,13.41,21.7,58,0.00,0
119.512,1.56,11.72,0.00,14.81,41.54,-1.86,19.2,13.68,-0.38,14.79,14.67,0.0,0.65,1052.0,14.82,192,0.625,-1.76,1.76,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1329,1301,71.8,6,12.50,2.80,81,8,23.54,23.72,1.82,12.62,202,0.0,13.50,2185,137.41,0.77,0.000,29.69,1.24,13.44,21.7,58,0.00,0
119.543,1.56,11.72,0.00,14.81,41.96,-2.80,19.6,13.68,-0.39,14.79,14.67,0.0,0.63,1052.0,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1321,1301,71.8,6,12.00,2.80,81,8,23.44,23.72,1.82,12.55,202,0.0,13.50,2188,138.49,0.81,0.000,25.78,1.24,13.48,21.7,58,0.00,0
119.575,1.56,11.72,0.00,14.81,42.01,-2.69,19.6,13.68,-0.37,14.67,14.67,0.0,0.63,1052.0,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1296,1301,71.8,6,12.00,2.80,81,8,23.38,22.75,1.82,12.68,202,0.0,13.50,2178,139.00,0.87,0.000,25.78,1.24,13.56,21.7,58,0.00,0
119.590,2.34,11.72,0.00,14.76,41.98,-2.75,19.6,13.76,-0.33,14.67,14.67,0.0,0.63,1051.7,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1241,1301,71.8,6,12.00,2.79,81,8,23.48,26.17,1.86,12.75,202,0.0,13.50,2186,138.51,0.80,0.000,26.56,1.24,13.52,21.7,58,0.00,0
119.622,2.34,11.72,0.00,14.74,41.53,-1.91,19.2,13.84,-0.37,14.67,14.67,0.0,0.65,1051.7,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1335,1301,71.8,6,11.00,2.80,81,8,23.69,23.08,1.82,12.65,202,0.0,13.00,2191,137.32,0.72,0.000,37.50,1.24,13.42,21.7,58,0.00,0
119.653,2.34,11.72,0.00,14.73,41.53,-1.87,19.2,13.84,-0.35,14.67,14.67,0.0,0.65,1051.7,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1353,1301,71.8,6,11.00,2.80,81,8,23.54,22.92,1.82,12.69,202,0.0,13.00,2183,137.44,0.73,0.000,37.50,1.24,13.44,21.7,58,0.00,0
119.684,2.34,11.72,0.00,14.73,42.00,-2.72,18.8,13.68,-0.33,14.67,14.67,0.0,0.63,1051.7,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1376,1301,71.8,6,12.50,2.79,81,8,23.50,22.43,1.86,12.70,202,0.0,13.50,2180,135.20,0.57,0.000,27.34,1.24,13.29,21.7,58,0.00,0
119.700,2.34,11.72,0.00,14.71,41.99,-2.74,18.8,13.60,-0.33,14.67,14.67,0.0,0.63,1051.7,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1309,1301,71.8,6,11.00,2.79,81,8,23.43,22.43,1.80,12.73,202,0.0,13.50,2183,133.64,0.48,0.000,31.25,1.24,13.19,21.3,58,0.00,0
119.729,2.34,11.72,0.00,14.71,41.99,-2.74,19.2,13.60,-0.37,14.67,14.67,0.0,0.63,1051.7,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1408,1301,71.8,6,11.00,2.79,81,8,23.40,24.21,1.80,12.62,202,0.0,13.50,2185,135.88,0.55,0.000,31.25,1.24,13.26,21.3,58,0.00,0
119.761,3.12,11.72,0.00,14.69,42.02,-2.68,19.2,13.84,-0.38,14.67,14.67,0.0,0.63,1051.4,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1359,1301,71.8,6,12.00,2.79,81,8,23.21,21.94,1.78,12.65,202,0.0,13.50,2177,136.39,0.71,0.000,37.50,1.24,13.38,21.7,58,0.00,0
119.777,3.12,11.72,0.00,14.69,42.01,-2.70,19.2,13.84,-0.36,14.67,14.67,0.0,0.63,1051.4,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1290,1208,71.8,6,12.00,3.26,81,8,23.23,22.27,1.80,12.63,202,0.0,14.00,2182,137.06,0.77,0.000,30.47,1.24,13.45,21.7,58,0.00,0
119.806,3.12,11.72,0.00,14.67,41.97,-2.77,19.2,13.84,-0.34,14.67,14.67,0.0,0.63,1051.4,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1270,1208,71.8,6,12.00,3.26,81,8,23.39,24.21,1.80,12.61,202,0.0,13.50,2196,136.48,0.71,0.000,30.47,1.24,13.38,21.7,58,0.00,0
119.837,3.12,11.72,0.00,14.65,41.96,-2.79,19.2,13.84,-0.36,14.67,14.67,0.0,0.63,1051.4,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1267,1301,71.8,6,12.00,3.27,81,8,23.39,23.40,1.86,12.67,202,0.0,13.50,2185,136.98,0.71,0.000,26.56,1.24,13.41,21.7,58,0.00,0
119.868,2.34,11.72,0.00,14.65,42.01,-2.70,19.6,13.76,-0.36,14.67,14.67,0.0,0.63,1051.4,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1307,1301,71.8,6,12.00,3.25,81,8,23.33,25.19,1.88,12.69,202,0.0,13.50,2177,137.90,0.79,0.000,39.84,1.24,13.49,21.7,58,0.00,0
119.897,2.34,11.72,0.00,14.66,42.02,-2.68,19.6,13.76,-0.34,14.67,14.67,0.0,0.63,1051.4,14.70,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1249,1301,71.8,6,12.00,3.25,81,8,23.62,24.70,1.88,12.68,202,0.0,13.50,2188,138.15,0.84,0.000,39.84,1.24,13.52,21.7,58,0.00,0
119.929,2.34,11.72,0.00,14.64,41.52,-1.93,19.2,13.68,-0.34,14.67,14.67,0.0,0.65,1051.1,14.70,192,0.625,-1.76,1.76,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1296,1301,71.8,6,12.00,3.27,81,8,23.84,25.68,1.88,12.65,202,0.0,13.00,2192,137.30,0.71,0.000,23.44,1.24,13.42,21.7,58,0.00,0
119.958,2.34,11.72,0.00,14.63,41.54,-1.84,19.2,13.60,-0.34,14.67,14.67,0.0,0.65,1051.1,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1341,1301,71.8,6,11.50,3.26,81,8,23.97,23.89,1.84,12.67,202,0.0,13.00,2183,137.44,0.67,0.000,31.25,1.24,13.40,21.7,58,0.00,0
119.987,2.34,11.72,0.00,14.64,41.54,-1.86,19.6,13.60,-0.35,14.67,14.67,0.0,0.65,1051.1,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1248,1301,71.8,6,11.50,3.26,81,8,23.84,25.35,1.84,12.60,202,0.0,13.00,2182,137.84,0.75,0.000,31.25,1.24,13.47,21.7,58,0.00,0
120.019,2.34,11.72,0.00,14.63,41.54,-1.85,19.6,13.44,-0.33,14.67,14.67,0.0,0.65,1051.1,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1293,1301,71.8,6,11.50,3.26,81,8,24.05,25.19,1.88,12.74,202,0.0,13.00,2185,138.90,0.78,0.000,36.72,1.24,13.51,21.7,58,0.00,0
120.043,1.56,11.72,0.00,14.62,40.68,-1.88,19.6,13.68,-0.30,14.67,14.67,0.0,0.66,1051.1,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1253,1301,71.8,6,11.50,3.26,81,8,24.17,26.50,1.88,12.79,202,0.0,13.00,2188,137.75,0.78,0.000,27.34,1.24,13.54,21.7,58,0.00,0
120.070,1.56,11.72,0.00,14.60,40.70,-1.79,19.2,13.68,-0.30,14.67,14.67,0.0,0.66,1050.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1278,1301,71.8,6,11.50,3.26,81,8,24.13,23.56,1.86,12.75,202,0.0,13.00,2178,135.61,0.58,0.000,37.50,1.24,13.33,21.7,58,0.00,0
120.114,1.56,11.72,0.00,14.57,40.69,-1.84,19.2,13.52,-0.28,14.67,14.67,0.0,0.66,1050.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1357,1301,71.8,6,11.50,3.25,81,8,24.14,22.75,1.86,12.75,202,0.0,13.00,2186,135.50,0.53,0.000,34.38,1.24,13.31,21.7,58,0.00,0
120.134,1.56,11.72,0.00,14.55,40.68,-1.89,19.2,13.52,-0.30,14.67,14.67,0.0,0.66,1050.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1328,1301,71.8,6,11.50,3.25,81,8,24.01,23.72,1.86,12.66,202,0.0,13.00,2189,135.45,0.54,0.000,34.38,1.24,13.30,21.7,58,0.00,0
120.171,0.78,11.72,0.00,14.55,40.69,-1.82,19.2,13.52,-0.32,14.67,14.67,0.0,0.66,1050.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1288,1301,71.8,6,11.50,3.27,81,8,23.91,23.56,1.86,12.76,202,0.0,13.00,2181,136.70,0.62,0.000,18.75,1.24,13.37,21.3,58,0.00,0
120.196,0.78,11.72,0.00,14.55,40.71,-1.74,19.2,13.76,-0.32,14.67,14.67,0.0,0.65,1050.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1286,1301,71.8,6,11.50,3.25,81,8,23.84,25.19,1.82,12.72,202,0.0,13.00,2177,136.39,0.68,0.000,36.72,1.24,13.40,21.7,58,0.00,0
120.227,0.78,11.72,0.00,14.53,41.53,-1.89,19.2,13.76,-0.31,14.67,14.67,0.0,0.65,1050.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1270,1301,71.8,6,11.50,3.25,81,8,24.00,25.52,1.82,12.71,202,0.0,13.00,2190,135.91,0.59,0.000,36.72,1.24,13.34,21.7,58,0.00,0
120.250,0.78,12.50,0.00,14.52,40.69,-1.86,19.2,13.76,-0.31,14.70,14.67,0.0,0.66,1050.5,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1312,1301,71.8,6,11.50,3.27,81,8,24.25,24.37,1.88,12.78,202,0.0,13.00,2190,135.80,0.57,0.000,28.12,1.24,13.30,21.3,58,0.00,0
120.277,0.00,12.50,0.00,14.53,40.67,-1.91,19.2,13.68,-0.34,14.70,14.67,0.0,0.66,1050.5,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1272,1301,71.8,6,11.50,3.27,81,8,24.25,23.72,1.82,12.72,202,0.0,13.00,2191,136.94,0.68,0.000,37.50,1.24,13.40,21.7,58,0.00,0
120.301,0.00,12.50,0.00,14.52,40.69,-1.83,19.2,13.68,-0.33,14.70,14.67,0.0,0.66,1050.5,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1319,1301,71.8,6,11.50,3.27,81,8,24.01,23.89,1.82,12.72,202,0.0,13.00,2182,137.06,0.69,0.000,37.50,1.24,13.42,21.7,58,0.00,0
120.336,0.00,12.50,0.00,14.51,40.70,-1.80,19.2,13.68,-0.32,14.70,14.67,0.0,0.65,1050.5,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1274,1301,71.8,6,11.50,2.79,81,8,23.93,25.35,1.80,12.70,202,0.0,13.00,2181,137.48,0.74,0.000,28.12,1.24,13.46,21.7,58,0.00,0
120.368,0.00,12.50,0.00,14.52,40.66,-1.97,19.2,13.60,-0.32,14.70,14.67,0.0,0.66,1050.5,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1342,1301,71.8,6,11.50,3.27,81,8,24.34,26.83,1.90,12.67,202,0.0,13.00,2197,137.26,0.68,0.000,36.72,1.24,13.41,21.7,58,0.00,0
120.397,0.00,12.50,0.00,14.52,40.67,-1.92,19.6,13.60,-0.33,14.70,14.67,0.0,0.67,1050.3,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1382,1301,71.8,6,11.50,2.80,81,8,24.59,26.50,1.88,12.66,202,0.0,12.50,2188,137.74,0.69,0.000,28.91,1.24,13.43,21.7,58,0.00,0
120.429,0.00,12.50,0.00,14.53,39.83,-1.86,19.6,13.60,-0.32,14.70,14.67,0.0,0.67,1050.3,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1282,1301,71.8,6,11.50,2.80,81,8,24.67,24.86,1.88,12.67,202,0.0,12.50,2186,138.51,0.75,0.000,28.91,1.24,13.49,21.7,58,0.00,0
120.461,-0.78,12.50,0.00,14.55,39.81,-1.94,19.6,13.44,-0.32,14.70,14.67,0.0,0.67,1050.3,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1283,1301,71.8,6,11.00,2.80,81,8,24.73,24.86,1.86,12.77,202,0.0,12.50,2195,138.76,0.77,0.000,27.34,1.24,13.51,21.7,58,0.00,0
120.488,-0.78,12.50,0.00,14.59,39.82,-1.90,19.6,13.52,-0.30,14.70,14.67,0.0,0.67,1050.3,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1366,1301,71.8,6,11.00,3.28,81,8,24.66,25.35,1.92,12.75,202,0.0,12.50,2190,138.84,0.77,0.000,27.34,1.24,13.52,21.7,58,0.00,0
120.520,-0.78,12.50,0.00,14.61,39.83,-1.85,19.6,13.52,-0.26,14.70,14.67,0.0,0.67,1050.3,14.76,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1322,1301,71.8,6,11.00,2.80,81,8,24.56,24.53,1.80,12.79,202,0.0,12.50,2184,138.20,0.77,0.000,25.78,1.24,13.53,21.7,58,0.00,0
120.548,-0.78,12.50,0.00,14.60,39.84,-1.83,19.6,13.60,-0.28,14.67,14.67,0.0,0.67,1050.0,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1313,1301,71.8,6,11.00,3.26,81,8,24.55,23.72,1.84,12.75,202,0.0,12.50,2184,137.80,0.74,0.000,32.03,1.24,13.50,21.7,58,0.00,0
120.566,-0.78,12.50,0.00,14.59,40.67,-1.91,19.6,13.60,-0.28,14.67,14.67,0.0,0.67,1050.0,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1297,1301,71.8,6,11.00,3.26,81,8,24.69,23.24,1.84,12.71,202,0.0,12.50,2196,138.04,0.65,0.000,32.03,1.24,13.44,21.7,58,0.00,0
120.591,-0.78,12.50,0.00,14.62,39.81,-1.96,19.6,13.52,-0.27,14.67,14.67,0.0,0.67,1050.0,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1340,1301,71.8,6,11.50,3.28,81,8,24.54,24.86,1.88,12.85,202,0.0,12.50,2188,137.75,0.71,0.000,20.31,1.24,13.47,21.7,58,0.00,0
120.617,-0.78,12.50,0.00,14.61,39.85,-1.76,19.6,13.52,-0.28,14.67,14.67,0.0,0.67,1050.0,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1293,1301,71.8,6,11.50,3.28,81,8,24.47,22.75,1.88,12.69,202,0.0,12.50,2177,137.81,0.70,0.000,20.31,1.24,13.47,21.7,58,0.00,0
120.642,-0.78,12.50,0.00,14.57,40.70,-1.79,19.6,13.60,-0.28,14.67,14.67,0.0,0.66,1050.0,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1298,1301,71.8,6,11.00,2.79,81,8,24.49,22.27,1.82,12.79,202,0.0,13.00,2183,138.55,0.74,0.000,28.12,1.24,13.54,21.7,58,0.00,0
120.672,-1.56,12.50,0.00,14.55,40.66,-1.96,19.6,13.68,-0.25,14.67,14.67,0.0,0.66,1050.0,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1292,1301,71.8,6,11.50,3.28,81,8,24.61,25.52,1.90,12.86,202,0.0,13.00,2199,137.59,0.70,0.000,22.66,1.24,13.49,21.7,58,0.00,0
120.704,-1.56,12.50,0.00,14.56,39.83,-1.85,19.2,13.68,-0.26,14.67,14.67,0.0,0.67,1050.0,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1266,1301,71.8,6,11.50,3.28,81,8,24.66,26.01,1.90,12.84,202,0.0,12.50,2192,136.16,0.55,0.000,22.66,1.24,13.34,21.7,58,0.00,0
120.719,-1.56,12.50,0.00,14.58,39.84,-1.81,19.2,13.68,-0.28,14.67,14.67,0.0,0.67,1049.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1301,1301,71.8,6,11.00,3.26,81,8,24.46,22.43,1.84,12.68,202,0.0,12.50,2180,136.35,0.58,0.000,28.12,1.24,13.37,21.7,58,0.00,0
120.748,-1.56,12.50,0.00,14.58,39.84,-1.82,19.2,13.60,-0.28,14.67,14.67,0.0,0.67,1049.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1250,1301,71.8,6,11.00,2.79,81,8,24.47,25.03,1.88,12.80,202,0.0,13.00,2183,137.44,0.57,0.000,25.78,1.24,13.37,21.7,58,0.00,0
120.780,-1.56,12.50,0.00,14.60,40.67,-1.93,19.6,13.60,-0.25,14.67,14.67,0.0,0.66,1049.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1275,1301,71.8,6,11.00,2.79,81,8,24.51,24.05,1.88,12.82,202,0.0,13.00,2196,139.15,0.75,0.000,25.78,1.24,13.55,21.7,58,0.00,0
120.808,-1.56,12.50,0.00,14.61,40.67,-1.94,19.6,13.60,-0.27,14.67,14.67,0.0,0.66,1049.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1279,1301,71.8,6,11.50,3.28,81,8,24.59,25.19,1.84,12.82,202,0.0,13.00,2192,138.80,0.78,0.000,36.72,1.24,13.55,21.7,58,0.00,0
120.841,-1.56,12.50,0.00,14.66,40.69,-1.82,19.6,13.60,-0.28,14.67,14.67,0.0,0.66,1049.8,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1373,1301,71.8,6,11.00,2.80,81,8,24.39,23.89,1.82,12.70,202,0.0,13.00,2185,139.29,0.75,0.000,28.91,1.24,13.55,21.7,58,0.00,0
120.878,-1.56,12.50,0.00,14.67,40.69,-1.86,20.4,13.68,-0.27,14.67,14.67,0.0,0.67,1049.5,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1359,1301,71.8,6,11.50,2.80,81,8,24.69,26.50,1.88,12.75,202,0.0,12.50,2193,144.82,0.83,0.000,25.78,1.24,13.62,22.0,58,0.00,0
120.902,-1.56,12.50,0.00,14.70,39.81,-1.95,20.8,13.60,-0.25,14.67,14.67,0.0,0.67,1049.5,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1303,1301,71.8,6,11.00,2.80,81,8,24.83,25.85,1.94,12.92,202,0.0,12.50,2191,147.94,1.21,0.000,32.03,1.26,14.01,22.4,58,0.00,0
120.938,-1.56,12.50,0.00,14.71,39.84,-1.83,22.4,13.36,-0.20,14.67,14.66,0.0,0.67,1049.5,14.70,192,0.625,-1.76,1.76,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1302,1301,71.8,6,11.00,3.26,81,8,24.90,24.05,1.92,12.84,202,0.0,12.50,2183,158.62,1.46,0.000,50.78,1.26,14.31,23.2,58,0.00,0
120.981,-0.78,12.50,0.00,14.71,38.97,-1.93,25.5,13.44,-0.07,14.67,14.66,0.0,0.69,1049.5,14.70,192,0.625,-1.76,2.11,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1272,1301,71.8,6,11.00,3.28,81,8,25.26,29.99,2.02,13.00,202,0.0,12.00,2193,183.34,3.00,0.000,38.28,1.34,15.92,25.6,58,0.00,0
121.005,-0.78,12.50,0.00,14.72,38.97,-1.91,26.7,13.44,0.05,14.67,14.66,0.0,0.70,1049.5,14.70,192,0.625,-1.76,2.11,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1305,1301,71.8,6,11.00,3.28,81,8,25.99,28.96,2.02,13.46,202,0.0,12.00,2191,192.95,3.67,0.000,38.28,1.34,16.72,25.6,58,0.00,0
121.035,-0.78,12.50,0.00,14.71,36.42,-1.87,26.7,13.60,0.24,14.66,14.65,0.0,0.72,1049.3,14.70,192,0.625,-1.76,2.11,-2.00,31.0,0.0,0.0,0.00,-2.81,1.000,1338,1393,71.8,6,9.00,3.27,81,8,26.97,32.07,2.04,13.54,202,0.0,11.00,2187,194.95,3.86,0.000,42.97,1.42,17.12,26.8,58,0.00,0
121.063,-0.78,12.50,0.00,14.71,35.56,-1.90,27.5,13.60,0.41,14.66,14.65,0.0,0.75,1049.3,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1350,1393,71.8,6,9.00,3.27,81,8,27.50,29.99,2.02,13.63,202,0.0,10.50,2192,199.00,3.85,0.000,46.09,1.42,17.22,27.2,58,0.00,0
121.093,-0.78,12.50,0.00,14.74,34.71,-1.94,28.2,13.60,0.47,14.66,14.65,0.0,0.75,1049.3,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1408,1393,71.8,6,9.00,3.27,81,8,27.78,29.62,2.02,13.71,202,0.0,10.50,2192,205.09,4.11,0.000,46.09,1.42,17.61,27.2,58,0.00,0
121.123,-0.78,12.50,0.00,14.76,33.85,-1.97,28.6,13.68,0.60,14.65,14.65,0.0,0.76,1049.3,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1382,1447,71.8,6,9.00,3.28,81,8,28.19,31.66,2.08,13.76,202,0.0,10.00,2197,210.66,4.56,0.000,31.25,1.46,18.21,28.3,58,2.75,0
121.139,0.00,12.50,0.00,14.74,33.00,-1.90,29.0,13.52,0.74,14.65,14.65,0.0,0.79,1049.3,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1390,1447,71.8,6,7.50,3.27,81,8,28.86,32.28,2.04,13.97,202,0.0,9.50,2190,211.66,4.53,0.000,24.22,1.48,18.24,28.7,58,3.53,0
121.169,0.00,12.50,0.00,14.73,32.60,-1.96,28.6,13.52,0.83,14.65,14.65,0.0,0.79,1049.3,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1377,1447,71.8,6,7.50,3.27,81,8,29.19,29.99,2.04,13.97,202,0.0,9.50,2190,210.15,4.49,0.000,24.22,1.48,18.31,28.7,58,3.53,0
121.200,0.00,12.50,0.00,14.73,32.60,-1.97,28.6,13.52,0.87,14.65,14.65,0.0,0.79,1049.0,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1458,1447,71.8,6,7.50,3.27,81,8,29.24,30.82,2.04,14.06,202,0.0,9.50,2193,208.62,4.15,0.000,32.03,1.48,18.07,28.3,58,3.14,0
121.218,0.00,12.50,0.00,14.74,32.60,-2.03,28.6,13.60,0.92,14.65,14.65,0.0,0.80,1049.0,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1444,1447,71.8,6,7.50,3.75,81,8,29.43,30.82,2.04,13.96,202,0.0,9.50,2199,209.15,4.15,0.000,20.31,1.46,18.11,28.3,58,3.14,0
121.255,0.00,12.50,0.00,14.74,32.20,-2.01,28.6,13.60,0.99,14.66,14.65,0.0,0.80,1049.0,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1501,1447,71.8,6,7.50,3.75,81,8,29.59,33.32,2.04,14.14,202,0.0,9.50,2192,209.66,4.08,0.000,20.31,1.46,18.07,28.3,58,3.14,0
121.273,0.00,12.50,0.00,14.79,31.80,-2.01,28.6,13.68,0.98,14.66,14.65,0.0,0.81,1049.0,14.70,192,0.625,-1.41,2.46,-1.50,31.0,0.0,0.0,0.00,-2.81,1.000,1435,1447,71.8,6,7.50,3.74,81,8,29.88,30.62,2.10,14.10,202,0.0,9.50,2187,210.14,4.13,0.000,25.78,1.46,18.16,28.3,58,3.14,0
