Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17439][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+BigSF 91 v400.ptm - Realtime: Stage1+BigSF 91 v400.ptm]
1.117,2.34,7.81,-0.38,13.98,0.00,-10.30,0.0,13.84,-9.89,14.36,14.73,0.0,0.17,668.7,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,401,438,71.8,6,6.00,0.46,99,0,2.12,2.12,0.68,3.18,173,0.0,16.50,718,0.00,5.55,0.000,-39.06,0.66,8.71,4.7,18,0.00,0
1.176,2.34,7.81,-0.38,13.99,0.00,-10.30,0.0,13.84,-9.89,14.36,14.73,0.0,0.17,668.4,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,402,438,71.8,6,6.00,0.46,99,0,2.12,2.17,0.72,3.18,173,0.0,16.50,719,0.00,5.55,0.000,-45.31,0.66,8.71,4.7,17,0.00,0
1.222,2.34,7.81,-0.38,13.98,0.00,-10.30,0.0,13.92,-9.89,14.36,14.73,0.0,0.17,668.4,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,389,438,71.8,6,6.00,0.46,99,0,2.12,2.24,0.72,3.18,173,0.0,16.50,720,0.00,5.55,0.000,-39.84,0.66,8.71,4.7,17,0.00,0
1.255,2.34,7.81,-0.38,13.98,0.00,-10.30,0.0,13.92,-9.90,14.36,14.73,0.0,0.17,668.4,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,394,438,71.8,6,6.00,0.46,99,0,2.12,2.21,0.72,3.17,173,0.0,16.50,720,0.00,5.55,0.000,-40.62,0.66,8.71,4.7,17,0.00,0
1.270,2.34,7.81,-0.38,13.98,0.00,-10.30,0.0,13.92,-9.89,14.36,14.73,0.0,0.17,668.4,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,397,438,71.8,6,6.00,0.46,99,0,2.12,2.21,0.72,3.17,173,0.0,16.50,720,0.00,5.56,0.000,-40.62,0.66,8.71,4.7,17,0.00,0
1.330,2.34,7.81,-0.38,13.97,0.00,-10.30,0.0,14.00,-9.90,14.36,14.73,0.0,0.17,668.2,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,402,438,71.8,6,6.00,0.46,99,0,2.12,2.14,0.72,3.16,173,0.0,16.50,719,0.00,5.56,0.000,-39.84,0.66,8.71,4.7,17,0.00,0
1.378,2.34,7.81,-0.38,13.98,0.00,-10.30,0.0,13.92,-9.90,14.36,14.73,0.0,0.17,668.2,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,398,438,71.8,6,6.00,0.46,99,0,2.11,2.07,0.72,3.17,173,0.0,16.50,718,0.00,5.56,0.000,-39.06,0.66,8.71,4.7,17,0.00,0
1.404,2.34,7.81,-0.38,13.97,0.00,-10.30,0.0,13.92,-9.90,14.36,14.73,0.0,0.17,668.2,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,385,438,71.8,6,6.00,0.46,99,0,2.11,2.03,0.70,3.18,173,0.0,16.50,719,0.00,5.56,0.000,-39.06,0.66,8.71,4.7,17,0.00,0
1.431,1.56,7.81,-0.38,13.95,0.00,-10.30,0.0,14.00,-9.90,14.36,14.73,0.0,0.17,668.2,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,397,438,71.8,6,6.00,0.46,99,0,2.11,1.98,0.70,3.17,173,0.0,16.50,716,0.00,5.56,0.000,-37.50,0.66,8.71,4.7,17,0.00,0
1.451,1.56,7.81,-0.38,13.97,0.00,-10.30,0.0,14.00,-9.90,14.36,14.73,0.0,0.17,668.0,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,385,438,71.8,6,6.00,0.46,99,0,2.11,2.00,0.68,3.16,173,0.0,16.50,716,0.00,5.55,0.000,-35.94,0.66,8.71,4.7,17,0.00,0
1.498,1.56,7.81,-0.38,13.95,0.00,-10.30,0.0,13.84,-9.90,14.36,14.73,0.0,0.17,668.0,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,387,438,71.8,5,6.00,0.46,99,0,2.12,2.05,0.68,3.15,173,0.0,16.50,718,0.00,5.55,0.000,-39.06,0.66,8.71,4.7,17,0.00,0
1.534,1.56,7.81,-0.38,13.95,0.00,-10.30,0.0,13.84,-9.90,14.36,14.73,0.0,0.17,668.0,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,399,438,71.8,5,6.00,0.46,99,0,2.12,2.05,0.68,3.15,173,0.0,16.50,716,0.00,5.55,0.000,-39.06,0.66,8.71,4.7,17,0.00,0
1.555,1.56,7.81,-0.38,13.95,0.00,-10.30,0.0,13.84,-9.91,14.36,14.73,0.0,0.17,668.0,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,392,438,71.8,5,6.00,0.46,99,0,2.12,2.05,0.70,3.16,173,0.0,16.50,717,0.00,5.56,0.000,-38.28,0.66,8.71,4.7,17,0.00,0
1.580,1.56,7.81,-0.38,13.93,0.00,-10.30,0.0,14.00,-9.91,14.36,14.73,0.0,0.17,668.0,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,394,438,71.8,5,6.00,0.46,99,0,2.11,2.12,0.72,3.16,173,0.0,16.50,715,0.00,5.56,0.000,-36.72,0.66,8.71,4.7,17,0.00,0
1.616,1.56,7.81,-0.38,13.93,0.00,-10.30,0.0,13.84,-9.91,14.36,14.73,0.0,0.17,667.8,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,386,438,71.8,5,6.00,0.46,99,0,2.11,2.05,0.70,3.16,173,0.0,16.50,715,0.00,5.56,0.000,-36.72,0.66,8.71,4.7,17,0.00,0
1.639,1.56,7.81,-0.38,13.93,0.00,-10.30,0.0,13.84,-9.91,14.36,14.73,0.0,0.17,667.8,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,399,438,71.8,5,6.00,0.46,99,0,2.11,1.97,0.70,3.16,173,0.0,16.50,715,0.00,5.56,0.000,-36.72,0.66,8.71,4.7,17,0.00,0
1.666,1.56,7.81,-0.38,13.93,0.00,-10.30,0.0,13.84,-9.91,14.36,14.73,0.0,0.17,667.8,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,388,438,71.8,5,6.00,0.46,99,0,2.11,1.98,0.68,3.15,173,0.0,16.50,715,0.00,5.56,0.000,-35.16,0.66,8.71,4.7,17,0.00,0
1.693,1.56,7.81,-0.38,13.93,0.00,-10.30,0.0,14.00,-9.91,14.36,14.73,0.0,0.17,667.8,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,392,438,71.8,5,6.00,0.46,99,0,2.11,2.03,0.68,3.16,173,0.0,16.50,715,0.00,5.56,0.000,-33.59,0.66,8.71,4.7,17,0.00,0
1.711,1.56,7.81,-0.38,13.91,0.00,-10.30,0.0,14.00,-9.91,14.36,14.73,0.0,0.17,667.8,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,389,438,71.8,5,6.00,0.46,99,0,2.11,2.03,0.68,3.16,173,0.0,16.50,716,0.00,5.56,0.000,-33.59,0.66,8.71,4.7,17,0.00,0
1.736,0.78,7.81,-0.38,13.91,0.00,-10.30,0.0,14.00,-9.91,14.36,14.73,0.0,0.17,667.8,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,397,438,71.8,5,6.00,0.46,99,0,2.11,2.10,0.70,3.16,173,0.0,16.50,716,0.00,5.55,0.000,-34.38,0.66,8.71,4.7,17,0.00,0
1.775,0.78,7.81,-0.38,13.92,0.00,-10.30,0.0,13.84,-9.90,14.36,14.73,0.0,0.17,667.5,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,385,438,71.8,5,6.00,0.46,99,0,2.11,2.02,0.68,3.17,173,0.0,16.50,715,0.00,5.55,0.000,-32.03,0.66,8.71,4.7,17,0.00,0
1.806,0.78,7.81,-0.38,13.91,0.00,-10.30,0.0,13.92,-9.90,14.36,14.73,0.0,0.17,667.5,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,403,438,71.8,5,6.00,0.46,99,0,2.11,1.93,0.66,3.17,173,0.0,16.50,715,0.00,5.56,0.000,-32.81,0.66,8.71,4.7,16,0.00,0
1.837,0.78,7.81,-0.38,13.89,0.00,-10.30,0.0,13.92,-9.91,14.36,14.73,0.0,0.17,667.5,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,389,438,71.8,5,6.00,0.46,99,0,2.11,1.90,0.66,3.17,173,0.0,16.50,714,0.00,5.56,0.000,-32.81,0.66,8.71,4.7,16,0.00,0
1.871,0.78,7.81,-0.38,13.91,0.00,-10.30,0.0,14.00,-9.89,14.36,14.73,0.0,0.17,667.5,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,402,438,71.8,5,6.00,0.46,99,0,2.11,1.97,0.66,3.17,173,0.0,16.50,714,0.00,5.55,0.000,-32.03,0.66,8.71,4.7,16,0.00,0
1.886,0.78,7.81,-0.38,13.90,0.00,-10.30,0.0,13.84,-9.90,14.36,14.73,0.0,0.17,667.5,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,392,438,71.8,5,6.00,0.46,99,0,2.11,1.90,0.64,3.16,173,0.0,16.50,713,0.00,5.55,0.000,-33.59,0.66,8.71,4.7,16,0.00,0
1.915,0.78,7.81,-0.38,13.87,0.00,-10.30,0.0,13.84,-9.91,14.36,14.73,0.0,0.17,667.5,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,393,438,71.8,5,6.00,0.46,99,0,2.11,1.90,0.64,3.16,173,0.0,16.50,714,0.00,5.56,0.000,-33.59,0.66,8.71,4.7,16,0.00,0
1.947,0.78,7.81,-0.38,13.90,0.00,-10.30,0.0,13.84,-9.90,14.36,14.73,0.0,0.17,667.3,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,385,438,71.8,5,6.00,0.46,99,0,2.11,1.98,0.64,3.17,173,0.0,16.50,715,0.00,5.55,0.000,-32.03,0.66,8.71,4.7,16,0.00,0
1.979,0.78,7.81,-0.38,13.89,0.00,-10.30,0.0,14.00,-9.90,14.36,14.73,0.0,0.17,667.3,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,399,438,71.8,5,6.00,0.46,99,0,2.11,2.00,0.66,3.17,173,0.0,16.50,714,0.00,5.56,0.000,-32.03,0.66,8.71,4.7,16,0.00,0
2.011,0.78,7.81,-0.38,13.87,0.00,-10.30,0.0,14.00,-9.91,14.36,14.73,0.0,0.17,667.3,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,383,438,71.8,5,6.00,0.46,99,0,2.11,2.00,0.66,3.17,173,0.0,16.50,713,0.00,5.56,0.000,-32.03,0.66,8.71,4.7,16,0.00,0
2.026,0.00,7.81,-0.38,13.88,0.00,-10.30,0.0,14.00,-9.90,14.36,14.73,0.0,0.17,667.3,15.55,189,0.562,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,391,438,71.8,5,6.00,0.46,99,0,2.11,2.12,0.68,3.17,173,0.0,16.50,713,0.00,5.55,0.000,-26.56,0.66,8.71,4.7,16,0.00,0
