Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2+BigSF 91 v361 LWG.ptm - Realtime: Stage2+BigSF 91 v361 LWG.ptm]
0.230,0.00,0.00,-0.75,13.21,0.00,-15.00,0.0,13.92,-11.02,14.70,14.70,0.0,0.12,675.6,15.17,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,2,15.00,0.80,73,3.82,3.12,0.88,2.16,206,0.0,28.00,1868,3.16,2.57,0.000,-28.91,4.76,5.5,17,0.00,0
0.234,0.00,0.00,-0.75,13.24,0.00,-15.00,0.0,14.08,-11.02,14.70,14.70,0.0,0.12,675.6,15.17,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,421,438,71.8,2,15.00,0.79,73,3.78,3.16,0.88,2.16,206,0.0,28.00,1859,3.16,2.59,0.000,-28.12,4.77,5.5,17,0.00,0
0.263,0.00,0.00,-0.75,13.26,0.00,-15.00,0.0,14.16,-11.03,14.70,14.70,0.0,0.12,675.6,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,2,15.00,0.78,73,3.68,3.22,0.90,2.13,206,0.0,28.00,1833,3.03,2.63,0.000,-27.34,4.80,5.5,17,0.00,0
0.271,0.00,0.00,-0.75,13.30,0.00,-15.00,0.0,14.16,-11.04,14.70,14.70,0.0,0.12,675.6,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,2,15.00,0.78,73,3.64,3.22,0.90,2.14,206,0.0,28.00,1824,2.75,2.63,0.000,-27.34,4.79,5.5,17,0.00,0
0.275,0.00,0.00,-0.75,13.36,0.00,-15.00,0.0,13.84,-11.04,14.70,14.70,0.0,0.12,675.9,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,430,438,71.8,2,14.50,0.78,73,3.61,3.22,0.90,2.14,206,0.0,28.00,1816,2.48,2.62,0.000,-28.12,4.78,5.5,17,0.00,0
0.302,0.00,0.00,-0.62,13.39,0.00,-15.00,0.0,14.00,-11.05,14.70,14.70,0.0,0.12,675.9,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,437,438,71.8,2,14.50,0.77,73,3.58,3.26,0.90,2.13,206,0.0,28.00,1810,2.06,2.61,0.000,-27.34,4.77,5.5,17,0.00,0
0.307,0.00,0.00,-0.62,13.40,0.00,-15.00,0.0,14.00,-11.06,14.70,14.70,0.0,0.12,675.9,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,441,438,71.8,2,14.50,0.77,73,3.55,3.09,0.90,2.13,206,0.0,28.00,1804,3.16,2.65,0.000,-27.34,4.79,5.5,17,0.00,0
0.332,0.00,0.00,-0.62,13.45,0.00,-15.00,0.0,14.00,-11.05,14.70,14.70,0.0,0.12,675.9,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,454,438,71.8,2,14.50,0.77,73,3.56,3.05,0.88,2.15,206,0.0,28.00,1814,3.16,2.69,0.000,-32.03,4.84,5.5,17,0.00,0
0.338,0.00,0.00,-0.62,13.49,0.00,-15.00,0.0,14.00,-11.05,14.70,14.70,0.0,0.12,675.9,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,444,438,71.8,2,14.50,0.77,73,3.56,3.05,0.88,2.13,206,0.0,28.00,1821,3.16,2.67,0.000,-32.03,4.82,5.5,17,0.00,0
0.392,0.00,0.00,-0.62,13.50,0.00,-15.00,0.0,14.08,-11.07,14.70,14.70,0.0,0.12,675.9,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,455,438,71.8,2,14.50,0.78,73,3.56,3.05,0.86,2.15,206,0.0,28.00,1825,3.16,2.69,0.000,-29.69,4.82,5.5,17,0.00,0
0.401,0.00,0.00,-0.62,13.51,0.00,-15.00,0.0,14.08,-11.07,14.70,14.70,0.0,0.10,675.9,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,461,438,71.8,2,14.50,0.78,73,3.56,3.12,0.86,2.11,206,0.0,28.00,1838,3.16,2.67,0.000,-29.69,4.81,5.5,17,0.00,0
0.406,0.00,0.00,-0.50,13.59,0.00,-15.00,0.0,14.00,-11.06,14.70,14.70,0.0,0.10,676.1,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,458,438,71.8,2,15.00,0.78,73,3.53,3.22,0.88,2.11,206,0.0,28.00,1835,3.16,2.65,0.000,-28.91,4.80,5.5,17,0.00,0
0.421,0.00,0.00,-0.50,13.64,0.00,-15.00,0.0,14.00,-11.07,14.70,14.70,0.0,0.10,676.1,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,462,438,71.8,2,14.50,0.78,73,3.47,3.09,0.88,2.13,206,0.0,28.00,1821,3.16,2.69,0.000,-28.91,4.82,5.5,16,0.00,0
0.427,0.00,0.00,-0.50,13.68,0.00,-15.00,0.0,14.00,-11.06,14.70,14.70,0.0,0.10,676.1,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,466,438,71.8,2,14.50,0.78,73,3.42,3.16,0.88,2.14,206,0.0,28.00,1806,3.16,2.71,0.000,-28.91,4.85,5.5,16,0.00,0
0.482,0.00,0.00,-0.50,13.73,0.00,-15.00,0.0,13.84,-11.05,14.70,14.70,0.0,0.10,676.1,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,463,438,71.8,2,14.50,0.77,73,3.40,3.19,0.88,2.13,206,0.0,28.00,1796,3.16,2.72,0.000,-29.69,4.86,5.5,16,0.00,0
0.494,0.00,0.00,-0.38,13.78,0.00,-15.00,0.0,14.08,-11.07,14.70,14.70,0.0,0.10,676.3,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,467,438,71.8,2,14.00,0.76,73,3.36,3.09,0.88,2.16,206,0.0,28.00,1781,3.16,2.74,0.000,-32.03,4.88,5.5,16,0.00,0
0.531,0.00,0.00,-0.38,13.92,0.00,-15.00,0.0,14.16,-11.05,14.70,14.70,0.0,0.10,676.3,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,467,438,71.8,2,14.00,0.76,73,3.35,2.83,0.86,2.16,206,0.0,28.00,1777,3.16,2.74,0.000,-32.03,4.89,5.5,16,0.00,0
0.546,0.00,0.00,-0.38,13.95,0.00,-15.00,0.0,14.16,-11.04,14.70,14.70,0.0,0.10,676.3,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,468,438,71.8,2,14.00,0.76,73,3.36,2.70,0.86,2.13,206,0.0,28.00,1789,3.16,2.72,0.000,-32.03,4.88,5.5,16,0.00,0
0.561,0.00,0.00,-0.25,14.11,0.00,-15.00,0.8,14.08,-11.05,14.70,14.70,0.0,0.10,676.3,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,472,438,71.8,2,14.50,0.77,73,3.36,2.35,0.76,2.12,206,0.0,28.00,1807,13.12,2.71,0.000,-39.06,4.86,5.5,16,0.00,0
0.620,0.00,0.00,-0.25,14.25,0.00,-15.00,0.8,14.08,-11.05,14.70,14.70,0.0,0.10,676.3,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,474,438,71.8,2,14.50,0.77,73,3.33,2.40,0.76,2.16,206,0.0,28.00,1808,13.10,3.40,0.000,-39.06,5.55,5.5,16,0.00,0
0.654,0.00,0.00,-0.12,14.42,0.00,-15.00,0.0,13.92,-11.05,14.70,14.70,0.0,0.10,676.6,15.24,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,460,438,71.8,2,15.00,0.77,73,3.31,2.58,0.76,2.15,206,0.0,28.00,1800,12.84,3.38,0.000,-36.72,5.53,5.5,16,0.00,0
0.690,0.00,0.00,-0.12,14.60,0.00,-15.00,0.0,14.08,-11.05,14.70,14.70,0.0,0.10,676.6,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,467,438,71.8,2,15.50,0.77,73,3.28,2.55,0.78,2.13,206,0.0,28.00,1792,12.34,3.38,0.000,-27.34,5.53,5.5,16,0.00,0
0.695,-0.78,0.00,0.00,14.90,0.00,-15.00,0.0,14.16,-11.05,14.70,14.70,0.0,0.10,676.6,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,475,438,71.8,2,16.50,0.38,73,3.27,2.58,0.80,2.16,206,0.0,28.00,1793,12.09,3.37,0.000,-37.50,5.51,5.1,16,0.00,0
0.770,0.78,0.00,0.00,15.41,0.00,-15.00,0.0,14.08,-11.08,14.70,14.70,0.0,0.10,676.6,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,488,438,71.8,2,17.50,0.38,73,3.25,2.67,0.82,2.11,206,0.0,28.00,1791,11.46,3.33,0.000,-26.56,5.46,5.1,16,0.00,0
0.774,1.56,0.00,0.12,15.67,0.00,-15.00,0.0,14.00,-11.10,14.70,14.70,0.0,0.10,676.8,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,512,438,71.8,2,18.00,0.38,73,3.22,2.61,0.80,2.06,206,0.0,28.00,1786,11.09,3.34,0.000,-32.03,5.43,5.1,16,0.00,0
0.814,1.56,0.00,0.12,16.00,0.00,-15.00,0.0,14.00,-11.11,14.70,14.70,0.0,0.10,676.8,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,524,438,71.8,2,18.00,0.38,73,3.19,2.61,0.80,2.06,206,0.0,28.00,1780,10.84,3.33,0.000,-32.03,5.42,5.1,16,0.00,0
0.841,1.56,0.00,0.25,16.08,0.00,-15.00,0.0,14.00,-11.12,14.70,14.70,0.0,0.10,676.8,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,520,438,71.8,2,19.00,0.38,73,3.16,2.58,0.80,2.05,206,0.0,28.00,1766,10.46,3.34,0.000,-32.03,5.42,5.1,16,0.00,0
0.845,1.56,0.00,0.25,16.23,0.00,-15.00,0.0,14.00,-11.13,14.70,14.70,0.0,0.10,676.8,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,508,438,71.8,2,19.00,0.38,73,3.14,2.58,0.80,2.04,206,0.0,28.00,1764,10.21,3.33,0.000,-32.03,5.41,5.1,16,0.00,0
0.871,1.56,0.00,0.25,16.70,0.00,-15.00,0.0,14.16,-11.13,14.70,14.70,0.0,0.10,676.8,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,506,438,71.8,2,19.50,0.38,73,3.11,2.67,0.80,2.06,206,0.0,28.00,1755,9.84,3.33,0.000,-32.81,5.40,5.1,16,0.00,0
0.896,1.56,0.00,0.38,17.03,0.00,-15.00,0.0,14.16,-11.13,14.70,14.70,0.0,0.10,676.8,15.30,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,496,438,71.8,2,20.00,0.37,73,3.07,2.73,0.82,2.04,206,0.0,28.00,1742,9.59,3.33,0.000,-34.38,5.39,5.1,16,0.00,0
0.952,1.56,0.00,0.50,17.90,0.00,-15.00,0.0,14.00,-11.13,14.70,14.70,0.0,0.10,677.1,15.36,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,470,438,71.8,2,21.50,0.37,73,3.05,2.45,0.80,2.04,206,0.0,28.00,1738,8.71,3.27,0.000,-32.03,5.35,5.1,16,0.00,0
0.991,1.56,0.00,0.62,18.60,0.00,-15.00,0.0,14.08,-11.12,14.70,14.70,0.0,0.10,677.1,15.36,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,455,438,71.8,2,22.00,0.37,73,3.05,2.42,0.78,2.08,206,0.0,28.00,1741,8.34,3.23,0.000,-35.94,5.31,5.1,16,0.00,0
1.023,1.56,0.00,0.75,18.84,0.00,-15.00,0.0,14.16,-11.12,14.70,14.70,0.0,0.10,677.1,15.36,201,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,445,438,71.8,2,22.50,0.37,73,3.05,2.38,0.76,2.06,206,0.0,28.00,1750,8.09,3.20,0.000,-35.16,5.28,5.1,16,0.00,0
1.070,10.16,0.00,0.75,19.23,0.00,-15.00,0.0,14.08,-11.12,14.70,14.70,0.0,0.10,677.1,15.30,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,2,24.00,0.37,73,3.05,2.35,0.78,2.06,206,0.0,28.00,1764,7.34,3.14,0.000,-35.16,5.22,5.1,16,0.00,0
1.092,10.94,0.00,0.75,19.07,0.00,-15.00,0.0,14.00,-11.11,14.70,14.70,0.0,0.09,677.3,15.30,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,71.8,2,24.50,0.38,73,3.03,2.33,0.74,2.08,206,0.0,28.00,1762,7.09,3.10,0.000,-36.72,5.19,5.1,16,0.00,0
1.128,11.72,0.00,0.88,19.24,0.00,-15.00,0.0,14.08,-11.12,14.70,14.70,0.0,0.09,677.3,15.30,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,397,438,71.8,2,25.00,0.37,73,2.98,2.33,0.76,2.06,206,0.0,28.00,1751,6.59,3.10,0.000,-38.28,5.17,5.1,16,0.00,0
1.173,11.72,0.00,0.88,19.28,0.00,-15.00,0.0,14.08,-11.12,14.70,14.70,0.0,0.09,677.3,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,385,438,71.8,2,26.50,0.74,73,2.92,2.45,0.78,2.07,206,0.0,28.00,1735,6.09,3.08,0.000,-38.28,5.16,5.1,16,0.00,0
1.211,11.72,0.00,0.75,18.99,0.00,-15.00,0.0,14.16,-11.12,14.70,14.70,0.0,0.09,677.3,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,373,438,71.8,2,26.00,0.74,73,2.89,2.49,0.78,2.08,206,0.0,28.00,1725,5.64,3.07,0.000,-37.50,5.15,5.1,16,0.00,0
1.227,11.72,0.00,0.75,18.92,0.00,-15.00,0.0,14.16,-11.13,14.70,14.70,0.0,0.09,677.3,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,370,438,71.8,2,26.00,0.74,73,2.88,2.42,0.78,2.07,206,0.0,28.00,1725,5.41,3.06,0.000,-37.50,5.13,5.1,16,0.00,0
1.272,10.94,0.00,0.75,18.57,0.00,-15.00,0.0,14.00,-11.14,14.70,14.70,0.0,0.09,677.6,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,369,438,71.8,2,25.00,0.74,73,2.85,2.45,0.78,2.03,206,0.0,28.00,1720,4.96,3.05,0.000,-38.28,5.10,5.1,16,0.00,0
1.311,10.94,0.00,0.75,18.38,0.00,-15.00,0.0,14.08,-11.15,14.70,14.70,0.0,0.09,677.6,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,357,438,71.8,2,24.00,0.73,73,2.85,2.52,0.78,2.05,206,0.0,28.00,1726,4.74,3.03,0.000,-46.09,5.08,5.1,16,0.00,0
1.332,10.16,0.00,0.62,18.11,0.00,-15.00,0.0,14.08,-11.17,14.70,14.70,0.0,0.09,677.6,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,353,438,71.8,2,23.50,0.74,73,2.84,2.40,0.78,1.99,206,0.0,28.00,1730,4.40,3.02,0.000,-36.72,5.06,5.1,16,0.00,0
1.364,9.38,0.00,0.62,17.71,0.00,-15.00,0.0,14.16,-11.20,14.70,14.70,0.0,0.09,677.6,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,339,438,71.8,2,22.50,0.74,73,2.82,2.45,0.78,1.97,206,0.0,28.00,1731,3.84,3.02,0.000,-38.28,5.02,5.1,16,0.00,0
1.393,9.38,0.00,0.62,17.55,0.00,-15.00,0.0,14.16,-11.21,14.70,14.70,0.0,0.09,677.6,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,345,438,71.8,2,22.50,0.74,73,2.80,2.42,0.78,1.96,206,0.0,28.00,1730,3.61,3.01,0.000,-38.28,4.99,5.1,16,0.00,0
1.408,0.00,0.00,0.50,17.37,0.00,-15.00,0.0,14.00,-11.22,14.70,14.70,0.0,0.09,677.7,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,360,438,71.8,2,22.00,0.74,73,2.78,2.55,0.78,1.97,206,0.0,28.00,1725,3.39,3.00,0.000,-45.31,4.98,5.1,16,0.00,0
1.434,0.00,0.00,0.50,17.14,0.00,-15.00,0.0,14.00,-11.25,14.70,14.70,0.0,0.09,677.7,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,351,438,71.8,2,22.00,0.74,73,2.76,2.61,0.78,1.94,206,0.0,28.00,1722,3.16,3.01,0.000,-45.31,4.97,5.1,16,0.00,0
1.466,0.00,0.00,0.50,16.99,0.00,-15.00,0.0,13.92,-11.25,14.70,14.70,0.0,0.09,677.7,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,363,438,71.8,2,21.00,0.37,73,2.73,2.64,0.80,1.94,206,0.0,28.00,1708,3.16,3.03,0.000,-39.06,4.99,5.1,16,0.00,0
1.492,0.00,0.00,0.38,16.66,0.00,-15.00,0.0,14.16,-11.25,14.70,14.70,0.0,0.09,677.7,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,389,438,71.8,2,20.00,0.36,73,2.72,2.64,0.80,1.95,206,0.0,28.00,1705,3.16,3.05,0.000,-39.06,5.00,5.1,16,0.00,0
1.517,0.00,0.00,0.38,16.51,0.00,-15.00,0.0,14.16,-11.26,14.70,14.70,0.0,0.09,677.7,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,398,438,71.8,2,20.00,0.36,73,2.71,2.67,0.80,1.94,206,0.0,28.00,1705,3.16,3.06,0.000,-39.06,5.00,5.1,16,0.00,0
1.533,0.00,0.00,0.38,16.35,0.00,-15.00,0.0,14.00,-11.26,14.70,14.70,0.0,0.09,677.7,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,71.8,2,19.00,0.36,73,2.69,2.67,0.82,1.93,206,0.0,28.00,1693,3.16,3.08,0.000,-25.78,5.01,5.5,16,0.00,0
1.562,0.00,0.00,0.38,16.12,0.00,-15.00,0.0,14.00,-11.26,14.70,14.70,0.0,0.09,677.7,15.42,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,435,438,71.8,2,19.00,0.36,73,2.69,2.73,0.82,1.94,206,0.0,28.00,1691,3.16,3.08,0.000,-25.78,5.02,5.5,16,0.00,0
1.577,0.00,0.00,0.25,15.87,0.00,-15.00,1.2,14.00,-11.27,14.70,14.70,0.0,0.09,677.9,15.42,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,440,438,71.8,2,18.00,0.36,73,2.70,2.73,0.82,1.94,206,0.0,28.00,1691,14.06,3.84,0.000,-33.59,5.77,5.5,16,0.00,0
1.607,0.00,0.00,0.12,15.69,0.00,-15.00,1.6,14.00,-11.26,14.70,14.70,0.0,0.09,677.9,15.42,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,453,438,71.8,2,18.00,0.36,73,2.74,2.86,0.82,1.93,206,0.0,28.00,1691,15.00,3.88,0.000,-30.47,5.81,5.5,16,0.00,0
1.627,0.00,0.00,0.12,15.45,0.00,-15.00,1.6,14.00,-11.26,14.70,14.70,0.0,0.09,677.9,15.42,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,460,438,71.8,2,18.00,0.36,73,2.78,3.02,0.82,1.96,206,0.0,28.00,1697,15.36,3.93,0.000,-30.47,5.87,5.5,16,0.00,0
1.652,0.00,0.00,0.12,15.35,0.00,-15.00,1.6,14.00,-11.26,14.70,14.70,0.0,0.09,677.9,15.42,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,467,438,71.8,2,18.50,0.36,73,2.82,3.16,0.86,1.96,206,0.0,28.00,1699,15.48,3.94,0.000,-28.12,5.88,5.9,16,0.00,0
1.684,0.00,0.00,0.12,15.22,0.00,-15.00,1.6,14.00,-11.25,14.70,14.70,0.0,0.09,677.9,15.42,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,499,438,71.8,2,18.50,0.36,73,2.87,3.12,0.86,1.94,206,0.0,28.00,1712,15.43,3.91,0.000,-28.12,5.86,5.9,16,0.00,0
1.717,0.00,0.00,0.00,15.00,0.00,-15.00,1.6,14.00,-11.23,14.70,14.70,0.0,0.09,677.9,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,506,438,71.8,2,19.50,0.37,73,2.93,3.02,0.88,1.99,206,0.0,28.00,1717,15.35,3.88,0.000,-23.44,5.84,5.5,16,0.00,0
1.733,0.00,0.00,0.00,14.79,0.00,-15.00,1.6,14.08,-11.22,14.70,14.70,0.0,0.09,678.0,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,512,438,71.8,2,20.50,0.37,73,2.95,2.99,0.88,1.98,206,0.0,28.00,1715,15.24,3.86,0.000,-32.03,5.84,5.5,16,0.00,0
1.761,0.00,0.00,0.00,14.69,0.00,-15.00,1.6,14.16,-11.21,14.70,14.70,0.0,0.10,678.0,15.36,199,0.812,0.00,0.00,0.0,0.0,0.00,0.00,1.000,547,438,71.8,2,21.50,0.36,73,2.95,3.09,0.88,1.97,206,0.0,28.00,1706,15.30,3.85,0.000,-35.94,5.84,5.5,16,0.00,0
