Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2+BigSF 91 v361 LWG.ptm - Realtime: Stage2+BigSF 91 v361 LWG.ptm]
1.117,-1.56,0.00,-1.75,11.64,12.74,23.30,100.0,14.00,10.13,11.78,11.81,0.0,1.99,897.8,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,1970,2084,78.8,4,1.50,13.68,73,112.34,112.81,3.26,23.38,208,0.0,0.50,3379,350.00,11.41,1.000,32.03,34.78,100.0,62,26.27,0
1.145,-1.56,0.00,-1.62,11.86,12.53,23.01,100.0,13.92,10.19,11.78,11.81,0.0,1.98,897.8,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2146,2084,78.8,4,1.50,13.02,73,113.67,122.26,3.28,23.67,208,0.0,0.50,3399,350.00,11.41,1.000,31.25,34.79,100.0,62,26.27,0
1.160,0.00,0.00,-1.62,11.88,12.50,23.04,100.0,13.92,10.10,11.75,11.79,0.0,2.00,897.8,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2141,2084,78.8,4,1.50,13.04,73,114.45,121.67,3.28,23.08,208,0.0,0.50,3400,350.00,11.51,1.000,33.59,34.79,100.0,62,26.27,0
1.195,0.00,0.00,-1.62,11.76,12.44,22.97,100.0,14.00,10.20,11.75,11.79,0.0,1.99,898.9,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2049,2084,78.8,4,1.50,13.06,73,113.64,111.96,3.30,23.26,208,0.0,0.50,3404,350.00,11.39,1.000,32.03,34.80,100.0,62,26.27,0
1.231,0.00,0.00,-1.62,11.68,12.44,22.97,100.0,13.76,10.09,11.75,11.79,0.0,2.00,898.9,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2181,2084,78.8,4,1.50,13.06,73,113.82,111.96,3.26,23.32,208,0.0,0.50,3406,350.00,11.48,1.000,21.09,34.80,100.0,62,26.27,0
1.268,-0.78,0.00,-1.62,11.71,12.33,22.84,100.0,14.08,10.24,11.75,11.79,0.0,1.99,898.9,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2191,2084,78.8,4,1.50,13.14,73,113.97,115.77,3.30,23.52,208,0.0,0.50,3423,350.00,11.45,1.000,27.34,34.80,100.0,62,26.27,0
1.301,-0.78,0.00,-1.75,11.72,12.08,22.50,100.0,14.00,10.15,11.77,11.81,0.0,1.99,898.9,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2101,2084,78.8,4,1.50,13.20,73,113.59,111.53,3.22,23.32,208,0.0,0.50,3438,350.00,11.41,1.000,28.91,34.82,100.0,62,26.27,0
1.321,-0.78,0.00,-1.75,11.83,12.11,22.51,100.0,14.00,10.20,11.77,11.81,0.0,1.99,898.9,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2026,2084,78.8,4,1.50,13.20,73,114.19,115.77,3.22,22.86,208,0.0,0.50,3433,350.00,11.50,1.000,28.91,34.81,100.0,62,26.27,0
1.346,0.00,0.00,-1.62,11.80,12.11,22.60,100.0,14.08,10.25,11.75,11.79,0.0,2.02,900.1,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,1959,2084,78.8,4,1.50,13.17,73,115.48,111.96,3.32,23.79,208,0.0,0.50,3429,350.00,11.37,1.000,29.69,34.81,100.0,62,26.27,0
1.382,0.00,0.00,-1.50,11.92,12.08,22.59,100.0,14.00,10.21,11.75,11.79,0.0,2.02,900.1,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2160,2084,78.8,4,1.50,13.20,73,115.43,110.25,3.30,23.02,208,0.0,0.50,3443,350.00,11.45,1.000,34.38,34.82,100.0,63,26.27,0
1.407,0.00,0.00,-1.50,11.78,11.79,22.13,100.0,14.00,10.27,11.76,11.80,0.0,1.98,900.1,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2148,2084,78.8,4,1.50,13.20,73,113.96,110.68,3.30,23.47,208,0.0,0.50,3455,350.00,11.36,1.000,34.38,34.83,100.0,63,26.27,0
1.440,0.00,0.00,-1.62,11.79,11.76,22.09,100.0,13.92,10.22,11.77,11.80,0.0,1.98,900.1,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2217,2084,78.8,4,1.50,13.28,73,114.32,117.54,3.28,23.47,208,0.0,0.50,3464,350.00,11.44,1.000,34.38,34.83,100.0,63,26.67,0
1.466,0.00,0.00,-1.62,11.74,11.60,21.90,100.0,14.08,10.31,11.76,11.80,0.0,1.98,900.1,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2126,2084,78.8,4,1.50,13.31,73,115.17,114.59,3.32,23.68,208,0.0,0.50,3472,350.00,11.34,1.000,33.59,34.84,100.0,63,26.67,0
1.497,0.00,0.00,-1.62,11.85,11.62,21.92,100.0,14.08,10.28,11.77,11.80,0.0,1.98,900.1,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2207,2084,78.8,4,1.50,13.31,73,114.59,113.41,3.32,23.59,208,0.0,0.50,3471,350.00,11.39,1.000,33.59,34.84,100.0,63,26.67,0
1.511,0.00,0.00,-1.62,11.86,11.65,21.96,100.0,14.08,10.26,11.77,11.80,0.0,1.97,901.2,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2229,2084,78.8,4,1.50,13.31,73,114.15,114.59,3.28,22.94,208,0.0,0.50,3467,350.00,11.46,1.000,29.69,34.84,100.0,63,26.67,0
1.542,0.00,0.00,-1.62,11.81,11.62,21.90,100.0,14.00,10.33,11.77,11.80,0.0,1.98,901.2,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2062,2084,78.8,4,1.50,13.33,73,115.23,122.81,3.28,23.76,208,0.0,0.50,3476,350.00,11.35,1.000,32.81,34.84,100.0,63,26.67,0
1.557,0.00,0.00,-1.62,11.69,11.57,21.87,100.0,14.00,10.21,11.77,11.80,0.0,2.00,901.2,11.80,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,1997,2084,78.8,4,1.50,13.33,73,116.49,116.95,3.28,23.56,208,0.0,0.50,3480,350.00,11.35,1.000,32.81,34.85,100.0,63,26.67,0
1.605,0.00,0.00,-1.62,11.83,11.36,21.65,100.0,13.76,10.31,11.74,11.78,0.0,2.02,901.2,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,1986,2084,78.8,4,1.50,13.38,73,117.61,118.72,3.32,23.58,208,0.0,0.50,3494,350.00,11.36,1.000,20.31,34.86,100.0,63,26.67,0
1.619,0.00,0.00,-1.62,11.76,11.27,21.57,100.0,14.00,10.25,11.74,11.78,0.0,2.00,901.2,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2026,2084,78.8,4,1.50,14.18,73,117.11,113.41,3.30,23.44,208,0.0,0.50,3503,350.00,11.37,1.000,30.47,34.86,100.0,63,26.67,0
1.647,0.00,0.00,-1.62,11.59,11.23,21.48,100.0,14.00,10.30,11.74,11.77,0.0,1.99,901.2,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2084,2137,78.8,4,1.50,14.18,73,117.36,119.31,3.30,23.50,208,0.0,0.50,3503,350.00,11.37,1.000,30.47,34.87,100.0,63,26.67,0
1.676,-0.78,0.00,-1.75,11.54,11.16,21.40,100.0,13.92,10.32,11.76,11.79,0.0,1.99,902.4,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2005,2137,78.8,4,1.50,14.19,73,116.56,118.13,3.30,23.82,208,0.0,0.50,3506,350.00,11.35,1.000,35.94,34.87,100.0,63,26.67,0
1.691,-1.56,0.00,-1.75,11.54,11.13,21.36,100.0,13.92,10.30,11.76,11.79,0.0,2.00,902.4,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2166,2137,78.8,4,1.50,13.49,73,117.58,118.72,3.32,22.97,208,0.0,0.50,3514,350.00,11.45,1.000,35.94,34.87,100.0,64,26.67,0
1.722,-1.56,0.00,-1.75,11.64,11.01,21.22,100.0,13.92,10.31,11.74,11.77,0.0,2.00,902.4,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2115,2137,78.8,4,1.50,13.49,73,117.73,119.90,3.32,23.80,208,0.0,0.50,3518,350.00,11.35,1.000,35.94,34.88,100.0,64,26.67,0
1.738,-0.78,0.00,-1.62,11.73,10.91,21.11,100.0,14.00,10.22,11.74,11.77,0.0,2.00,902.4,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2187,2137,78.8,4,1.50,13.53,73,118.35,122.81,3.30,23.55,208,0.0,0.50,3527,350.00,11.37,1.000,35.16,34.88,100.0,64,26.67,0
1.784,-0.78,0.00,-1.62,11.69,10.93,21.13,100.0,13.92,10.30,11.74,11.77,0.0,2.03,902.4,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2023,2137,78.8,4,1.50,13.55,73,119.86,122.26,3.34,23.54,208,0.0,0.50,3531,350.00,11.36,1.000,35.94,34.89,100.0,64,26.67,0
1.813,-0.78,0.00,-1.62,11.64,10.85,21.06,100.0,13.92,10.22,11.74,11.77,0.0,2.02,902.4,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2029,2137,78.8,4,1.50,13.55,73,119.65,119.90,3.34,23.37,208,0.0,0.50,3540,350.00,11.39,1.000,35.94,34.89,100.0,64,26.67,0
1.847,-0.78,0.00,-1.75,11.62,10.71,20.89,100.0,14.08,10.33,11.72,11.75,0.0,2.04,903.6,11.72,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2190,2137,78.8,4,1.50,14.36,73,121.29,122.26,3.36,23.79,208,0.0,0.50,3543,350.00,11.38,1.000,30.47,34.89,100.0,65,26.67,0
1.877,-2.34,0.00,-1.75,11.57,10.66,20.82,100.0,14.00,10.32,11.71,11.75,0.0,2.03,903.6,11.72,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2144,2137,78.8,4,1.50,13.59,73,120.77,122.81,3.30,23.02,208,0.0,0.50,3547,350.00,11.38,1.000,37.50,34.90,100.0,65,26.67,0
1.889,-2.34,0.00,-1.75,11.49,10.60,20.73,100.0,14.00,10.32,11.73,11.76,0.0,2.02,903.6,11.72,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2211,2137,78.8,4,1.50,13.59,73,119.94,121.08,3.30,23.42,208,0.0,0.50,3554,350.00,11.38,1.000,37.50,34.90,100.0,65,26.67,0
1.914,-3.12,0.00,-1.88,11.53,10.62,20.76,100.0,13.84,10.23,11.73,11.76,0.0,2.02,903.6,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2254,2137,78.8,4,1.50,14.40,73,119.66,118.13,3.30,23.39,208,0.0,0.50,3552,350.00,11.47,1.000,37.50,34.90,100.0,65,26.67,0
1.939,-2.34,0.00,-1.75,11.57,10.60,20.73,100.0,13.92,10.31,11.73,11.76,0.0,2.00,903.6,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2108,2137,78.8,4,1.50,13.63,73,119.01,117.54,3.32,23.66,208,0.0,0.50,3551,350.00,11.43,1.000,37.50,34.90,100.0,65,26.67,0
1.954,-2.34,0.00,-1.75,11.58,10.49,20.60,100.0,13.92,10.25,11.73,11.76,0.0,1.99,903.6,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2148,2137,78.8,4,1.50,13.63,73,119.32,125.53,3.32,23.82,208,0.0,0.50,3562,350.00,11.40,1.000,37.50,34.91,100.0,65,26.67,0
1.981,-2.34,0.00,-1.75,11.68,10.33,20.39,100.0,14.00,10.36,11.75,11.78,0.0,1.99,904.8,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2049,2137,78.8,4,1.50,13.72,73,118.89,120.49,3.30,23.84,208,0.0,0.50,3575,350.00,11.36,1.000,38.28,34.92,100.0,65,26.67,0
2.015,-2.34,0.00,-1.75,11.79,10.31,20.37,100.0,14.00,10.28,11.73,11.76,0.0,2.00,904.8,11.76,194,0.750,3.87,2.50,0.0,0.0,0.00,0.00,1.000,2067,2137,78.8,4,1.50,13.72,73,118.99,119.31,3.30,23.44,208,0.0,0.50,3577,350.00,11.45,1.000,38.28,34.92,100.0,65,26.67,0
