Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-18474][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 09.ptm - Realtime: 2016 WRX 91 - 09.ptm]"
0.211,-0.78,0.78,14.37,10,10,0,-5,100.0,12.91,0.13,14.18,0.93,on,14.42,194,1.000,0.0,0.00,0.00,1798,1752,71.8,3,11.00,3.03,111,113,493,539,478,351,22.0,31.83,38.55,2.02,13.19,207,2046,350.00,0,0,0,0,11.88,1.000,21.11,100.0,44.31,0
0.232,0.00,0.78,14.43,11,11,-1,-1,100.0,12.91,0.19,14.18,0.94,on,14.36,194,1.000,0.0,0.00,0.00,1798,1752,71.8,3,8.50,3.05,111,113,403,539,478,303,22.0,31.89,36.03,2.00,13.21,207,2041,350.00,0,0,0,0,11.40,1.000,21.11,100.0,44.31,0
0.257,0.00,0.78,14.43,12,12,-2,1,100.0,12.91,0.22,14.20,0.94,on,14.36,194,1.000,0.0,0.00,0.00,1784,1752,71.8,3,9.00,3.05,111,113,403,539,362,303,22.0,32.51,32.04,2.16,13.29,207,2043,350.00,0,0,0,0,11.00,1.000,21.11,100.0,44.31,0
0.282,0.00,0.78,14.40,12,12,-2,1,100.0,12.91,0.29,14.22,0.95,on,14.36,194,1.000,0.0,0.00,0.00,1899,1752,71.8,3,9.00,3.05,111,113,403,305,362,505,22.0,32.64,39.47,2.16,13.35,207,2040,350.00,0,0,0,0,10.65,1.000,21.11,100.0,44.31,0
0.317,0.00,0.78,14.36,13,13,-3,1,100.0,12.91,0.35,14.16,0.96,on,14.36,194,1.000,0.0,0.00,0.00,1844,1752,71.8,3,9.50,3.05,111,113,410,305,420,505,22.0,32.68,32.87,2.16,13.42,207,2046,350.00,0,0,0,0,10.35,1.000,21.11,100.0,44.31,0
0.355,0.00,0.78,14.30,14,14,-4,2,100.0,12.91,0.43,14.20,0.97,on,14.25,194,1.000,0.0,0.00,0.00,1803,1752,71.8,3,8.00,3.52,111,113,665,650,420,521,22.0,33.32,31.74,2.00,13.53,207,2061,350.00,0,0,0,0,9.91,1.000,21.11,100.0,44.31,0
0.394,0.00,0.78,14.26,15,15,-5,2,100.0,12.91,0.50,14.22,0.98,on,14.25,194,1.000,0.0,0.00,0.00,1773,1752,71.8,3,7.50,3.53,111,113,665,650,638,521,22.0,33.67,32.65,2.06,13.65,207,2068,350.00,0,0,0,0,9.69,1.000,21.11,100.0,44.31,0
0.428,0.00,0.78,14.22,15,16,-5,1,100.0,12.91,0.57,14.22,0.99,on,14.25,194,1.000,0.0,0.00,0.00,1825,1752,71.8,3,8.50,3.53,111,113,421,510,638,671,22.0,34.21,33.10,2.20,13.63,207,2070,350.00,0,0,0,0,9.43,1.000,21.11,100.0,44.31,0
0.467,-0.78,0.78,14.14,16,17,-5,1,100.0,12.91,0.70,14.22,0.99,on,14.25,194,1.000,0.0,0.00,0.00,1794,1831,71.8,3,8.00,3.53,111,113,421,584,563,761,22.0,34.24,38.55,2.16,13.74,207,2067,350.00,0,0,0,0,9.25,1.000,21.11,100.0,44.31,0
0.492,-0.78,0.78,14.00,16,17,-6,1,100.0,12.91,0.80,14.12,1.01,on,14.15,194,1.000,0.0,0.00,0.00,1850,1831,71.8,3,7.50,3.55,111,113,517,752,420,761,22.0,34.26,29.45,1.94,13.68,207,2081,350.00,0,0,0,0,9.09,1.000,21.11,100.0,44.31,0
0.517,-0.78,0.78,13.98,16,17,-6,1,100.0,12.91,0.83,14.22,1.01,on,14.25,194,1.000,0.0,0.00,0.00,1856,1831,71.8,3,7.50,3.55,111,113,517,752,420,769,22.0,35.37,35.13,1.94,13.95,207,2089,350.00,0,0,0,0,9.01,1.000,21.11,100.0,44.31,0
0.556,-0.78,0.78,13.92,17,18,-5,0,100.0,12.91,0.93,14.12,1.02,on,14.15,194,1.000,0.0,0.00,0.00,1850,1831,71.8,3,7.00,3.58,111,113,552,886,706,769,22.0,35.96,43.59,2.02,14.03,207,2101,350.00,0,0,0,0,8.90,1.000,21.11,100.0,44.31,0
0.614,-1.56,0.78,13.99,17,19,-5,0,100.0,12.91,1.00,14.11,1.03,on,14.15,194,1.000,0.0,0.00,0.00,1818,1831,71.8,3,7.50,3.59,111,113,499,886,706,645,22.0,36.04,38.32,2.18,14.05,208,2100,350.00,0,0,0,0,8.85,1.000,21.11,100.0,44.71,0
0.652,-1.56,0.78,13.98,17,19,-4,-1,100.0,12.91,1.16,14.01,1.05,on,14.04,194,1.000,0.0,0.00,0.00,1825,1831,71.8,3,6.00,3.59,111,113,431,1185,548,621,22.0,36.65,31.59,2.28,14.19,208,2101,350.00,0,0,0,0,8.74,1.000,21.11,100.0,44.71,0
0.691,-1.56,0.78,13.93,17,19,-3,-1,100.0,12.91,1.20,14.01,1.05,on,14.04,194,1.000,0.0,0.00,0.00,1786,1831,71.8,3,7.00,3.59,111,113,431,619,548,621,22.0,37.19,34.45,2.20,14.28,208,2108,350.00,0,0,0,0,8.71,1.000,21.11,100.0,44.71,0
0.723,-1.56,0.78,13.96,17,19,-2,-1,100.0,12.91,1.29,14.11,1.07,on,14.15,194,1.000,0.0,0.00,0.00,1854,1831,71.8,3,6.50,3.61,111,113,516,619,716,837,22.0,38.18,46.42,2.06,14.46,208,2128,350.00,0,0,0,0,8.67,1.000,21.11,100.0,44.71,0
0.790,-1.56,0.78,13.98,18,20,-1,-1,100.0,12.91,1.39,14.01,1.07,on,14.04,194,1.000,0.0,0.00,0.00,1825,1831,71.8,3,6.00,3.65,111,111,821,854,716,676,22.0,38.48,46.17,2.10,14.29,208,2143,350.00,0,0,0,0,8.63,1.000,21.11,100.0,44.71,0
0.794,-0.78,0.78,13.96,18,20,0,-1,100.0,12.91,1.49,13.87,1.10,on,13.89,194,1.000,0.0,0.00,0.00,1908,1898,71.8,3,5.50,3.66,111,111,821,446,676,586,22.0,38.49,38.78,2.18,14.54,208,2137,350.00,0,0,0,0,8.61,1.000,21.11,100.0,44.71,0
0.820,-0.78,0.78,13.88,18,20,1,-1,100.0,12.91,1.53,13.87,1.11,on,13.89,194,1.000,0.0,0.00,0.00,1923,1898,71.8,3,5.50,4.09,111,111,474,446,676,586,22.0,39.45,35.58,2.28,14.62,208,2128,350.00,0,0,0,0,8.59,1.000,21.11,100.0,44.71,0
0.834,-0.78,0.78,13.83,18,20,1,-1,100.0,12.91,1.62,13.87,1.11,on,13.89,194,1.000,0.0,0.00,0.00,1907,1898,71.8,3,5.50,4.09,111,111,474,627,699,586,22.0,39.96,45.65,2.28,14.49,208,2131,350.00,0,0,0,0,8.58,1.000,21.11,100.0,44.71,0
0.882,-1.56,0.78,13.76,18,20,2,-1,100.0,12.91,1.71,13.87,1.11,on,13.89,194,1.000,0.0,0.00,0.00,1966,1898,71.8,3,6.00,4.11,111,111,684,627,593,724,22.0,39.79,48.79,2.34,14.80,208,2159,350.00,0,0,0,0,8.57,1.000,21.11,100.0,44.71,0
0.926,-1.56,0.78,13.67,18,20,2,-1,100.0,12.91,1.80,13.73,1.14,on,13.73,194,1.000,0.0,0.00,0.00,1945,1898,71.8,3,5.00,4.16,111,111,570,620,593,566,22.0,41.45,37.41,2.32,14.87,208,2175,350.00,0,0,0,0,8.55,1.000,21.11,100.0,44.71,0
0.961,-1.56,0.78,13.64,19,20,2,-1,100.0,12.91,1.89,13.73,1.15,on,13.73,194,1.000,0.0,0.00,0.00,1870,1898,71.8,3,5.50,4.18,111,111,570,692,685,566,22.0,41.92,37.87,2.28,14.97,208,2173,350.00,0,0,0,0,8.54,1.000,21.11,100.0,44.71,0
0.991,-2.34,0.78,13.65,19,21,3,-1,100.0,12.91,1.99,13.73,1.13,on,13.73,194,1.000,0.0,0.00,0.00,1945,1898,71.8,3,5.00,4.16,111,111,560,692,685,911,22.0,42.25,36.03,2.14,15.24,208,2168,350.00,0,0,0,0,8.53,1.000,21.11,100.0,44.71,0
1.017,-1.56,0.78,13.63,19,21,3,0,100.0,12.91,2.08,13.60,1.16,on,13.63,194,1.000,0.0,0.00,0.00,1921,1964,71.8,3,4.00,4.16,111,111,560,1010,701,473,22.0,42.21,38.78,2.12,14.97,208,2169,350.00,0,0,0,0,8.52,1.000,21.11,100.0,44.71,0
1.062,-2.34,0.78,13.50,19,21,3,0,100.0,12.91,2.18,13.73,1.18,on,13.73,194,1.000,0.0,0.00,0.00,1961,1964,71.8,3,4.50,4.21,111,111,695,795,686,473,22.0,43.27,55.24,2.14,15.27,208,2195,350.00,0,0,0,0,8.52,1.000,21.11,100.0,45.10,0
1.097,-2.34,0.78,13.46,20,21,3,1,100.0,12.91,2.28,13.59,1.19,on,13.63,194,1.000,0.0,0.00,0.00,1999,1964,71.8,3,4.00,4.25,111,111,560,795,1091,1144,22.0,44.45,57.03,2.22,15.35,208,2216,350.00,0,0,0,0,8.51,1.000,21.11,100.0,45.10,0
1.145,-2.34,0.78,13.46,20,21,3,2,100.0,12.91,2.45,13.45,1.23,on,13.49,194,1.000,0.0,0.00,0.00,1982,1964,78.8,3,3.50,4.23,111,111,1065,743,643,614,22.0,44.73,49.50,2.28,15.47,208,2202,350.00,0,0,0,0,8.51,1.000,21.11,100.0,45.10,0
1.199,-2.34,0.78,13.40,20,21,3,2,100.0,12.91,2.51,13.45,1.22,on,13.49,194,1.000,0.0,0.00,0.00,1989,1964,78.8,3,3.00,4.70,111,111,1065,776,643,788,22.0,45.52,52.37,2.28,15.47,208,2205,350.00,0,0,0,0,8.50,1.000,21.11,100.0,45.10,0
1.241,-2.34,0.78,13.36,20,22,3,3,100.0,12.91,2.61,13.45,1.26,on,13.49,194,1.000,0.0,0.00,0.00,1909,2017,78.8,3,3.50,4.74,111,111,1008,776,887,788,22.0,46.69,48.07,2.34,15.49,208,2223,350.00,0,0,0,0,8.50,1.000,21.11,100.0,45.10,0
1.255,-2.34,0.78,13.37,20,22,3,3,100.0,12.91,2.72,13.31,1.26,on,13.49,194,1.000,0.0,0.00,0.00,1970,2017,78.8,3,3.50,4.74,111,111,819,1022,887,710,22.0,46.70,42.82,2.34,15.97,208,2238,350.00,0,0,0,0,8.50,1.000,21.11,100.0,45.10,0
1.303,-2.34,0.00,13.34,21,22,4,5,100.0,12.91,2.84,13.31,1.31,on,13.34,194,1.000,0.0,0.00,0.00,2039,2017,78.8,3,3.50,4.79,111,111,613,520,777,623,22.0,47.34,53.09,2.46,15.74,208,2239,350.00,0,0,0,0,8.49,1.000,21.11,100.0,45.10,0
1.348,-1.56,0.00,13.27,21,22,5,6,100.0,12.91,2.97,13.18,1.30,on,13.20,194,1.000,0.0,0.00,0.00,2055,2017,78.8,3,1.50,5.26,111,111,613,1276,1028,569,22.0,49.46,46.68,2.48,15.90,208,2248,350.00,0,0,0,0,8.49,1.000,21.11,100.0,45.10,0
1.382,-1.56,0.00,13.17,21,22,6,7,100.0,12.91,3.07,13.17,1.33,on,13.20,194,1.000,0.0,0.00,0.00,1947,2017,78.8,3,2.00,5.30,111,111,1040,1276,969,569,22.0,50.93,56.67,2.46,15.96,208,2258,350.00,0,0,0,0,8.49,1.000,21.11,100.0,45.10,0
1.401,-1.56,0.00,13.05,21,22,6,7,100.0,12.91,3.16,13.03,1.32,on,13.07,194,1.000,0.0,0.00,0.00,2039,2017,78.8,3,2.00,5.30,111,109,1040,783,969,852,22.0,51.32,65.64,2.46,16.48,208,2271,350.00,0,0,0,0,8.48,1.000,21.11,100.0,45.10,0
1.436,-1.56,0.00,12.95,21,22,7,8,100.0,12.91,3.28,13.03,1.36,on,13.07,194,1.000,0.0,0.00,0.00,1989,2017,78.8,3,1.00,5.34,111,109,1057,693,910,852,22.0,50.96,65.28,2.50,16.62,208,2280,350.00,0,0,0,0,8.48,1.000,21.11,100.0,45.49,0
1.461,-2.34,0.00,12.93,22,22,8,9,100.0,12.91,3.36,13.03,1.38,on,13.07,194,1.000,0.0,0.00,0.00,1995,2017,78.8,3,1.50,5.34,111,109,862,693,910,927,22.0,52.23,62.05,2.50,16.35,208,2277,350.00,0,0,0,0,8.48,1.000,21.11,100.0,45.49,0
1.487,-1.56,0.00,12.93,22,22,10,10,100.0,12.91,3.49,12.89,1.39,on,12.93,194,1.000,0.0,0.00,0.00,1929,2017,78.8,3,0.00,5.37,111,109,862,810,787,927,22.0,52.79,46.17,2.42,16.43,208,2288,350.00,0,0,0,0,8.36,1.000,21.11,100.0,45.49,0
1.532,-0.78,0.00,12.84,22,23,11,11,100.0,12.91,3.64,12.75,1.41,on,12.76,194,1.000,0.0,0.00,0.00,2032,2017,78.8,3,-0.50,5.39,111,109,1255,810,858,931,22.0,54.26,53.45,2.42,16.56,208,2296,350.00,0,0,0,0,8.18,1.000,21.11,100.0,45.49,0
1.567,-0.78,0.00,12.91,22,23,12,11,100.0,12.91,3.80,12.74,1.44,on,12.76,194,1.000,0.0,0.00,0.00,2012,2017,78.8,3,-0.50,5.92,111,109,624,737,916,766,22.0,55.42,57.75,2.40,17.12,208,2314,350.00,0,0,0,0,8.01,1.000,21.11,100.0,45.49,0
1.613,-0.78,0.00,12.82,23,23,12,12,100.0,12.91,3.96,12.60,1.46,on,12.63,194,1.000,0.0,0.00,0.00,2013,2070,78.8,3,-0.50,5.93,111,109,932,935,916,647,22.0,56.63,50.22,2.36,17.28,208,2318,350.00,0,0,0,0,7.90,1.000,21.11,100.0,45.49,0
1.659,-0.78,0.00,12.67,23,23,13,12,100.0,12.91,4.14,12.60,1.49,on,12.63,194,1.000,0.0,0.00,0.00,2171,2070,78.8,3,-1.00,5.95,111,109,932,1180,1178,884,22.0,57.55,69.58,2.40,17.10,208,2326,350.00,0,0,0,0,7.80,1.000,21.11,100.0,45.49,0
1.681,-0.78,0.00,12.48,23,23,13,12,100.0,12.91,4.21,12.46,1.49,on,12.50,194,1.000,0.0,0.00,0.00,2105,2070,78.8,3,-1.00,5.95,111,109,1179,1180,824,884,22.0,59.07,71.73,2.40,17.20,208,2338,350.00,0,0,0,0,7.75,1.000,21.11,100.0,45.49,0
1.705,-1.56,0.00,12.41,23,23,13,13,100.0,12.91,4.35,12.60,1.48,on,12.50,194,1.000,0.0,0.00,0.00,2175,2070,78.8,3,-1.00,5.99,111,109,1179,897,824,820,22.0,59.74,71.37,2.44,17.36,208,2343,350.00,0,0,0,0,7.71,1.000,21.11,100.0,45.49,0
1.729,-1.56,0.00,12.31,23,23,13,13,100.0,12.91,4.44,12.33,1.50,on,12.34,194,1.000,0.0,0.00,0.00,2105,2070,78.8,3,-1.00,5.99,111,109,823,897,608,820,22.0,59.28,66.71,2.44,17.41,208,2349,350.00,0,0,0,0,7.68,1.000,21.11,100.0,45.49,0
1.744,-2.34,0.00,12.22,23,23,13,13,100.0,12.91,4.55,12.31,1.53,on,12.34,194,1.000,0.0,0.00,0.00,2027,2070,78.8,3,-1.00,6.51,111,109,823,670,608,869,22.0,60.86,59.90,2.60,17.89,208,2357,350.00,0,0,0,0,7.65,1.000,21.11,100.0,45.88,0
1.783,-2.34,0.00,12.21,24,24,13,13,100.0,12.91,4.68,12.31,1.56,on,12.34,194,1.000,0.0,0.00,0.00,2029,2070,78.8,3,-1.50,6.54,111,109,972,670,529,869,22.0,60.74,68.50,2.66,18.10,208,2361,350.00,0,0,0,0,7.62,1.000,21.11,100.0,45.88,0
1.807,-2.34,0.00,12.11,24,24,13,13,100.0,12.91,4.78,12.17,1.56,on,12.18,194,1.000,0.0,0.00,0.00,2135,2070,78.8,3,-1.50,6.54,111,109,972,929,529,479,22.0,62.15,73.53,2.66,17.81,208,2369,350.00,0,0,0,0,7.60,1.000,21.11,100.0,45.88,0
1.837,-1.56,0.00,12.07,24,24,14,14,100.0,12.91,4.91,12.17,1.58,on,12.18,194,1.000,0.0,0.00,0.00,2025,2070,78.8,3,-1.50,6.57,111,109,786,929,902,479,22.0,62.99,74.61,2.68,18.35,208,2372,350.00,0,0,0,0,7.58,1.000,21.11,100.0,45.88,0
1.870,-1.56,0.00,12.12,24,24,14,14,100.0,12.91,5.01,12.17,1.59,on,12.18,194,1.000,0.0,0.00,0.00,2072,2070,78.8,3,-2.00,7.10,111,109,786,783,902,613,22.0,63.97,69.22,2.60,18.04,208,2378,350.00,0,0,0,0,7.57,1.000,21.11,100.0,45.88,0
1.901,-2.34,0.00,12.08,25,24,15,15,100.0,12.91,5.19,12.17,1.62,on,12.18,194,1.000,0.0,0.00,0.00,2117,2070,78.8,3,-2.00,7.15,111,109,749,949,932,613,22.0,64.63,66.35,2.50,18.58,208,2395,350.00,0,0,0,0,7.55,1.000,21.11,100.0,45.88,0
1.931,-2.34,0.00,12.02,25,24,15,15,100.0,12.91,5.29,12.09,1.63,on,12.14,194,1.000,0.0,0.00,0.00,2162,2070,78.8,3,-2.00,7.15,111,109,1334,949,932,591,22.0,64.37,75.33,2.50,18.29,208,2401,350.00,0,0,0,0,7.53,1.000,21.11,100.0,45.88,0
1.946,-2.34,0.00,12.03,25,24,16,15,100.0,12.91,5.45,12.09,1.66,on,12.10,194,1.000,0.0,0.00,0.00,1986,2070,78.8,3,-2.00,7.18,111,109,1334,530,657,1055,22.0,66.02,59.90,2.50,18.58,208,2411,350.00,0,0,0,0,7.52,1.000,21.11,100.0,45.88,0
1.973,-2.34,0.00,11.97,26,25,18,16,100.0,12.91,5.61,12.04,1.67,on,12.06,194,1.000,0.0,0.00,0.00,2032,2070,78.8,3,-2.00,7.19,111,109,863,530,669,1055,22.0,66.85,62.05,2.66,18.54,208,2413,350.00,0,0,0,0,7.52,1.000,21.11,100.0,45.88,0
2.002,-2.34,0.00,12.03,26,25,18,16,100.0,12.91,5.70,12.04,1.67,on,12.06,194,1.000,0.0,0.00,0.00,2112,2070,78.8,3,-2.00,7.19,111,108,863,1505,669,657,22.0,67.41,68.86,2.66,18.85,208,2415,350.00,0,0,0,0,7.50,1.000,21.11,100.0,45.88,0
2.027,-2.34,0.00,11.85,26,25,19,18,100.0,12.91,5.86,11.98,1.70,on,11.98,194,1.000,0.0,0.00,0.00,1968,2070,78.8,3,-2.00,7.21,111,108,725,1505,1108,657,22.0,68.31,79.64,2.78,19.30,208,2417,350.00,0,0,0,0,7.50,1.000,21.11,100.0,45.88,0
2.057,-2.34,0.00,11.93,26,25,19,19,100.0,12.91,5.96,11.98,1.71,on,11.98,194,1.000,0.0,0.00,0.00,2073,2070,78.8,3,-3.00,7.78,111,108,725,1056,1108,1041,22.0,69.41,81.08,2.70,18.96,208,2432,350.00,0,0,0,0,7.50,1.000,21.11,100.0,45.88,0
2.091,-2.34,0.00,11.99,27,25,20,20,100.0,12.91,6.18,11.92,1.74,on,11.95,194,1.000,0.0,0.00,0.00,2096,2123,78.8,3,-2.50,7.85,111,108,1458,643,802,1041,22.0,71.07,64.20,2.56,19.57,208,2454,350.00,0,0,0,0,7.49,1.000,21.11,100.0,46.27,0
2.125,-2.34,0.00,11.94,27,25,20,20,100.0,12.91,6.25,11.90,1.75,on,11.91,194,1.000,0.0,0.00,0.00,2114,2123,78.8,3,-2.50,7.85,111,108,1274,643,627,950,22.0,71.63,67.43,2.56,19.29,208,2457,350.00,0,0,0,0,7.49,1.000,21.11,100.0,46.27,0
2.149,-3.12,0.00,11.84,28,26,22,21,100.0,12.91,6.47,11.90,1.76,on,11.91,194,1.000,0.0,0.00,0.00,1999,2123,78.8,3,-2.50,7.88,111,108,1274,1468,627,950,22.0,72.40,83.96,2.68,19.87,208,2465,350.00,0,0,0,0,7.49,1.000,21.11,100.0,46.27,0
2.180,-2.34,0.00,11.79,28,26,23,22,100.0,12.91,6.53,11.85,1.77,on,11.87,194,1.000,0.0,0.00,0.00,2098,2123,78.8,3,-2.50,7.88,111,108,404,1468,1242,551,22.0,73.29,73.17,2.86,19.55,208,2462,350.00,0,0,0,0,7.49,1.000,21.11,100.0,46.27,0
2.210,-2.34,0.00,11.85,28,26,23,22,100.0,12.91,6.75,11.85,1.79,on,11.87,194,1.000,0.0,0.00,0.00,2154,2123,78.8,3,-2.50,7.88,111,108,404,857,1242,743,22.0,74.11,72.81,2.86,20.20,208,2462,350.00,0,0,0,0,7.48,1.000,21.11,100.0,46.27,0
2.234,-2.34,0.00,11.69,28,27,23,23,100.0,12.91,6.90,11.85,1.81,on,11.87,194,1.000,0.0,0.00,0.00,2079,2123,78.8,3,-2.50,8.42,111,108,794,857,1211,743,22.0,75.40,78.56,2.72,19.85,208,2482,350.00,0,0,0,0,7.48,1.000,21.11,100.0,46.27,0
2.268,-3.12,-0.78,11.69,28,27,24,24,100.0,12.91,7.19,11.77,1.84,on,11.80,194,1.000,0.0,0.00,0.00,2121,2123,78.8,3,-3.00,8.53,111,108,1520,1040,1211,782,22.0,77.05,86.84,2.62,20.38,208,2515,350.00,0,0,0,0,7.48,1.000,21.11,100.0,46.27,0
2.292,-3.12,-1.56,11.71,29,27,25,25,100.0,12.91,7.27,11.77,1.83,on,11.80,194,1.000,0.0,0.00,0.00,1961,2123,78.8,3,-3.50,8.59,111,108,1520,978,541,782,22.0,77.42,87.92,2.88,20.20,208,2517,350.00,0,0,0,0,7.47,1.000,21.11,100.0,46.67,0
2.322,-3.12,-1.56,11.71,29,27,25,25,100.0,12.91,7.43,11.71,1.87,on,11.72,194,1.000,0.0,0.00,0.00,2149,2123,78.8,3,-3.50,8.59,111,108,824,978,541,671,22.0,77.99,91.97,2.88,20.86,208,2504,350.00,0,0,0,0,7.47,1.000,21.11,100.0,46.67,0
2.349,-1.56,-2.34,11.75,29,28,25,25,100.0,12.91,7.57,11.71,1.85,on,11.72,194,1.000,0.0,0.00,0.00,2025,2123,78.8,3,-3.50,8.54,111,108,824,803,750,602,22.0,78.40,80.00,2.78,20.48,208,2507,350.00,0,0,0,0,7.47,1.000,21.11,100.0,46.67,0
