Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2+BigSF 91 v361 LWG.ptm - Realtime: Stage2+BigSF 91 v361 LWG.ptm]
0.210,0.00,0.00,3.50,22.20,0.00,-6.49,0.0,13.84,-11.13,14.60,14.60,0.0,0.06,1061.9,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,770,438,71.8,6,11.50,1.41,59,2.55,2.73,0.84,1.93,210,0.0,28.50,2207,0.00,1.71,1.000,-30.47,3.64,5.9,60,0.00,0
0.226,0.00,0.00,3.50,22.20,0.00,-6.49,0.0,14.08,-11.12,14.60,14.60,0.0,0.06,1061.9,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,770,438,71.8,6,11.50,1.41,59,2.55,2.61,0.82,1.93,210,0.0,28.50,2203,0.00,1.72,1.000,-31.25,3.65,5.9,59,0.00,0
0.245,0.00,0.00,3.50,22.20,0.00,-6.51,0.0,14.08,-11.13,14.60,14.60,0.0,0.06,1061.9,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,770,438,71.8,6,11.50,1.41,59,2.57,2.99,0.86,1.93,210,0.0,28.50,2199,0.00,1.74,1.000,-30.47,3.66,5.9,59,0.00,0
0.250,0.00,0.00,3.50,22.20,0.00,-6.51,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,770,438,71.8,6,11.50,1.40,59,2.57,2.99,0.86,1.94,210,0.0,28.50,2194,0.00,1.74,1.000,-27.34,3.67,5.9,59,0.00,0
0.266,0.00,0.00,3.50,22.20,0.00,-6.53,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,770,438,71.8,6,11.50,1.40,59,2.56,2.92,0.86,1.93,210,0.0,28.50,2190,0.00,1.76,1.000,-27.34,3.69,5.9,59,0.00,0
0.274,0.00,0.00,3.50,22.20,0.00,-6.53,0.0,14.00,-11.12,14.60,14.60,0.0,0.06,1061.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,774,438,71.8,6,11.50,1.40,59,2.56,3.05,0.86,1.93,210,0.0,28.50,2189,0.00,1.77,1.000,-31.25,3.70,5.9,59,0.00,0
0.280,0.00,0.00,3.50,22.20,0.00,-6.53,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,775,438,71.8,6,11.50,1.40,59,2.56,3.19,0.86,1.93,210,0.0,28.50,2189,0.00,1.77,1.000,-31.25,3.70,5.9,59,0.00,0
0.305,0.00,0.00,3.50,22.20,0.00,-6.54,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,775,438,71.8,6,11.50,1.40,59,2.56,2.45,0.88,1.94,210,0.0,28.50,2184,0.00,1.79,1.000,-31.25,3.71,5.9,59,0.00,0
0.310,0.00,0.00,3.50,22.20,0.00,-6.55,0.0,14.00,-11.12,14.60,14.60,0.0,0.06,1061.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,775,438,71.8,6,11.50,1.40,59,2.56,2.61,0.76,1.93,210,0.0,28.50,2178,0.00,1.80,1.000,-30.47,3.73,5.9,58,0.00,0
0.326,0.00,0.00,3.38,22.20,0.00,-6.57,0.0,14.08,-11.13,14.60,14.60,0.0,0.06,1061.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,775,438,71.8,6,11.50,1.39,59,2.56,2.76,0.80,1.93,210,0.0,28.50,2176,0.00,1.82,1.000,-30.47,3.74,5.9,58,0.00,0
0.363,0.00,0.00,3.38,22.20,0.00,-6.57,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,775,438,71.8,6,11.50,1.39,59,2.56,3.12,0.82,1.94,210,0.0,28.50,2171,0.00,1.82,1.000,-29.69,3.74,5.9,58,0.00,0
0.398,0.00,0.00,3.38,22.20,0.00,-6.59,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,776,438,71.8,6,11.50,1.39,59,2.57,3.12,0.88,1.93,210,0.0,28.50,2165,0.00,1.85,1.000,-29.69,3.78,5.9,58,0.00,0
0.455,0.00,0.00,3.50,22.20,0.00,-6.60,0.0,13.84,-11.12,14.60,14.60,0.0,0.06,1061.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,780,438,71.8,6,11.50,1.38,59,2.58,2.89,0.86,1.93,210,0.0,28.50,2158,0.00,1.86,1.000,-30.47,3.79,5.9,58,0.00,0
0.513,0.00,0.00,3.50,22.20,0.00,-6.61,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,780,438,71.8,6,11.50,1.38,59,2.59,2.70,0.82,1.93,210,0.0,28.50,2157,0.00,1.87,1.000,-30.47,3.80,5.9,58,0.00,0
0.592,0.00,0.00,3.50,22.20,0.00,-6.61,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,780,438,71.8,6,11.50,1.38,59,2.59,2.55,0.82,1.93,210,0.0,28.50,2154,0.00,1.88,1.000,-30.47,3.81,5.9,58,0.00,0
0.596,0.00,0.00,3.50,22.20,0.00,-6.62,0.0,14.08,-11.13,14.60,14.60,0.0,0.06,1061.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,780,438,71.8,6,11.50,1.38,59,2.60,2.67,0.80,1.93,210,0.0,28.50,2152,0.00,1.89,1.000,-29.69,3.82,5.9,58,0.00,0
0.611,0.00,0.00,3.50,22.20,0.00,-6.63,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,780,438,71.8,6,11.50,1.38,59,2.60,2.80,0.82,1.93,210,0.0,28.50,2149,0.00,1.89,1.000,-30.47,3.82,5.9,58,0.00,0
0.634,0.00,0.00,3.38,22.20,0.00,-6.65,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,780,438,71.8,6,11.50,1.37,59,2.60,2.80,0.84,1.93,210,0.0,28.50,2140,0.00,1.92,1.000,-30.47,3.85,5.9,58,0.00,0
0.660,0.00,0.00,3.38,22.20,0.00,-6.66,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1061.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,786,438,71.8,6,11.50,1.37,59,2.61,2.70,0.82,1.93,210,0.0,28.50,2136,0.00,1.94,1.000,-31.25,3.87,5.9,58,0.00,0
0.700,0.00,0.00,3.38,22.20,0.00,-6.67,0.0,13.76,-11.13,14.60,14.60,0.0,0.06,1061.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,786,438,71.8,6,11.50,1.37,59,2.61,2.52,0.80,1.93,210,0.0,28.50,2133,0.00,1.95,1.000,-30.47,3.88,5.9,57,0.00,0
0.733,0.00,0.00,3.50,22.20,0.00,-6.67,0.0,13.84,-11.13,14.60,14.60,0.0,0.06,1061.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,786,438,71.8,6,11.50,1.37,59,2.62,2.58,0.80,1.93,210,0.0,28.50,2133,0.00,1.95,1.000,-30.47,3.87,5.9,57,0.00,0
0.749,0.00,0.00,3.50,22.20,0.00,-6.67,0.0,13.84,-11.13,14.60,14.60,0.0,0.06,1061.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,786,438,71.8,6,11.50,1.37,59,2.62,2.80,0.80,1.93,210,0.0,28.50,2130,0.00,1.95,1.000,-30.47,3.88,5.9,57,0.00,0
0.782,0.00,0.00,3.50,22.20,0.00,-6.68,0.0,14.00,-11.12,14.60,14.60,0.0,0.06,1060.8,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,786,438,71.8,6,11.50,1.36,59,2.62,2.92,0.86,1.94,210,0.0,28.50,2130,0.00,1.96,1.000,-31.25,3.89,5.9,57,0.00,0
0.806,0.00,0.00,3.50,22.20,0.00,-6.68,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1060.8,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,786,438,71.8,6,11.50,1.36,59,2.63,2.89,0.86,1.93,210,0.0,28.50,2130,0.00,1.96,1.000,-31.25,3.89,5.9,57,0.00,0
0.862,0.00,0.00,3.50,22.20,0.00,-6.70,0.0,14.08,-11.13,14.60,14.60,0.0,0.06,1060.8,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,786,438,71.8,6,11.50,1.36,59,2.63,2.99,0.84,1.94,210,0.0,28.50,2123,0.00,1.98,1.000,-30.47,3.91,5.9,57,0.00,0
0.885,0.00,0.00,3.50,22.20,0.00,-6.70,0.0,14.08,-11.13,14.60,14.60,0.0,0.06,1060.8,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,790,438,71.8,6,11.50,1.36,59,2.63,2.92,0.86,1.93,209,0.0,28.50,2121,0.00,1.99,1.000,-31.25,3.92,5.9,57,0.00,0
0.925,0.00,0.00,3.38,22.20,0.00,-6.70,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1060.8,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,791,438,71.8,6,11.50,1.36,59,2.64,3.22,0.86,1.94,209,0.0,28.50,2119,0.00,1.99,1.000,-31.25,3.92,5.9,57,0.00,0
0.964,0.00,0.00,3.50,22.20,0.00,-6.71,0.0,13.68,-11.13,14.60,14.60,0.0,0.06,1060.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,791,438,71.8,6,11.50,1.35,59,2.65,3.12,0.88,1.94,209,0.0,28.50,2117,0.00,2.00,1.000,-30.47,3.93,5.9,57,0.00,0
0.969,0.00,0.00,3.50,22.20,0.00,-6.71,0.0,13.68,-11.13,14.60,14.60,0.0,0.06,1060.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,791,438,71.8,6,11.50,1.35,59,2.65,2.99,0.88,1.94,209,0.0,28.50,2116,0.00,2.01,1.000,-30.47,3.93,5.9,57,0.00,0
0.996,0.00,0.00,3.50,22.20,0.00,-6.73,0.0,13.92,-11.13,14.60,14.60,0.0,0.06,1060.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,791,438,71.8,6,11.50,1.35,59,2.66,3.19,0.86,1.93,209,0.0,28.50,2110,0.00,2.03,1.000,-32.03,3.95,5.9,57,0.00,0
1.052,0.00,0.00,3.50,22.20,0.00,-6.74,0.0,14.00,-11.12,14.60,14.60,0.0,0.06,1060.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,791,438,71.8,6,11.50,1.35,59,2.67,2.99,0.86,1.93,209,0.0,28.50,2105,0.00,2.03,1.000,-28.12,3.96,5.9,57,0.00,0
1.089,0.00,0.00,3.50,22.20,0.00,-6.74,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1060.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,791,438,71.8,6,11.50,1.35,59,2.68,2.80,0.86,1.93,209,0.0,28.50,2103,0.00,2.04,1.000,-28.12,3.97,5.9,57,0.00,0
1.095,0.00,0.00,3.38,22.20,0.00,-6.75,0.0,14.00,-11.12,14.60,14.60,0.0,0.06,1060.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.35,59,2.68,2.80,0.82,1.93,209,0.0,28.50,2101,0.00,2.05,1.000,-28.12,3.98,5.9,57,0.00,0
1.120,0.00,0.00,3.38,22.20,0.00,-6.75,0.0,14.00,-11.13,14.60,14.60,0.0,0.06,1060.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,791,438,71.8,6,11.50,1.35,59,2.69,3.05,0.82,1.94,209,0.0,28.50,2100,0.00,2.06,1.000,-28.12,3.99,5.9,57,0.00,0
1.155,0.00,0.00,3.38,22.20,0.00,-6.75,0.0,14.00,-11.12,14.60,14.60,0.0,0.06,1060.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.34,59,2.69,3.22,0.88,1.93,209,0.0,28.50,2098,0.00,2.06,1.000,-30.47,3.99,5.9,57,0.00,0
1.191,0.00,0.00,3.50,22.20,0.00,-6.76,0.0,14.00,-11.12,14.60,14.60,0.0,0.06,1060.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.34,59,2.71,3.09,0.90,1.93,209,0.0,28.50,2095,0.00,2.06,1.000,-29.69,4.00,5.9,57,0.00,0
1.215,0.00,0.00,3.50,22.20,0.00,-6.77,0.0,14.08,-11.12,14.60,14.60,0.0,0.08,1060.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.34,59,2.71,3.26,0.90,1.95,209,0.0,28.50,2092,0.00,2.07,1.000,-37.50,4.00,5.9,56,0.00,0
1.242,0.00,0.00,3.50,22.20,0.00,-6.78,0.0,14.08,-11.12,14.60,14.60,0.0,0.08,1060.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.34,59,2.72,3.42,0.90,1.94,209,0.0,28.50,2091,0.00,2.08,1.000,-37.50,4.01,5.9,56,0.00,0
1.271,0.00,0.00,3.50,22.20,0.00,-6.78,0.0,14.08,-11.12,14.60,14.60,0.0,0.08,1060.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.34,59,2.73,3.32,0.92,1.93,209,0.0,28.50,2090,0.00,2.08,1.000,-30.47,4.02,5.9,56,0.00,0
1.293,0.00,0.00,3.38,22.20,0.00,-6.79,0.0,14.00,-11.12,14.60,14.60,0.0,0.08,1060.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.34,59,2.74,3.39,0.90,1.93,209,0.0,28.50,2086,0.00,2.10,1.000,-31.25,4.03,5.9,56,0.00,0
1.316,0.00,0.00,3.38,22.20,0.00,-6.79,0.0,14.00,-11.12,14.60,14.60,0.0,0.08,1060.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,796,438,71.8,6,11.50,1.34,59,2.75,3.32,0.90,1.96,209,0.0,28.50,2085,0.00,2.10,1.000,-31.25,4.04,5.9,56,0.00,0
1.341,0.00,0.00,3.50,22.20,0.00,-6.80,0.0,13.76,-11.12,14.60,14.60,0.0,0.08,1060.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,801,438,71.8,6,11.50,1.33,59,2.76,3.46,0.92,1.95,209,0.0,28.50,2083,0.00,2.11,1.000,-31.25,4.04,5.9,56,0.00,0
1.367,0.00,0.00,3.50,22.20,0.00,-6.81,0.0,13.76,-11.12,14.60,14.60,0.0,0.08,1060.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,802,438,71.8,6,11.50,1.33,59,2.76,3.81,0.92,1.94,209,0.0,28.50,2079,0.00,2.12,1.000,-31.25,4.05,5.9,56,0.00,0
1.397,0.00,0.00,3.50,22.20,0.00,-6.81,0.0,14.00,-11.12,14.60,14.60,0.0,0.08,1060.0,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,802,438,71.8,6,11.50,1.33,59,2.78,3.56,0.96,1.94,209,0.0,28.50,2075,0.00,2.12,1.000,-31.25,4.06,5.9,56,0.00,0
1.425,0.00,0.00,3.50,22.20,0.00,-6.82,0.0,13.92,-11.12,14.60,14.60,0.0,0.08,1059.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,802,438,71.8,6,11.50,1.33,59,2.80,3.16,0.92,1.93,209,0.0,28.50,2074,0.00,2.14,1.000,-31.25,4.07,5.9,56,0.00,0
1.447,0.00,0.00,3.38,22.20,0.00,-6.82,0.0,13.92,-11.12,14.60,14.60,0.0,0.08,1059.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,802,438,71.8,6,11.50,1.32,59,2.80,2.99,0.86,1.97,209,0.0,28.50,2070,0.00,2.14,1.000,-30.47,4.07,5.9,56,0.00,0
1.477,0.00,0.00,3.38,22.20,0.00,-6.83,0.0,13.92,-11.12,14.60,14.60,0.0,0.08,1059.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,802,438,71.8,6,11.50,1.32,59,2.81,2.95,0.86,1.95,209,0.0,28.50,2068,0.00,2.15,1.000,-30.47,4.09,5.9,56,0.00,0
1.496,0.00,0.00,3.38,22.20,0.00,-6.83,0.0,13.92,-11.12,14.60,14.60,0.0,0.08,1059.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,802,438,71.8,6,11.50,1.32,59,2.83,3.12,0.86,1.94,209,0.0,28.50,2070,0.00,2.15,1.000,-31.25,4.08,5.9,55,0.00,0
1.532,0.00,0.00,3.50,22.20,0.00,-6.83,0.0,14.00,-11.10,14.60,14.60,0.0,0.08,1059.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,802,438,71.8,6,11.50,1.32,59,2.83,3.22,0.90,1.93,209,0.0,28.50,2066,0.00,2.15,1.000,-30.47,4.09,5.9,55,0.00,0
1.556,0.00,0.00,3.50,22.20,0.00,-6.84,0.0,14.00,-11.11,14.60,14.60,0.0,0.08,1059.7,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.32,59,2.84,3.26,0.90,1.93,209,0.0,28.50,2065,0.00,2.15,1.000,-30.47,4.09,5.9,55,0.00,0
1.584,0.00,0.00,3.50,22.20,0.00,-6.84,0.0,13.92,-11.11,14.60,14.60,0.0,0.08,1059.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.32,59,2.85,3.26,0.88,1.94,209,0.0,28.50,2064,0.00,2.16,1.000,-32.03,4.10,5.9,55,0.00,0
1.612,0.00,0.00,3.38,22.20,0.00,-6.85,0.0,13.92,-11.11,14.60,14.60,0.0,0.08,1059.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.32,59,2.86,3.42,0.90,1.98,209,0.0,28.50,2062,0.00,2.17,1.000,-32.03,4.11,5.9,55,0.00,0
1.639,0.00,0.00,3.38,22.20,0.00,-6.85,0.0,13.92,-11.12,14.60,14.60,0.0,0.08,1059.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.32,59,2.86,3.29,0.90,1.95,209,0.0,28.50,2058,0.00,2.18,1.000,-32.03,4.11,5.9,55,0.00,0
1.667,0.00,0.00,3.38,22.20,0.00,-6.86,0.0,13.92,-11.12,14.60,14.60,0.0,0.08,1059.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.32,59,2.87,3.16,0.90,1.95,209,0.0,28.50,2056,0.00,2.19,1.000,-32.03,4.13,5.9,55,0.00,0
1.688,0.00,0.00,3.50,22.20,0.00,-6.87,0.0,14.08,-11.11,14.60,14.60,0.0,0.08,1059.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.31,59,2.88,2.99,0.88,1.94,209,0.0,28.50,2053,0.00,2.19,1.000,-32.03,4.13,5.9,55,0.00,0
1.724,0.00,0.00,3.50,22.20,0.00,-6.88,0.0,14.08,-11.10,14.60,14.60,0.0,0.08,1059.5,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.31,59,2.89,2.86,0.88,1.94,209,0.0,28.50,2050,0.00,2.20,1.000,-32.03,4.15,5.9,55,0.00,0
1.748,0.00,0.00,3.50,22.20,0.00,-6.88,0.0,14.08,-11.11,14.60,14.60,0.0,0.08,1059.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.31,59,2.89,2.89,0.84,1.95,209,0.0,28.50,2049,0.00,2.20,1.000,-31.25,4.15,5.9,55,0.00,0
1.772,0.00,0.00,3.38,22.20,0.00,-6.88,0.0,14.08,-11.11,14.60,14.60,0.0,0.08,1059.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.31,59,2.89,3.05,0.86,1.96,209,0.0,28.50,2046,0.00,2.20,1.000,-31.25,4.16,5.9,55,0.00,0
1.797,0.00,0.00,3.38,22.20,0.00,-6.89,0.0,14.08,-11.11,14.60,14.60,0.0,0.08,1059.2,12.46,189,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,807,438,71.8,6,11.50,1.31,59,2.90,3.12,0.86,1.98,209,0.0,28.50,2044,0.00,2.22,1.000,-31.25,4.17,5.9,55,0.00,0
