Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2+BigSF 91 v361 LWG.ptm - Realtime: Stage2+BigSF 91 v361 LWG.ptm]
0.223,-7.81,1.56,0.00,14.67,13.02,-16.90,0.0,13.68,-6.11,14.34,14.64,82.4,0.41,1061.4,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,881,876,71.8,6,19.50,2.83,59,23.33,23.40,1.86,6.90,212,0.0,19.00,3321,71.44,1.17,0.000,32.81,8.11,16.9,89,0.00,0
0.227,-7.81,1.56,0.00,14.66,13.02,-16.90,0.0,13.68,-6.07,14.34,14.64,82.4,0.41,1061.4,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,864,876,71.8,6,19.50,2.83,59,23.36,22.75,1.86,7.02,212,0.0,19.00,3320,71.40,1.13,0.000,32.81,8.11,16.9,89,0.00,0
0.244,-7.81,1.56,0.00,14.72,13.02,-16.90,0.0,13.52,-6.08,14.34,14.64,82.4,0.41,1061.4,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,885,876,71.8,6,19.50,2.83,59,23.38,23.08,1.80,6.99,212,0.0,19.00,3322,71.49,1.14,0.000,30.47,8.11,16.9,89,0.00,0
0.270,-7.81,1.56,0.00,14.93,13.02,-16.89,0.0,13.52,-6.04,14.34,14.64,82.4,0.41,1061.3,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,917,876,71.8,6,19.50,2.83,59,23.45,23.89,1.88,6.95,212,0.0,19.00,3322,72.35,1.13,0.000,31.25,8.13,16.9,89,0.00,0
0.274,-7.81,1.56,0.00,15.25,13.02,-16.89,0.0,13.44,-6.03,14.34,14.64,82.8,0.41,1061.3,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,833,876,71.8,6,19.50,2.84,59,23.64,24.05,1.86,7.04,212,0.0,18.50,3322,73.05,1.19,0.000,33.59,8.21,17.3,89,0.00,0
0.300,-7.81,1.56,0.12,15.37,13.52,-16.99,0.0,13.52,-6.01,14.34,14.64,82.8,0.43,1061.3,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,846,876,71.8,6,19.00,2.83,59,23.84,25.03,1.88,7.00,212,0.0,18.50,3321,73.22,1.21,0.000,31.25,8.24,17.3,89,0.00,0
0.340,-7.81,1.56,0.12,15.35,13.54,-17.01,0.0,13.60,-5.96,14.34,14.64,82.8,0.43,1061.3,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,872,876,71.8,6,19.00,2.83,59,24.10,24.70,1.88,7.11,212,0.0,18.50,3320,73.40,1.18,0.000,32.03,8.26,17.3,89,0.00,0
0.375,-7.81,1.56,0.12,15.37,13.53,-17.00,0.0,13.60,-5.96,14.34,14.64,82.8,0.43,1061.2,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,891,876,71.8,6,19.00,2.83,59,24.19,25.19,1.84,7.09,212,0.0,18.50,3320,73.56,1.18,0.000,30.47,8.27,17.3,89,0.00,0
0.414,-7.81,1.56,0.12,15.39,13.52,-17.00,0.0,13.60,-5.92,14.34,14.64,82.8,0.43,1061.2,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,939,876,71.8,6,19.00,2.83,59,24.23,24.86,1.88,7.05,212,0.0,18.50,3321,73.65,1.15,0.000,27.34,8.28,17.3,89,0.00,0
0.454,-7.81,1.56,0.12,15.37,13.52,-17.00,0.0,13.68,-5.88,14.34,14.64,82.8,0.43,1061.2,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,881,876,71.8,6,19.00,2.83,59,24.33,22.59,1.84,7.20,212,0.0,18.50,3322,74.90,1.17,0.000,31.25,8.34,17.3,89,0.00,0
0.497,-7.81,1.56,0.12,15.32,13.53,-17.00,0.0,13.68,-5.90,14.34,14.64,82.8,0.43,1061.2,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,879,876,71.8,6,19.00,2.83,59,24.14,21.32,1.80,7.16,212,0.0,18.50,3317,75.26,1.24,0.000,32.81,8.39,17.3,89,0.00,0
0.586,-7.81,1.56,0.12,15.34,13.54,-17.00,0.0,13.68,-5.84,14.34,14.64,82.8,0.43,1061.2,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,983,876,71.8,6,19.00,2.83,59,24.06,22.92,1.80,7.18,212,0.0,18.50,3319,75.35,1.24,0.000,32.81,8.40,17.3,89,0.00,0
0.592,-7.81,1.56,0.12,15.35,13.53,-17.00,0.0,13.44,-5.82,14.34,14.64,82.8,0.43,1061.1,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,916,876,71.8,6,19.00,2.83,59,24.09,25.85,1.82,7.30,212,0.0,18.50,3321,75.45,1.17,0.000,32.81,8.41,17.3,89,0.00,0
0.636,-7.81,1.56,0.12,15.37,13.54,-17.01,0.0,13.60,-5.81,14.34,14.64,82.4,0.43,1061.1,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,855,876,71.8,6,19.00,2.83,59,24.10,26.50,1.92,7.17,212,0.0,18.50,3316,75.62,1.20,0.000,32.03,8.43,17.3,89,0.00,0
0.719,-7.81,1.56,0.12,15.44,13.54,-17.01,0.0,13.60,-5.79,14.34,14.64,82.4,0.43,1061.1,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,833,876,71.8,6,19.00,2.83,59,24.12,25.85,1.92,7.15,212,0.0,18.50,3316,75.81,1.18,0.000,32.03,8.44,17.3,89,0.00,0
0.723,1.56,1.56,0.12,15.42,13.53,-17.00,0.0,13.52,-5.76,14.34,14.64,82.4,0.43,1061.1,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,874,876,71.8,6,19.00,3.54,59,24.31,24.21,1.94,7.31,212,0.0,18.50,3319,76.62,1.15,0.000,32.03,8.44,17.3,89,0.00,0
0.748,1.56,1.56,0.12,15.49,13.52,-17.00,0.0,13.52,-5.76,14.34,14.64,82.4,0.44,1061.1,14.25,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,874,969,71.8,6,19.00,3.54,59,24.34,23.08,1.94,7.35,212,0.0,18.50,3319,77.08,1.20,0.000,32.03,8.50,17.3,89,0.00,0
0.753,1.56,1.56,0.12,15.24,14.05,-17.11,0.0,13.52,-5.73,14.31,14.64,82.8,0.44,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,974,969,71.8,6,19.00,3.54,59,24.41,25.03,1.88,7.30,212,0.0,18.00,3315,77.55,1.25,0.000,17.97,8.56,17.3,89,0.00,0
0.778,1.56,1.56,0.00,15.01,14.06,-17.11,0.0,13.52,-5.70,14.31,14.64,82.8,0.44,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,984,969,71.8,6,19.00,2.83,59,24.43,22.11,1.80,7.40,212,0.0,18.00,3316,77.65,1.24,0.000,41.41,8.57,17.7,89,0.00,0
0.801,1.56,1.56,0.00,14.86,14.05,-17.11,0.0,13.52,-5.69,14.31,14.64,82.8,0.44,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,943,969,71.8,6,19.00,2.83,59,24.44,20.86,1.80,7.39,212,0.0,18.00,3320,77.75,1.21,0.000,41.41,8.57,17.7,89,0.00,0
0.806,1.56,1.56,0.00,14.71,13.53,-17.00,0.0,13.60,-5.69,14.31,14.64,82.8,0.43,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,992,876,71.8,6,18.50,2.83,59,24.20,23.08,1.82,7.27,212,0.0,18.50,3320,77.96,1.24,0.000,25.78,8.59,17.7,89,0.00,0
0.822,1.56,1.56,0.00,14.63,13.53,-17.00,0.0,13.36,-5.65,14.31,14.64,82.8,0.43,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,924,876,71.8,6,19.00,2.83,59,24.12,24.37,1.84,7.36,212,0.0,18.50,3319,78.05,1.21,0.000,32.03,8.60,17.7,89,0.00,0
0.850,1.56,1.56,0.00,14.57,13.54,-17.01,0.0,13.68,-5.62,14.31,14.64,82.8,0.43,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,909,876,71.8,6,19.00,3.54,59,24.15,24.21,1.86,7.50,212,0.0,18.50,3315,79.33,1.23,0.000,39.84,8.66,17.7,89,0.00,0
0.866,1.56,1.56,0.00,14.58,13.54,-17.02,0.0,13.68,-5.61,14.31,14.64,82.8,0.43,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,965,876,71.8,6,19.00,3.54,59,24.19,26.67,1.86,7.31,212,0.0,18.50,3316,79.74,1.29,0.000,39.84,8.72,17.7,89,0.00,0
0.895,1.56,1.56,0.00,14.61,13.54,-17.02,0.0,13.52,-5.56,14.31,14.64,82.8,0.43,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,909,876,71.8,6,19.00,2.83,59,24.29,25.85,1.92,7.48,212,0.0,18.50,3315,79.85,1.26,0.000,30.47,8.73,17.7,89,0.00,0
0.921,1.56,1.56,0.00,14.61,13.54,-17.02,0.0,13.52,-5.56,14.31,14.64,82.8,0.44,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,890,969,71.8,6,19.00,3.54,59,24.35,22.75,1.80,7.53,212,0.0,18.50,3315,80.66,1.24,0.000,32.81,8.74,17.7,89,0.00,0
0.937,1.56,1.56,0.00,14.62,14.06,-17.11,0.0,13.52,-5.55,14.31,14.64,82.8,0.44,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,945,969,71.8,6,19.00,3.54,59,24.33,22.92,1.80,7.51,212,0.0,18.50,3315,80.41,1.28,0.000,32.81,8.78,17.7,89,0.00,0
1.017,1.56,1.56,0.00,14.64,14.05,-17.11,0.0,13.52,-5.53,14.31,14.64,82.8,0.44,1061.0,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,935,876,71.8,6,19.00,3.54,59,24.24,24.37,1.84,7.44,212,0.0,18.50,3317,80.65,1.32,0.000,25.00,8.83,17.7,89,0.00,0
1.041,1.56,1.56,0.00,14.66,13.53,-17.00,0.0,13.44,-5.49,14.31,14.64,82.8,0.43,1060.9,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,852,876,71.8,6,19.00,3.54,59,24.27,24.53,1.82,7.63,212,0.0,18.50,3319,81.24,1.34,0.000,41.41,8.90,17.7,89,0.00,0
1.072,1.56,1.56,0.00,14.65,13.54,-17.01,0.0,13.60,-5.48,14.31,14.64,82.8,0.43,1060.9,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,899,876,71.8,6,19.00,3.54,59,24.19,23.08,1.88,7.50,212,0.0,18.50,3316,80.97,1.32,0.000,25.00,8.89,17.7,89,0.00,0
1.096,1.56,1.56,0.00,14.67,13.54,-17.02,0.0,13.60,-5.48,14.31,14.64,82.8,0.43,1060.9,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,913,876,71.8,6,19.00,3.54,59,24.19,25.52,1.88,7.47,212,0.0,18.50,3314,81.94,1.36,0.000,25.00,8.94,17.7,89,0.00,0
1.130,-7.81,1.56,0.00,14.69,13.54,-17.02,0.0,13.52,-5.43,14.31,14.64,82.8,0.43,1060.9,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,845,876,71.8,6,19.00,3.53,59,24.24,25.85,1.86,7.68,212,0.0,18.50,3314,82.24,1.35,0.000,33.59,8.96,17.7,89,0.00,0
1.151,-7.81,1.56,0.00,14.72,13.55,-17.03,0.0,13.68,-5.41,14.31,14.64,82.8,0.43,1060.9,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,865,876,71.8,6,19.00,2.83,59,24.18,21.32,1.82,7.69,212,0.0,18.50,3310,82.35,1.36,0.000,32.81,9.00,18.1,89,0.00,0
1.156,-7.81,1.56,0.00,14.74,13.56,-17.03,0.0,13.68,-5.40,14.31,14.64,82.8,0.43,1060.9,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,827,876,71.8,6,19.00,2.83,59,24.06,22.75,1.82,7.55,212,0.0,18.50,3309,82.49,1.36,0.000,32.81,9.01,18.1,89,0.00,0
1.183,-7.81,1.56,0.00,15.03,13.54,-17.01,0.0,13.60,-5.35,14.31,14.64,82.8,0.43,1060.8,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,967,876,71.8,6,19.00,2.83,59,24.02,24.05,1.82,7.74,212,0.0,18.50,3316,84.11,1.40,0.000,23.44,9.10,18.1,89,0.00,0
1.235,-7.81,1.56,0.00,15.37,13.54,-17.01,0.0,13.60,-5.34,14.31,14.64,82.8,0.43,1060.8,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,883,876,71.8,6,19.00,2.83,59,24.14,24.37,1.84,7.72,212,0.0,18.50,3315,84.43,1.41,0.000,33.59,9.12,18.1,89,0.00,0
1.270,-7.81,1.56,0.12,15.66,13.55,-17.03,0.0,13.68,-5.28,14.31,14.64,82.8,0.44,1060.8,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,880,969,71.8,6,19.00,2.83,59,24.30,25.03,1.90,7.77,212,0.0,18.50,3310,84.83,1.40,0.000,31.25,9.17,18.1,89,0.00,0
1.285,-7.81,1.56,0.12,15.77,14.07,-17.12,0.0,13.36,-5.26,14.31,14.64,82.8,0.44,1060.8,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,864,969,71.8,6,19.00,2.82,59,24.44,25.68,1.86,7.86,212,0.0,18.00,3313,84.95,1.39,0.000,24.22,9.18,18.1,89,0.00,0
1.313,-7.81,1.56,0.25,16.00,14.06,-17.12,0.0,13.68,-5.25,14.31,14.64,82.8,0.44,1060.7,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,969,969,71.8,6,18.50,2.83,59,24.55,25.19,1.86,7.81,212,0.0,18.00,3315,85.09,1.38,0.000,31.25,9.19,18.1,89,0.00,0
1.343,-7.81,1.56,0.25,16.16,14.06,-17.12,0.0,13.68,-5.25,14.31,14.64,82.8,0.44,1060.7,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,940,969,71.8,6,18.50,2.83,59,24.63,28.31,1.86,7.72,212,0.0,18.00,3314,85.21,1.41,0.000,31.25,9.20,18.1,89,0.00,0
1.357,-7.81,1.56,0.25,16.14,14.06,-17.12,0.0,13.84,-5.22,14.31,14.64,82.8,0.44,1060.7,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,989,969,71.8,6,18.50,2.83,59,24.81,26.83,1.96,7.74,212,0.0,18.00,3313,86.08,1.44,0.000,24.22,9.27,18.1,89,0.00,0
1.387,-7.81,1.56,0.25,16.18,14.07,-17.13,0.0,13.84,-5.22,14.31,14.64,82.8,0.44,1060.7,14.20,190,1.000,0.00,0.00,12.0,0.0,0.00,0.00,1.000,1050,969,71.8,6,18.50,2.83,59,24.96,25.03,1.96,7.87,212,0.0,18.00,3309,86.88,1.48,0.000,24.22,9.31,18.1,89,0.00,0
1.406,-7.81,1.56,0.25,16.19,14.58,-17.22,0.0,13.60,-5.21,14.31,14.64,82.8,0.45,1060.7,14.20,190,1.000,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1039,969,71.8,6,18.50,2.82,59,25.13,26.67,1.88,7.87,212,0.0,17.50,3310,87.03,1.50,0.000,27.34,9.33,18.1,89,0.00,0
1.429,-7.81,1.56,0.25,16.21,14.58,-17.22,0.0,13.36,-5.19,14.31,14.64,82.8,0.45,1060.7,14.20,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,1047,969,71.8,6,18.00,2.83,59,25.28,26.50,1.92,7.77,212,0.0,17.50,3312,87.18,1.50,0.000,40.62,9.34,18.5,89,0.00,0
1.445,-7.81,1.56,0.25,16.23,14.58,-17.22,0.0,13.36,-5.15,14.31,14.64,82.8,0.45,1060.7,14.20,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,1026,969,71.8,6,18.00,2.83,59,25.47,27.65,1.92,7.84,212,0.0,17.50,3313,88.04,1.46,0.000,40.62,9.35,18.5,89,0.00,0
1.473,-7.81,1.56,0.25,16.16,14.58,-17.22,0.0,13.44,-5.08,14.31,14.64,82.8,0.47,1060.6,14.20,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,994,969,71.8,6,17.50,2.83,59,25.81,27.65,1.94,8.05,212,0.0,17.00,3315,87.81,1.49,0.000,25.78,9.41,18.5,89,0.00,0
1.506,-7.81,1.56,0.25,16.15,15.10,-17.32,0.0,13.44,-5.04,14.31,14.64,82.8,0.47,1060.6,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,914,969,71.8,6,17.50,2.83,59,25.97,27.16,1.94,8.05,212,0.0,17.00,3315,87.74,1.40,0.000,25.78,9.40,18.5,89,0.00,0
1.526,-7.81,1.56,0.25,16.19,15.09,-17.32,0.0,13.60,-5.01,14.31,14.64,83.6,0.47,1060.6,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,953,969,71.8,6,17.50,2.83,59,26.08,25.52,1.96,8.07,212,0.0,17.00,3313,87.89,1.37,0.000,21.88,9.39,18.5,89,0.00,0
1.548,-7.81,1.56,0.25,16.15,15.10,-17.32,0.0,13.44,-4.96,14.31,14.64,83.6,0.47,1060.6,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,927,969,71.8,6,17.50,2.83,59,26.02,25.19,1.88,8.05,212,0.0,17.00,3312,88.75,1.33,0.000,25.00,9.41,18.5,89,0.00,0
1.579,-7.81,1.56,0.25,16.15,15.10,-17.32,0.0,13.44,-4.96,14.31,14.64,83.6,0.47,1060.6,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,938,969,71.8,6,17.50,2.83,59,26.07,26.99,1.88,8.11,212,0.0,17.00,3313,89.24,1.37,0.000,25.00,9.47,18.5,89,0.00,0
1.603,1.56,1.56,0.25,16.15,15.10,-17.32,0.0,13.68,-4.92,14.31,14.64,83.2,0.47,1060.6,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,963,969,71.8,6,17.50,2.82,59,26.15,26.50,1.86,8.16,212,0.0,17.00,3312,89.71,1.40,0.000,41.41,9.53,18.5,89,0.00,0
1.631,1.56,1.56,0.25,16.07,15.08,-17.31,0.0,13.68,-4.88,14.31,14.64,83.2,0.47,1060.5,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,968,969,71.8,6,17.50,3.54,59,26.37,27.81,1.98,8.10,212,0.0,17.00,3320,89.86,1.37,0.000,22.66,9.53,18.5,89,0.00,0
1.661,1.56,1.56,0.25,15.90,15.07,-17.31,0.0,13.68,-4.83,14.31,14.64,83.2,0.47,1060.5,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,952,969,71.8,6,17.50,3.54,59,26.45,26.50,1.98,8.21,212,0.0,17.00,3320,90.03,1.33,0.000,22.66,9.55,18.5,89,0.00,0
1.700,1.56,1.56,0.25,15.65,15.61,-17.42,0.0,13.52,-4.84,14.31,14.64,83.2,0.48,1060.5,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,924,969,71.8,6,17.50,3.54,59,26.43,28.47,1.94,8.24,212,0.0,17.00,3312,91.40,1.41,0.000,25.00,9.63,18.9,89,0.00,0
1.715,1.56,1.56,0.12,15.36,15.65,-17.44,0.0,13.60,-4.80,14.31,14.64,83.2,0.48,1060.5,14.25,190,1.000,0.00,0.00,14.0,0.0,0.00,0.00,1.000,950,1062,71.8,6,17.50,3.53,59,26.54,27.65,1.92,8.16,212,0.0,16.50,3306,91.74,1.45,0.000,41.41,9.70,18.9,89,0.00,0
1.744,1.56,1.56,0.12,15.22,15.62,-17.42,0.0,13.60,-4.73,14.31,14.64,83.2,0.48,1060.5,14.25,190,1.000,0.00,0.00,16.0,0.0,0.00,0.00,1.000,1037,1062,71.8,6,17.50,3.53,59,26.60,24.70,1.92,8.32,212,0.0,16.50,3310,92.06,1.41,0.000,41.41,9.71,18.9,89,0.00,0
1.774,1.56,1.56,0.00,15.11,15.60,-17.42,0.0,13.44,-4.69,14.31,14.64,82.8,0.48,1060.5,14.25,190,1.000,0.00,0.00,16.0,0.0,0.00,0.00,1.000,1088,1062,71.8,6,17.00,3.53,59,26.71,26.83,1.86,8.43,212,0.0,16.50,3313,92.21,1.37,0.000,42.97,9.71,18.9,89,0.00,0
1.789,1.56,1.56,0.00,15.06,15.60,-17.41,0.0,13.52,-4.67,14.31,14.64,82.8,0.48,1060.4,14.25,190,1.000,0.00,0.00,16.0,0.0,0.00,0.00,1.000,1055,1062,71.8,6,17.00,3.53,59,26.72,27.16,1.94,8.41,212,0.0,16.50,3312,92.38,1.35,0.000,32.81,9.72,18.9,89,0.00,0
1.822,1.56,1.56,0.00,15.01,15.60,-17.41,0.0,13.52,-4.63,14.31,14.64,82.8,0.48,1060.4,14.25,190,1.000,0.00,0.00,16.0,0.0,0.00,0.00,1.000,1097,1062,71.8,6,17.00,3.53,59,26.72,26.17,1.94,8.45,212,0.0,16.50,3312,92.54,1.34,0.000,32.81,9.73,18.9,89,0.00,0
