Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
10.927,-3.12,12.50,14.96,6,5,-4,-7,100.0,13.05,0.52,14.65,0.83,on,14.70,199,1.000,0.0,0.00,0.00,1429,1566,71.8,3,14.00,3.47,113,108,326,423,485,340,22.0,28.97,36.08,2.00,13.79,211,2064,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
10.942,-2.34,12.50,14.96,7,6,-4,-6,100.0,13.05,0.56,14.60,0.83,on,14.70,199,1.000,0.0,0.00,0.00,1508,1606,71.8,3,13.50,3.52,113,108,326,422,295,340,22.0,28.86,36.29,2.16,13.76,211,2072,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
10.978,-2.34,12.50,15.08,7,7,-3,-5,100.0,13.05,0.63,14.60,0.84,on,14.64,199,1.000,0.0,0.00,0.00,1503,1659,71.8,3,13.50,3.53,113,108,475,422,295,367,22.0,28.92,36.50,2.08,13.83,211,2065,350.00,0,0,0,0,7.47,1.000,34.30,100.0,46.67,0
11.003,-0.78,12.50,15.25,8,7,-4,-5,100.0,13.05,0.69,14.60,0.86,on,14.64,199,1.000,0.0,0.00,0.00,1592,1659,71.8,3,13.00,3.51,115,108,475,723,489,367,22.0,28.99,32.28,1.90,13.91,211,2055,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.020,-0.78,12.50,15.38,8,7,-4,-5,100.0,13.05,0.73,14.60,0.87,on,14.64,199,1.000,0.0,0.00,0.00,1610,1659,71.8,3,13.00,3.51,113,108,475,723,489,271,22.0,29.55,26.83,1.90,13.80,211,2057,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.065,0.00,12.50,15.25,9,8,-4,-4,100.0,13.05,0.80,14.60,0.86,on,14.64,199,1.000,0.0,0.00,0.00,1627,1659,71.8,3,12.50,3.51,113,108,582,518,363,271,22.0,30.51,33.54,2.02,14.16,211,2088,350.00,0,0,0,0,7.47,1.000,34.30,100.0,46.67,0
11.086,0.00,12.50,15.27,10,9,-5,-4,100.0,13.05,0.87,14.60,0.89,on,14.64,199,1.000,0.0,0.00,0.00,1608,1659,71.8,3,12.00,3.57,113,108,416,518,363,426,22.0,30.33,28.47,2.22,14.05,211,2090,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.112,0.00,12.50,15.24,10,9,-5,-4,100.0,13.05,0.87,14.55,0.89,on,14.64,199,1.000,0.0,0.00,0.00,1601,1659,71.8,3,12.00,3.57,113,108,416,518,421,426,22.0,30.84,28.63,2.22,14.09,211,2095,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.137,0.00,12.50,15.21,10,9,-6,-4,100.0,13.05,0.93,14.54,0.90,on,14.59,199,1.000,0.0,0.00,0.00,1710,1659,71.8,3,12.00,3.58,113,108,416,429,421,298,22.0,31.63,39.59,2.18,14.18,210,2099,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.170,0.78,12.50,15.08,11,10,-6,-4,100.0,13.05,0.99,14.55,0.90,on,14.59,199,1.000,0.0,0.00,0.00,1656,1659,71.8,3,12.00,3.58,113,108,462,429,532,298,22.0,30.96,37.69,1.92,13.98,210,2095,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.201,0.78,12.50,14.98,11,10,-6,-4,100.0,13.05,1.06,14.55,0.91,on,14.59,199,1.000,0.0,0.00,0.00,1666,1659,71.8,3,12.00,3.58,113,108,462,635,532,399,22.0,31.04,36.50,1.92,14.29,210,2098,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.216,0.00,12.50,14.80,12,11,-7,-4,100.0,13.05,1.12,14.55,0.91,on,14.59,199,1.000,0.0,0.00,0.00,1557,1659,71.8,3,11.50,3.58,113,108,462,635,505,399,22.0,32.00,29.62,1.96,14.36,210,2107,350.00,0,0,0,0,7.46,1.000,34.30,100.0,46.67,0
11.245,-0.78,12.50,14.80,13,11,-7,-4,100.0,13.05,1.17,14.54,0.92,on,14.59,199,1.000,0.0,0.00,0.00,1687,1659,71.8,3,11.50,3.60,113,108,462,444,505,425,22.0,32.75,39.11,2.16,14.20,210,2118,350.00,0,0,0,0,7.47,1.000,34.30,100.0,47.06,0
11.270,-0.78,12.50,14.80,13,11,-7,-4,100.0,13.05,1.22,14.54,0.91,on,14.59,199,1.000,0.0,0.00,0.00,1671,1659,71.8,3,11.50,3.60,113,108,891,444,505,425,22.0,33.00,29.45,2.16,14.56,210,2124,350.00,0,0,0,0,7.47,1.000,34.30,100.0,47.06,0
11.306,0.00,12.50,14.80,13,12,-7,-4,100.0,13.05,1.29,14.49,0.94,on,14.59,199,1.000,0.0,0.00,0.00,1726,1699,71.8,3,9.00,3.62,113,108,891,664,500,650,22.0,33.85,41.25,2.26,14.50,210,2128,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.335,0.00,12.50,14.78,14,13,-7,-4,100.0,13.05,1.34,14.49,0.92,on,14.53,199,1.000,0.0,0.00,0.00,1707,1752,71.8,3,10.00,3.63,113,108,557,664,410,650,22.0,33.07,35.02,2.28,14.35,210,2129,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.366,0.00,12.50,14.76,14,13,-7,-4,100.0,13.05,1.43,14.49,0.94,on,14.53,199,1.000,0.0,0.00,0.00,1688,1752,71.8,3,10.00,3.63,113,106,557,510,410,453,22.0,33.59,35.02,2.28,14.61,210,2136,350.00,0,0,0,0,7.47,1.000,34.30,100.0,47.06,0
11.386,0.00,12.50,14.74,14,13,-7,-4,100.0,13.05,1.47,14.49,0.95,on,14.53,199,1.000,0.0,0.00,0.00,1765,1752,71.8,3,8.50,3.65,113,108,719,510,415,453,22.0,34.42,43.88,2.14,14.65,210,2142,350.00,0,0,0,0,7.47,1.000,34.30,100.0,47.06,0
11.412,0.00,12.50,14.74,15,14,-6,-3,100.0,13.05,1.51,14.49,0.94,on,14.53,199,1.000,0.0,0.00,0.00,1708,1752,71.8,3,9.00,3.66,113,108,719,583,415,772,22.0,34.93,39.82,2.08,14.85,210,2148,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.441,0.00,12.50,14.70,15,14,-6,-3,100.0,13.05,1.59,14.42,0.96,on,14.53,199,1.000,0.0,0.00,0.00,1759,1752,71.8,3,9.00,3.66,113,106,749,583,415,772,22.0,34.48,40.54,2.08,14.79,210,2149,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.472,0.78,12.50,14.58,15,15,-6,-3,100.0,13.05,1.66,14.42,0.97,on,14.42,199,1.000,0.0,0.00,0.00,1687,1752,71.8,3,8.00,3.67,113,106,749,701,542,772,22.0,35.39,32.49,2.10,14.70,210,2157,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.487,0.00,12.50,14.60,16,15,-5,-3,100.0,13.05,1.67,14.41,0.99,on,14.42,199,1.000,0.0,0.00,0.00,1768,1831,71.8,3,8.50,4.15,113,106,429,701,542,501,22.0,35.83,31.03,2.16,14.87,210,2169,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.514,0.78,12.50,14.58,16,16,-4,-3,100.0,13.05,1.74,14.34,0.99,on,14.42,199,1.000,0.0,0.00,0.00,1728,1831,71.8,3,6.00,4.17,113,106,429,614,901,501,22.0,36.23,33.54,2.28,14.94,210,2170,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.541,0.78,12.50,14.53,16,16,-4,-3,100.0,13.05,1.82,14.41,1.00,on,14.36,199,1.000,0.0,0.00,0.00,1798,1831,71.8,3,6.00,4.17,113,106,450,614,901,436,22.0,37.10,41.97,2.28,15.20,210,2180,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.572,0.00,12.50,14.44,17,17,-3,-3,100.0,13.05,1.85,14.26,1.04,on,14.42,199,1.000,0.0,0.00,0.00,1836,1884,71.8,3,7.00,4.19,113,106,450,565,585,436,22.0,36.99,48.40,2.40,15.04,210,2178,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.586,0.00,12.50,14.46,17,17,-3,-3,100.0,13.05,1.89,14.34,1.03,on,14.42,199,1.000,0.0,0.00,0.00,1778,1831,71.8,3,7.00,4.19,113,106,736,565,585,757,22.0,37.63,41.01,2.40,15.27,210,2182,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.06,0
11.613,0.78,12.50,14.33,17,17,-2,-2,100.0,13.05,1.98,14.34,1.06,on,14.36,199,1.000,0.0,0.00,0.00,1826,1884,71.8,3,6.50,4.19,113,106,736,770,779,757,22.0,38.29,45.19,2.42,15.21,210,2190,350.00,0,0,0,0,7.45,1.000,34.30,100.0,47.06,0
11.643,0.78,12.50,14.26,17,17,0,-2,100.0,13.05,2.05,14.26,1.08,on,14.36,199,1.000,0.0,0.00,0.00,1778,1884,71.8,3,7.00,4.22,113,106,550,770,779,845,22.0,39.23,36.74,2.44,15.03,210,2202,350.00,0,0,0,0,7.45,1.000,34.30,100.0,47.45,0
11.672,0.78,12.50,14.17,17,17,0,-2,100.0,13.05,2.08,14.25,1.07,on,14.31,199,1.000,0.0,0.00,0.00,1801,1884,71.8,3,7.00,4.22,113,106,550,770,892,845,22.0,39.98,40.54,2.44,15.30,210,2205,350.00,0,0,0,0,7.45,1.000,34.30,100.0,47.45,0
11.687,0.00,12.50,14.15,18,18,1,-1,100.0,13.05,2.16,14.10,1.09,on,14.25,199,1.000,0.0,0.00,0.00,1803,1884,71.8,3,6.50,4.24,113,106,550,842,892,449,22.0,39.93,45.19,2.42,15.17,210,2212,350.00,0,0,0,0,7.45,1.000,34.30,100.0,47.45,0
11.706,0.00,12.50,14.10,18,18,1,-1,100.0,13.05,2.17,14.10,1.09,on,14.25,199,1.000,0.0,0.00,0.00,1847,1884,71.8,3,6.50,4.24,113,106,718,842,892,449,22.0,40.67,45.19,2.42,15.39,210,2208,350.00,0,0,0,0,7.45,1.000,34.30,100.0,47.45,0
11.729,0.78,12.50,14.06,18,18,2,0,100.0,13.05,2.26,14.10,1.09,on,14.15,199,1.000,0.0,0.00,0.00,1883,1884,71.8,3,6.00,4.25,113,106,718,705,656,449,22.0,40.15,53.76,2.42,15.65,210,2216,350.00,0,0,0,0,7.45,1.000,34.30,100.0,47.45,0
11.759,0.78,12.50,14.03,18,18,2,0,100.0,13.05,2.34,14.10,1.12,on,14.15,199,1.000,0.0,0.00,0.00,1848,1938,71.8,3,6.00,4.25,113,106,723,705,656,745,22.0,41.64,40.06,2.42,15.51,210,2221,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.45,0
11.790,0.00,12.50,13.92,18,18,3,1,100.0,13.05,2.39,13.95,1.13,on,14.15,199,1.000,0.0,0.00,0.00,1900,1938,78.8,3,5.50,4.74,113,106,723,679,696,745,22.0,42.65,40.54,2.40,15.74,210,2226,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.45,0
11.805,0.00,12.50,13.91,18,19,3,1,100.0,13.05,2.49,13.95,1.13,on,13.99,199,1.000,0.0,0.00,0.00,1863,1938,78.8,3,5.00,4.76,113,106,1088,679,696,730,22.0,43.04,55.70,2.36,15.50,210,2236,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.45,0
11.840,0.00,12.50,13.81,19,19,4,2,100.0,13.05,2.59,13.80,1.16,on,13.99,199,1.000,0.0,0.00,0.00,1843,1938,78.8,3,5.00,4.79,113,106,1088,610,943,730,22.0,44.29,42.68,2.38,15.99,210,2249,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.45,0
11.885,0.00,12.50,13.62,19,19,4,4,100.0,13.05,2.72,13.79,1.18,on,13.84,199,1.000,0.0,0.00,0.00,1952,1938,78.8,3,4.50,4.80,113,106,755,610,757,389,22.0,45.16,44.92,2.36,16.12,210,2252,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.45,0
11.910,0.00,12.50,13.56,19,19,4,4,100.0,13.05,2.73,13.64,1.21,on,13.84,199,1.000,0.0,0.00,0.00,2020,1991,78.8,3,4.50,4.80,113,106,755,993,757,1135,22.0,45.20,55.87,2.36,15.82,210,2258,350.00,0,0,0,0,7.45,1.000,34.30,100.0,47.45,0
11.942,0.00,12.50,13.47,19,20,4,5,100.0,13.05,2.84,13.64,1.22,on,13.68,199,1.000,0.0,0.00,0.00,1929,1991,78.8,3,4.00,5.30,113,106,875,993,801,1135,22.0,46.54,52.94,2.40,16.16,210,2264,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.45,0
11.956,-0.78,12.50,13.38,20,20,5,6,100.0,13.05,2.95,13.64,1.22,on,13.68,199,1.000,0.0,0.00,0.00,1913,1991,78.8,3,3.50,5.33,113,106,875,986,801,741,22.0,46.55,45.72,2.42,15.98,210,2274,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
11.984,-0.78,12.50,13.23,20,20,5,6,100.0,13.05,2.97,13.64,1.24,on,13.68,199,1.000,0.0,0.00,0.00,1900,1991,78.8,3,3.50,5.33,113,106,1218,986,779,741,22.0,47.57,57.28,2.42,16.15,210,2283,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.014,-2.34,12.50,13.27,20,21,5,7,100.0,13.05,3.07,13.49,1.26,on,13.68,199,1.000,0.0,0.00,0.00,1958,1991,78.8,3,3.50,5.37,113,106,1218,1140,779,594,22.0,47.18,46.53,2.48,16.07,210,2291,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.041,-2.34,12.50,13.12,21,21,6,8,100.0,13.05,3.13,13.49,1.27,on,13.49,199,1.000,0.0,0.00,0.00,1955,1991,78.8,3,3.00,5.38,113,106,767,1140,970,594,22.0,48.49,57.28,2.56,16.20,210,2292,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.057,-2.34,12.50,13.08,21,21,6,8,100.0,13.05,3.21,13.49,1.27,on,13.49,199,1.000,0.0,0.00,0.00,1980,1991,78.8,3,3.00,5.38,113,106,767,744,970,855,22.0,49.16,47.60,2.56,16.68,210,2296,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.089,-2.34,12.50,13.06,21,22,8,9,100.0,13.05,3.32,13.33,1.30,on,13.49,199,1.000,0.0,0.00,0.00,1988,2044,78.8,3,3.00,5.39,113,106,1066,744,970,855,22.0,49.67,44.65,2.62,16.34,211,2308,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.106,-2.34,12.50,13.00,21,22,8,9,100.0,13.05,3.36,13.32,1.31,on,13.34,199,1.000,0.0,0.00,0.00,1934,2044,78.8,3,3.00,5.39,113,106,1066,1091,765,855,22.0,50.54,50.87,2.62,16.42,211,2309,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.131,-2.34,12.50,12.95,22,22,9,10,100.0,13.05,3.44,13.32,1.33,on,13.34,199,1.000,0.0,0.00,0.00,2038,2044,78.8,3,3.00,5.43,113,106,926,1091,765,1251,22.0,51.49,58.46,2.66,16.95,211,2321,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.159,-2.34,12.50,12.97,22,22,9,10,100.0,13.05,3.51,13.17,1.32,on,13.34,199,1.000,0.0,0.00,0.00,2091,2044,78.8,3,3.00,5.43,113,106,926,686,1246,1251,22.0,51.24,55.52,2.66,16.57,211,2328,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.191,-2.34,12.50,12.79,22,23,10,11,100.0,13.05,3.65,13.17,1.35,on,13.20,199,1.000,0.0,0.00,0.00,2100,2044,78.8,3,2.50,5.96,113,106,1088,686,1246,475,22.0,53.64,58.13,2.68,17.14,211,2331,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.205,-3.12,12.50,12.79,22,23,11,12,100.0,13.05,3.70,13.17,1.36,on,13.20,199,1.000,0.0,0.00,0.00,1922,2044,78.8,3,2.00,5.97,113,106,1088,1148,753,475,22.0,53.08,47.60,2.60,16.82,211,2337,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.233,-2.34,12.50,12.78,23,23,13,13,100.0,13.05,3.85,13.01,1.37,on,13.20,199,1.000,0.0,0.00,0.00,2020,2044,78.8,3,2.00,6.00,113,106,810,1148,845,863,22.0,53.63,49.64,2.56,16.94,211,2344,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.263,-2.34,12.50,12.80,23,23,13,13,100.0,13.05,3.98,13.00,1.38,on,13.02,199,1.000,0.0,0.00,0.00,2022,2044,78.8,3,2.00,6.00,113,106,810,811,845,808,22.0,54.26,57.80,2.56,17.03,211,2359,350.00,0,0,0,0,7.46,1.000,34.30,100.0,47.84,0
12.294,-2.34,12.50,12.73,23,24,14,13,100.0,13.05,4.03,13.00,1.39,on,13.02,199,1.000,0.0,0.00,0.00,2007,2044,78.8,3,1.50,6.04,113,106,840,811,845,808,22.0,55.42,55.87,2.44,17.27,211,2362,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.324,-2.34,12.50,12.78,23,24,14,13,100.0,13.05,4.17,12.85,1.41,on,13.02,199,1.000,0.0,0.00,0.00,1983,2044,78.8,3,1.50,6.04,113,106,840,1381,942,659,22.0,55.78,50.46,2.44,17.21,211,2375,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.355,-2.34,12.50,12.63,24,24,15,14,100.0,13.05,4.25,12.85,1.42,on,12.89,199,1.000,0.0,0.00,0.00,2021,2044,78.8,3,1.00,6.59,113,106,846,1381,1133,659,22.0,56.90,69.13,2.44,17.41,211,2376,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.387,-3.12,12.50,12.70,24,24,16,15,100.0,13.05,4.41,12.85,1.46,on,12.89,199,1.000,0.0,0.00,0.00,1961,2044,78.8,3,1.00,6.59,113,106,1414,1097,1133,1064,22.0,56.46,48.13,2.52,17.51,211,2379,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.406,-3.91,12.50,12.53,24,25,17,16,100.0,13.05,4.53,12.69,1.47,on,12.89,199,1.000,0.0,0.00,0.00,2017,2044,78.8,3,0.50,6.61,113,106,1414,940,846,1064,22.0,57.70,64.32,2.68,18.12,211,2389,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.430,-3.91,12.50,12.54,24,25,17,16,100.0,13.05,4.62,12.69,1.46,on,12.71,199,1.000,0.0,0.00,0.00,1944,2044,78.8,3,0.50,6.61,113,106,1063,940,846,746,22.0,58.25,60.43,2.68,17.76,211,2401,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.459,-3.12,12.50,12.41,24,25,17,17,100.0,13.05,4.73,12.68,1.47,on,12.71,199,1.000,0.0,0.00,0.00,2048,2097,78.8,3,0.50,6.66,113,106,1063,856,995,746,22.0,59.16,57.28,2.76,17.89,211,2415,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.492,-3.91,12.50,12.30,25,25,17,17,100.0,13.05,4.85,12.68,1.47,on,12.71,199,1.000,0.0,0.00,0.00,2141,2097,78.8,3,0.50,6.71,113,106,1529,856,995,948,22.0,59.60,72.52,2.60,18.00,211,2422,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.506,-3.91,12.50,12.24,25,25,17,17,100.0,13.05,4.95,12.52,1.50,on,12.71,199,1.000,0.0,0.00,0.00,2007,2097,78.8,3,0.50,6.71,113,106,1529,1108,794,948,22.0,60.64,67.49,2.60,18.56,211,2424,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.533,-4.69,12.50,12.23,25,26,17,18,100.0,13.05,5.07,12.37,1.50,on,12.38,199,1.000,0.0,0.00,0.00,2030,2097,78.8,3,0.00,6.72,113,106,509,1108,726,619,22.0,60.65,56.05,2.52,18.23,211,2421,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.564,-4.69,12.50,12.38,25,26,18,19,100.0,13.05,5.23,12.52,1.51,on,12.54,199,1.000,0.0,0.00,0.00,2097,2097,78.8,3,0.00,7.26,113,106,509,1339,726,1002,22.0,61.69,62.40,2.66,18.31,211,2434,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.595,-4.69,12.50,12.16,25,26,18,19,100.0,13.05,5.31,12.37,1.54,on,12.54,199,1.000,0.0,0.00,0.00,2050,2097,78.8,3,0.00,7.26,113,106,1504,1339,726,1002,22.0,62.31,58.13,2.66,18.53,211,2445,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.24,0
12.610,-4.69,12.50,12.24,25,26,18,19,100.0,13.05,5.43,12.35,1.55,on,12.38,199,1.000,0.0,0.00,0.00,2120,2097,78.8,3,0.00,7.31,113,106,1504,1298,1062,786,22.0,63.11,59.12,2.80,18.42,211,2467,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.637,-3.91,12.50,12.13,26,26,18,20,100.0,13.05,5.53,12.35,1.55,on,12.38,199,1.000,0.0,0.00,0.00,2034,2097,78.8,3,0.00,7.39,113,106,751,1298,725,786,22.0,63.87,72.86,2.70,18.66,211,2473,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.668,-3.91,12.50,12.13,26,26,18,20,100.0,13.05,5.62,12.19,1.58,on,12.38,199,1.000,0.0,0.00,0.00,2170,2097,78.8,3,0.00,7.39,113,106,751,871,725,727,22.0,64.91,73.20,2.70,19.17,211,2473,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.698,-3.91,12.50,12.15,26,27,19,20,100.0,13.05,5.75,12.19,1.57,on,12.22,199,1.000,0.0,0.00,0.00,2073,2097,78.8,3,-0.50,7.38,113,106,1929,871,1036,727,22.0,65.74,57.28,2.56,19.22,211,2475,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.716,-5.47,12.50,11.99,26,27,20,21,100.0,13.05,5.82,12.19,1.58,on,12.22,199,1.000,0.0,0.00,0.00,2033,2097,78.8,3,-0.50,7.92,113,106,1929,1051,1036,640,22.0,65.70,70.83,2.76,18.99,210,2476,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.740,-5.47,12.50,11.90,26,27,20,21,100.0,13.05,5.97,12.19,1.61,on,12.22,199,1.000,0.0,0.00,0.00,2015,2097,78.8,3,-0.50,7.92,113,106,826,1051,948,640,22.0,66.80,73.93,2.76,19.16,210,2490,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.756,-5.47,11.72,11.89,26,27,21,22,100.0,13.05,6.04,12.14,1.61,on,12.14,198,1.000,0.0,0.00,0.00,2063,2097,78.8,3,-1.00,8.00,113,106,826,1144,948,860,22.0,67.09,74.33,2.80,19.08,210,2502,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.783,-5.47,11.72,11.81,26,27,21,22,100.0,13.05,6.15,12.12,1.61,on,12.14,198,1.000,0.0,0.00,0.00,2056,2097,78.8,3,-1.00,8.00,113,106,768,1144,1113,860,22.0,68.01,72.52,2.80,19.67,210,2524,350.00,0,0,0,0,7.46,1.000,34.30,100.0,48.63,0
12.818,-6.25,9.38,11.85,26,27,22,23,100.0,13.05,6.25,12.12,1.62,on,12.14,198,1.000,0.0,0.00,0.00,2200,2097,78.8,3,-1.00,8.10,113,106,768,815,1113,553,22.0,68.60,60.43,2.58,19.41,210,2532,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
12.837,-7.03,7.81,11.77,27,27,24,23,100.0,13.05,6.29,12.12,1.61,on,12.14,198,1.000,0.0,0.00,0.00,2150,2097,78.8,3,-1.00,7.57,113,106,723,815,568,553,22.0,68.86,75.12,2.84,19.44,210,2533,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
12.861,-7.03,7.81,11.87,27,27,24,23,100.0,13.05,6.45,12.12,1.64,on,12.14,198,1.000,0.0,0.00,0.00,2040,2097,78.8,3,-1.00,7.57,113,106,723,546,568,632,22.0,70.50,75.51,2.84,19.96,210,2532,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
12.889,-5.47,6.25,11.91,27,27,25,24,100.0,13.05,6.50,12.06,1.64,on,12.10,198,1.000,0.0,0.00,0.00,2056,2097,78.8,3,-1.50,7.58,113,106,1080,546,1144,632,22.0,69.90,69.13,2.76,19.58,210,2537,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
12.915,-5.47,6.25,12.09,27,27,25,24,100.0,13.05,6.58,12.06,1.66,on,12.10,198,1.000,0.0,0.00,0.00,2009,2097,78.8,3,-1.50,7.58,113,106,1080,1635,1144,672,22.0,70.42,71.51,2.76,19.85,210,2541,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
12.940,-5.47,4.69,12.12,27,27,26,25,100.0,13.05,6.77,12.04,1.65,on,12.06,198,1.000,0.0,0.00,0.00,2006,2097,78.8,3,-1.50,8.14,113,106,765,1167,723,672,22.0,71.31,79.86,2.68,19.86,210,2568,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
12.964,-4.69,3.91,12.38,27,28,26,25,100.0,13.05,6.80,12.04,1.69,on,12.06,198,1.000,0.0,0.00,0.00,2095,2097,78.8,3,-1.50,7.67,113,106,1450,1167,723,856,22.0,71.30,72.52,2.96,19.92,210,2568,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
12.990,-4.69,3.91,12.42,27,28,26,25,100.0,13.05,6.94,11.99,1.71,on,12.02,198,1.000,0.0,0.00,0.00,2038,2097,78.8,3,-1.50,7.67,113,106,1450,884,573,856,22.0,72.99,75.12,2.96,20.41,210,2578,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
13.015,-2.34,3.12,12.37,27,28,26,26,100.0,13.05,7.06,11.99,1.69,on,12.02,198,1.000,0.0,0.00,0.00,2016,2097,78.8,3,-2.00,8.25,113,106,1143,884,993,835,22.0,72.77,79.86,2.70,20.06,210,2587,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.02,0
13.050,-3.12,2.34,12.41,27,28,27,26,100.0,13.05,7.16,11.99,1.71,on,12.02,198,1.000,0.0,0.00,0.00,2075,2097,78.8,3,-2.00,8.28,113,106,1143,854,993,978,22.0,73.74,81.11,2.88,20.49,211,2590,350.00,0,0,0,0,7.46,1.000,34.30,100.0,49.41,0
