Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+BigSF 91 v361 LWG.ptm - Realtime: Stage1+BigSF 91 v361 LWG.ptm]
3.517,-3.91,20.31,-0.25,14.19,0.00,-10.30,0.0,13.52,-9.71,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,415,438,71.8,0,5.50,0.45,124,0,2.06,2.17,0.70,3.35,199,0.0,16.50,704,0.00,5.18,0.000,-33.59,0.68,8.50,5.1,0,0.00,0
3.545,-3.91,20.31,-0.25,14.18,0.00,-10.30,0.0,13.52,-9.73,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,421,438,71.8,0,5.50,0.45,124,0,2.06,2.12,0.70,3.35,199,0.0,16.50,703,0.00,5.17,0.000,-33.59,0.68,8.50,5.1,0,0.00,0
3.580,-3.91,20.31,-0.25,14.20,0.00,-10.30,0.0,13.68,-9.72,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,412,438,71.8,0,6.00,0.45,124,0,2.06,2.14,0.70,3.35,199,0.0,16.50,703,0.00,5.16,0.000,-35.94,0.68,8.50,5.1,0,0.00,0
3.595,-3.91,20.31,-0.25,14.19,0.00,-10.30,0.0,13.68,-9.71,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,420,438,71.8,0,6.00,0.45,124,0,2.07,2.14,0.70,3.35,199,0.0,16.50,705,0.00,5.17,0.000,-35.16,0.68,8.50,5.1,0,0.00,0
3.623,-3.91,20.31,-0.25,14.18,0.00,-10.30,0.0,13.68,-9.71,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,0,6.00,0.45,124,0,2.07,2.14,0.70,3.35,199,0.0,16.50,706,0.00,5.16,0.000,-35.16,0.68,8.50,5.1,0,0.00,0
3.653,-3.91,20.31,-0.25,14.18,0.00,-10.30,0.0,13.60,-9.70,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,425,438,71.8,0,6.00,0.45,126,0,2.07,2.17,0.72,3.36,199,0.0,16.50,706,0.00,5.15,0.000,-35.94,0.68,8.50,5.1,0,0.00,0
3.684,-3.91,20.31,-0.25,14.20,0.00,-10.30,0.0,13.52,-9.70,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,415,438,71.8,0,6.00,0.45,124,0,2.07,2.10,0.70,3.36,199,0.0,16.50,705,0.00,5.15,0.000,-36.72,0.68,8.50,5.1,0,0.00,0
3.720,-3.91,20.31,-0.25,14.19,0.00,-10.30,0.0,13.52,-9.71,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,401,438,71.8,0,6.00,0.45,124,0,2.07,2.14,0.70,3.36,199,0.0,16.50,705,0.00,5.16,0.000,-36.72,0.68,8.50,5.1,0,0.00,0
3.750,-3.91,20.31,-0.25,14.19,0.00,-10.30,0.0,13.68,-9.70,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,420,438,71.8,0,6.00,0.45,126,0,2.08,2.17,0.70,3.36,199,0.0,16.50,706,0.00,5.16,0.000,-37.50,0.68,8.50,5.1,0,0.00,0
3.780,-3.91,20.31,-0.25,14.19,0.00,-10.30,0.0,13.60,-9.71,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,423,438,71.8,0,5.50,0.45,124,0,2.07,2.12,0.70,3.36,199,0.0,16.50,701,0.00,5.16,0.000,-37.50,0.68,8.50,5.1,0,0.00,0
3.810,-3.91,20.31,-0.25,14.18,0.00,-10.30,0.0,13.60,-9.72,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,413,438,71.8,0,6.00,0.45,124,0,2.07,2.12,0.72,3.36,199,0.0,16.50,703,0.00,5.15,0.000,-39.06,0.68,8.50,5.1,0,0.00,0
3.840,-3.91,20.31,-0.25,14.19,0.00,-10.30,0.0,13.60,-9.71,14.70,14.73,0.0,0.17,332.7,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,420,438,71.8,0,6.00,0.45,126,0,2.08,2.14,0.72,3.36,199,0.0,16.50,703,0.00,5.15,0.000,-39.06,0.68,8.50,5.1,0,0.00,0
3.873,-3.91,20.31,-0.25,14.18,0.00,-10.30,0.0,13.68,-9.70,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,415,438,71.8,0,6.00,0.45,124,0,2.07,2.12,0.72,3.36,199,0.0,16.50,700,0.00,5.16,0.000,-37.50,0.68,8.50,5.1,0,0.00,0
3.907,-4.69,20.31,-0.25,14.19,0.00,-10.30,0.0,13.68,-9.72,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,422,438,71.8,0,6.00,0.45,124,0,2.08,2.10,0.70,3.36,199,0.0,16.50,701,0.00,5.16,0.000,-35.16,0.68,8.50,5.1,0,0.00,0
3.923,-4.69,20.31,-0.25,14.18,0.00,-10.30,0.0,13.44,-9.71,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,405,438,71.8,0,6.00,0.45,124,0,2.07,2.07,0.72,3.36,199,0.0,16.50,698,0.00,5.16,0.000,-37.50,0.68,8.50,5.1,0,0.00,0
3.960,-4.69,20.31,-0.25,14.18,0.00,-10.30,0.0,13.68,-9.70,14.70,14.73,0.0,0.17,332.6,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,409,438,71.8,0,6.00,0.45,124,0,2.08,2.12,0.70,3.37,199,0.0,16.50,699,0.00,5.15,0.000,-38.28,0.68,8.50,5.1,0,0.00,0
3.982,-4.69,20.31,-0.25,14.19,0.00,-10.30,0.0,13.68,-9.70,14.70,14.73,0.0,0.17,332.6,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,406,438,71.8,0,6.00,0.45,124,0,2.08,2.10,0.70,3.37,199,0.0,16.50,699,0.00,5.14,0.000,-38.28,0.68,8.50,5.1,0,0.00,0
4.019,-4.69,20.31,-0.25,14.18,0.00,-10.30,0.0,13.68,-9.70,14.70,14.73,0.0,0.17,332.6,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,413,438,71.8,0,6.00,0.45,124,0,2.08,2.07,0.70,3.37,199,0.0,16.50,699,0.00,5.15,0.000,-34.38,0.68,8.50,5.1,0,0.00,0
4.037,-4.69,20.31,-0.25,14.19,0.00,-10.30,0.0,13.60,-9.69,14.70,14.73,0.0,0.17,332.6,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,413,438,71.8,0,6.00,0.45,124,0,2.08,2.12,0.70,3.37,199,0.0,16.50,699,0.00,5.15,0.000,-34.38,0.68,8.50,5.1,0,0.00,0
4.062,-4.69,20.31,-0.25,14.17,0.00,-10.30,0.0,13.60,-9.70,14.70,14.73,0.0,0.17,332.6,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,415,438,71.8,0,6.00,0.45,126,0,2.08,2.07,0.70,3.37,199,0.0,16.50,700,0.00,5.14,0.000,-34.38,0.68,8.50,5.1,0,0.00,0
4.090,-4.69,20.31,-0.25,14.19,0.00,-10.30,0.0,13.52,-9.69,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,0,6.00,0.45,124,0,2.08,2.14,0.70,3.37,199,0.0,16.50,700,0.00,5.15,0.000,-33.59,0.68,8.50,5.1,0,0.00,0
4.105,-4.69,20.31,-0.25,14.20,0.00,-10.30,0.0,13.52,-9.70,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,404,438,71.8,0,6.00,0.45,124,0,2.08,2.07,0.70,3.38,199,0.0,16.50,701,0.00,5.15,0.000,-33.59,0.68,8.50,5.1,0,0.00,0
4.134,-4.69,20.31,-0.25,14.17,0.00,-10.30,0.0,13.68,-9.69,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,409,438,71.8,0,6.00,0.45,126,0,2.08,2.12,0.70,3.38,199,0.0,16.50,702,0.00,5.13,0.000,-32.81,0.68,8.50,5.1,0,0.00,0
4.152,-4.69,20.31,-0.25,14.18,0.00,-10.30,0.0,13.60,-9.69,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,409,438,71.8,0,6.00,0.45,124,0,2.09,2.10,0.70,3.38,199,0.0,16.50,704,0.00,5.15,0.000,-33.59,0.68,8.50,5.1,0,0.00,0
4.180,-4.69,20.31,-0.25,14.19,0.00,-10.30,0.0,13.60,-9.69,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,0,6.00,0.45,126,0,2.09,2.12,0.70,3.38,199,0.0,16.50,703,0.00,5.13,0.000,-33.59,0.68,8.50,5.1,0,0.00,0
4.213,-5.47,20.31,-0.25,14.20,0.00,-10.30,0.0,13.52,-9.68,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,0,6.00,0.45,124,0,2.09,2.12,0.70,3.38,199,0.0,16.50,703,0.00,5.13,0.000,-35.16,0.68,8.50,5.1,0,0.00,0
4.228,-5.47,20.31,-0.25,14.18,0.00,-10.30,0.0,13.68,-9.69,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,417,438,71.8,0,6.00,0.45,126,0,2.09,2.07,0.70,3.38,199,0.0,16.50,703,0.00,5.14,0.000,-32.03,0.66,8.50,5.1,0,0.00,0
4.259,-5.47,20.31,-0.25,14.18,0.00,-10.30,0.0,13.68,-9.69,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,412,438,71.8,0,6.00,0.45,124,0,2.09,2.07,0.70,3.38,199,0.0,16.50,703,0.00,5.13,0.000,-32.03,0.66,8.50,5.1,0,0.00,0
4.286,-5.47,20.31,-0.25,14.19,0.00,-10.30,0.0,13.52,-9.69,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,419,438,71.8,0,6.00,0.45,124,0,2.09,2.03,0.68,3.38,199,0.0,16.50,704,0.00,5.14,0.000,-37.50,0.66,8.50,5.1,0,0.00,0
4.303,-5.47,20.31,-0.25,14.18,0.00,-10.30,0.0,13.52,-9.70,14.70,14.73,0.0,0.17,332.6,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,412,438,71.8,0,6.00,0.45,124,0,2.09,2.03,0.68,3.37,199,0.0,16.50,706,0.00,5.14,0.000,-37.50,0.66,8.50,5.1,0,0.00,0
4.341,-5.47,20.31,-0.25,14.19,0.00,-10.30,0.0,13.60,-9.70,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,420,438,71.8,0,5.50,0.45,124,0,2.09,2.05,0.68,3.36,199,0.0,16.50,706,0.00,5.14,0.000,-35.94,0.66,8.50,5.1,0,0.00,0
4.364,-5.47,20.31,-0.25,14.18,0.00,-10.30,0.0,13.60,-9.71,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,0,6.00,0.45,124,0,2.08,2.02,0.68,3.36,199,0.0,16.50,706,0.00,5.15,0.000,-34.38,0.66,8.50,5.1,0,0.00,0
4.394,-5.47,20.31,-0.25,14.19,0.00,-10.30,0.0,13.76,-9.72,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,418,438,71.8,0,6.00,0.45,126,0,2.08,1.98,0.68,3.35,199,0.0,16.50,708,0.00,5.15,0.000,-32.03,0.66,8.50,5.1,0,0.00,0
4.424,-5.47,20.31,-0.25,14.19,0.00,-10.30,0.0,13.76,-9.71,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,415,438,71.8,0,6.00,0.45,124,0,2.08,2.03,0.68,3.35,199,0.0,16.50,707,0.00,5.17,0.000,-32.03,0.66,8.50,5.1,0,0.00,0
4.440,-5.47,20.31,-0.25,14.18,0.00,-10.30,0.0,13.60,-9.73,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,405,438,71.8,0,5.50,0.45,124,0,2.07,1.98,0.68,3.35,199,0.0,16.50,704,0.00,5.16,0.000,-34.38,0.66,8.50,5.1,0,0.00,0
4.473,-5.47,20.31,-0.25,14.19,0.00,-10.30,0.0,13.60,-9.71,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,420,438,71.8,0,5.50,0.45,124,0,2.07,2.05,0.68,3.35,199,0.0,16.50,703,0.00,5.18,0.000,-34.38,0.66,8.50,5.1,0,0.00,0
4.488,-5.47,20.31,-0.25,14.21,0.00,-10.30,0.0,13.60,-9.73,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,409,438,71.8,0,6.00,0.45,124,0,2.08,2.03,0.70,3.34,199,0.0,16.50,707,0.00,5.18,0.000,-32.81,0.66,8.50,5.1,0,0.00,0
4.517,-5.47,20.31,-0.25,14.19,0.00,-10.30,0.0,13.68,-9.74,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,0,5.50,0.45,126,0,2.08,2.03,0.70,3.33,199,0.0,16.50,705,0.00,5.17,0.000,-32.81,0.66,8.50,5.1,0,0.00,0
4.549,-5.47,20.31,-0.25,14.20,0.00,-10.30,0.0,13.68,-9.73,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,413,438,71.8,0,5.50,0.45,124,0,2.08,2.05,0.70,3.33,199,0.0,16.50,704,0.00,5.18,0.000,-32.81,0.66,8.50,5.1,0,0.00,0
4.565,-6.25,20.31,-0.25,14.19,0.00,-10.30,0.0,13.44,-9.75,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,415,438,71.8,0,5.50,0.45,126,0,2.08,2.02,0.70,3.33,199,0.0,16.50,706,0.00,5.19,0.000,-43.75,0.68,8.50,5.1,0,0.00,0
4.601,-6.25,20.31,-0.25,14.20,0.00,-10.30,0.0,13.52,-9.74,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,407,438,71.8,0,5.50,0.45,124,0,2.07,2.10,0.70,3.33,199,0.0,16.50,705,0.00,5.19,0.000,-35.16,0.66,8.50,5.1,0,0.00,0
4.624,-6.25,20.31,-0.25,14.21,0.00,-10.30,0.0,13.52,-9.74,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,419,438,71.8,0,5.50,0.45,124,0,2.07,2.03,0.70,3.33,199,0.0,16.50,705,0.00,5.19,0.000,-35.16,0.66,8.50,5.1,0,0.00,0
4.649,-6.25,20.31,-0.25,14.21,0.00,-10.30,0.0,13.68,-9.74,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,413,438,71.8,0,5.50,0.45,126,0,2.07,2.07,0.70,3.33,199,0.0,16.50,705,0.00,5.19,0.000,-35.94,0.66,8.50,5.1,0,0.00,0
4.671,-6.25,20.31,-0.25,14.21,0.00,-10.30,0.0,13.68,-9.73,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,0,5.50,0.45,124,0,2.07,2.07,0.70,3.33,199,0.0,16.50,706,0.00,5.19,0.000,-35.94,0.66,8.50,5.1,0,0.00,0
4.708,-6.25,20.31,-0.25,14.22,0.00,-10.30,0.0,13.76,-9.75,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,0,5.50,0.45,124,0,2.07,2.03,0.70,3.33,199,0.0,16.50,704,0.00,5.19,0.000,-35.94,0.66,8.50,5.1,0,0.00,0
4.727,-6.25,20.31,-0.25,14.22,0.00,-10.30,0.0,13.60,-9.75,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,401,438,71.8,0,5.50,0.45,124,0,2.07,2.10,0.70,3.32,199,0.0,16.50,701,0.00,5.19,0.000,-36.72,0.66,8.50,5.1,0,0.00,0
4.752,-6.25,20.31,-0.25,14.21,0.00,-10.30,0.0,13.60,-9.74,14.70,14.73,0.0,0.17,332.5,15.95,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,420,438,71.8,0,5.50,0.45,124,0,2.06,2.07,0.70,3.32,199,0.0,16.50,699,0.00,5.20,0.000,-35.94,0.66,8.50,5.1,0,0.00,0
4.781,-6.25,20.31,-0.25,14.21,0.00,-10.30,0.0,13.60,-9.75,14.70,14.73,0.0,0.17,332.5,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,409,438,71.8,0,5.50,0.45,126,0,2.05,2.05,0.70,3.32,199,0.0,16.50,696,0.00,5.19,0.000,-35.94,0.66,8.50,5.1,0,0.00,0
4.796,-6.25,20.31,-0.25,14.24,0.00,-10.30,0.0,13.68,-9.74,14.70,14.73,0.0,0.17,332.5,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,419,438,71.8,0,6.00,0.44,126,0,2.05,2.10,0.68,3.32,199,0.0,16.50,695,0.00,5.19,0.000,-34.38,0.66,8.50,5.1,0,0.00,0
4.826,-6.25,20.31,-0.25,14.21,0.00,-10.30,0.0,13.68,-9.75,14.70,14.73,0.0,0.17,332.5,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,406,438,71.8,0,6.00,0.44,126,0,2.05,2.03,0.68,3.32,199,0.0,16.50,691,0.00,5.20,0.000,-34.38,0.66,8.50,5.1,0,0.00,0
4.857,-6.25,20.31,-0.25,14.22,0.00,-10.30,0.0,13.60,-9.74,14.70,14.73,0.0,0.17,332.5,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,405,438,71.8,0,6.00,0.44,126,0,2.05,2.14,0.70,3.32,199,0.0,16.50,688,0.00,5.18,0.000,-31.25,0.66,8.50,5.1,0,0.00,0
4.877,-6.25,20.31,-0.25,14.23,0.00,-10.30,0.0,13.60,-9.73,14.70,14.73,0.0,0.17,332.5,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,405,438,71.8,0,6.50,0.44,124,0,2.04,2.12,0.70,3.32,199,0.0,16.50,688,0.00,5.19,0.000,-22.66,0.66,8.50,5.1,0,0.00,0
4.903,-6.25,20.31,-0.25,14.25,0.00,-10.30,0.0,13.60,-9.74,14.70,14.73,0.0,0.17,332.5,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,397,438,71.8,0,6.50,0.44,126,0,2.04,2.12,0.70,3.33,199,0.0,16.50,688,0.00,5.19,0.000,-22.66,0.66,8.50,5.1,0,0.00,0
4.930,-6.25,20.31,-0.25,14.23,0.00,-10.30,0.0,13.76,-9.73,14.70,14.73,0.0,0.17,332.5,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,417,438,71.8,0,7.00,0.44,126,0,2.04,2.10,0.70,3.33,199,0.0,16.50,685,0.00,5.18,0.000,-28.91,0.68,8.50,5.1,0,0.00,0
4.961,-6.25,20.31,-0.25,14.22,0.00,-10.30,0.0,13.60,-9.74,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,399,438,71.8,0,7.00,0.44,126,0,2.04,2.07,0.70,3.34,199,0.0,16.50,684,0.00,5.18,0.000,-28.12,0.68,8.50,5.1,0,0.00,0
4.976,-6.25,20.31,-0.25,14.24,0.00,-10.30,0.0,13.60,-9.72,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,0,7.00,0.44,126,0,2.04,2.19,0.70,3.34,199,0.0,16.50,684,0.00,5.18,0.000,-28.12,0.68,8.50,5.1,0,0.00,0
5.003,-7.03,20.31,-0.25,14.24,0.00,-10.30,0.0,13.60,-9.73,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,404,438,71.8,0,7.00,0.44,126,0,2.05,2.14,0.72,3.34,199,0.0,16.50,685,0.00,5.18,0.000,-26.56,0.68,8.50,5.1,0,0.00,0
5.034,-7.03,20.31,-0.25,14.23,0.00,-10.30,0.0,13.76,-9.71,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,0,7.50,0.44,126,0,2.05,2.17,0.72,3.35,199,0.0,16.50,683,0.00,5.16,0.000,-24.22,0.68,8.50,5.1,0,0.00,0
5.066,-7.03,20.31,-0.25,14.23,0.00,-10.30,0.0,13.76,-9.70,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,0,7.50,0.44,124,0,2.05,2.17,0.72,3.35,199,0.0,16.50,683,0.00,5.16,0.000,-24.22,0.68,8.50,5.1,0,0.00,0
5.097,-7.03,20.31,-0.25,14.24,0.00,-10.30,0.0,13.60,-9.71,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,421,438,71.8,0,7.50,0.44,126,0,2.06,2.17,0.72,3.37,199,0.0,16.50,685,0.00,5.15,0.000,-27.34,0.68,8.50,5.1,0,0.00,0
5.117,-7.03,20.31,-0.25,14.24,0.00,-10.30,0.0,13.60,-9.69,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,408,438,71.8,0,7.50,0.44,126,0,2.06,2.28,0.74,3.38,199,0.0,16.50,685,0.00,5.14,0.000,-22.66,0.68,8.50,5.1,0,0.00,0
5.141,-7.03,20.31,-0.25,14.24,0.00,-10.30,0.0,13.60,-9.68,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,419,438,71.8,0,7.50,0.44,124,0,2.07,2.24,0.74,3.38,199,0.0,16.50,687,0.00,5.14,0.000,-22.66,0.68,8.50,5.1,0,0.00,0
5.171,-7.03,20.31,-0.25,14.24,0.00,-10.40,0.0,13.76,-9.68,14.70,14.73,0.0,0.18,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,418,438,71.8,0,7.50,0.44,124,0,2.07,2.28,0.74,3.40,199,0.0,17.00,687,0.00,5.12,0.000,-40.62,0.68,8.50,5.1,0,0.00,0
5.192,-7.03,20.31,-0.12,14.26,0.00,-10.30,0.0,13.76,-9.66,14.70,14.73,0.0,0.17,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,406,438,71.8,0,7.50,0.44,126,0,2.08,2.26,0.74,3.40,199,0.0,16.50,690,0.00,5.12,0.000,-35.16,0.68,8.50,5.1,0,0.00,0
5.227,-7.03,20.31,-0.12,14.24,0.00,-10.30,0.0,13.76,-9.67,14.70,14.73,0.0,0.17,332.4,15.81,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,0,7.50,0.44,126,0,2.08,2.26,0.74,3.41,199,0.0,16.50,691,0.00,5.11,0.000,-35.16,0.68,8.50,5.1,0,0.00,0
5.250,-7.03,20.31,-0.25,14.24,0.00,-10.30,0.0,13.60,-9.65,14.70,14.73,0.0,0.18,332.4,15.88,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,403,438,71.8,0,7.00,0.44,126,0,2.09,2.28,0.74,3.42,199,0.0,16.50,692,0.00,5.10,0.000,-32.03,0.68,8.50,5.1,0,0.00,0
5.280,-7.03,20.31,-0.12,14.25,0.00,-10.40,0.0,13.68,-9.65,14.70,14.73,0.0,0.17,332.4,15.81,190,1.000,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,422,438,71.8,0,7.00,0.44,126,0,2.09,2.21,0.72,3.42,199,0.0,16.50,693,0.00,5.11,0.000,-42.97,0.68,8.50,5.1,0,0.00,0
