Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volt (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Actual (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volt (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17032][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v361.ptm - Realtime: Stage1 91 v361.ptm]
119.136,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.68,-10.93,14.67,14.60,0.0,0.08,1107.2,12.54,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1025,438,71.8,6,16.50,1.67,66,3.89,3.78,1.00,2.15,212,0.0,29.00,2596,0.00,0.94,1.000,-31.25,3.05,6.7,70,0.00,0
119.163,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-10.95,14.67,14.60,0.0,0.08,1107.2,12.50,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1030,438,71.8,6,16.50,1.66,66,3.86,3.87,1.00,2.03,212,0.0,29.00,2585,0.00,0.97,1.000,-31.25,3.07,6.3,70,0.00,0
119.178,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-10.96,14.67,14.60,0.0,0.08,1107.2,12.50,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1030,438,71.8,6,16.50,1.65,66,3.85,3.73,1.00,2.16,212,0.0,29.00,2578,0.00,0.98,1.000,-32.03,3.07,6.3,70,0.00,0
119.206,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-10.95,14.67,14.60,0.0,0.08,1107.2,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1030,438,71.8,6,16.50,1.65,66,3.83,3.78,1.00,2.08,212,0.0,29.00,2574,0.00,0.96,1.000,-32.03,3.07,6.3,70,0.00,0
119.233,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.84,-10.96,14.67,14.60,0.0,0.08,1107.0,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1030,438,71.8,6,16.50,1.64,66,3.82,3.73,1.02,1.99,212,0.0,29.00,2570,0.00,0.96,1.000,-33.59,3.07,6.3,70,0.00,0
119.253,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.84,-10.97,14.67,14.60,0.0,0.08,1107.0,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1030,438,71.8,6,16.50,1.64,66,3.81,3.73,1.02,2.15,212,0.0,29.00,2564,0.00,0.98,1.000,-33.59,3.07,6.3,70,0.00,0
119.278,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-10.96,14.67,14.60,0.0,0.08,1107.0,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1035,438,71.8,6,16.50,1.64,66,3.80,3.78,1.00,2.08,212,0.0,29.00,2563,0.00,0.97,1.000,-39.84,3.06,6.3,69,0.00,0
119.307,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.84,-10.98,14.67,14.60,0.0,0.08,1107.0,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1035,438,71.8,6,16.50,1.64,66,3.80,3.73,1.00,1.99,212,0.0,29.00,2558,0.00,0.98,1.000,-38.28,3.06,6.3,69,0.00,0
119.334,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.84,-10.98,14.67,14.60,0.0,0.08,1107.0,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1035,438,71.8,6,16.50,1.64,66,3.77,3.82,1.00,2.13,212,0.0,29.00,2543,0.00,0.99,1.000,-38.28,3.06,6.3,69,0.00,0
119.348,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-10.98,14.67,14.60,0.0,0.08,1107.0,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1035,438,71.8,6,16.50,1.62,66,3.78,3.82,1.00,2.03,212,0.0,29.00,2541,0.00,0.97,1.000,-31.25,3.06,6.3,69,0.00,0
119.373,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-11.00,14.67,14.60,0.0,0.08,1107.0,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1040,438,71.8,6,16.50,1.62,66,3.77,3.82,1.00,2.00,212,0.0,29.00,2543,0.00,1.00,1.000,-31.25,3.06,6.3,69,0.00,0
119.403,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.84,-10.98,14.67,14.60,0.0,0.08,1106.8,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1040,438,71.8,6,16.50,1.63,66,3.77,3.60,0.98,2.13,212,0.0,29.00,2543,0.00,0.99,1.000,-30.47,3.06,6.3,68,0.00,0
119.431,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-10.99,14.67,14.60,0.0,0.08,1106.8,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1042,438,71.8,6,16.50,1.62,66,3.76,3.78,1.00,2.02,212,0.0,29.00,2537,0.00,0.99,1.000,-29.69,3.06,6.3,68,0.00,0
119.446,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.00,14.67,14.60,0.0,0.08,1106.8,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1040,438,71.8,6,16.50,1.62,66,3.76,3.69,1.00,2.01,212,0.0,29.00,2528,0.00,1.01,1.000,-29.69,3.05,6.3,68,0.00,0
119.484,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.00,14.67,14.60,0.0,0.08,1106.8,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1046,438,71.8,6,16.50,1.61,66,3.75,3.78,0.98,2.02,212,0.0,29.00,2519,0.00,0.99,1.000,-37.50,3.05,6.3,68,0.00,0
119.505,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.76,-11.01,14.67,14.60,0.0,0.08,1106.8,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1046,438,71.8,6,16.50,1.61,66,3.75,3.78,1.00,1.99,212,0.0,29.00,2519,0.00,1.01,1.000,-29.69,3.05,6.3,68,0.00,0
119.532,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.76,-11.00,14.67,14.60,0.0,0.08,1106.8,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1046,438,71.8,6,16.50,1.61,66,3.74,3.82,1.00,2.09,212,0.0,29.00,2513,0.00,1.00,1.000,-29.69,3.05,6.3,68,0.00,0
119.556,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.84,-11.02,14.67,14.60,0.0,0.08,1106.6,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1051,438,71.8,6,16.50,1.60,66,3.74,3.65,1.00,1.98,212,0.0,29.00,2500,0.00,1.01,1.000,-29.69,3.04,6.3,68,0.00,0
119.591,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-11.01,14.67,14.60,0.0,0.08,1106.6,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1051,438,71.8,6,11.50,1.59,66,3.73,3.60,0.98,2.01,212,0.0,29.00,2485,0.00,0.99,1.000,-25.00,3.04,6.3,67,0.00,0
119.617,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.76,-11.03,14.67,14.60,0.0,0.08,1106.6,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1051,438,71.8,6,11.50,1.59,66,3.73,3.69,1.00,1.98,212,0.0,29.00,2483,0.00,1.01,1.000,-31.25,3.04,6.3,67,0.00,0
119.646,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.76,-11.01,14.67,14.60,0.0,0.08,1106.6,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1051,438,71.8,6,11.50,1.59,66,3.73,3.65,1.00,2.06,212,0.0,29.00,2477,0.00,1.01,1.000,-31.25,3.04,6.3,67,0.00,0
119.674,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.03,14.67,14.60,0.0,0.08,1106.6,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1051,438,71.8,6,11.50,1.58,66,3.72,3.52,1.00,1.99,212,0.0,29.00,2472,0.00,1.00,1.000,-32.03,3.04,6.3,67,0.00,0
119.693,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.03,14.67,14.60,0.0,0.09,1106.6,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1056,438,71.8,6,11.50,1.58,66,3.72,3.52,1.00,1.99,212,0.0,29.00,2464,0.00,1.02,1.000,-32.03,3.04,6.3,67,0.00,0
119.717,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.05,14.67,14.60,0.0,0.09,1106.4,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1056,438,71.8,6,11.50,1.57,66,3.71,3.73,0.98,1.96,212,0.0,29.00,2448,0.00,1.01,1.000,-33.59,3.03,6.3,66,0.00,0
119.746,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-11.05,14.67,14.60,0.0,0.09,1106.4,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1056,438,71.8,6,11.50,1.56,66,3.71,3.69,0.98,2.05,212,0.0,29.00,2442,0.00,1.03,1.000,-34.38,3.03,6.3,66,0.00,0
119.774,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-11.05,14.67,14.60,0.0,0.09,1106.4,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1056,438,71.8,6,11.50,1.56,66,3.71,3.56,0.98,1.97,212,0.0,29.00,2434,0.00,1.01,1.000,-34.38,3.02,6.3,66,0.00,0
119.801,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.68,-11.05,14.67,14.60,0.0,0.09,1106.4,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1062,438,71.8,6,11.50,1.56,66,3.71,3.60,1.00,2.03,211,0.0,29.00,2434,0.00,1.02,1.000,-35.16,3.02,6.3,66,0.00,0
119.816,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-11.06,14.67,14.60,0.0,0.09,1106.4,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1062,438,71.8,6,11.50,1.55,66,3.70,3.65,0.98,1.98,211,0.0,29.00,2427,0.00,1.02,1.000,-35.16,3.02,6.3,66,0.00,0
119.851,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,14.00,-11.05,14.67,14.60,0.0,0.09,1106.4,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1063,438,71.8,6,11.50,1.55,66,3.70,3.65,0.98,2.01,211,0.0,29.00,2416,0.00,1.02,1.000,-35.16,3.02,6.3,66,0.00,0
119.881,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.07,14.67,14.60,0.0,0.09,1106.2,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1067,438,71.8,6,11.50,1.54,66,3.69,3.69,0.98,1.95,211,0.0,29.00,2407,0.00,1.02,1.000,-35.16,3.01,6.3,65,0.00,0
119.912,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.06,14.67,14.60,0.0,0.09,1106.2,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1072,438,71.8,6,11.50,1.54,66,3.69,3.69,0.98,1.99,211,0.0,29.00,2402,0.00,1.03,1.000,-34.38,3.01,6.3,65,0.00,0
119.926,0.00,0.00,3.38,22.20,0.00,-6.00,0.0,13.92,-11.08,14.67,14.60,0.0,0.09,1106.2,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1071,438,71.8,6,11.50,1.54,66,3.69,3.69,0.98,1.94,211,0.0,29.00,2405,0.00,1.02,1.000,-34.38,3.01,6.3,65,0.00,0
119.954,0.00,0.00,3.38,22.20,0.00,-6.01,0.0,13.84,-11.07,14.67,14.60,0.0,0.09,1106.2,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1072,438,71.8,6,11.50,1.54,66,3.68,3.69,0.98,1.98,211,0.0,29.00,2400,0.00,1.03,1.000,-35.16,3.01,6.3,65,0.00,0
119.984,0.00,0.00,3.38,22.20,0.00,-6.02,0.0,13.60,-11.08,14.67,14.60,0.0,0.09,1106.2,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1072,438,71.8,6,11.50,1.53,66,3.65,3.65,0.98,1.94,211,0.0,28.50,2387,0.00,1.06,1.000,-34.38,3.04,6.3,65,0.00,0
120.013,0.00,0.00,3.38,22.20,0.00,-6.05,0.0,13.60,-11.07,14.67,14.60,0.0,0.09,1106.2,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1072,438,71.8,6,11.50,1.53,66,3.63,3.48,0.98,1.97,211,0.0,28.50,2381,0.00,1.09,1.000,-34.38,3.06,6.3,65,0.00,0
120.033,0.00,0.00,3.38,22.20,0.00,-6.05,0.0,14.00,-11.09,14.67,14.60,0.0,0.09,1106.0,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1074,438,71.8,6,11.50,1.53,66,3.62,3.56,0.98,1.95,211,0.0,28.50,2383,0.00,1.09,1.000,-32.81,3.07,6.3,65,0.00,0
120.057,0.00,0.00,3.38,22.20,0.00,-6.06,0.0,13.92,-11.09,14.67,14.60,0.0,0.09,1106.0,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1078,438,71.8,6,11.50,1.52,66,3.60,3.43,0.96,1.97,211,0.0,28.50,2376,0.00,1.11,1.000,-32.03,3.08,6.3,64,0.00,0
120.095,0.00,0.00,3.38,22.20,0.00,-6.08,0.0,13.92,-11.09,14.67,14.60,0.0,0.09,1106.0,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1078,438,71.8,6,11.50,1.52,66,3.59,3.48,0.96,2.00,211,0.0,28.50,2372,0.00,1.14,1.000,-32.03,3.10,6.3,64,0.00,0
120.120,0.00,0.00,3.38,22.20,0.00,-6.09,0.0,13.92,-11.09,14.67,14.60,0.0,0.09,1106.0,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1079,438,71.8,6,11.50,1.51,66,3.58,3.56,0.96,1.93,211,0.0,28.50,2360,0.00,1.16,1.000,-31.25,3.12,6.3,64,0.00,0
120.150,0.00,0.00,3.38,22.20,0.00,-6.11,0.0,14.00,-11.10,14.67,14.60,0.0,0.09,1106.0,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1083,438,71.8,6,11.50,1.51,66,3.55,3.52,0.98,1.99,211,0.0,28.50,2354,0.00,1.19,1.000,-30.47,3.15,6.3,63,0.00,0
120.181,0.00,0.00,3.38,22.20,0.00,-6.13,0.0,14.00,-11.11,14.67,14.60,0.0,0.09,1106.0,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1083,438,71.8,6,11.50,1.51,66,3.54,3.60,0.98,1.93,211,0.0,28.50,2345,0.00,1.22,1.000,-30.47,3.18,6.3,63,0.00,0
120.209,0.00,0.00,3.38,22.20,0.00,-6.15,0.0,13.92,-11.10,14.67,14.60,0.0,0.09,1105.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1083,438,71.8,6,11.50,1.50,66,3.51,3.39,0.98,1.94,211,0.0,28.50,2335,0.00,1.26,1.000,-39.84,3.21,6.3,63,0.00,0
120.237,0.00,0.00,3.38,22.20,0.00,-6.17,0.0,13.68,-11.11,14.67,14.60,0.0,0.08,1105.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1083,438,71.8,6,11.50,1.49,66,3.50,3.43,0.98,1.93,211,0.0,28.50,2329,0.00,1.28,1.000,-32.81,3.22,6.3,63,0.00,0
120.266,0.00,0.00,3.38,22.20,0.00,-6.20,0.0,13.68,-11.12,14.67,14.60,0.0,0.08,1105.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1084,438,71.8,6,11.50,1.49,66,3.48,3.52,0.98,1.97,211,0.0,28.50,2322,0.00,1.33,1.000,-32.81,3.26,6.3,63,0.00,0
120.286,0.00,0.00,3.38,22.20,0.00,-6.22,0.0,13.76,-11.12,14.67,14.60,0.0,0.08,1105.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1088,438,71.8,6,11.50,1.49,66,3.45,3.39,0.98,1.94,211,0.0,28.50,2310,0.00,1.35,1.000,-30.47,3.28,6.3,63,0.00,0
120.311,0.00,0.00,3.38,22.20,0.00,-6.25,0.0,13.92,-11.12,14.67,14.60,0.0,0.08,1105.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1088,438,71.8,6,11.50,1.47,66,3.44,3.39,0.96,1.93,211,0.0,28.50,2302,0.00,1.40,1.000,-32.81,3.33,6.3,63,0.00,0
120.339,0.00,0.00,3.38,22.20,0.00,-6.25,0.0,13.92,-11.12,14.67,14.60,0.0,0.08,1105.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1088,438,71.8,6,11.50,1.48,66,3.46,3.48,0.96,1.93,211,0.0,28.50,2308,0.00,1.39,1.000,-30.47,3.32,6.3,62,0.00,0
120.367,0.00,0.00,3.38,22.20,0.00,-6.23,0.0,13.92,-11.13,14.67,14.60,0.0,0.08,1105.5,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1093,438,71.8,6,11.50,1.48,66,3.46,3.52,0.96,1.95,211,0.0,28.50,2306,0.00,1.38,1.000,-30.47,3.31,6.3,62,0.00,0
120.387,0.00,0.00,3.38,22.20,0.00,-6.25,0.0,14.00,-11.13,14.67,14.60,0.0,0.08,1105.5,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1094,438,71.8,6,11.50,1.47,66,3.43,3.52,0.98,1.93,211,0.0,28.50,2289,0.00,1.42,1.000,-25.00,3.34,5.9,62,0.00,0
120.411,0.00,0.00,3.38,22.20,0.00,-6.29,0.0,14.00,-11.12,14.67,14.60,0.0,0.08,1105.5,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1094,438,71.8,6,11.50,1.47,66,3.42,3.52,0.98,1.95,211,0.0,28.50,2285,0.00,1.44,1.000,-25.00,3.37,5.9,62,0.00,0
120.441,0.00,0.00,3.38,22.20,0.00,-6.30,0.0,13.92,-11.13,14.67,14.60,0.0,0.08,1105.5,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1094,438,71.8,6,11.50,1.46,66,3.44,3.56,0.96,1.93,211,0.0,28.50,2290,0.00,1.46,1.000,-31.25,3.39,5.9,62,0.00,0
120.461,0.00,0.00,3.38,22.20,0.00,-6.27,0.0,13.92,-11.12,14.67,14.60,0.0,0.08,1105.5,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1099,438,71.8,6,11.50,1.46,66,3.45,3.48,0.96,1.93,211,0.0,28.50,2288,0.00,1.43,1.000,-31.25,3.36,5.9,62,0.00,0
120.485,0.00,0.00,3.38,22.20,0.00,-6.30,0.0,13.92,-11.12,14.67,14.60,0.0,0.08,1105.5,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1099,438,71.8,6,11.50,1.46,66,3.41,3.39,0.96,1.93,211,0.0,28.50,2276,0.00,1.46,1.000,-32.81,3.39,5.9,62,0.00,0
120.524,0.00,0.00,3.38,22.20,0.00,-6.32,0.0,13.92,-11.13,14.67,14.60,0.0,0.08,1105.3,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1099,438,71.8,6,11.50,1.46,66,3.41,3.35,0.96,1.93,211,0.0,28.50,2268,0.00,1.50,1.000,-32.03,3.42,5.9,62,0.00,0
120.558,0.00,0.00,3.38,22.20,0.00,-6.35,0.0,14.00,-11.13,14.67,14.60,0.0,0.08,1105.3,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1099,438,71.8,6,11.50,1.45,66,3.39,3.43,0.96,1.93,211,0.0,28.50,2258,0.00,1.54,1.000,-32.03,3.47,5.9,61,0.00,0
120.594,0.00,0.00,3.38,22.20,0.00,-6.37,0.0,13.92,-11.13,14.67,14.60,0.0,0.08,1105.3,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1104,438,71.8,6,11.50,1.44,66,3.39,3.35,0.96,1.93,211,0.0,28.50,2252,0.00,1.56,1.000,-32.03,3.49,5.9,61,0.00,0
120.632,0.00,0.00,3.38,22.20,0.00,-6.37,0.0,13.92,-11.13,14.67,14.60,0.0,0.09,1105.3,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1104,438,71.8,6,11.50,1.44,66,3.38,3.48,0.94,1.93,211,0.0,28.50,2241,0.00,1.57,1.000,-29.69,3.50,5.9,61,0.00,0
120.646,0.00,0.00,3.38,22.20,0.00,-6.40,0.0,13.92,-11.13,14.67,14.60,0.0,0.09,1105.3,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1104,438,71.8,6,11.50,1.44,66,3.36,3.35,0.94,1.93,211,0.0,28.50,2231,0.00,1.60,1.000,-29.69,3.53,5.9,61,0.00,0
120.683,0.00,0.00,3.38,22.20,0.00,-6.45,0.0,13.92,-11.13,14.67,14.60,0.0,0.09,1105.1,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1105,438,71.8,6,11.50,1.43,66,3.36,3.35,0.96,1.93,211,0.0,28.50,2221,0.00,1.66,1.000,-30.47,3.59,5.9,60,0.00,0
120.697,0.00,0.00,3.38,22.20,0.00,-6.45,0.0,14.00,-11.13,14.67,14.60,0.0,0.09,1105.1,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1109,438,71.8,6,11.50,1.42,66,3.36,3.35,0.96,1.93,211,0.0,28.50,2218,0.00,1.67,1.000,-31.25,3.60,5.9,60,0.00,0
120.724,0.00,0.00,3.38,22.20,0.00,-6.45,0.0,14.00,-11.13,14.67,14.60,0.0,0.09,1105.1,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1106,438,71.8,6,11.50,1.42,66,3.37,3.26,0.96,1.93,211,0.0,28.50,2217,0.00,1.67,1.000,-31.25,3.60,5.9,60,0.00,0
120.754,0.00,0.00,3.38,22.20,0.00,-6.47,0.0,14.00,-11.13,14.67,14.60,0.0,0.09,1105.1,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1109,438,71.8,6,11.50,1.42,66,3.37,3.35,0.94,1.93,211,0.0,28.50,2216,0.00,1.68,1.000,-32.03,3.61,5.9,60,0.00,0
120.786,0.00,0.00,3.38,22.20,0.00,-6.49,0.0,14.00,-11.13,14.67,14.60,0.0,0.09,1105.1,12.46,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1109,438,71.8,6,11.50,1.42,66,3.35,3.39,0.94,1.93,211,0.0,28.50,2202,0.00,1.73,1.000,-32.03,3.66,5.9,60,0.00,0
120.806,0.00,0.00,3.38,22.20,0.00,-6.51,0.0,13.84,-11.13,14.67,14.60,0.0,0.09,1105.1,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1114,438,71.8,6,11.50,1.41,66,3.35,3.43,0.96,1.93,211,0.0,28.50,2196,0.00,1.74,1.000,-38.28,3.67,5.9,60,0.00,0
120.841,0.00,0.00,3.38,22.20,0.00,-6.52,0.0,13.84,-11.13,14.67,14.60,0.0,0.09,1104.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1115,438,71.8,6,11.50,1.41,66,3.37,3.31,0.96,1.93,211,0.0,28.50,2193,0.00,1.75,1.000,-31.25,3.67,5.9,60,0.00,0
120.867,0.00,0.00,3.38,22.20,0.00,-6.52,0.0,13.84,-11.13,14.67,14.60,0.0,0.09,1104.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1115,438,71.8,6,11.50,1.41,66,3.36,3.39,0.96,1.93,211,0.0,28.50,2187,0.00,1.76,1.000,-31.25,3.69,5.9,60,0.00,0
120.888,0.00,0.00,3.38,22.20,0.00,-6.53,0.0,13.60,-11.12,14.67,14.60,0.0,0.09,1104.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1115,438,71.8,6,11.50,1.40,66,3.36,3.43,0.96,1.93,211,0.0,28.50,2184,0.00,1.77,1.000,-32.03,3.70,5.9,59,0.00,0
120.917,0.00,0.00,3.38,22.20,0.00,-6.56,0.0,13.84,-11.13,14.67,14.60,0.0,0.09,1104.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1116,438,71.8,6,11.50,1.40,66,3.36,3.26,0.96,1.94,211,0.0,28.50,2174,0.00,1.80,1.000,-32.03,3.73,5.9,59,0.00,0
120.944,0.00,0.00,3.38,22.20,0.00,-6.57,0.0,13.84,-11.13,14.67,14.60,0.0,0.09,1104.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1120,438,71.8,6,11.50,1.40,66,3.35,3.31,0.96,1.93,211,0.0,28.50,2170,0.00,1.83,1.000,-32.03,3.75,5.9,59,0.00,0
120.958,0.00,0.00,3.38,22.20,0.00,-6.59,0.0,13.92,-11.12,14.67,14.60,0.0,0.09,1104.8,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1120,438,71.8,6,11.50,1.39,66,3.35,3.35,0.96,1.93,211,0.0,28.50,2167,0.00,1.84,1.000,-32.81,3.77,5.9,58,0.00,0
120.986,0.00,0.00,3.38,22.20,0.00,-6.59,0.0,13.92,-11.13,14.67,14.60,0.0,0.09,1104.5,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1120,438,71.8,6,11.50,1.39,66,3.35,3.31,0.96,1.94,211,0.0,28.50,2167,0.00,1.84,1.000,-35.16,3.77,5.9,58,0.00,0
121.013,0.00,0.00,3.38,22.20,0.00,-6.59,0.0,13.92,-11.13,14.67,14.60,0.0,0.09,1104.5,12.46,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1120,438,71.8,6,11.50,1.39,66,3.36,3.31,0.96,1.94,211,0.0,28.50,2166,0.00,1.84,1.000,-35.16,3.77,5.9,58,0.00,0
