Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
0.000,-10.16,10.16,15.62,0,0,-1,0,0.0,13.05,-9.81,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,415,438,71.8,3,11.00,0.36,109,115,0,0,0,0,22.0,2.22,2.28,0.74,3.26,204,848,0.00,0,0,0,0,66.57,0.000,2.70,5.5,0.00,0
0.011,-10.16,10.16,15.60,0,0,-1,0,0.0,13.05,-9.82,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,411,438,71.8,3,11.00,0.36,109,115,0,0,0,0,22.0,2.22,2.31,0.74,3.26,204,850,0.00,0,0,0,0,66.57,0.000,2.71,5.5,0.00,0
0.024,-10.16,10.16,15.63,0,0,-1,0,0.0,13.05,-9.82,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,408,438,71.8,3,11.00,0.36,109,115,0,0,0,0,22.0,2.22,2.26,0.74,3.25,204,851,0.00,0,0,0,0,66.57,0.000,2.71,5.5,0.00,0
0.028,-10.16,10.16,15.65,0,0,-1,0,0.0,13.05,-9.81,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,409,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.21,0.74,3.25,204,854,0.00,0,0,0,0,66.58,0.000,2.72,5.5,0.00,0
0.054,-10.16,10.16,15.65,0,0,-1,0,0.0,13.05,-9.82,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,414,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.21,0.74,3.25,204,855,0.00,0,0,0,0,66.58,0.000,2.72,5.5,0.00,0
0.058,-10.16,10.16,15.62,0,0,-1,0,0.0,13.05,-9.82,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,419,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.26,0.72,3.25,204,855,0.00,0,0,0,0,66.58,0.000,2.72,5.5,0.00,0
0.063,-10.16,10.16,15.67,0,0,-1,0,0.0,13.05,-9.83,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,405,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.33,0.72,3.25,204,854,0.00,0,0,0,0,66.58,0.000,2.72,5.5,0.00,0
0.087,-9.38,10.16,15.64,0,0,-1,0,0.0,13.05,-9.83,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,414,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.40,0.76,3.24,204,853,0.00,0,0,0,0,66.58,0.000,2.71,5.5,0.00,0
0.114,-9.38,10.16,15.66,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,419,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.28,0.76,3.25,204,853,0.00,0,0,0,0,66.58,0.000,2.71,5.5,0.00,0
0.138,-9.38,10.16,15.67,0,0,-1,0,0.0,13.05,-9.82,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,424,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.33,0.76,3.25,204,852,0.00,0,0,0,0,66.58,0.000,2.71,5.5,0.00,0
0.163,-9.38,10.16,15.64,0,0,-1,0,0.0,13.05,-9.82,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,425,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.22,2.35,0.76,3.24,204,851,0.00,0,0,0,0,66.58,0.000,2.71,5.5,0.00,0
0.178,-9.38,10.16,15.67,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,411,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.35,0.76,3.24,204,852,0.00,0,0,0,0,66.58,0.000,2.71,5.5,0.00,0
0.215,-9.38,10.16,15.66,0,0,-1,0,0.0,13.05,-9.83,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,421,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.23,2.38,0.76,3.24,204,855,0.00,0,0,0,0,66.58,0.000,2.71,5.5,0.00,0
0.263,-8.59,10.16,15.69,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,423,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.24,2.33,0.76,3.24,204,857,0.00,0,0,0,0,66.58,0.000,2.72,5.5,0.00,0
0.333,-8.59,10.16,15.69,0,0,-1,0,0.0,13.05,-9.85,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,410,438,71.8,2,10.50,0.36,111,115,0,0,0,0,22.0,2.24,2.38,0.76,3.23,204,857,0.00,0,0,0,0,66.57,0.000,2.72,5.5,0.00,0
0.382,-8.59,10.16,15.65,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,421,438,71.8,2,10.50,0.37,111,115,0,0,0,0,22.0,2.25,2.35,0.76,3.24,204,858,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.421,-8.59,10.16,15.64,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,414,438,71.8,2,10.50,0.37,111,115,0,0,0,0,22.0,2.25,2.31,0.76,3.24,204,859,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.426,-8.59,10.16,15.63,0,0,-1,0,0.0,13.05,-9.85,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,419,438,71.8,2,10.00,0.37,111,115,0,0,0,0,22.0,2.25,2.33,0.76,3.24,204,860,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.451,-8.59,10.16,15.66,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,424,438,71.8,2,10.00,0.37,111,115,0,0,0,0,22.0,2.25,2.33,0.76,3.24,204,859,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.465,-8.59,10.16,15.64,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,425,438,71.8,2,10.50,0.37,111,115,0,0,0,0,22.0,2.25,2.45,0.76,3.23,204,857,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.501,-7.81,10.16,15.65,0,0,-1,-1,0.0,13.05,-9.85,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,418,438,71.8,2,10.50,0.37,111,115,0,0,0,0,22.0,2.25,2.52,0.78,3.23,204,857,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.537,-7.81,10.16,15.67,0,0,-1,0,0.0,13.05,-9.84,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,424,438,71.8,2,10.50,0.37,111,115,0,0,0,0,22.0,2.26,2.58,0.80,3.24,204,857,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.578,-7.81,10.16,15.67,0,0,-1,0,0.0,13.05,-9.82,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,428,438,71.8,2,10.50,0.37,111,115,0,0,0,0,22.0,2.26,2.61,0.80,3.24,204,859,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.604,-7.81,10.16,15.65,0,0,-1,0,0.0,13.05,-9.83,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,418,438,71.8,2,10.50,0.37,111,115,0,0,0,0,22.0,2.28,2.58,0.80,3.25,204,861,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.645,-7.81,10.16,15.66,0,0,-1,0,0.0,13.05,-9.81,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,421,438,71.8,2,10.00,0.37,111,115,0,0,0,0,22.0,2.28,2.52,0.80,3.27,204,862,0.00,0,0,0,0,66.57,0.000,2.74,5.5,0.00,0
0.691,-7.81,10.16,15.60,0,0,-1,0,0.0,13.05,-9.80,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,424,438,71.8,2,10.00,0.37,111,115,0,0,0,0,22.0,2.29,2.35,0.78,3.27,204,864,0.00,0,0,0,0,66.57,0.000,2.74,5.5,0.00,0
0.717,-7.81,10.16,15.63,0,0,-1,0,0.0,13.05,-9.81,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,410,438,71.8,2,10.00,0.37,111,115,0,0,0,0,22.0,2.29,2.45,0.78,3.28,204,861,0.00,0,0,0,0,66.57,0.000,2.74,5.5,0.00,0
0.750,-7.81,10.16,15.65,0,0,-1,0,0.0,13.05,-9.81,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,411,438,71.8,2,10.00,0.37,111,115,0,0,0,0,22.0,2.28,2.55,0.78,3.27,204,859,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.782,-7.81,10.16,15.58,0,0,-1,0,0.0,13.05,-9.79,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,428,438,71.8,0,10.00,0.37,111,115,0,0,0,0,22.0,2.28,2.45,0.78,3.27,204,859,0.00,0,0,0,0,66.57,0.000,2.73,5.5,0.00,0
0.793,-7.81,10.16,15.59,0,0,-1,-1,0.0,13.05,-9.79,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,418,438,71.8,1,10.00,0.37,111,115,0,0,0,0,22.0,2.29,2.35,0.76,3.28,204,862,0.00,0,0,0,0,66.57,0.000,2.74,5.5,0.00,0
0.822,-7.03,10.16,15.61,0,0,-1,-1,0.0,13.05,-9.79,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,421,438,71.8,1,10.00,0.37,111,115,0,0,0,0,22.0,2.30,2.31,0.74,3.28,204,865,0.00,0,0,0,0,66.57,0.000,2.75,5.5,0.00,0
0.856,-7.03,10.16,15.59,0,0,-1,-1,0.0,13.05,-9.80,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,424,438,71.8,1,10.00,0.37,111,115,0,0,0,0,22.0,2.31,2.24,0.74,3.28,204,867,0.00,0,0,0,0,66.57,0.000,2.75,5.5,0.00,0
0.881,-7.03,10.16,15.57,0,0,-1,-1,0.0,13.05,-9.80,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,410,438,71.8,1,10.00,0.37,111,115,0,0,0,0,22.0,2.31,2.21,0.74,3.28,204,869,0.00,0,0,0,0,66.57,0.000,2.75,5.5,0.00,0
0.922,-7.03,10.16,15.61,0,0,-1,-1,0.0,13.05,-9.80,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,417,438,71.8,1,10.00,0.37,111,115,0,0,0,0,22.0,2.32,2.28,0.74,3.29,204,874,0.00,0,0,0,0,66.57,0.000,2.76,5.5,0.00,0
0.937,-7.03,10.16,15.58,0,0,-1,-1,0.0,13.05,-9.80,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,407,438,71.8,1,9.50,0.37,109,115,0,0,0,0,22.0,2.32,2.35,0.76,3.28,204,874,0.00,0,0,0,0,66.57,0.000,2.77,5.5,0.00,0
0.977,-7.03,10.16,15.55,0,0,-1,-1,0.0,13.05,-9.79,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,419,438,71.8,1,9.50,0.37,111,115,0,0,0,0,22.0,2.33,2.40,0.76,3.28,204,877,0.00,0,0,0,0,66.57,0.000,2.77,5.5,0.00,0
1.014,-7.03,10.16,15.57,0,0,-1,-1,0.0,13.05,-9.80,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,406,438,71.8,1,9.50,0.37,111,115,0,0,0,0,22.0,2.33,2.38,0.76,3.28,204,879,0.00,0,0,0,0,66.57,0.000,2.77,5.5,0.00,0
1.054,-7.03,10.16,15.57,0,0,-1,-1,0.4,13.05,-9.80,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,426,438,71.8,1,9.50,0.37,111,115,0,0,0,0,22.0,2.34,2.31,0.76,3.28,204,880,0.00,0,0,0,0,66.57,0.000,2.78,5.5,0.00,0
1.139,-7.03,10.16,15.53,0,0,-1,-1,12.9,13.05,-9.79,14.85,0.16,on,14.87,194,1.000,0.0,0.00,0.00,467,531,71.8,1,9.00,0.38,111,115,0,0,1,0,22.0,2.40,2.92,0.74,3.26,204,879,39.75,0,0,0,0,66.57,0.000,23.40,8.7,0.00,0
1.144,-7.03,10.16,15.54,0,0,-1,0,20.4,13.05,-9.52,14.85,0.18,on,14.87,194,1.000,0.0,0.00,0.00,478,531,71.8,1,8.00,0.37,111,115,0,0,1,0,22.0,2.74,9.44,0.90,3.34,204,875,62.54,0,0,0,0,66.57,0.000,30.38,16.1,0.00,0
1.172,-6.25,10.16,15.53,0,0,-1,0,21.6,13.05,-8.73,14.85,0.26,on,14.87,194,1.000,0.0,0.00,0.00,459,478,71.8,1,8.50,0.75,111,115,0,0,1,0,22.0,4.10,29.13,1.58,5.31,204,878,65.46,0,0,0,0,66.57,0.000,31.73,24.4,0.00,0
1.202,-7.03,10.16,15.49,0,0,-1,-1,21.6,13.05,-7.32,14.85,0.38,on,14.87,194,1.000,0.0,0.00,0.00,460,677,71.8,1,9.50,0.75,111,115,0,0,1,0,22.0,5.85,35.65,2.16,8.24,204,884,66.43,0,0,0,0,66.57,0.000,31.79,22.8,0.00,0
1.244,-6.25,10.16,15.54,0,0,-1,-1,22.4,13.05,-5.78,14.85,0.47,on,14.87,194,1.000,0.0,0.00,0.00,554,849,71.8,1,10.00,0.77,111,115,0,0,1,0,22.0,7.45,31.86,2.08,10.13,204,904,67.80,0,0,0,0,66.58,0.000,31.94,24.4,0.00,0
1.259,-6.25,10.16,15.48,0,0,-2,-1,23.9,13.05,-4.03,14.85,0.53,on,14.87,194,1.000,0.0,0.00,0.00,786,1048,71.8,1,-2.00,0.82,111,115,0,0,0,0,22.0,8.74,26.50,1.92,11.40,204,957,72.66,0,0,0,0,66.58,0.000,32.42,27.2,0.78,0
1.295,-6.25,10.16,15.42,0,0,-2,-2,25.1,13.05,-2.56,14.85,0.58,on,14.87,194,1.000,0.0,0.00,0.00,940,1141,71.8,1,-1.50,1.28,111,115,0,0,0,0,22.0,9.69,21.48,1.78,12.20,204,998,76.19,0,0,0,0,66.58,0.000,32.84,27.6,1.18,0
1.324,-6.25,10.16,15.57,0,0,-2,-2,25.5,13.05,-1.94,14.85,0.60,on,14.87,194,1.000,0.0,0.00,0.00,935,1141,71.8,1,-1.50,1.28,111,115,0,0,0,0,22.0,10.27,19.46,1.78,12.21,204,1029,77.74,0,0,0,0,66.58,0.000,33.01,27.6,1.18,0
1.355,-5.47,10.16,15.72,0,0,-3,-4,25.9,13.05,-1.69,14.85,0.61,on,14.87,194,1.000,0.0,0.00,0.00,1058,1234,71.8,1,-1.00,1.33,109,115,0,0,0,0,22.0,10.37,17.90,1.62,12.21,204,1027,78.72,0,0,0,0,66.58,0.000,33.18,27.6,1.18,0
1.392,-4.69,10.16,16.27,0,0,-4,-5,25.9,13.05,-1.32,14.85,0.60,on,14.87,194,1.000,0.0,0.00,0.00,1187,1234,71.8,1,-0.50,1.32,109,115,0,0,0,0,22.0,10.46,15.53,1.58,12.34,204,1032,78.91,0,0,0,0,66.58,0.000,33.22,27.6,1.57,0
1.406,-4.69,10.16,16.59,0,0,-4,-5,25.9,13.05,-1.08,14.85,0.60,on,14.87,194,1.000,0.0,0.00,0.00,1207,1234,71.8,1,-0.50,1.32,111,115,0,0,0,0,22.0,11.19,14.29,1.58,12.43,204,1090,79.09,0,0,0,0,66.57,0.000,33.24,27.6,1.57,0
1.441,-2.34,10.16,17.58,0,0,-6,-7,25.9,13.05,-0.96,14.85,0.62,on,14.87,194,1.000,0.0,0.00,0.00,1187,1234,71.8,1,0.50,1.44,109,115,7,0,0,0,22.0,11.78,14.03,1.48,12.46,204,1142,79.09,0,0,0,0,66.57,0.000,33.24,27.2,1.57,0
1.465,-0.78,10.16,17.76,0,0,-7,-9,25.9,13.05,-0.86,14.85,0.61,on,14.87,194,1.000,0.0,0.00,0.00,1206,1247,71.8,1,13.00,1.56,109,117,7,0,15,0,22.0,12.57,14.55,1.54,12.43,204,1216,79.30,0,0,0,0,66.58,0.000,33.26,27.6,5.49,0
1.495,-0.78,10.16,18.93,0,0,-7,-9,25.9,13.05,-0.80,14.85,0.60,on,14.87,194,1.000,0.0,0.00,0.00,1269,1247,71.8,1,13.00,1.56,111,117,7,16,15,0,22.0,13.36,14.67,1.54,12.39,204,1335,79.30,0,0,0,0,66.58,0.000,33.26,27.6,5.49,0
1.510,3.12,10.16,19.31,1,0,-10,-11,26.3,13.05,-0.80,14.85,0.62,on,14.87,194,1.000,0.0,0.00,0.00,1302,1247,71.8,1,14.50,1.74,109,117,7,16,15,15,22.0,14.09,14.82,1.54,12.33,204,1357,79.68,0,0,0,0,66.58,0.000,33.28,26.0,5.49,0
1.541,3.12,10.16,19.37,1,0,-10,-11,26.3,13.05,-0.80,14.70,0.62,on,14.87,194,1.000,0.0,0.00,0.00,1238,1247,71.8,1,14.50,1.74,109,117,92,16,15,15,22.0,14.76,14.16,1.54,12.26,204,1425,79.89,0,0,0,0,66.57,0.000,33.30,26.0,5.49,0
1.571,4.69,10.16,18.92,3,0,-12,-14,26.3,13.05,-0.81,14.70,0.60,on,14.70,194,1.000,0.0,0.00,0.00,1297,1155,71.8,1,16.50,1.90,109,115,92,122,163,15,22.0,15.92,14.29,1.52,12.21,204,1537,80.08,0,0,0,0,66.58,0.000,33.33,25.6,5.49,0
1.601,3.91,10.16,18.58,5,1,-15,-17,26.3,13.05,-0.87,14.70,0.61,on,14.70,194,1.000,0.0,0.00,0.00,1276,1261,71.8,1,17.50,2.03,111,115,92,122,163,118,22.0,16.82,16.54,1.62,12.17,204,1619,80.28,0,0,0,0,66.58,0.000,33.33,25.6,5.49,0
1.627,3.12,10.16,18.30,7,1,-18,-20,26.7,13.05,-0.90,14.70,0.62,on,14.70,194,1.000,0.0,0.00,0.00,1294,1261,71.8,1,18.50,2.15,109,115,427,122,323,118,22.0,17.55,17.13,1.66,12.15,204,1678,81.04,0,0,0,0,66.58,0.000,33.37,26.0,5.49,0
1.661,3.12,10.16,17.96,7,1,-18,-20,26.7,13.05,-0.96,14.70,0.62,on,14.70,194,1.000,0.0,0.00,0.00,1270,1261,71.8,1,18.50,2.15,111,115,427,267,323,385,22.0,18.60,18.68,1.66,12.04,204,1767,80.86,0,0,0,0,66.59,0.000,33.37,26.0,5.49,0
1.686,3.12,10.16,17.69,7,2,-19,-20,26.7,13.05,-0.96,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1231,1261,71.8,0,19.50,2.26,109,115,533,267,416,385,22.0,19.12,18.21,1.68,12.08,204,1808,81.25,0,0,0,0,66.59,0.000,33.38,26.0,5.49,0
1.714,2.34,10.16,17.50,8,2,-19,-21,26.7,13.05,-0.97,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1251,1261,71.8,0,19.50,2.34,109,115,533,438,416,370,22.0,19.48,19.30,1.68,12.02,204,1853,81.04,0,0,0,0,66.59,0.000,33.38,26.0,5.49,0
1.745,1.56,10.16,17.23,8,3,-20,-21,26.7,13.05,-1.02,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1294,1261,71.8,0,20.50,2.39,109,115,714,438,416,370,22.0,19.69,19.92,1.72,11.98,204,1870,80.86,0,0,0,0,66.59,0.000,33.37,26.0,5.49,0
1.771,1.56,10.16,17.05,8,3,-20,-21,26.7,13.05,-1.02,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1329,1261,71.8,0,20.50,2.39,109,115,714,453,357,370,22.0,20.01,19.92,1.72,11.97,204,1898,80.86,0,0,0,0,66.59,0.000,33.37,26.0,5.49,0
1.806,0.78,10.16,16.67,8,4,-20,-20,26.3,13.05,-1.00,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1223,1261,71.8,1,20.00,2.44,109,115,405,453,357,295,22.0,20.22,20.23,1.72,12.06,204,1913,80.08,0,0,0,0,66.60,0.000,33.35,26.0,5.49,0
1.831,0.78,10.16,16.37,9,4,-19,-19,26.3,13.05,-1.02,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1287,1261,71.8,1,20.50,2.46,109,115,405,511,316,295,22.0,20.27,20.23,1.74,12.02,204,1921,79.89,0,0,0,0,66.60,0.000,33.33,25.6,5.49,0
1.846,0.78,10.16,16.25,9,4,-19,-19,26.3,13.05,-1.04,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1224,1261,71.8,1,20.50,2.46,109,115,405,511,316,267,22.0,20.14,21.79,1.74,11.99,204,1913,79.68,0,0,0,0,66.61,0.000,33.30,25.6,5.49,0
1.882,0.00,10.16,16.08,10,5,-18,-18,25.9,13.05,-1.02,14.70,0.64,on,14.70,194,1.000,0.0,0.00,0.00,1210,1261,71.8,1,20.50,2.44,109,115,297,511,448,267,22.0,19.95,18.37,1.74,12.05,204,1882,79.68,0,0,0,0,66.61,0.000,33.33,25.6,5.49,0
1.927,-0.78,10.16,15.84,10,6,-16,-17,25.9,13.05,-0.97,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1215,1261,71.8,1,20.00,2.40,109,115,478,572,448,237,22.0,19.37,21.94,1.72,12.10,204,1855,79.09,0,0,0,0,66.61,0.000,33.24,25.6,5.49,0
1.949,-0.78,10.16,15.71,11,7,-14,-15,26.3,13.05,-0.96,14.70,0.64,on,14.70,194,1.000,0.0,0.00,0.00,1182,1261,71.8,1,20.00,2.35,109,115,478,572,798,237,22.0,19.21,21.79,1.80,12.08,204,1808,79.49,0,0,0,0,66.62,0.000,33.26,25.6,5.49,0
1.984,-0.78,10.16,15.65,11,7,-14,-15,25.9,13.05,-0.94,14.70,0.65,on,14.70,194,1.000,0.0,0.00,0.00,1207,1367,71.8,1,20.00,2.35,109,115,478,660,798,385,22.0,18.47,21.32,1.80,12.16,204,1754,79.49,0,0,0,0,66.62,0.000,33.28,25.6,5.49,0
2.011,-0.78,10.16,15.61,11,7,-12,-13,25.9,13.05,-0.91,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1253,1261,71.8,1,19.50,2.25,109,115,545,660,697,385,22.0,17.88,19.92,1.74,12.22,204,1692,78.71,0,0,0,0,66.62,0.000,33.20,25.6,5.49,0
2.027,-0.78,10.16,15.56,12,8,-10,-12,26.3,13.05,-0.86,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1281,1261,71.8,1,19.50,2.14,109,115,545,359,697,385,22.0,17.36,20.23,1.68,12.31,204,1659,80.06,0,0,0,0,66.62,0.000,33.20,25.2,5.10,0
2.059,-0.78,10.16,15.57,12,8,-10,-12,27.1,13.05,-0.84,14.70,0.63,on,14.70,194,1.000,0.0,0.00,0.00,1272,1261,71.8,1,19.50,2.14,109,115,545,359,697,296,22.0,17.28,19.92,1.68,12.27,204,1651,83.16,0,0,0,0,66.62,0.000,33.45,25.2,5.10,0
2.074,-0.78,10.16,15.58,12,9,-9,-11,28.2,13.05,-0.78,14.70,0.64,on,14.70,194,1.000,0.0,0.00,0.00,1276,1367,71.8,1,19.50,2.10,109,115,368,359,389,296,22.0,16.94,21.79,1.66,12.26,204,1615,85.91,0,0,0,0,66.63,0.000,33.54,27.2,5.88,0
2.113,-0.78,10.16,15.63,12,10,-9,-10,27.8,13.05,-0.70,14.70,0.65,on,14.70,194,1.000,0.0,0.00,0.00,1288,1354,71.8,1,19.00,2.01,109,115,368,327,389,296,22.0,16.47,21.48,1.76,12.48,204,1534,84.94,0,0,0,0,66.63,0.000,33.52,27.2,5.88,0
2.138,-0.78,10.16,15.69,12,10,-9,-10,27.5,13.05,-0.65,14.70,0.68,on,14.70,194,1.000,0.0,0.00,0.00,1328,1354,71.8,1,19.00,2.01,109,115,368,327,389,309,22.0,16.49,20.23,1.76,12.55,204,1448,84.35,0,0,0,0,66.62,0.000,33.50,27.2,5.88,0
2.169,0.00,10.16,15.71,12,10,-9,-9,27.8,13.05,-0.56,14.70,0.68,on,14.70,194,1.000,0.0,0.00,0.00,1375,1354,71.8,1,18.00,1.85,109,115,259,327,832,309,22.0,14.98,18.52,1.74,12.59,204,1384,84.55,0,0,0,0,66.63,0.000,33.50,27.2,5.88,0
2.188,0.78,10.16,15.76,13,11,-9,-9,27.8,13.05,-0.49,14.70,0.66,on,14.70,194,1.000,0.0,0.00,0.00,1405,1354,71.8,1,17.50,1.72,109,115,259,373,832,309,22.0,14.45,18.68,1.66,12.65,204,1334,85.14,0,0,0,0,66.63,0.000,33.50,27.6,5.88,0
2.210,0.78,10.16,15.82,13,11,-9,-9,28.2,13.05,-0.44,14.70,0.66,on,14.70,194,1.000,0.0,0.00,0.00,1342,1354,71.8,1,17.50,1.72,109,115,259,373,832,268,22.0,14.30,16.83,1.66,12.70,204,1312,85.91,0,0,0,0,66.63,0.000,33.52,27.6,5.88,0
2.240,0.78,10.16,15.83,13,12,-9,-9,28.6,13.05,-0.41,14.70,0.65,on,14.70,194,1.000,0.0,0.00,0.00,1360,1354,71.8,1,16.50,1.68,109,115,375,373,832,268,22.0,14.45,17.44,1.58,12.73,204,1324,87.09,0,0,0,0,66.63,0.000,33.59,28.3,6.27,0
2.271,1.56,10.16,15.81,13,12,-10,-9,30.6,13.05,-0.37,14.70,0.66,on,14.70,194,1.000,0.0,0.00,0.00,1336,1340,71.8,1,16.50,1.75,109,115,375,373,626,268,22.0,14.99,16.83,1.62,12.73,204,1367,93.51,0,0,0,0,66.63,0.000,33.73,31.1,6.67,0
2.286,1.56,10.16,15.81,13,12,-10,-9,33.3,13.05,-0.34,14.70,0.65,on,14.70,194,1.000,0.0,0.00,0.00,1313,1340,71.8,1,16.50,1.75,109,115,375,1144,626,268,22.0,16.42,18.99,1.62,12.76,204,1465,101.49,0,0,0,0,66.63,0.000,34.11,31.1,6.67,0
2.322,1.56,10.16,15.83,13,12,-11,-10,36.5,13.05,-0.28,14.70,0.66,on,14.70,194,1.000,0.0,0.00,0.00,1387,1407,71.8,1,17.00,1.90,109,115,945,1144,626,442,22.0,18.63,19.77,1.70,12.80,204,1617,111.03,0,0,0,0,66.63,0.000,34.28,36.2,7.84,0
