Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
46.462,-3.12,11.72,14.73,13,13,-9,-10,29.0,13.05,0.62,14.80,0.76,on,14.82,194,1.000,0.0,0.00,0.00,1476,1553,71.8,6,15.00,2.89,109,120,730,591,461,473,22.0,24.46,26.17,1.88,13.66,207,1932,88.56,0,0,0,0,66.67,0.000,33.65,28.0,6.27,0
46.477,-3.12,11.72,14.80,13,13,-9,-10,29.0,13.05,0.60,14.80,0.76,on,14.82,194,1.000,0.0,0.00,0.00,1515,1553,71.8,6,15.00,2.89,109,120,730,591,865,473,22.0,24.51,23.89,1.88,13.75,207,1928,88.38,0,0,0,0,66.67,0.000,33.64,28.0,6.27,0
46.507,-3.12,11.72,14.84,13,13,-9,-10,29.0,13.05,0.61,14.80,0.76,on,14.82,194,1.000,0.0,0.00,0.00,1522,1553,71.8,6,15.50,2.88,109,120,730,633,865,606,22.0,24.54,24.86,1.86,13.72,207,1928,88.38,0,0,0,0,66.67,0.000,33.64,28.0,6.27,0
46.524,-3.12,11.72,14.87,13,13,-9,-10,29.0,13.05,0.62,14.80,0.76,on,14.82,194,1.000,0.0,0.00,0.00,1543,1553,71.8,6,15.50,2.89,109,120,1510,633,476,606,22.0,24.68,27.16,1.94,13.66,207,1933,88.38,0,0,0,0,66.67,0.000,33.64,28.0,6.27,0
46.562,-3.12,11.72,14.92,13,13,-9,-10,29.0,13.05,0.62,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1512,1553,71.8,6,15.50,2.89,109,120,1510,668,476,979,22.0,24.91,26.01,1.94,13.66,207,1938,88.38,0,0,0,0,66.67,0.000,33.64,28.0,6.27,0
46.587,-2.34,11.72,14.91,13,13,-9,-9,29.0,13.05,0.62,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1556,1553,71.8,6,15.00,2.89,109,120,757,668,476,979,22.0,24.90,26.01,1.92,13.68,207,1932,87.97,0,0,0,0,66.67,0.000,33.63,28.0,6.27,0
46.618,-2.34,11.72,14.88,13,13,-9,-9,29.0,13.05,0.62,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1574,1553,71.8,6,15.00,2.88,109,120,757,1279,505,979,22.0,24.75,25.68,1.86,13.59,207,1926,87.97,0,0,0,0,66.67,0.000,33.62,28.0,6.27,0
46.637,-2.34,11.72,14.87,13,13,-9,-9,29.0,13.05,0.63,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1530,1553,71.8,6,15.00,2.88,109,120,757,1279,505,746,22.0,24.97,25.52,1.86,13.74,207,1935,88.16,0,0,0,0,66.68,0.000,33.63,28.0,6.27,0
46.660,-2.34,11.72,14.87,13,13,-9,-9,29.0,13.05,0.64,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1570,1553,71.8,6,15.00,2.89,109,120,642,1279,903,746,22.0,25.11,25.68,1.88,13.71,207,1939,87.97,0,0,0,0,66.68,0.000,33.62,28.0,6.27,0
46.690,-2.34,11.72,14.88,13,13,-9,-9,28.6,13.05,0.65,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1522,1553,71.8,6,15.00,2.89,109,120,642,651,903,746,22.0,25.03,23.89,1.88,13.74,207,1930,87.79,0,0,0,0,66.68,0.000,33.62,28.0,6.27,0
46.713,-2.34,11.72,14.80,13,13,-9,-9,28.6,13.05,0.66,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1540,1553,71.8,6,15.00,2.88,109,120,1140,651,903,449,22.0,24.80,26.17,1.84,13.73,207,1925,87.79,0,0,0,0,66.67,0.000,33.62,27.6,6.27,0
46.748,-2.34,11.72,14.71,13,13,-9,-9,28.6,13.05,0.67,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1513,1553,71.8,6,15.00,2.88,109,120,1140,525,661,449,22.0,25.10,23.56,1.88,13.67,208,1941,87.79,0,0,0,0,66.68,0.000,33.62,27.6,6.27,0
46.772,-3.12,11.72,14.71,13,13,-9,-9,28.6,13.05,0.67,14.80,0.77,on,14.82,194,1.000,0.0,0.00,0.00,1542,1553,71.8,6,15.00,2.90,109,120,395,525,661,337,22.0,25.12,25.19,1.88,13.74,208,1942,87.79,0,0,0,0,66.67,0.000,33.62,27.6,6.27,0
46.802,-3.12,11.72,14.71,13,13,-9,-9,28.6,13.05,0.66,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1579,1553,71.8,6,15.00,2.90,109,118,395,893,823,337,22.0,25.05,25.52,1.88,13.78,208,1932,87.39,0,0,0,0,66.67,0.000,33.61,27.6,6.27,0
46.831,-3.12,11.72,14.75,13,13,-9,-9,28.6,13.05,0.65,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1547,1553,71.8,6,14.50,2.88,109,118,395,893,823,364,22.0,25.06,25.85,1.92,13.74,208,1929,87.39,0,0,0,0,66.67,0.000,33.60,27.6,6.27,0
46.845,-3.12,11.72,14.73,13,13,-9,-9,28.6,13.05,0.66,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1498,1553,71.8,6,14.50,2.89,109,118,422,893,438,364,22.0,25.37,25.52,1.92,13.70,208,1939,87.39,0,0,0,0,66.67,0.000,33.60,27.6,6.27,0
46.881,-3.12,11.72,14.79,13,13,-9,-9,28.6,13.05,0.66,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1551,1553,71.8,6,14.50,2.89,109,118,763,884,438,312,22.0,25.23,26.50,1.92,13.69,208,1937,87.20,0,0,0,0,66.67,0.000,33.60,27.6,6.27,0
46.926,-3.12,11.72,14.79,13,13,-9,-9,28.6,13.05,0.67,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1595,1553,71.8,6,14.50,2.89,109,118,763,475,444,312,22.0,25.11,24.86,1.92,13.79,208,1933,87.01,0,0,0,0,66.67,0.000,33.59,27.6,6.27,0
46.952,-3.12,11.72,14.84,13,13,-9,-9,28.6,13.05,0.67,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1529,1553,71.8,6,15.00,2.89,109,118,763,475,444,1073,22.0,25.14,24.53,1.86,13.75,208,1933,87.20,0,0,0,0,66.67,0.000,33.60,27.6,6.27,0
46.968,-3.12,11.72,14.86,13,13,-9,-9,28.6,13.05,0.68,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1551,1553,71.8,6,15.00,2.89,109,118,785,475,905,1073,22.0,25.23,25.85,1.90,13.72,208,1938,87.01,0,0,0,0,66.67,0.000,33.60,27.6,6.27,0
46.993,-3.12,11.72,14.82,13,13,-9,-9,28.6,13.05,0.68,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1508,1553,71.8,6,15.00,2.89,109,118,785,573,905,1073,22.0,25.29,25.19,1.90,13.76,208,1939,87.01,0,0,0,0,66.67,0.000,33.59,27.6,6.27,0
47.021,-3.12,11.72,14.83,13,13,-8,-9,28.6,13.05,0.67,14.80,0.78,on,14.82,194,1.000,0.0,0.00,0.00,1539,1553,71.8,6,14.50,2.89,109,118,498,573,905,272,22.0,25.29,26.34,1.86,13.74,208,1936,87.01,0,0,0,0,66.66,0.000,33.59,27.6,6.27,0
47.053,-3.12,11.72,14.84,13,13,-8,-9,28.6,13.05,0.67,14.80,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1516,1553,71.8,6,14.50,2.89,109,118,498,573,763,272,22.0,25.39,25.35,1.86,13.73,208,1937,87.01,0,0,0,0,66.66,0.000,33.59,27.6,6.27,0
47.068,-2.34,11.72,14.84,13,13,-8,-9,28.6,13.05,0.69,14.80,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1534,1553,71.8,6,14.50,2.89,109,118,442,634,763,549,22.0,25.46,26.83,1.88,13.76,207,1940,87.01,0,0,0,0,66.66,0.000,33.59,27.6,6.27,0
47.095,-2.34,11.72,14.79,13,13,-9,-8,28.6,13.05,0.68,14.80,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1547,1553,71.8,6,14.50,2.90,109,118,442,634,376,549,22.0,25.55,26.67,1.86,13.83,207,1942,87.20,0,0,0,0,66.66,0.000,33.59,27.6,6.27,0
47.125,-2.34,11.72,14.76,13,13,-9,-8,28.6,13.05,0.71,14.80,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1519,1553,71.8,6,14.50,2.90,109,118,442,1596,376,549,22.0,25.58,27.16,1.86,13.77,207,1938,87.20,0,0,0,0,66.66,0.000,33.60,27.6,6.27,0
47.156,-3.12,11.72,14.74,13,13,-9,-8,28.6,13.05,0.70,14.80,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1556,1553,71.8,6,14.50,2.89,109,118,435,1596,376,280,22.0,25.65,25.35,1.90,13.74,207,1938,87.01,0,0,0,0,66.66,0.000,33.59,27.6,6.27,0
47.187,-3.12,11.72,14.78,13,13,-9,-8,28.6,13.05,0.70,14.80,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1522,1553,71.8,6,14.50,2.90,109,118,435,427,1511,280,22.0,25.72,26.01,1.94,13.74,207,1944,87.01,0,0,0,0,66.66,0.000,33.59,27.6,6.27,0
47.216,-3.12,11.72,14.75,13,13,-9,-8,28.6,13.05,0.70,14.80,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1560,1553,71.8,6,14.50,2.90,109,118,1465,427,1511,854,22.0,25.75,26.83,1.94,13.76,207,1941,86.81,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.251,-3.12,11.72,14.77,13,13,-9,-8,28.6,13.05,0.73,14.80,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1514,1553,71.8,6,14.50,2.90,109,118,1465,628,567,854,22.0,25.71,25.52,1.94,13.84,207,1937,87.01,0,0,0,0,66.66,0.000,33.59,27.6,6.27,0
47.266,-3.12,10.94,14.76,13,13,-8,-8,28.6,13.05,0.71,14.80,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1566,1553,71.8,6,14.00,2.89,109,118,298,628,567,706,22.0,25.67,25.52,1.88,13.84,207,1946,86.81,0,0,0,0,66.65,0.000,33.58,27.6,6.27,0
47.293,-3.91,10.94,14.75,13,13,-8,-8,28.2,13.05,0.73,14.80,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1567,1553,71.8,6,14.50,2.90,109,118,298,617,993,706,22.0,25.87,27.32,1.96,13.84,207,1943,86.61,0,0,0,0,66.65,0.000,33.58,27.6,6.27,0
47.318,-3.91,10.94,14.74,13,13,-8,-8,28.2,13.05,0.74,14.75,0.80,on,14.76,194,1.000,0.0,0.00,0.00,1530,1553,71.8,6,14.50,2.90,109,118,346,617,993,729,22.0,26.02,27.98,1.96,13.80,207,1939,86.61,0,0,0,0,66.65,0.000,33.58,27.6,6.27,0
47.357,-3.91,10.94,14.71,14,13,-8,-8,28.2,13.05,0.73,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1548,1553,71.8,6,14.00,2.90,109,118,346,617,582,729,22.0,26.18,26.67,1.96,13.79,207,1942,86.61,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.377,-3.91,10.94,14.73,14,14,-8,-8,28.2,13.05,0.73,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1523,1553,71.8,6,14.00,2.90,109,118,346,729,582,591,22.0,26.10,26.17,1.92,13.79,207,1942,86.61,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.401,-3.91,10.94,14.69,14,14,-8,-8,28.2,13.05,0.76,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1553,1553,71.8,6,14.00,2.90,109,118,593,729,783,591,22.0,26.11,26.01,1.92,13.82,207,1944,86.61,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.429,-3.91,10.94,14.70,14,14,-8,-8,28.2,13.05,0.77,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1504,1553,71.8,6,14.00,2.90,109,118,593,495,783,591,22.0,26.11,23.72,1.92,13.84,207,1944,86.43,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.445,-4.69,10.94,14.71,14,13,-8,-8,28.2,13.05,0.79,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1516,1553,71.8,6,14.00,2.90,109,118,549,495,783,680,22.0,26.07,26.01,1.90,13.80,207,1944,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.481,-4.69,10.94,14.71,14,14,-8,-8,28.2,13.05,0.75,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1504,1553,71.8,6,14.00,2.91,109,117,549,893,1351,680,22.0,26.10,25.68,1.90,13.77,207,1946,86.61,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.516,-4.69,10.94,14.73,14,14,-8,-8,28.2,13.05,0.75,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1553,1553,71.8,6,14.00,2.91,109,117,1345,893,607,778,22.0,25.98,27.16,1.90,13.76,207,1945,86.61,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.545,-4.69,10.94,14.74,14,14,-8,-8,28.2,13.05,0.75,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1512,1553,71.8,6,13.50,2.90,109,117,1345,1169,607,691,22.0,26.14,25.68,1.96,13.77,207,1941,86.43,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.577,-4.69,10.94,14.79,14,14,-8,-8,28.2,13.05,0.76,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1579,1553,71.8,6,14.00,2.90,109,117,384,1169,607,691,22.0,26.09,25.35,1.90,13.83,207,1940,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.597,-4.69,10.94,14.81,14,14,-8,-8,28.2,13.05,0.76,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1582,1553,71.8,6,14.00,2.90,109,117,384,556,1358,691,22.0,26.10,24.37,1.90,13.85,207,1948,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.621,-4.69,10.94,14.80,14,14,-8,-8,28.2,13.05,0.77,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1576,1553,71.8,6,14.00,2.91,109,117,384,556,1358,516,22.0,25.97,24.53,1.90,13.82,207,1946,86.43,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.650,-4.69,10.94,14.84,14,14,-8,-8,28.2,13.05,0.77,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1576,1553,71.8,6,14.00,2.91,109,117,2053,556,401,516,22.0,25.98,27.49,1.90,13.83,207,1946,86.61,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.681,-3.91,10.94,14.91,14,14,-8,-8,28.2,13.05,0.77,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1528,1553,71.8,6,13.50,2.91,109,117,2053,685,401,516,22.0,26.08,27.32,1.96,13.84,207,1941,86.43,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
47.712,-3.91,10.94,14.92,14,14,-8,-8,28.2,13.05,0.77,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1559,1553,71.8,6,14.00,2.90,109,117,328,685,401,809,22.0,26.22,24.86,1.94,13.84,207,1951,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.726,-3.12,10.94,14.91,14,14,-8,-7,28.2,13.05,0.79,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1529,1553,71.8,6,13.50,2.91,109,117,328,383,858,809,22.0,26.10,24.53,1.90,13.80,207,1951,86.43,0,0,0,0,66.66,0.000,33.56,27.6,6.27,0
47.753,-3.12,10.94,14.96,14,14,-8,-7,28.2,13.05,0.79,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1550,1553,71.8,6,13.50,2.91,109,117,534,383,858,556,22.0,25.93,26.50,1.90,13.81,207,1945,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.783,-3.12,10.94,14.93,14,14,-8,-7,28.2,13.05,0.79,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1582,1553,71.8,6,14.00,2.90,109,117,534,999,817,556,22.0,26.08,23.24,1.92,13.90,207,1947,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.813,-3.12,10.94,14.92,14,14,-8,-7,28.2,13.05,0.76,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1577,1553,71.8,6,13.50,2.91,109,117,534,999,817,1190,22.0,26.00,26.67,1.92,13.88,207,1950,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.828,-3.12,10.94,14.98,14,14,-8,-7,28.2,13.05,0.77,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1559,1553,71.8,6,13.50,2.91,109,117,492,999,1143,1190,22.0,26.09,27.16,1.92,13.84,207,1951,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.857,-3.12,10.94,15.04,14,14,-8,-7,28.2,13.05,0.77,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1519,1553,71.8,6,13.50,2.91,109,117,492,949,1143,1190,22.0,26.09,25.19,1.88,13.83,207,1948,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.877,-3.12,10.94,15.02,14,14,-8,-7,28.2,13.05,0.79,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1536,1553,71.8,6,13.50,2.91,109,117,340,949,1143,491,22.0,25.91,25.35,1.88,13.84,207,1945,86.24,0,0,0,0,66.65,0.000,33.56,27.6,6.27,0
47.901,-2.34,10.94,15.00,14,14,-8,-7,28.2,13.05,0.79,14.81,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1507,1553,71.8,6,13.50,2.91,109,117,340,949,243,491,22.0,25.79,24.53,1.90,13.80,207,1949,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.931,-2.34,10.94,15.00,14,14,-8,-7,28.2,13.05,0.80,14.81,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1598,1553,71.8,6,14.50,2.92,109,117,340,973,243,1311,22.0,25.87,26.01,1.90,13.82,207,1953,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.960,-2.34,10.94,15.02,14,14,-8,-7,28.2,13.05,0.78,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1571,1553,71.8,6,14.50,2.92,109,117,1908,973,1265,1311,22.0,25.95,25.03,1.90,13.84,207,1952,86.43,0,0,0,0,66.66,0.000,33.57,27.6,6.27,0
47.982,-2.34,10.94,15.02,14,14,-8,-7,28.2,13.05,0.79,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1523,1553,71.8,6,13.50,2.91,109,117,1908,911,1265,1311,22.0,25.86,26.83,1.88,13.90,207,1946,86.43,0,0,0,0,66.66,0.000,33.57,27.2,6.27,0
48.006,-2.34,10.94,14.98,14,14,-8,-7,28.2,13.05,0.81,14.81,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1574,1553,71.8,6,14.50,2.91,109,117,282,911,403,494,22.0,25.97,26.01,1.90,13.90,207,1954,86.43,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
48.036,-2.34,10.94,14.94,14,14,-8,-7,28.2,13.05,0.80,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1529,1553,71.8,6,14.50,2.91,109,117,282,1422,403,494,22.0,26.08,25.68,1.90,13.90,207,1957,86.61,0,0,0,0,66.66,0.000,33.58,27.6,6.27,0
48.066,-2.34,10.94,14.91,14,14,-8,-7,28.2,13.05,0.80,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1530,1553,71.8,6,13.50,2.92,109,117,1706,1422,403,1326,22.0,25.89,26.67,1.84,13.86,207,1951,86.61,0,0,0,0,66.65,0.000,33.57,27.2,6.27,0
48.098,-2.34,10.94,14.87,14,14,-7,-7,28.2,13.05,0.79,14.81,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1574,1553,71.8,6,13.50,2.91,109,117,1706,576,694,1326,22.0,25.71,25.85,1.88,13.84,207,1946,86.43,0,0,0,0,66.65,0.000,33.57,27.6,6.27,0
48.118,-2.34,10.94,14.88,14,14,-7,-7,28.2,13.05,0.79,14.81,0.79,on,14.82,194,1.000,0.0,0.00,0.00,1535,1553,71.8,6,13.50,2.91,108,117,1706,576,694,695,22.0,25.96,25.35,1.88,13.87,207,1956,86.61,0,0,0,0,66.65,0.000,33.58,27.6,6.27,0
48.143,-2.34,10.94,14.86,14,14,-7,-7,28.2,13.05,0.80,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1567,1553,71.8,6,14.00,2.92,109,117,480,576,787,695,22.0,26.04,26.99,1.90,13.87,207,1958,86.43,0,0,0,0,66.65,0.000,33.58,27.6,6.27,0
48.171,-1.56,10.94,14.90,14,14,-7,-7,28.2,13.05,0.83,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1522,1553,71.8,6,13.50,2.92,109,117,480,996,787,605,22.0,26.02,26.17,1.92,13.86,207,1954,86.43,0,0,0,0,66.65,0.000,33.57,27.6,6.27,0
48.186,-1.56,10.94,14.92,14,14,-7,-7,28.2,13.05,0.82,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1563,1553,71.8,6,13.50,2.92,109,117,704,996,787,605,22.0,26.02,25.68,1.92,13.90,207,1955,86.43,0,0,0,0,66.65,0.000,33.57,27.6,6.27,0
48.232,-1.56,10.16,14.84,14,14,-7,-7,28.2,13.05,0.82,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1548,1553,71.8,6,13.50,2.92,109,117,704,1323,348,634,22.0,26.06,27.32,1.96,13.88,207,1957,86.43,0,0,0,0,66.65,0.000,33.57,27.6,6.27,0
48.257,-1.56,9.38,14.86,14,14,-7,-7,28.2,13.05,0.81,14.81,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1555,1553,71.8,6,13.50,2.92,109,117,632,1323,348,634,22.0,26.14,27.32,1.92,13.84,207,1953,86.43,0,0,0,0,66.64,0.000,33.58,27.6,6.27,0
48.276,-1.56,9.38,14.88,14,14,-7,-7,28.2,13.05,0.83,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1580,1553,71.8,6,13.50,2.92,109,117,632,448,794,634,22.0,26.22,25.85,1.92,13.84,207,1950,86.43,0,0,0,0,66.64,0.000,33.57,27.6,6.27,0
48.301,-1.56,9.38,14.90,14,14,-7,-7,28.2,13.05,0.82,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1554,1553,71.8,6,13.50,2.91,109,115,632,448,794,1293,22.0,26.24,26.01,1.92,13.86,207,1955,86.43,0,0,0,0,66.64,0.000,33.57,27.6,6.27,0
48.331,-1.56,9.38,14.91,14,14,-7,-7,28.2,13.05,0.83,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1569,1553,71.8,6,13.50,2.91,109,115,724,448,1453,1293,22.0,26.26,26.83,1.92,13.83,207,1957,86.43,0,0,0,0,66.64,0.000,33.57,27.6,6.27,0
48.346,-0.78,9.38,14.94,14,14,-7,-7,28.2,13.05,0.84,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1539,1553,71.8,6,13.50,2.92,109,115,724,722,1453,436,22.0,26.19,25.68,1.94,13.83,207,1956,86.43,0,0,0,0,66.63,0.000,33.57,27.6,6.27,0
48.373,-0.78,9.38,14.96,14,14,-7,-7,28.2,13.05,0.82,14.76,0.80,on,14.82,194,1.000,0.0,0.00,0.00,1581,1553,71.8,6,13.50,2.92,109,115,957,722,1453,436,22.0,26.19,27.65,1.92,13.88,207,1954,86.43,0,0,0,0,66.63,0.000,33.57,27.6,6.27,0
48.398,-0.78,9.38,14.91,14,14,-7,-7,28.2,13.05,0.83,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1561,1553,71.8,6,13.50,2.92,109,115,957,1099,293,436,22.0,26.37,27.16,1.94,13.95,207,1956,86.43,0,0,0,0,66.63,0.000,33.57,27.6,6.27,0
48.437,-0.78,9.38,14.91,14,14,-7,-7,28.2,13.05,0.83,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1545,1553,71.8,6,13.50,2.92,109,115,339,1099,293,1197,22.0,26.41,26.83,1.94,13.92,207,1957,86.61,0,0,0,0,66.63,0.000,33.57,27.6,6.27,0
48.465,0.00,9.38,14.94,14,14,-8,-7,28.2,13.05,0.83,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1571,1553,71.8,6,14.00,2.93,109,115,339,1099,828,1197,22.0,26.48,27.65,1.96,13.90,207,1957,86.43,0,0,0,0,66.63,0.000,33.57,27.6,6.27,0
48.491,0.00,9.38,14.88,14,14,-8,-7,28.2,13.05,0.82,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1558,1553,71.8,6,13.00,2.92,109,115,339,681,828,1118,22.0,26.52,26.50,1.92,13.89,207,1956,86.43,0,0,0,0,66.62,0.000,33.57,27.6,6.27,0
48.507,0.00,9.38,14.82,14,14,-8,-7,28.2,13.05,0.85,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1575,1553,71.8,6,13.00,2.92,109,115,1358,681,942,1118,22.0,26.56,26.01,1.92,13.90,207,1961,86.43,0,0,0,0,66.62,0.000,33.58,27.6,6.27,0
48.537,0.00,9.38,14.80,14,14,-8,-7,28.2,13.05,0.85,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1519,1553,71.8,6,14.00,2.93,109,115,1358,789,942,1118,22.0,26.49,25.85,1.92,13.91,207,1961,86.43,0,0,0,0,66.62,0.000,33.57,27.6,6.27,0
48.557,0.00,9.38,14.75,14,14,-8,-7,28.2,13.05,0.86,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1537,1553,71.8,6,14.00,2.93,109,115,565,789,942,862,22.0,26.43,26.99,1.92,13.91,207,1957,86.43,0,0,0,0,66.62,0.000,33.57,27.6,6.27,0
48.581,-0.78,9.38,14.75,14,14,-8,-7,28.2,13.05,0.86,14.76,0.81,on,14.82,194,1.000,0.0,0.00,0.00,1584,1553,71.8,6,14.00,2.92,109,115,565,1442,708,862,22.0,26.44,26.50,1.92,13.86,207,1954,86.43,0,0,0,0,66.62,0.000,33.56,27.6,6.27,0
