Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2+BigSF 91 v361 LWG.ptm - Realtime: Stage2+BigSF 91 v361 LWG.ptm]
0.228,10.16,2.34,0.00,14.81,0.00,-10.85,0.0,14.08,-9.97,14.32,14.73,0.0,0.17,751.6,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,71.8,2,7.50,0.56,66,2.61,2.83,0.82,3.10,204,0.0,17.50,882,0.00,5.17,0.000,-27.34,8.26,5.1,8,0.00,0
0.266,10.16,2.34,0.00,14.77,0.00,-10.87,0.0,14.08,-9.98,14.32,14.73,0.0,0.17,751.6,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,2,7.50,0.56,66,2.61,2.80,0.84,3.09,204,0.0,17.50,883,0.00,5.18,0.000,-29.69,8.26,5.1,8,0.00,0
0.271,10.16,2.34,0.00,14.75,0.00,-10.87,0.0,14.00,-9.98,14.32,14.73,0.0,0.17,751.6,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,428,438,71.8,2,7.50,0.57,66,2.61,2.70,0.82,3.09,204,0.0,17.50,884,0.00,5.17,0.000,-31.25,8.25,5.1,8,0.00,0
0.310,10.16,2.34,0.00,14.74,0.00,-10.89,0.0,14.00,-10.00,14.32,14.73,0.0,0.17,751.6,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,71.8,2,7.50,0.57,66,2.62,2.67,0.82,3.08,204,0.0,17.50,887,0.00,5.17,0.000,-30.47,8.23,5.1,8,0.00,0
0.350,10.16,2.34,0.00,14.71,0.00,-10.90,0.0,13.92,-9.99,14.32,14.73,0.0,0.17,751.5,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,423,438,71.8,2,7.50,0.57,66,2.62,2.80,0.82,3.07,204,0.0,17.50,890,0.00,5.15,0.000,-30.47,8.22,5.1,7,0.00,0
0.394,10.16,2.34,0.00,14.70,0.00,-10.92,0.0,13.92,-10.00,14.32,14.73,0.0,0.17,751.5,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,2,7.50,0.57,66,2.63,2.80,0.84,3.07,204,0.0,17.50,893,0.00,5.14,0.000,-32.03,8.20,5.1,7,0.00,0
0.403,10.16,2.34,0.00,14.69,0.00,-10.93,0.0,14.16,-10.01,14.32,14.73,0.0,0.17,751.5,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,417,438,71.8,2,8.00,0.57,66,2.63,2.76,0.82,3.06,204,0.0,17.50,893,0.00,5.15,0.000,-31.25,8.20,5.1,7,0.00,0
0.437,10.16,2.34,0.00,14.66,0.00,-10.94,0.0,14.16,-10.01,14.32,14.73,0.0,0.17,751.5,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,71.8,2,8.00,0.57,66,2.63,2.76,0.82,3.06,204,0.0,17.50,894,0.00,5.15,0.000,-31.25,8.19,5.1,7,0.00,0
0.441,10.16,2.34,0.00,14.64,0.00,-10.94,0.0,14.00,-10.01,14.32,14.73,0.0,0.17,751.5,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,2,8.00,0.57,66,2.63,2.73,0.82,3.06,204,0.0,17.50,896,0.00,5.15,0.000,-31.25,8.19,5.1,7,0.00,0
0.474,10.16,2.34,0.00,14.64,0.00,-10.96,0.0,14.08,-10.02,14.32,14.73,0.0,0.17,751.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,412,438,71.8,2,8.00,0.57,66,2.64,2.73,0.82,3.05,204,0.0,17.50,898,0.00,5.14,0.000,-31.25,8.17,5.1,7,0.00,0
0.514,10.16,2.34,0.00,14.62,0.00,-10.96,0.0,14.08,-10.02,14.32,14.73,0.0,0.17,751.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,409,438,71.8,2,8.00,0.57,66,2.64,2.73,0.82,3.05,204,0.0,17.50,898,0.00,5.14,0.000,-30.47,8.17,5.1,7,0.00,0
0.519,10.16,2.34,0.00,14.60,0.00,-10.96,0.0,14.08,-10.02,14.32,14.73,0.0,0.17,751.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,71.8,2,8.00,0.57,66,2.64,2.73,0.82,3.05,204,0.0,17.50,898,0.00,5.13,0.000,-30.47,8.17,5.1,7,0.00,0
0.547,10.16,2.34,0.00,14.60,0.00,-10.96,0.0,14.00,-10.03,14.32,14.73,0.0,0.17,751.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,71.8,2,8.00,0.57,66,2.64,2.70,0.82,3.04,204,0.0,17.50,898,0.00,5.14,0.000,-30.47,8.17,5.1,7,0.00,0
0.578,10.16,2.34,0.00,14.57,0.00,-10.96,0.0,14.00,-10.03,14.32,14.73,0.0,0.17,751.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,419,438,71.8,2,8.00,0.57,66,2.64,2.64,0.82,3.04,204,0.0,17.50,898,0.00,5.16,0.000,-28.91,8.17,5.1,7,0.00,0
0.582,9.38,2.34,0.00,14.53,0.00,-10.97,0.0,13.92,-10.04,14.32,14.73,0.0,0.17,751.2,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,412,438,71.8,2,8.00,0.58,66,2.64,2.52,0.80,3.03,204,0.0,17.50,899,0.00,5.15,0.000,-31.25,8.16,5.1,7,0.00,0
0.644,9.38,2.34,0.00,14.53,0.00,-10.97,0.0,14.00,-10.05,14.32,14.73,0.0,0.17,751.2,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,71.8,2,8.00,0.58,66,2.64,2.45,0.78,3.03,204,0.0,17.50,901,0.00,5.15,0.000,-31.25,8.16,5.1,7,0.00,0
0.662,9.38,2.34,0.00,14.50,0.00,-10.99,0.0,14.00,-10.05,14.32,14.73,0.0,0.17,751.2,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,408,438,71.8,2,8.00,0.58,66,2.64,2.38,0.76,3.03,204,0.0,17.50,902,0.00,5.15,0.000,-30.47,8.15,5.1,7,0.00,0
0.691,9.38,2.34,-0.12,14.48,0.00,-11.00,0.0,14.08,-10.04,14.32,14.73,0.0,0.17,751.2,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,71.8,2,8.00,0.58,66,2.64,2.61,0.78,3.02,204,0.0,17.50,903,0.00,5.13,0.000,-31.25,8.14,5.1,7,0.00,0
0.723,9.38,2.34,-0.12,14.46,0.00,-11.00,0.0,14.08,-10.06,14.32,14.73,0.0,0.17,751.0,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,422,438,71.8,2,8.00,0.58,66,2.64,2.64,0.80,3.01,204,0.0,17.50,904,0.00,5.14,0.000,-31.25,8.14,5.1,7,0.00,0
0.748,9.38,2.34,-0.12,14.42,0.00,-11.01,0.0,14.00,-10.05,14.32,14.73,0.0,0.17,751.0,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,2,8.00,0.58,66,2.64,2.70,0.82,3.02,204,0.0,17.50,906,0.00,5.14,0.000,-31.25,8.13,5.1,7,0.00,0
0.772,9.38,2.34,-0.12,14.40,0.00,-11.02,0.0,14.00,-10.06,14.32,14.73,0.0,0.17,751.0,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,416,438,71.8,2,8.00,0.58,66,2.64,2.67,0.82,3.01,204,0.0,17.50,906,0.00,5.14,0.000,-31.25,8.13,5.1,7,0.00,0
0.806,9.38,2.34,-0.12,14.40,0.00,-11.02,0.0,14.08,-10.07,14.32,14.73,0.0,0.17,751.0,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,71.8,2,8.00,0.58,66,2.65,2.55,0.80,2.99,204,0.0,17.50,908,0.00,5.13,0.000,-29.69,8.12,5.1,7,0.00,0
0.820,9.38,2.34,-0.12,14.38,0.00,-11.03,0.0,14.08,-10.06,14.32,14.73,0.0,0.17,751.0,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,422,438,71.8,2,8.00,0.58,66,2.65,2.52,0.78,2.99,204,0.0,17.50,908,0.00,5.13,0.000,-29.69,8.12,5.1,6,0.00,0
0.846,9.38,2.34,-0.12,14.36,0.00,-11.02,0.0,14.08,-10.07,14.32,14.73,0.0,0.17,751.0,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,424,438,71.8,2,8.00,0.58,66,2.64,2.45,0.78,3.00,204,0.0,17.50,908,0.00,5.13,0.000,-29.69,8.11,5.1,6,0.00,0
0.871,9.38,2.34,-0.12,14.34,0.00,-11.03,0.0,13.92,-10.07,14.32,14.73,0.0,0.17,750.9,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,428,438,71.8,2,8.00,0.58,66,2.64,2.45,0.78,3.00,204,0.0,17.50,909,0.00,5.13,0.000,-40.62,8.11,5.1,6,0.00,0
0.905,9.38,2.34,-0.12,14.35,0.00,-11.03,0.0,13.92,-10.07,14.32,14.73,0.0,0.17,750.9,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,2,8.00,0.58,66,2.64,2.55,0.78,2.99,204,0.0,17.50,909,0.00,5.12,0.000,-40.62,8.11,5.1,6,0.00,0
0.929,9.38,2.34,-0.12,14.32,0.00,-11.03,0.0,14.00,-10.07,14.32,14.73,0.0,0.17,750.9,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,430,438,71.8,2,8.00,0.58,66,2.64,2.61,0.80,2.99,204,0.0,17.50,908,0.00,5.14,0.000,-28.12,8.12,5.1,6,0.00,0
0.999,9.38,2.34,-0.12,14.30,0.00,-11.03,0.0,13.92,-10.08,14.32,14.73,0.0,0.17,750.9,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,417,438,71.8,2,8.00,0.58,66,2.63,2.61,0.80,3.00,204,0.0,17.50,908,0.00,5.14,0.000,-43.75,8.12,4.7,6,0.00,0
1.026,8.59,2.34,-0.12,14.29,0.00,-11.03,0.0,14.00,-10.09,14.32,14.73,0.0,0.17,750.9,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,405,438,71.8,2,8.00,0.58,66,2.63,2.52,0.80,2.98,204,0.0,17.50,909,0.00,5.14,0.000,-45.31,8.11,4.7,6,0.00,0
1.030,8.59,2.34,-0.12,14.28,0.00,-11.03,0.0,14.00,-10.10,14.32,14.73,0.0,0.17,750.8,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,407,438,71.8,2,8.00,0.58,66,2.62,2.42,0.78,2.97,204,0.0,17.50,908,0.00,5.16,0.000,-36.72,8.12,4.7,6,0.00,0
1.045,8.59,2.34,-0.12,14.26,0.00,-11.03,0.0,14.00,-10.10,14.32,14.73,0.0,0.17,750.8,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,430,438,71.8,2,8.00,0.58,66,2.62,2.40,0.78,2.97,204,0.0,17.50,910,0.00,5.15,0.000,-36.72,8.11,4.7,6,0.00,0
1.091,8.59,2.34,-0.25,14.23,0.00,-11.04,0.0,13.92,-10.11,14.32,14.73,0.0,0.17,750.8,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,418,438,71.8,0,8.00,0.58,66,2.61,2.52,0.78,2.97,204,0.0,18.00,911,0.00,5.17,0.000,-35.94,8.10,4.7,6,0.00,0
1.129,8.59,2.34,-0.25,14.22,0.00,-11.04,0.0,14.08,-10.13,14.32,14.73,0.0,0.17,750.8,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,71.8,1,8.00,0.58,66,2.60,2.49,0.78,2.95,204,0.0,18.00,910,0.00,5.18,0.000,-37.50,8.10,4.7,6,0.00,0
1.189,8.59,2.34,-0.25,14.20,0.00,-11.04,0.0,14.00,-10.14,14.32,14.73,0.0,0.17,750.8,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,71.8,1,8.00,0.58,66,2.59,2.40,0.76,2.92,204,0.0,18.00,910,0.00,5.19,0.000,-36.72,8.11,4.7,6,0.00,0
1.218,8.59,2.34,-0.25,14.19,0.00,-11.04,0.0,14.08,-10.17,14.32,14.73,0.0,0.17,750.6,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,71.8,1,8.00,0.58,66,2.57,2.42,0.76,2.91,204,0.0,18.00,911,0.00,5.21,0.000,-36.72,8.11,4.7,6,0.00,0
1.227,8.59,2.34,-0.25,14.16,0.00,-11.04,0.0,14.00,-10.17,14.32,14.73,0.0,0.17,750.6,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,433,438,71.8,1,8.00,0.39,66,2.56,2.42,0.78,2.91,204,0.0,17.50,908,0.00,5.23,0.000,-32.81,8.12,4.7,6,0.00,0
1.242,8.59,2.34,-0.25,14.15,0.00,-11.02,0.0,14.00,-10.18,14.32,14.73,0.0,0.17,750.6,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,71.8,1,8.00,0.39,66,2.54,2.40,0.78,2.88,204,0.0,17.50,907,0.00,5.25,0.000,-32.81,8.12,4.7,6,0.00,0
1.277,8.59,2.34,-0.25,14.13,0.00,-10.95,0.0,14.08,-10.20,14.32,14.73,0.0,0.16,750.6,14.70,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,71.8,1,8.00,0.39,66,2.53,2.40,0.78,2.86,204,0.0,17.00,907,0.00,5.27,0.000,-39.06,8.12,4.7,6,0.00,0
1.312,7.81,2.34,-0.25,14.12,0.00,-10.94,0.0,14.00,-10.20,14.32,14.73,0.0,0.16,750.6,14.76,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,429,438,71.8,1,8.00,0.39,66,2.52,2.55,0.78,2.86,204,0.0,17.00,906,0.00,5.28,0.000,-35.94,8.13,4.7,6,0.00,0
1.352,7.81,2.34,-0.25,14.08,0.00,-10.93,0.0,14.00,-10.22,14.32,14.73,0.0,0.16,750.5,14.76,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,423,438,71.8,1,8.00,0.39,66,2.52,2.64,0.80,2.84,204,0.0,17.00,904,0.00,5.30,0.000,-26.56,8.14,5.1,6,0.00,0
1.389,7.81,2.34,-0.25,14.07,0.00,-10.91,0.0,13.92,-10.22,14.32,14.73,0.0,0.16,750.5,14.76,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,408,438,71.8,1,8.00,0.38,66,2.52,2.70,0.82,2.87,204,0.0,17.00,902,0.00,5.31,0.000,-26.56,8.15,5.1,5,0.00,0
1.427,7.81,2.34,-0.25,14.07,0.00,-10.91,0.0,14.00,-10.20,14.32,14.73,0.0,0.17,750.5,14.76,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,426,438,71.8,1,8.00,0.38,66,2.53,2.64,0.80,2.87,204,0.0,17.00,902,0.00,5.31,0.000,-27.34,8.15,5.1,5,0.00,0
1.443,7.81,2.34,-0.25,14.04,0.00,-10.96,0.0,14.00,-10.20,14.32,14.73,0.0,0.17,750.5,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,430,438,71.8,1,8.00,0.38,66,2.52,2.52,0.80,2.86,204,0.0,17.50,897,0.00,5.33,0.000,-27.34,8.18,5.1,5,0.00,0
1.484,7.81,2.34,-0.25,14.03,0.00,-10.94,0.0,13.92,-10.20,14.32,14.73,0.0,0.17,750.5,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,418,438,71.8,1,8.00,0.38,66,2.52,2.49,0.78,2.89,204,0.0,17.50,895,0.00,5.34,0.000,-25.78,8.18,5.1,5,0.00,0
1.507,7.81,2.34,-0.38,14.01,0.00,-10.94,0.0,14.00,-10.19,14.32,14.73,0.0,0.17,750.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,418,438,71.8,1,8.00,0.38,66,2.53,2.52,0.78,2.89,204,0.0,17.50,895,0.00,5.33,0.000,-28.12,8.19,5.1,5,0.00,0
1.524,7.81,2.34,-0.38,13.99,0.00,-10.93,0.0,14.00,-10.19,14.32,14.73,0.0,0.17,750.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,416,438,71.8,1,8.00,0.38,66,2.53,2.52,0.78,2.89,204,0.0,17.50,894,0.00,5.33,0.000,-28.12,8.19,5.1,5,0.00,0
1.565,7.03,2.34,-0.38,13.97,0.00,-10.93,0.0,14.00,-10.18,14.32,14.73,0.0,0.17,750.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,408,438,71.8,1,8.00,0.38,66,2.53,2.45,0.80,2.90,204,0.0,17.50,893,0.00,5.33,0.000,-28.91,8.20,5.1,5,0.00,0
1.585,7.03,2.34,-0.38,13.97,0.00,-10.93,0.0,14.00,-10.17,14.32,14.73,0.0,0.17,750.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,421,438,71.8,1,8.00,0.38,66,2.53,2.33,0.76,2.90,204,0.0,17.50,894,0.00,5.33,0.000,-29.69,8.20,5.1,5,0.00,0
1.620,7.03,2.34,-0.38,13.96,0.00,-10.93,0.0,14.00,-10.16,14.32,14.73,0.0,0.17,750.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,417,438,71.8,1,8.00,0.38,66,2.53,2.31,0.74,2.92,204,0.0,17.50,892,0.00,5.32,0.000,-30.47,8.20,5.1,5,0.00,0
1.647,7.03,2.34,-0.38,13.94,0.00,-10.91,0.0,14.00,-10.17,14.32,14.73,0.0,0.17,750.3,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,71.8,1,8.00,0.38,66,2.53,2.35,0.74,2.91,204,0.0,17.50,891,0.00,5.32,0.000,-30.47,8.21,5.1,5,0.00,0
1.680,7.03,2.34,-0.38,13.92,0.00,-10.91,0.0,14.00,-10.16,14.32,14.73,0.0,0.17,750.2,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,416,438,71.8,1,8.00,0.38,66,2.53,2.38,0.76,2.92,204,0.0,17.50,891,0.00,5.32,0.000,-29.69,8.21,5.1,5,0.00,0
1.709,7.03,2.34,-0.38,13.91,0.00,-10.91,0.0,13.92,-10.16,14.32,14.73,0.0,0.17,750.2,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,1,8.00,0.38,66,2.53,2.45,0.78,2.93,204,0.0,17.50,890,0.00,5.30,0.000,-31.25,8.21,5.1,5,0.00,0
1.724,7.03,2.34,-0.38,13.92,0.00,-10.90,0.0,13.92,-10.15,14.32,14.73,0.0,0.17,750.2,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,71.8,1,8.00,0.38,66,2.54,2.42,0.78,2.92,204,0.0,17.50,891,0.00,5.32,0.000,-31.25,8.22,5.1,5,0.00,0
1.755,7.03,2.34,-0.38,13.91,0.00,-10.91,5.5,13.92,-10.15,14.32,14.73,0.0,0.17,750.2,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,531,71.8,1,8.00,0.38,66,2.54,2.45,0.78,2.92,204,0.0,17.50,891,43.46,7.31,0.000,-27.34,10.22,5.9,5,0.00,0
1.783,7.03,2.34,-0.38,13.87,0.00,-10.91,17.3,13.92,-10.16,14.32,14.73,0.0,0.17,750.2,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,531,71.8,1,8.00,0.38,66,2.56,2.64,0.78,2.93,204,0.0,17.50,892,92.60,9.28,0.000,-27.34,12.18,5.9,5,0.00,0
1.809,6.25,2.34,-0.38,13.88,0.00,-11.02,26.3,13.84,-10.02,14.32,14.73,0.0,0.18,750.2,14.99,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,446,531,71.8,1,8.00,0.38,66,2.87,6.99,0.82,2.97,204,0.0,18.00,897,119.41,9.96,0.000,5.47,13.72,11.4,5,0.00,0
1.835,6.25,2.34,-0.38,13.87,0.00,-11.14,27.8,13.84,-9.75,14.32,14.73,0.0,0.19,750.1,14.93,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,423,478,71.8,1,8.50,0.38,66,3.31,11.76,1.28,4.08,204,0.0,19.00,897,124.88,10.68,0.000,69.53,13.98,19.7,5,0.00,0
1.868,6.25,2.34,-0.38,13.85,0.00,-11.43,29.0,13.84,-8.84,14.32,14.73,0.0,0.31,750.1,14.47,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,451,478,71.8,1,10.00,0.97,66,5.37,33.54,2.04,6.51,204,0.0,19.50,905,130.20,10.50,0.000,29.69,14.17,26.8,5,0.00,0
1.896,6.25,2.34,-0.38,13.83,5.92,-12.53,30.2,13.92,-6.85,14.32,14.72,0.0,0.50,750.1,14.25,190,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,438,916,71.8,1,-2.50,1.00,66,8.48,42.21,2.30,9.38,204,0.0,12.50,942,139.05,8.75,0.000,10.94,14.54,28.7,5,0.00,0
