Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-18474][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 09.ptm - Realtime: 2016 WRX 91 - 09.ptm]"
0.154,-15.62,3.91,14.62,0,0,-1,0,20.0,13.05,-8.60,14.70,0.28,on,14.70,190,1.000,0.0,0.00,0.00,383,438,71.8,0,9.00,0.60,108,109,0,0,1,0,22.0,4.59,21.01,1.34,5.07,168,951,61.17,0,1,0,0,66.18,0.000,17.85,17.7,0.00,0
0.167,-15.62,4.69,14.66,0,0,-1,0,20.4,13.05,-7.99,14.70,0.37,on,14.70,190,1.000,0.0,0.00,0.00,412,597,71.8,0,10.00,0.61,108,109,0,0,1,0,22.0,5.91,29.80,1.80,6.58,168,964,62.92,0,1,0,0,66.19,0.000,18.38,22.8,0.00,0
0.212,-15.62,5.47,14.72,0,0,-2,-1,21.6,13.05,-5.54,14.70,0.51,on,14.70,190,1.000,0.0,0.00,0.00,525,942,71.8,0,10.00,0.63,108,109,0,0,1,0,22.0,9.02,31.00,2.10,9.89,168,1013,66.43,0,1,0,0,66.21,0.000,18.67,21.3,0.00,0
0.234,-15.62,6.25,14.74,0,0,-3,-2,22.4,13.05,-4.61,14.70,0.56,on,14.70,190,1.000,0.0,0.00,0.00,741,1141,71.8,0,10.50,1.31,108,109,0,0,1,1,22.0,9.84,32.19,2.02,10.98,168,1027,68.19,0,1,0,0,66.22,0.000,19.01,24.4,0.00,0
0.258,-14.84,6.25,15.00,0,0,-6,-5,23.5,13.05,-3.35,14.70,0.61,on,14.70,190,1.000,0.0,0.00,0.00,997,1234,71.8,0,10.50,1.35,108,109,0,0,1,1,22.0,11.30,26.66,1.88,11.54,168,1076,72.46,0,1,0,0,66.23,0.000,19.26,26.0,0.39,0
0.305,-14.06,6.25,15.72,0,0,-8,-6,25.1,13.05,-2.21,14.70,0.68,on,14.70,190,1.000,0.0,0.00,0.00,1142,1327,71.8,0,10.50,1.47,108,109,0,8,0,1,22.0,13.15,24.53,1.86,11.98,168,1149,76.18,0,1,0,0,66.23,0.000,19.87,27.6,4.31,0
0.331,-14.06,6.25,16.00,0,0,-8,-6,25.5,13.05,-1.74,14.67,0.68,on,14.70,190,1.000,0.0,0.00,0.00,1214,1340,71.8,0,10.50,1.47,108,109,0,8,0,6,22.0,14.28,22.66,1.86,12.18,168,1262,77.74,0,1,0,0,66.24,0.000,20.00,27.6,4.31,0
0.377,-8.59,6.25,17.05,0,0,-16,-13,26.3,13.05,-1.29,14.67,0.75,on,14.70,190,1.000,0.0,0.00,0.00,1248,1447,71.8,0,10.50,1.73,108,109,10,8,29,6,22.0,17.05,21.01,1.74,12.25,168,1351,80.46,0,1,0,0,66.25,0.000,20.27,27.6,5.10,0
0.434,-5.47,6.25,18.27,1,0,-19,-16,27.1,13.05,-1.05,14.59,0.76,on,14.64,190,1.000,0.0,0.00,0.00,1407,1526,71.8,0,11.50,2.22,108,111,103,68,29,80,22.0,21.13,21.93,1.74,12.21,168,1556,82.99,0,1,0,0,66.25,0.000,20.36,27.6,5.10,0
0.463,-3.12,6.25,18.61,1,0,-22,-19,27.5,13.05,-1.02,14.59,0.81,on,14.64,190,1.000,0.0,0.00,0.00,1482,1579,71.8,0,11.50,2.51,108,111,103,463,115,80,22.0,23.43,23.21,1.74,12.14,168,1704,83.76,0,1,0,0,66.25,0.000,20.41,28.0,5.49,0
0.498,-3.12,6.25,18.24,2,0,-23,-21,27.5,13.05,-1.00,14.52,0.81,on,14.53,190,1.000,0.0,0.00,0.00,1441,1579,71.8,0,12.50,2.75,108,111,311,463,115,397,22.0,26.03,25.69,1.80,12.02,168,1890,84.16,0,1,0,0,66.26,0.000,20.44,28.0,5.49,0
0.555,-4.69,6.25,17.29,2,0,-23,-22,27.5,13.05,-1.05,14.51,0.81,on,14.53,190,1.000,0.0,0.00,0.00,1456,1579,71.8,0,11.50,3.02,108,111,412,447,520,363,22.0,28.99,28.76,1.86,11.90,168,2144,83.97,0,1,0,0,66.26,0.000,20.43,28.0,5.49,0
0.610,-5.47,6.25,16.45,3,1,-23,-22,27.5,13.05,-1.13,14.51,0.81,on,14.53,190,1.000,0.0,0.00,0.00,1465,1579,71.8,0,12.00,3.23,108,109,412,570,511,234,22.0,31.38,30.10,1.96,11.80,168,2275,83.76,0,1,0,0,66.26,0.000,20.43,28.0,5.49,0
0.650,-7.81,6.25,15.26,4,2,-21,-22,27.5,13.05,-1.31,14.50,0.81,on,14.53,190,1.000,0.0,0.00,0.00,1504,1632,71.8,0,13.00,3.53,108,109,595,576,357,356,22.0,34.20,34.67,2.02,11.74,168,2523,83.76,0,1,0,0,66.26,0.000,20.42,28.0,5.88,0
0.695,-11.72,6.25,14.67,5,3,-16,-21,27.5,13.05,-1.49,14.49,0.81,on,14.53,190,1.000,0.0,0.00,0.00,1512,1632,71.8,0,15.50,3.39,108,109,1023,548,579,398,22.0,36.19,36.95,2.06,11.51,168,2650,83.97,0,1,0,0,66.27,0.000,20.43,28.0,5.88,0
0.730,-11.72,6.25,14.45,6,4,-13,-20,27.5,13.05,-1.60,14.48,0.81,on,14.53,190,1.000,0.0,0.00,0.00,1520,1632,71.8,0,16.50,3.57,108,109,1023,605,484,262,22.0,38.08,37.18,2.12,11.17,168,2792,83.39,0,1,0,0,66.28,0.000,20.41,28.0,5.88,0
0.775,-12.50,6.25,14.34,6,5,-10,-18,27.1,13.05,-1.78,14.48,0.81,on,14.53,190,1.000,0.0,0.00,0.00,1571,1632,71.8,0,16.50,3.71,108,109,337,670,500,390,22.0,39.69,41.27,2.22,11.00,168,2898,82.99,0,1,0,0,66.31,0.040,20.39,28.0,6.27,0
0.820,-12.50,6.25,14.42,7,6,-7,-16,26.7,13.05,-1.98,14.47,0.83,on,14.47,190,1.000,0.0,0.00,0.00,1538,1632,71.8,0,16.00,3.80,108,109,365,567,784,639,22.0,41.21,43.08,2.24,10.86,168,2983,81.44,0,1,0,0,65.86,0.090,20.37,27.6,5.88,0
0.845,-12.50,6.25,14.44,7,6,-7,-16,26.7,13.05,-2.09,14.47,0.83,on,14.47,190,1.000,0.0,0.00,0.00,1540,1632,71.8,0,16.00,3.80,108,109,560,394,932,639,22.0,41.63,43.59,2.24,10.67,168,3012,81.24,0,1,0,0,63.38,0.110,20.33,27.6,5.88,0
0.859,-12.50,6.25,14.46,7,7,-4,-13,26.7,13.05,-2.17,14.47,0.83,on,14.47,190,1.000,0.0,0.00,0.00,1595,1632,71.8,0,16.00,3.87,108,109,369,394,932,356,22.0,41.93,45.65,2.28,10.51,168,3047,80.85,0,1,0,0,59.26,0.382,20.32,27.2,5.88,0
0.893,-12.50,6.25,14.46,8,7,-2,-10,26.7,13.05,-2.25,14.46,0.83,on,14.47,190,1.000,0.0,0.00,0.00,1605,1632,71.8,0,16.00,3.92,108,109,369,408,653,460,22.0,42.64,45.65,2.28,10.49,168,3062,80.85,0,1,0,0,52.18,0.402,20.32,27.2,5.88,0
0.942,-12.50,6.25,14.49,8,7,-2,-10,26.3,13.05,-2.25,14.46,0.84,on,14.47,190,1.000,0.0,0.00,0.00,1640,1725,71.8,0,16.00,3.92,108,109,864,312,636,460,22.0,43.28,45.91,2.28,10.54,168,3074,80.65,0,1,0,0,46.03,0.780,20.32,27.2,5.88,0
0.984,-11.72,6.25,14.49,8,8,-2,-6,26.7,13.05,-2.20,14.39,0.86,on,14.42,190,1.000,0.0,0.00,0.00,1662,1725,71.8,0,15.50,3.94,108,109,389,312,636,555,22.0,44.09,46.94,2.30,10.69,168,3080,80.65,0,1,0,0,38.44,0.820,20.31,27.2,5.88,0
0.998,-11.72,6.25,14.47,9,9,-1,-2,26.7,13.05,-2.16,14.39,0.87,on,14.42,190,1.000,0.0,0.00,0.00,1737,1725,71.8,0,16.00,3.95,108,109,776,415,967,423,22.0,44.85,48.79,2.32,10.90,168,3084,80.85,0,1,0,0,32.38,0.850,20.32,27.2,5.88,0
1.024,-11.72,6.25,14.48,10,10,-2,-1,26.7,13.05,-2.12,14.31,0.88,on,14.42,190,1.000,0.0,0.00,0.00,1724,1778,71.8,0,15.00,4.60,108,109,530,498,967,697,22.0,45.53,49.15,2.34,11.07,168,3078,80.84,0,1,0,0,28.05,0.880,20.32,27.2,5.88,0
1.048,-11.72,6.25,14.48,10,10,-2,-1,26.7,13.05,-2.13,14.31,0.90,on,14.31,190,1.000,0.0,0.00,0.00,1800,1778,71.8,0,15.00,4.60,108,109,530,624,777,1022,22.0,46.05,47.45,2.34,11.15,168,3077,80.84,0,1,0,0,25.32,0.910,20.32,27.2,5.88,0
1.086,-11.72,6.25,14.25,12,11,-2,0,26.3,13.05,-2.08,14.31,0.91,on,14.31,190,1.000,0.0,0.00,0.00,1752,1778,71.8,0,14.00,4.59,108,108,672,594,1368,439,22.0,46.82,50.22,2.36,11.18,168,3071,80.64,0,1,0,0,20.97,0.950,20.31,27.2,5.88,0
1.126,-12.50,6.25,14.13,13,12,-3,0,26.7,13.05,-2.03,14.23,0.92,on,14.25,190,1.000,0.0,0.00,0.00,1767,1831,71.8,0,13.50,4.57,108,108,1121,653,794,483,22.0,47.26,50.22,2.36,11.18,168,3061,80.84,0,1,0,0,18.22,0.990,20.32,27.2,5.88,0
1.173,-12.50,6.25,14.05,13,12,-3,0,26.7,13.05,-1.98,14.23,0.94,on,14.25,190,1.000,0.0,0.00,0.00,1829,1831,71.8,0,13.50,4.57,108,108,1121,498,427,571,22.0,47.55,49.86,2.36,11.22,168,3043,80.84,0,1,0,0,16.27,1.000,20.32,27.2,5.88,0
1.197,-12.50,6.25,14.03,13,13,-3,0,26.3,13.05,-1.88,14.23,0.94,on,14.25,190,1.000,0.0,0.00,0.00,1832,1831,71.8,0,13.00,4.54,108,108,602,480,1170,571,22.0,47.81,52.73,2.36,11.25,168,3036,80.64,0,1,0,0,15.20,1.000,20.31,27.2,5.88,0
1.265,-13.28,6.25,13.96,14,14,-3,0,26.7,13.05,-1.76,14.23,0.96,on,14.25,190,1.000,0.0,0.00,0.00,1818,1831,71.8,0,12.50,4.52,108,108,735,673,636,365,22.0,48.19,52.73,2.38,11.31,168,3018,80.84,0,1,0,0,13.74,1.000,20.32,27.2,5.88,0
1.303,-13.28,6.25,13.92,14,14,-3,0,26.3,13.05,-1.63,14.12,0.97,on,14.15,190,1.000,0.0,0.00,0.00,1762,1831,71.8,0,12.50,4.49,108,108,749,673,940,614,22.0,48.54,53.09,2.40,11.43,168,2998,80.45,0,1,0,0,12.70,1.000,20.30,27.2,5.88,0
1.308,-13.28,6.25,13.90,15,15,-3,0,26.3,13.05,-1.54,14.12,0.98,on,14.15,190,1.000,0.0,0.00,0.00,1805,1831,71.8,0,11.50,4.46,108,108,522,433,940,740,22.0,48.83,52.37,2.40,11.52,168,2984,80.45,0,1,0,0,12.05,1.000,20.30,27.2,5.88,0
1.348,-13.28,6.25,13.90,15,15,-3,0,26.3,13.05,-1.42,14.12,1.00,on,14.15,190,1.000,0.0,0.00,0.00,1833,1831,71.8,0,11.50,4.46,108,108,522,788,919,664,22.0,49.23,52.73,2.40,11.65,168,2964,80.64,0,1,0,0,11.50,1.000,20.31,27.2,5.88,0
1.377,-13.28,6.25,13.86,15,16,-3,-1,26.3,13.05,-1.32,14.01,1.01,on,14.04,190,1.000,0.0,0.00,0.00,1827,1911,78.8,0,10.50,4.40,108,108,700,435,721,645,22.0,49.85,52.37,2.38,11.90,168,2949,80.45,0,1,0,0,10.75,1.000,20.30,27.2,5.88,0
1.432,-14.06,6.25,13.77,15,16,-3,-1,26.3,13.05,-1.17,14.01,1.02,on,14.04,190,1.000,0.0,0.00,0.00,1854,1911,78.8,0,10.50,4.36,108,108,700,603,842,730,22.0,49.81,52.37,2.40,12.17,168,2919,80.45,0,1,0,0,10.32,1.000,20.30,27.2,5.88,0
1.464,-14.06,6.25,13.70,15,16,-3,-1,26.3,13.05,-1.04,14.02,1.04,on,14.04,190,1.000,0.0,0.00,0.00,1829,1911,78.8,0,10.50,4.36,108,108,605,955,613,212,22.0,50.22,54.52,2.40,12.42,168,2890,80.45,0,1,0,0,9.98,1.000,20.30,27.2,5.88,0
1.493,-14.84,6.25,13.67,15,17,-3,-1,26.3,13.05,-0.81,13.91,1.05,on,13.94,190,1.000,0.0,0.00,0.00,1861,1911,78.8,0,10.00,4.32,108,108,631,607,790,212,22.0,50.23,53.81,2.40,12.51,168,2863,80.45,0,1,0,0,9.73,1.000,20.30,27.2,5.88,0
1.516,-14.84,6.25,13.63,16,17,-3,-1,26.3,13.05,-0.66,13.91,1.06,on,13.94,190,1.000,0.0,0.00,0.00,1859,1911,78.8,0,9.50,4.27,108,108,642,607,729,550,22.0,49.99,52.37,2.40,12.38,168,2839,80.45,0,1,0,0,9.51,1.000,20.30,27.2,5.88,0
1.563,-14.84,6.25,13.65,16,18,-2,-1,26.3,13.05,-0.59,13.92,1.07,on,13.94,190,1.000,0.0,0.00,0.00,1840,1911,78.8,0,9.00,4.22,108,108,508,863,862,427,22.0,49.61,55.24,2.40,12.34,168,2793,80.26,0,1,0,0,9.28,1.000,20.29,26.8,5.88,0
1.583,-15.62,6.25,13.67,16,18,-2,-1,26.3,13.05,-0.56,13.92,1.08,on,13.94,190,1.000,0.0,0.00,0.00,1945,1911,78.8,0,8.50,4.75,108,108,452,935,862,606,22.0,49.79,52.73,2.40,12.46,168,2769,80.45,0,1,0,0,9.19,1.000,20.30,27.2,5.88,0
1.618,-15.62,6.25,13.70,17,18,-1,-1,26.3,13.05,-0.40,13.78,1.09,on,13.94,190,1.000,0.0,0.00,0.00,1956,1911,78.8,0,8.00,4.69,108,108,452,631,956,566,22.0,49.93,49.86,2.36,13.06,168,2737,80.45,0,1,0,0,9.08,1.000,20.29,27.2,5.49,0
1.652,-15.62,6.25,13.76,17,18,-1,-1,26.3,13.05,-0.28,13.78,1.10,on,13.78,190,1.000,0.0,0.00,0.00,1835,1911,78.8,0,8.00,4.69,108,108,660,631,726,566,22.0,49.62,50.58,2.36,12.85,168,2715,80.45,0,1,0,0,9.01,1.000,20.30,27.2,5.49,0
1.662,-0.78,6.25,13.77,17,19,0,-1,26.3,13.05,-0.21,13.79,1.10,on,13.84,190,1.000,0.0,0.00,0.00,1887,1911,78.8,0,7.50,4.61,108,108,660,783,726,599,22.0,49.30,50.94,2.38,12.78,168,2682,80.45,0,1,0,0,8.96,1.000,20.30,27.2,5.49,0
1.719,-0.78,6.25,13.42,17,19,1,-1,26.3,13.05,0.04,13.79,1.12,on,13.84,190,1.000,0.0,0.00,0.00,1909,1977,78.8,0,7.50,5.13,108,108,789,811,495,571,22.0,49.85,51.66,2.40,13.42,168,2642,80.45,0,1,0,0,8.86,1.000,20.30,27.2,5.49,0
1.743,-1.56,6.25,13.08,17,19,2,0,26.3,13.05,0.13,13.65,1.14,on,13.68,190,1.000,0.0,0.00,0.00,1929,1977,78.8,0,7.50,5.06,108,106,789,578,656,571,22.0,49.61,50.94,2.38,13.15,168,2626,80.45,0,1,0,0,8.83,1.000,20.30,27.2,5.49,0
1.773,-1.56,6.25,12.79,17,19,2,0,26.3,13.05,0.19,13.65,1.13,on,13.68,190,1.000,0.0,0.00,0.00,1997,1977,78.8,0,7.50,5.06,106,106,910,578,656,817,22.0,49.21,51.30,2.38,13.24,168,2605,80.45,0,1,0,0,8.79,1.000,20.30,27.2,5.49,0
1.797,-4.69,6.25,12.67,18,19,3,0,26.3,13.05,0.27,13.66,1.15,on,13.68,190,1.000,0.0,0.00,0.00,1981,1977,78.8,0,7.50,5.00,108,106,910,798,490,817,22.0,49.62,51.30,2.38,13.69,168,2575,80.45,0,1,0,0,8.76,1.000,20.30,27.2,5.49,0
1.816,-6.25,6.25,12.56,18,20,3,0,26.3,13.05,0.39,13.66,1.16,on,13.68,190,1.000,0.0,0.00,0.00,1987,1977,78.8,0,6.50,4.92,108,106,784,798,618,608,22.0,49.07,49.86,2.36,13.44,168,2556,80.45,0,1,0,0,8.74,1.000,20.30,27.2,5.49,0
1.848,-6.25,6.25,12.54,18,20,3,0,26.3,13.05,0.42,13.67,1.15,on,13.68,190,1.000,0.0,0.00,0.00,1937,1977,78.8,1,6.50,4.92,106,106,784,768,618,608,22.0,48.87,52.01,2.36,13.46,168,2541,80.45,0,1,0,0,8.73,1.000,20.30,27.2,5.49,0
1.864,-7.03,6.25,12.54,18,20,4,1,26.3,13.05,0.55,13.53,1.17,on,13.54,190,1.000,0.0,0.00,0.00,2006,1977,78.8,1,6.50,4.86,106,106,728,768,618,612,22.0,49.04,52.73,2.38,13.87,168,2513,80.26,0,1,0,0,8.71,1.000,20.30,27.2,5.49,0
1.897,-6.25,6.25,12.56,19,20,5,2,26.3,13.05,0.58,13.53,1.18,on,13.54,190,1.000,0.0,0.00,0.00,1927,1977,78.8,1,5.50,4.79,108,106,728,423,641,612,22.0,48.49,54.52,2.42,13.55,168,2494,80.45,0,1,0,0,8.70,1.000,20.29,27.2,5.49,0
1.922,-6.25,6.25,12.63,19,20,5,2,26.3,13.05,0.69,13.54,1.18,on,13.59,190,1.000,0.0,0.00,0.00,2053,1977,78.8,1,5.50,4.79,108,106,749,423,716,580,22.0,48.64,50.22,2.42,13.98,168,2469,80.06,0,1,0,0,8.68,1.000,20.29,27.2,5.49,0
1.941,-7.03,6.25,12.64,19,20,6,3,26.3,13.05,0.72,13.55,1.19,on,13.59,190,1.000,0.0,0.00,0.00,2118,1977,78.8,1,5.50,4.71,108,106,749,488,716,687,22.0,48.18,47.45,2.34,13.81,168,2446,79.66,0,1,0,0,8.68,1.000,20.25,26.8,5.49,0
1.965,-7.03,6.25,12.72,19,20,6,3,25.9,13.05,0.74,13.55,1.18,on,13.59,190,1.000,0.0,0.00,0.00,2085,1977,78.8,1,5.50,4.71,106,106,695,488,777,687,22.0,47.69,49.15,2.34,13.77,168,2422,79.08,0,1,0,0,8.67,1.000,20.18,26.8,5.49,0
1.989,-7.03,6.25,12.70,20,21,6,4,25.9,13.05,0.79,13.55,1.19,on,13.59,190,1.000,0.0,0.00,0.00,1984,1977,78.8,1,5.50,4.65,108,106,695,891,777,651,22.0,47.73,50.22,2.36,13.97,168,2403,79.29,0,1,0,0,8.66,1.000,20.21,26.8,5.10,0
2.017,-7.03,6.25,12.73,20,21,7,5,25.9,13.05,0.79,13.56,1.19,on,13.59,190,1.000,0.0,0.00,0.00,2080,1977,78.8,1,5.50,4.58,106,106,707,891,777,651,22.0,47.46,49.15,2.38,13.86,168,2385,79.47,0,1,0,0,8.66,1.000,20.21,26.8,5.10,0
2.049,-7.03,6.25,12.80,20,21,7,5,25.9,13.05,0.85,13.42,1.21,on,13.59,190,1.000,0.0,0.00,0.00,2012,1977,78.8,1,5.50,4.58,108,106,707,538,753,651,22.0,47.41,47.45,2.38,14.04,168,2364,79.29,0,1,0,0,8.65,1.000,20.23,26.8,5.10,0
2.064,-7.03,6.25,12.81,20,21,7,6,25.9,13.05,0.88,13.43,1.21,on,13.44,190,1.000,0.0,0.00,0.00,2078,1977,78.8,1,5.00,4.53,106,106,856,538,753,681,22.0,46.68,46.68,2.32,14.04,168,2347,79.29,0,1,0,0,8.64,1.000,20.21,26.4,5.10,0
2.094,-7.03,6.25,12.84,20,21,7,6,26.3,13.05,0.93,13.43,1.20,on,13.44,190,1.000,0.0,0.00,0.00,1944,1977,78.8,1,5.00,4.53,106,106,856,701,861,681,22.0,46.23,47.45,2.32,14.01,168,2324,79.66,0,1,0,0,8.64,1.000,20.25,26.4,5.10,0
2.109,-7.03,6.25,12.91,20,21,7,7,26.3,13.05,1.00,13.57,1.19,on,13.59,190,1.000,0.0,0.00,0.00,2048,1977,78.8,1,4.50,4.46,106,106,1034,701,861,553,22.0,46.24,46.17,2.32,14.21,168,2312,79.86,0,1,0,0,8.64,1.000,20.27,26.4,5.10,0
2.143,-7.81,6.25,12.88,21,22,7,8,26.3,13.05,1.04,13.57,1.20,on,13.59,190,1.000,0.0,0.00,0.00,2027,1977,78.8,1,4.50,4.43,106,106,1034,913,514,671,22.0,45.65,47.71,2.28,14.14,168,2296,80.06,0,0,0,0,8.63,1.000,20.29,26.4,5.10,0
2.188,-7.81,6.25,12.91,21,22,7,8,26.3,13.05,1.10,13.44,1.20,on,13.44,190,1.000,0.0,0.00,0.00,1969,1977,78.8,1,5.00,4.40,106,106,821,675,658,671,22.0,45.55,43.85,2.30,14.25,168,2284,80.06,0,0,0,0,8.62,1.000,20.29,26.4,5.10,0
2.214,-7.81,6.25,12.97,21,22,8,9,26.3,13.05,1.13,13.58,1.20,on,13.59,190,1.000,0.0,0.00,0.00,1931,1977,78.8,1,5.00,4.37,106,106,606,675,658,543,22.0,45.55,43.33,2.26,14.34,168,2274,79.86,0,0,0,0,8.62,1.000,20.27,26.0,5.10,0
2.238,-7.81,6.25,13.02,21,22,8,9,26.3,13.05,1.16,13.44,1.19,on,13.44,190,1.000,0.0,0.00,0.00,2063,1977,78.8,1,5.00,4.37,106,106,606,942,759,543,22.0,44.82,42.05,2.26,14.18,168,2264,80.06,0,0,0,0,8.62,1.000,20.27,26.0,5.10,0
2.268,-8.59,6.25,13.04,21,22,8,9,26.3,13.05,1.15,13.58,1.18,on,13.59,190,1.000,0.0,0.00,0.00,2006,1977,78.8,1,4.50,4.35,106,106,535,942,759,698,22.0,44.42,42.56,2.22,14.17,168,2256,80.64,0,0,0,0,8.61,1.000,20.30,26.0,5.10,0
2.292,-8.59,6.25,13.08,22,22,7,9,26.3,13.05,1.20,13.58,1.18,on,13.59,190,1.000,0.0,0.00,0.00,2030,1977,78.8,1,4.50,4.32,106,106,535,772,1205,698,22.0,44.43,44.36,2.26,14.24,168,2250,80.45,0,0,0,0,8.61,1.000,20.31,26.4,5.49,0
