Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 03.ptm - Realtime: 2016 WRX 91 - 03.ptm]
0.233,-1.56,0.78,14.25,3,1,-13,-17,100.0,13.20,-0.24,14.47,0.89,on,14.53,192,1.000,0.0,0.00,0.00,1388,1646,71.8,3,9.00,3.36,108,102,444,497,331,243,22.0,29.63,28.42,1.80,13.26,199,1972,323.50,0,0,0,0,38.52,0.805,21.10,100.0,31.76,0
0.239,-1.56,0.78,14.13,3,1,-13,-17,100.0,13.20,-0.14,14.47,0.89,on,14.47,192,1.000,0.0,0.00,0.00,1419,1646,71.8,3,9.00,3.36,108,102,414,497,331,360,22.0,29.17,31.33,1.80,13.25,199,1966,349.64,0,0,0,0,34.30,0.835,21.10,100.0,31.76,0
0.244,-3.12,0.78,14.05,5,3,-10,-15,100.0,13.20,-0.00,14.48,0.90,on,14.47,192,1.000,0.0,0.00,0.00,1387,1646,71.8,3,11.00,2.86,108,102,414,663,350,324,22.0,28.37,27.39,1.88,13.39,200,1913,350.00,0,0,0,0,28.04,0.874,21.10,100.0,46.27,0
0.270,-3.12,0.78,14.16,5,3,-5,-14,100.0,13.20,0.10,14.48,0.89,on,14.53,192,1.000,0.0,0.00,0.00,1377,1646,71.8,3,10.00,2.87,108,102,334,663,227,324,22.0,28.68,25.80,1.92,13.39,200,1921,350.00,0,0,0,0,23.30,0.914,21.10,100.0,46.27,0
0.276,-3.12,0.78,14.16,5,3,-5,-14,100.0,13.20,0.13,14.48,0.89,on,14.53,192,1.000,0.0,0.00,0.00,1442,1646,71.8,3,10.00,2.87,108,102,334,448,227,336,22.0,29.25,33.17,1.92,13.52,200,1951,350.00,0,0,0,0,21.22,0.944,21.10,100.0,46.27,0
0.319,-2.34,0.78,14.58,6,5,4,-9,100.0,13.20,0.28,14.47,0.92,on,14.47,192,1.000,0.0,0.00,0.00,1412,1738,71.8,3,6.50,3.39,108,102,326,495,356,550,22.0,30.60,35.34,1.88,13.62,200,1978,350.00,0,0,0,0,16.36,1.000,21.10,100.0,46.27,0
0.340,-1.56,0.78,14.69,6,6,6,-5,100.0,13.20,0.31,14.43,0.94,on,14.47,192,1.000,0.0,0.00,0.00,1484,1738,71.8,3,7.50,3.36,108,102,326,495,320,550,22.0,30.51,29.45,2.04,13.67,200,1956,350.00,0,0,0,0,15.43,1.000,21.10,100.0,46.27,0
0.365,-0.78,0.78,14.83,7,7,7,-2,100.0,13.20,0.42,14.43,0.94,on,14.47,192,1.000,0.0,0.00,0.00,1537,1738,71.8,3,8.00,3.33,108,102,492,684,320,373,22.0,30.71,37.08,2.08,13.75,200,1954,350.00,0,0,0,0,13.88,1.000,21.10,100.0,46.27,0
0.416,0.00,0.78,15.02,8,8,6,2,100.0,13.20,0.50,14.43,0.95,on,14.47,192,1.000,0.0,0.00,0.00,1516,1738,71.8,3,6.00,2.96,108,102,492,749,473,373,22.0,30.97,32.74,1.96,13.80,200,1979,350.00,0,0,0,0,12.68,1.000,21.10,100.0,46.27,0
0.439,0.00,0.78,15.06,8,8,6,2,100.0,13.20,0.54,14.43,0.96,on,14.47,192,1.000,0.0,0.00,0.00,1559,1738,71.8,3,6.00,2.96,108,102,416,749,473,314,22.0,31.77,38.82,1.96,13.86,200,1997,350.00,0,0,0,0,12.18,1.000,21.10,100.0,46.27,0
0.474,0.78,0.78,15.28,10,9,5,4,100.0,13.20,0.64,14.33,0.96,on,14.47,192,1.000,0.0,0.00,0.00,1680,1792,71.8,3,6.50,3.00,108,102,416,681,455,395,22.0,32.71,34.69,2.18,13.98,200,2009,350.00,0,0,0,0,11.21,1.000,21.10,100.0,46.27,0
0.515,2.34,0.78,15.31,10,10,4,4,100.0,13.20,0.75,14.33,0.99,on,14.36,192,1.000,0.0,0.00,0.00,1725,1792,71.8,3,6.50,3.42,108,102,393,503,732,395,22.0,31.72,37.08,2.04,14.05,200,1983,350.00,0,0,0,0,10.60,1.000,21.10,100.0,46.27,0
0.557,2.34,0.78,15.34,11,11,2,5,100.0,13.20,0.80,14.33,0.97,on,14.36,192,1.000,0.0,0.00,0.00,1681,1792,71.8,3,5.00,3.38,108,102,393,503,732,298,22.0,32.07,29.97,1.96,14.16,200,1976,350.00,0,0,0,0,10.30,1.000,21.10,100.0,46.27,0
0.568,2.34,0.78,15.23,12,12,-1,4,100.0,13.20,0.87,14.33,0.98,on,14.36,192,1.000,0.0,0.00,0.00,1637,1792,71.8,3,5.00,3.39,108,102,362,503,401,298,22.0,32.62,32.18,2.14,14.23,200,2001,350.00,0,0,0,0,10.01,1.000,21.10,100.0,46.27,0
0.599,2.34,0.78,15.23,12,12,-1,4,100.0,13.20,0.94,14.33,0.99,on,14.36,192,1.000,0.0,0.00,0.00,1736,1792,71.8,3,5.00,3.39,108,102,362,594,401,544,22.0,33.09,39.04,2.14,14.27,200,2017,350.00,0,0,0,0,9.79,1.000,21.10,100.0,46.27,0
0.631,3.12,0.78,14.97,13,12,-2,4,100.0,13.20,1.00,14.33,0.99,on,14.36,192,1.000,0.0,0.00,0.00,1744,1792,71.8,3,5.50,3.46,108,102,413,594,407,544,22.0,33.65,37.95,1.98,14.33,200,2039,350.00,0,0,0,0,9.57,1.000,21.10,100.0,46.27,0
0.656,2.34,0.78,14.87,14,14,-3,3,100.0,13.20,1.07,14.23,1.01,on,14.36,192,1.000,0.0,0.00,0.00,1732,1792,71.8,3,4.50,3.48,108,102,413,650,407,405,22.0,34.75,38.39,2.00,14.45,200,2036,350.00,0,0,0,0,9.35,1.000,21.10,100.0,46.67,0
0.692,2.34,0.78,14.80,14,14,-3,3,100.0,13.20,1.15,14.23,1.02,on,14.25,192,1.000,0.0,0.00,0.00,1713,1792,71.8,3,4.50,3.48,108,102,480,650,674,405,22.0,34.00,42.89,2.00,14.50,200,2007,350.00,0,0,0,0,9.22,1.000,21.10,100.0,46.67,0
0.730,3.12,0.78,14.78,15,15,-4,2,100.0,13.20,1.31,14.23,1.03,on,14.25,192,1.000,0.0,0.00,0.00,1733,1792,71.8,3,6.00,3.44,108,102,511,635,674,688,22.0,34.53,32.52,2.10,14.67,200,2025,350.00,0,0,0,0,8.99,1.000,21.10,100.0,46.27,0
0.761,2.34,0.78,14.74,16,16,-4,1,100.0,13.20,1.38,14.23,1.03,on,14.25,192,1.000,0.0,0.00,0.00,1681,1792,71.8,3,4.50,3.51,108,102,511,811,523,575,22.0,35.37,35.77,1.90,14.74,200,2058,350.00,0,0,0,0,8.89,1.000,21.10,100.0,46.67,0
0.808,2.34,0.78,14.67,16,16,-4,1,100.0,13.20,1.43,14.22,1.04,on,14.25,192,1.000,0.0,0.00,0.00,1736,1792,71.8,3,4.50,3.51,108,102,546,811,523,575,22.0,35.43,35.12,1.90,14.59,200,2068,350.00,0,0,0,0,8.82,1.000,21.10,100.0,46.67,0
0.821,2.34,0.78,14.53,17,17,-3,0,100.0,13.20,1.47,14.22,1.05,on,14.25,194,1.000,0.0,0.00,0.00,1728,1792,71.8,3,3.50,3.53,108,102,546,555,843,575,22.0,36.10,34.90,2.08,14.65,200,2059,350.00,0,0,0,0,8.77,1.000,21.10,100.0,46.67,0
0.850,2.34,0.78,14.55,17,17,-3,0,100.0,13.20,1.54,14.12,1.05,on,14.25,194,1.000,0.0,0.00,0.00,1719,1871,71.8,3,3.50,3.53,108,102,809,555,843,698,22.0,35.93,45.56,2.08,14.74,200,2044,350.00,0,0,0,0,8.72,1.000,21.10,100.0,46.67,0
0.887,3.12,0.78,14.50,17,18,-2,0,100.0,13.20,1.62,14.13,1.06,on,14.15,194,1.000,0.0,0.00,0.00,1800,1871,71.8,3,4.50,3.49,108,102,809,511,731,698,22.0,36.02,43.62,2.30,15.07,200,2041,350.00,0,0,0,0,8.68,1.000,21.10,100.0,46.67,0
0.919,3.12,0.78,14.50,18,18,-2,0,100.0,13.20,1.76,14.12,1.08,on,14.15,194,1.000,0.0,0.00,0.00,1685,1871,71.8,3,4.50,3.93,108,102,576,511,506,649,22.0,37.40,33.61,2.14,15.10,200,2079,350.00,0,0,0,0,8.61,1.000,21.10,100.0,46.67,0
0.964,3.12,0.78,14.50,18,19,0,-1,100.0,13.20,1.82,13.98,1.09,on,14.15,194,1.000,0.0,0.00,0.00,1734,1871,71.8,3,4.00,3.99,106,102,713,884,506,532,22.0,37.50,39.97,2.04,14.97,200,2095,350.00,0,0,0,0,8.59,1.000,21.10,100.0,46.67,0
1.002,3.12,0.78,14.33,19,20,4,0,100.0,13.20,1.91,13.98,1.10,on,14.15,194,1.000,0.0,0.00,0.00,1880,1871,71.8,3,3.50,4.00,106,102,713,691,595,644,22.0,38.60,46.29,2.32,15.29,200,2085,350.00,0,0,0,0,8.55,1.000,21.10,100.0,46.67,0
1.032,3.12,0.78,14.31,19,20,4,0,100.0,13.20,1.98,13.98,1.10,on,13.99,194,1.000,0.0,0.00,0.00,1795,1871,71.8,3,3.50,4.00,106,102,671,691,822,644,22.0,38.10,39.04,2.32,15.34,200,2078,350.00,0,0,0,0,8.54,1.000,21.10,100.0,46.67,0
1.059,3.12,0.78,14.28,19,20,4,0,100.0,13.20,2.07,13.98,1.11,on,13.99,194,1.000,0.0,0.00,0.00,1735,1871,71.8,3,4.00,3.98,106,102,671,1220,822,644,22.0,38.77,36.64,2.32,15.46,200,2082,350.00,0,0,0,0,8.53,1.000,21.10,100.0,46.67,0
1.075,3.12,0.78,14.28,19,20,4,0,100.0,13.20,2.12,13.84,1.12,on,13.99,194,1.000,0.0,0.00,0.00,1777,1924,71.8,3,4.00,3.98,106,102,814,1220,822,580,22.0,39.63,48.79,2.32,15.35,200,2095,350.00,0,0,0,0,8.51,1.000,21.10,100.0,46.67,0
1.105,3.91,0.78,14.29,19,20,6,0,100.0,13.20,2.16,13.97,1.13,on,13.99,194,1.000,0.0,0.00,0.00,1875,1924,71.8,3,3.50,4.04,106,102,814,599,712,580,22.0,39.99,43.13,2.20,15.64,200,2118,350.00,0,0,0,0,8.50,1.000,21.10,100.0,46.67,0
1.122,3.91,0.78,14.25,20,21,6,0,100.0,13.20,2.22,13.83,1.15,on,13.99,194,1.000,0.0,0.00,0.00,1830,1924,71.8,3,3.50,4.09,106,102,1209,599,712,692,22.0,40.96,46.77,2.22,15.58,200,2131,350.00,0,0,0,0,8.49,1.000,21.10,100.0,47.06,0
1.162,3.91,0.78,14.16,20,21,6,0,100.0,13.20,2.32,13.69,1.16,on,13.84,194,1.000,0.0,0.00,0.00,1888,1924,71.8,3,3.50,4.09,106,102,1209,903,852,692,22.0,41.12,53.24,2.22,15.49,200,2124,350.00,0,0,0,0,8.48,1.000,21.10,100.0,47.06,0
1.187,4.69,0.78,14.13,20,21,6,1,100.0,13.20,2.38,13.69,1.18,on,13.73,194,1.000,0.0,0.00,0.00,1851,1924,71.8,3,2.50,4.53,106,102,698,903,852,862,22.0,41.32,53.56,2.26,15.53,200,2114,350.00,0,0,0,0,8.47,1.000,21.10,100.0,47.06,0
1.219,4.69,0.78,14.11,20,21,6,1,100.0,13.20,2.42,13.69,1.20,on,13.73,194,1.000,0.0,0.00,0.00,1803,1924,71.8,3,2.50,4.50,106,102,698,903,505,862,22.0,42.47,43.38,2.42,15.82,200,2110,350.00,0,0,0,0,8.47,1.000,21.10,100.0,47.06,0
1.249,4.69,0.78,14.12,20,21,6,1,100.0,13.20,2.52,13.55,1.19,on,13.73,194,1.000,0.0,0.00,0.00,1885,1977,71.8,3,2.50,4.50,106,102,849,942,505,450,22.0,42.37,43.86,2.42,15.93,200,2128,350.00,0,0,0,0,8.47,1.000,21.10,100.0,47.06,0
1.263,5.47,0.78,14.05,20,21,6,2,100.0,13.20,2.61,13.55,1.22,on,13.59,194,1.000,0.0,0.00,0.00,2025,1977,78.8,3,2.00,4.54,106,102,849,984,950,450,22.0,43.97,44.83,2.46,16.12,200,2155,350.00,0,0,0,0,8.46,1.000,21.10,100.0,47.06,0
1.299,5.47,0.78,13.86,21,22,6,3,100.0,13.20,2.69,13.39,1.24,on,13.54,194,1.000,0.0,0.00,0.00,1996,1977,78.8,3,2.00,4.61,106,102,698,984,950,900,22.0,45.44,45.56,2.38,16.08,200,2162,350.00,0,0,0,0,8.45,1.000,21.10,100.0,47.06,0
1.329,5.47,0.78,13.71,21,22,6,5,100.0,13.20,2.79,13.39,1.25,on,13.39,194,1.000,0.0,0.00,0.00,1980,2044,78.8,3,1.50,4.60,106,102,698,881,1142,900,22.0,45.78,53.87,2.38,16.32,200,2158,350.00,0,0,0,0,8.45,1.000,21.10,100.0,47.06,0
1.359,5.47,0.78,13.70,21,22,6,5,100.0,13.20,2.85,13.39,1.32,on,13.39,194,1.000,0.0,0.00,0.00,1955,2044,78.8,3,1.50,4.60,106,102,754,881,1142,640,22.0,45.90,49.81,2.38,16.19,200,2149,350.00,0,0,0,0,8.45,1.000,21.10,100.0,47.06,0
1.374,5.47,0.78,13.56,22,22,7,7,100.0,13.20,2.92,13.25,1.28,on,13.30,194,1.000,0.0,0.00,0.00,2042,2044,78.8,3,1.00,4.59,106,102,754,871,587,640,22.0,46.14,51.09,2.32,16.13,200,2156,350.00,0,0,0,0,8.44,1.000,21.10,100.0,47.06,0
1.402,5.47,0.78,13.49,22,22,8,9,100.0,13.20,3.00,13.25,1.33,on,13.25,194,1.000,0.0,0.00,0.00,1960,2044,78.8,3,1.50,5.08,106,102,1425,871,587,574,22.0,46.91,49.30,2.30,16.51,200,2165,350.00,0,0,0,0,8.44,1.000,21.10,100.0,47.06,0
1.443,5.47,0.78,13.29,22,22,8,9,100.0,13.20,3.10,13.10,1.35,on,13.25,194,1.000,0.0,0.00,0.00,2068,2044,78.8,3,1.50,5.08,106,102,1425,1020,993,574,22.0,47.71,51.66,2.30,16.30,200,2185,350.00,0,0,0,0,8.44,1.000,21.10,100.0,47.06,0
1.468,5.47,0.78,13.14,22,23,9,12,100.0,13.20,3.19,13.10,1.36,on,13.11,194,1.000,0.0,0.00,0.00,2084,2044,78.8,3,0.50,5.15,106,102,1094,1020,993,852,22.0,49.24,62.41,2.42,16.44,200,2196,350.00,0,0,0,0,8.44,1.000,21.10,100.0,47.06,0
1.499,4.69,0.78,13.10,23,23,10,14,100.0,13.20,3.24,13.10,1.37,on,13.11,194,1.000,0.0,0.00,0.00,2064,2044,78.8,3,0.50,5.15,106,102,1094,1173,891,852,22.0,49.43,46.04,2.46,16.49,200,2196,350.00,0,0,0,0,8.43,1.000,21.10,100.0,47.45,0
1.530,4.69,0.78,13.08,23,23,10,14,100.0,13.20,3.38,12.96,1.39,on,13.11,194,1.000,0.0,0.00,0.00,2091,2044,78.8,3,0.50,5.15,106,102,1056,1173,891,616,22.0,51.37,61.46,2.46,16.77,200,2193,350.00,0,0,0,0,8.43,1.000,21.10,100.0,47.45,0
1.544,5.47,0.78,13.02,24,23,12,16,100.0,13.20,3.51,12.80,1.39,on,12.98,194,1.000,0.0,0.00,0.00,2013,2044,78.8,3,0.00,5.61,106,102,1056,1019,825,616,22.0,52.27,58.93,2.56,17.05,200,2212,350.00,0,0,0,0,8.43,1.000,21.10,100.0,47.45,0
1.574,5.47,0.78,13.09,24,23,13,17,100.0,13.20,3.58,12.66,1.45,on,12.84,194,1.000,0.0,0.00,0.00,2057,2044,78.8,3,-0.50,5.66,106,102,1043,1019,825,1076,22.0,51.93,64.62,2.62,16.83,200,2211,350.00,0,0,0,0,8.43,1.000,21.10,100.0,47.45,0
1.604,6.25,0.78,12.95,25,24,15,18,100.0,13.20,3.67,12.66,1.43,on,12.67,194,1.000,0.0,0.00,0.00,2066,2044,78.8,3,-0.50,6.16,106,102,1043,1562,1045,1076,22.0,53.37,64.62,2.62,17.04,200,2222,350.00,0,0,0,0,8.42,1.000,21.10,100.0,47.45,0
1.624,6.25,0.78,12.99,25,24,15,18,100.0,13.20,3.78,12.66,1.46,on,12.67,194,1.000,0.0,0.00,0.00,1971,2044,78.8,3,-0.50,6.16,106,102,1199,1562,1045,635,22.0,53.54,63.35,2.62,17.02,200,2228,350.00,0,0,0,0,8.42,1.000,21.10,100.0,47.45,0
1.649,6.25,0.78,12.73,25,24,17,19,100.0,13.20,3.82,12.66,1.46,on,12.67,194,1.000,0.0,0.00,0.00,2014,2044,78.8,3,-0.50,6.19,106,102,1199,1562,1061,635,22.0,54.51,52.61,2.62,17.19,200,2236,350.00,0,0,0,0,8.42,1.000,21.10,100.0,47.45,0
1.678,6.25,0.78,12.74,25,24,17,19,100.0,13.20,3.96,12.66,1.49,on,12.67,194,1.000,0.0,0.00,0.00,2030,2044,78.8,3,-0.50,6.19,106,102,1199,1018,1061,892,22.0,56.37,68.09,2.62,17.23,200,2243,350.00,0,0,0,0,8.42,1.000,21.10,100.0,47.45,0
1.709,6.25,0.78,12.70,26,25,19,19,100.0,13.20,4.05,12.51,1.52,on,12.67,194,1.000,0.0,0.00,0.00,1966,2044,78.8,3,-0.50,6.22,106,102,533,1018,640,892,22.0,56.93,63.04,2.70,17.36,200,2248,350.00,0,0,0,0,8.42,1.000,21.10,100.0,47.45,0
1.724,5.47,0.78,12.54,27,25,20,20,100.0,13.20,4.16,12.51,1.53,on,12.54,194,1.000,0.0,0.00,0.00,2006,2044,78.8,3,-1.00,6.24,106,102,533,708,640,803,22.0,57.15,55.77,2.70,17.57,200,2252,350.00,0,0,0,0,8.31,1.000,21.10,100.0,47.45,0
1.751,5.47,0.78,12.32,27,25,20,20,100.0,13.20,4.30,12.35,1.53,on,12.54,194,1.000,0.0,0.00,0.00,2032,2044,78.8,3,-1.00,6.24,106,102,997,708,756,803,22.0,58.06,56.40,2.70,17.62,200,2258,350.00,0,0,0,0,8.21,1.000,21.10,100.0,47.45,0
1.782,5.47,0.78,12.41,27,25,22,20,100.0,13.20,4.45,12.35,1.57,on,12.38,194,1.000,0.0,0.00,0.00,1904,2044,78.8,3,-1.00,6.76,106,102,983,1391,756,714,22.0,58.73,54.82,2.74,17.73,200,2264,350.00,0,0,0,0,8.11,1.000,21.10,100.0,47.45,0
1.813,5.47,0.78,12.25,27,26,23,20,100.0,13.20,4.51,12.35,1.56,on,12.38,194,1.000,0.0,0.00,0.00,1981,2044,78.8,3,-1.00,6.79,106,102,983,1391,754,714,22.0,59.48,59.88,2.74,17.84,200,2273,350.00,0,0,0,0,8.03,1.000,21.10,100.0,47.84,0
1.842,5.47,0.78,12.22,27,26,23,20,100.0,13.20,4.66,12.21,1.59,on,12.38,194,1.000,0.0,0.00,0.00,2012,2044,78.8,3,-1.00,6.79,106,102,983,470,754,741,22.0,60.39,55.77,2.74,17.94,200,2286,350.00,0,0,0,0,7.96,1.000,21.10,100.0,47.84,0
1.860,5.47,0.78,11.94,27,26,23,21,100.0,13.20,4.82,12.21,1.62,on,12.22,194,1.000,0.0,0.00,0.00,2047,2044,78.8,3,-1.50,6.83,106,102,658,470,1167,741,22.0,61.57,64.62,2.76,18.08,200,2284,350.00,0,0,0,0,7.91,1.000,21.10,100.0,47.84,0
1.890,4.69,0.00,11.94,28,26,23,21,100.0,13.20,4.88,12.15,1.63,on,12.22,194,1.000,0.0,0.00,0.00,2032,2044,78.8,3,-2.00,7.31,106,102,658,904,1167,752,22.0,62.84,71.25,2.72,18.27,200,2285,350.00,0,0,0,0,7.86,1.000,21.10,100.0,47.84,0
1.910,4.69,0.00,11.83,28,26,23,21,100.0,13.20,5.01,12.15,1.64,on,12.18,194,1.000,0.0,0.00,0.00,2039,2044,78.8,3,-2.00,7.31,106,102,927,904,678,752,22.0,63.73,66.51,2.72,18.62,200,2301,350.00,0,0,0,0,7.82,1.000,21.10,100.0,47.84,0
1.940,4.69,0.00,11.96,28,27,23,21,100.0,13.20,5.16,12.07,1.66,on,12.14,194,1.000,0.0,0.00,0.00,2004,2097,78.8,3,-2.00,7.37,106,102,1067,1031,678,706,22.0,63.11,64.62,2.74,18.40,200,2312,350.00,0,0,0,0,7.78,1.000,21.10,100.0,47.84,0
1.967,3.91,0.00,11.81,28,27,23,21,100.0,13.20,5.25,12.13,1.66,on,12.10,194,1.000,0.0,0.00,0.00,2108,2097,78.8,3,-1.50,7.45,106,102,1067,881,1106,706,22.0,64.49,60.51,2.68,18.54,200,2330,350.00,0,0,0,0,7.75,1.000,21.10,100.0,47.84,0
1.997,3.91,0.00,11.88,28,27,23,21,100.0,13.20,5.40,12.02,1.71,on,12.10,194,1.000,0.0,0.00,0.00,2040,2097,78.8,3,-1.50,7.45,106,102,1568,881,1106,913,22.0,65.04,66.83,2.68,18.60,200,2336,350.00,0,0,0,0,7.72,1.000,21.10,100.0,47.84,0
2.029,3.91,0.00,11.81,28,27,23,21,100.0,13.20,5.44,12.02,1.70,on,12.02,194,1.000,0.0,0.00,0.00,2124,2097,78.8,3,-2.50,7.48,106,102,1568,931,1252,913,22.0,66.28,61.77,2.58,18.79,200,2334,350.00,0,0,0,0,7.71,1.000,21.10,100.0,47.84,0
2.043,3.91,0.00,11.82,28,28,23,22,100.0,13.20,5.62,12.02,1.73,on,12.02,194,1.000,0.0,0.00,0.00,2175,2097,78.8,3,-2.50,7.46,106,102,314,931,1252,650,22.0,67.26,73.11,2.58,18.95,200,2338,350.00,0,0,0,0,7.69,1.000,21.10,100.0,47.84,0
2.070,3.91,0.00,11.61,28,28,23,22,100.0,13.20,5.72,12.02,1.71,on,11.98,194,1.000,0.0,0.00,0.00,2067,2097,78.8,3,-2.50,7.46,106,102,314,1101,650,650,22.0,67.29,78.04,2.58,18.97,200,2345,350.00,0,0,0,0,7.67,1.000,21.10,100.0,47.84,0
2.102,2.34,0.00,11.64,29,28,23,23,100.0,13.20,5.82,11.94,1.72,on,11.95,194,1.000,0.0,0.00,0.00,2026,2097,78.8,3,-2.50,7.52,106,102,497,1101,650,778,22.0,68.47,76.89,2.56,19.16,200,2355,350.00,0,0,0,0,7.66,1.000,21.10,100.0,47.84,0
